Time Bucket (America/New_York),30 Bellevue_1 (kWhs),30 Bellevue_2 (kWhs),Tesla Charger (kWhs),Heat Pump Attic (kWhs),Heat Pump Basement (kWhs),Oven (kWhs)
10/27/2022 13:00:00,0.4534,0.4213,0.0000,0.0035,0.0008,0.0027
10/27/2022 14:00:00,0.4833,0.5339,0.0000,0.0033,0.0006,0.0028
10/27/2022 15:00:00,0.4543,0.6083,0.0000,0.0032,0.0005,0.0032
10/27/2022 16:00:00,0.5294,0.9171,0.0001,0.0051,0.0008,0.0061
10/27/2022 17:00:00,0.6116,0.7383,0.0001,0.0045,0.0010,0.0050
10/27/2022 18:00:00,1.0878,0.8335,0.0001,0.0402,0.0017,0.0040
10/27/2022 19:00:00,1.2500,0.7441,0.0000,0.0158,0.0015,0.0034
10/27/2022 20:00:00,0.6768,0.7347,0.0001,0.0029,0.0263,0.0044
10/27/2022 21:00:00,0.5196,0.5608,0.0000,0.0185,0.0048,0.0036
10/27/2022 22:00:00,0.4625,0.4228,0.0000,0.0412,0.0178,0.0029
10/27/2022 23:00:00,0.4458,0.4531,0.0000,0.0254,0.0140,0.0037
10/28/2022 00:00:00,0.7733,0.8714,0.0000,0.6223,0.0180,0.0053
10/28/2022 01:00:00,1.6056,1.6886,0.0000,2.1456,0.0199,0.0080
10/28/2022 02:00:00,0.7351,0.8831,0.0000,0.5329,0.0209,0.0052
10/28/2022 03:00:00,1.7804,1.9526,0.0000,2.4503,0.0311,0.0089
10/28/2022 04:00:00,0.9367,1.3845,0.0001,0.9419,0.0081,0.0087
10/28/2022 05:00:00,1.8279,2.2032,0.0000,2.4989,0.0342,0.0106
10/28/2022 06:00:00,1.7221,2.0368,0.0001,0.0040,2.0542,0.0063
10/28/2022 07:00:00,1.9817,2.3225,0.0006,1.2162,1.5174,0.0080
10/28/2022 08:00:00,1.0585,1.2453,0.0000,0.7869,0.4510,0.0062
10/28/2022 09:00:00,0.9145,0.9503,0.0000,0.9369,0.0013,0.0054
10/28/2022 10:00:00,1.2363,1.2145,0.0000,1.3204,0.0018,0.0060
10/28/2022 11:00:00,2.6056,1.5493,0.0005,0.7738,0.0052,0.0046
10/28/2022 12:00:00,1.5294,0.9800,0.0000,0.6276,0.0035,0.0033
10/28/2022 13:00:00,0.9087,0.9519,0.0000,0.8536,0.0013,0.0044
10/28/2022 14:00:00,0.4616,0.6260,0.0000,0.0047,0.0009,0.0037
10/28/2022 15:00:00,0.6077,0.6190,0.0000,0.3377,0.0011,0.0037
10/28/2022 16:00:00,1.8371,2.1475,0.0003,1.0437,1.0559,0.0087
10/28/2022 17:00:00,0.8696,1.0684,0.0003,0.0044,0.0007,0.0077
10/28/2022 18:00:00,1.5857,1.7504,0.0000,1.3160,0.0022,0.0078
10/28/2022 19:00:00,0.8786,1.3712,0.0002,0.4538,0.0014,0.0078
10/28/2022 20:00:00,1.1040,1.4884,0.0000,0.5583,0.5652,0.0067
10/28/2022 21:00:00,2.2836,2.4175,0.0000,3.2533,0.0022,0.0091
10/28/2022 22:00:00,1.2058,1.1685,0.0000,1.2456,0.0013,0.0054
10/28/2022 23:00:00,1.8835,1.8975,0.0000,2.6586,0.0196,0.0084
10/29/2022 00:00:00,0.9121,1.0180,0.0000,0.8628,0.0340,0.0057
10/29/2022 01:00:00,1.6473,1.7391,0.0000,2.2925,0.0104,0.0082
10/29/2022 02:00:00,1.6090,1.5920,0.0000,2.1579,0.0342,0.0072
10/29/2022 03:00:00,1.0755,1.1154,0.0000,1.1774,0.0175,0.0057
10/29/2022 04:00:00,0.9786,1.0828,0.0000,1.0012,0.0233,0.0057
10/29/2022 05:00:00,1.0330,1.4975,0.0002,1.0554,0.0335,0.0089
10/29/2022 06:00:00,0.9855,1.0224,0.0002,0.0048,0.0329,0.0065
10/29/2022 07:00:00,1.1997,0.8369,0.0000,0.0040,0.0117,0.0041
10/29/2022 08:00:00,0.7090,0.8726,0.0001,0.0099,0.0309,0.0044
10/29/2022 09:00:00,1.4999,1.4783,0.0000,1.1608,0.0200,0.0053
10/29/2022 10:00:00,1.5831,1.6234,0.0000,2.0006,0.0017,0.0060
10/29/2022 11:00:00,0.9730,0.9917,0.0000,0.8644,0.0012,0.0043
10/29/2022 12:00:00,0.6520,0.6559,0.0000,0.2681,0.0009,0.0034
10/29/2022 13:00:00,0.6008,0.6206,0.0000,0.1724,0.0009,0.0028
10/29/2022 14:00:00,1.8633,1.2890,0.0000,1.5073,0.0034,0.0028
10/29/2022 15:00:00,0.5911,0.4239,0.0000,0.0037,0.0013,0.0015
10/29/2022 16:00:00,1.0676,1.0372,0.0000,0.0025,1.2157,0.0026
10/29/2022 17:00:00,0.7121,0.6459,0.0000,0.0026,0.4381,0.0025
10/29/2022 18:00:00,1.1533,1.7896,0.0002,0.2011,0.9517,0.0097
10/29/2022 19:00:00,1.1886,1.4197,0.0001,0.3708,0.8271,0.0063
10/29/2022 20:00:00,1.8903,2.0069,0.0000,1.9333,0.7156,0.0075
10/29/2022 21:00:00,1.8697,1.9386,0.0000,1.8570,0.6646,0.0071
10/29/2022 22:00:00,2.0919,2.0632,0.0000,3.0667,0.0021,0.0090
10/29/2022 23:00:00,1.2205,1.2489,0.0000,1.4009,0.0014,0.0071
10/30/2022 00:00:00,1.0335,1.0484,0.0000,0.9346,0.0128,0.0064
10/30/2022 01:00:00,1.1466,1.2457,0.0000,1.0979,0.0343,0.0068
10/30/2022 02:00:00,1.1236,1.1972,0.0000,1.0283,0.0342,0.0073
10/30/2022 03:00:00,2.8132,2.9464,3.4865,0.9366,0.0112,0.0097
10/30/2022 04:00:00,1.1269,1.2113,0.0000,0.9779,0.0342,0.0065
10/30/2022 05:00:00,0.6691,1.2310,0.0003,0.1422,0.0339,0.0095
10/30/2022 06:00:00,0.7124,1.0469,0.0002,0.0056,0.0115,0.0076
10/30/2022 07:00:00,0.7044,1.0832,0.0001,0.0148,0.0338,0.0071
10/30/2022 08:00:00,1.0031,1.1375,0.0001,0.2682,0.4864,0.0059
10/30/2022 09:00:00,0.9761,0.9037,0.0000,0.7754,0.0015,0.0046
10/30/2022 10:00:00,1.7108,1.7321,0.0000,2.2785,0.0019,0.0076
10/30/2022 11:00:00,0.5927,0.5661,0.0000,0.1740,0.0010,0.0035
10/30/2022 12:00:00,0.6909,0.6061,0.0000,0.3346,0.0012,0.0035
10/30/2022 13:00:00,0.5920,0.7219,0.0000,0.1583,0.0010,0.0043
10/30/2022 14:00:00,0.4768,0.4634,0.0000,0.0042,0.0009,0.0033
10/30/2022 15:00:00,0.4649,0.5592,0.0000,0.0046,0.0009,0.0036
10/30/2022 16:00:00,1.0076,1.1273,0.0000,0.0033,0.9223,0.0035
10/30/2022 17:00:00,1.5708,1.1236,0.0000,1.2212,0.0053,0.0038
10/30/2022 18:00:00,1.4078,1.4211,0.0001,0.2008,0.0038,0.0070
10/30/2022 19:00:00,1.3129,0.8926,0.0000,0.0033,0.0018,0.0035
10/30/2022 20:00:00,1.5892,1.4781,0.0001,1.3269,0.0017,0.0064
10/30/2022 21:00:00,1.6652,1.7354,0.0000,1.8025,0.3712,0.0061
10/30/2022 22:00:00,0.8865,1.0033,0.0000,0.7136,0.0011,0.0050
10/30/2022 23:00:00,1.7430,1.7324,0.0000,2.4018,0.0019,0.0080
10/31/2022 00:00:00,1.4694,1.4957,0.0000,1.8802,0.0123,0.0075
10/31/2022 01:00:00,1.2050,1.2541,0.0000,1.3574,0.0300,0.0066
10/31/2022 02:00:00,1.0415,1.0400,0.0000,0.9577,0.0032,0.0062
10/31/2022 03:00:00,0.8726,0.9501,0.0000,0.5887,0.0340,0.0061
10/31/2022 04:00:00,2.0582,2.5644,0.0001,2.9616,0.0066,0.0124
10/31/2022 05:00:00,1.5134,1.8998,0.0001,1.2869,0.6780,0.0089
10/31/2022 06:00:00,2.1890,2.2599,0.0001,0.6204,1.2073,1.0189
10/31/2022 07:00:00,1.4598,1.0123,0.0000,0.0304,0.0036,0.1226
10/31/2022 08:00:00,1.5659,1.6482,0.0000,1.6026,0.0018,0.0970
10/31/2022 09:00:00,0.7397,0.5353,0.0000,0.0157,0.0010,0.0027
10/31/2022 10:00:00,2.1799,1.6997,0.0000,1.1298,0.0030,1.2539
10/31/2022 11:00:00,0.8117,0.5910,0.0000,0.0032,0.0011,0.2992
10/31/2022 12:00:00,0.8275,0.5017,0.0000,0.0030,0.0009,0.1232
10/31/2022 13:00:00,0.5703,0.5319,0.0000,0.0040,0.0008,0.0028
10/31/2022 14:00:00,0.4889,0.5418,0.0000,0.0039,0.0007,0.0040
10/31/2022 15:00:00,0.5895,0.6174,0.0000,0.0040,0.0008,0.0032
10/31/2022 16:00:00,0.7743,1.2368,0.0006,0.0057,0.0011,0.5847
10/31/2022 17:00:00,1.0860,1.2067,0.0002,0.0044,0.0013,0.8323
10/31/2022 18:00:00,1.3047,0.7886,0.0000,0.0026,0.0020,0.1213
10/31/2022 19:00:00,0.5721,0.8357,0.0001,0.0048,0.0010,0.0680
10/31/2022 20:00:00,0.7432,0.6132,0.0001,0.0031,0.0009,0.0034
10/31/2022 21:00:00,0.5237,0.5362,0.0000,0.0032,0.0007,0.0037
10/31/2022 22:00:00,0.6786,0.6866,0.0000,0.4147,0.0009,0.0044
10/31/2022 23:00:00,0.4355,0.4418,0.0000,0.0041,0.0008,0.0036
11/01/2022 00:00:00,0.4509,0.4293,0.0000,0.0044,0.0008,0.0038
11/01/2022 01:00:00,0.4433,0.6061,0.0000,0.0091,0.0010,0.0048
11/01/2022 02:00:00,0.6376,0.7819,0.0000,0.3269,0.0009,0.0053
11/01/2022 03:00:00,0.6373,0.7676,0.0000,0.3536,0.0010,0.0049
11/01/2022 04:00:00,0.5518,1.1546,0.0003,0.1816,0.0012,0.0084
11/01/2022 05:00:00,0.5443,0.8499,0.0001,0.1770,0.0011,0.0070
11/01/2022 06:00:00,1.0442,0.8857,0.0000,0.0046,0.2836,0.0046
11/01/2022 07:00:00,1.4407,1.4515,0.0002,0.8123,0.0023,0.0065
11/01/2022 08:00:00,0.7460,0.6977,0.0000,0.1148,0.0012,0.0038
11/01/2022 09:00:00,0.4862,0.5847,0.0000,0.0040,0.0007,0.0025
11/01/2022 10:00:00,0.4429,0.5909,0.0000,0.0044,0.0007,0.0029
11/01/2022 11:00:00,0.4416,0.4329,0.0000,0.0036,0.0007,0.0026
11/01/2022 12:00:00,0.4452,0.4291,0.0000,0.0035,0.0006,0.0025
11/01/2022 13:00:00,0.5377,0.5571,0.0000,0.0041,0.0010,0.0029
11/01/2022 14:00:00,1.1955,0.4579,0.0000,0.0028,0.0019,0.0018
11/01/2022 15:00:00,1.1915,0.5992,0.0000,0.0025,0.0015,0.0018
11/01/2022 16:00:00,1.1894,0.9233,0.0001,0.0045,0.0021,0.0048
11/01/2022 17:00:00,1.2507,0.7599,0.0001,0.0039,0.0020,0.0035
11/01/2022 18:00:00,1.4948,0.7296,0.0001,0.0032,0.0030,0.0032
11/01/2022 19:00:00,1.1804,1.0057,0.0000,0.0047,0.0022,0.0046
11/01/2022 20:00:00,0.5601,0.7861,0.0001,0.0043,0.0006,0.0053
11/01/2022 21:00:00,0.5260,0.5309,0.0000,0.0028,0.0005,0.0029
11/01/2022 22:00:00,0.4568,0.5768,0.0000,0.0037,0.0007,0.0034
11/01/2022 23:00:00,0.4499,0.5598,0.0000,0.0041,0.0007,0.0038
11/02/2022 00:00:00,0.6344,0.7376,0.0000,0.3008,0.0008,0.0049
11/02/2022 01:00:00,0.6550,0.7016,0.0000,0.3088,0.0011,0.0046
11/02/2022 02:00:00,0.5583,0.5452,0.0000,0.1590,0.0009,0.0044
11/02/2022 03:00:00,0.6500,0.6816,0.0000,0.3141,0.0010,0.0053
11/02/2022 04:00:00,0.5688,0.9384,0.0002,0.1617,0.0186,0.0077
11/02/2022 05:00:00,1.1409,1.5229,0.0001,1.2596,0.0079,0.0088
11/02/2022 06:00:00,1.6060,0.8137,0.0001,0.1043,0.1268,0.0038
11/02/2022 07:00:00,1.7906,1.3009,0.0000,0.7938,0.1328,0.0048
11/02/2022 08:00:00,0.9784,1.0903,0.0000,0.4553,0.0012,0.0062
11/02/2022 09:00:00,0.8402,0.8108,0.0000,0.3678,0.0011,0.0047
11/02/2022 10:00:00,0.5160,0.4266,0.0000,0.0042,0.0010,0.0033
11/02/2022 11:00:00,0.8720,0.8653,0.0000,0.7451,0.0010,0.0049
11/02/2022 12:00:00,0.5166,0.7488,0.0000,0.0047,0.0010,0.0052
11/02/2022 13:00:00,0.4880,0.4641,0.0000,0.0033,0.0007,0.0032
11/02/2022 14:00:00,0.6683,0.6859,0.0000,0.0037,0.0008,0.0036
11/02/2022 15:00:00,0.7197,0.8583,0.0000,0.0041,0.0009,0.4429
11/02/2022 16:00:00,1.1059,1.4841,0.0001,0.0059,0.0015,1.0938
11/02/2022 17:00:00,0.9569,0.8384,0.0001,0.0043,0.0015,0.1268
11/02/2022 18:00:00,2.1194,0.8952,0.0000,0.0022,0.0032,0.0444
11/02/2022 19:00:00,1.5447,0.9816,0.0003,0.0041,0.0044,0.0049
11/02/2022 20:00:00,0.6320,0.7397,0.0000,0.0045,0.0012,0.0054
11/02/2022 21:00:00,0.6706,0.7123,0.0000,0.0264,0.0270,0.0046
11/02/2022 22:00:00,0.6018,0.6061,0.0000,0.0331,0.0012,0.0042
11/02/2022 23:00:00,0.7056,0.6678,0.0000,0.2021,0.0279,0.0046
11/03/2022 00:00:00,1.0898,1.0445,0.0000,0.9220,0.0051,0.0071
11/03/2022 01:00:00,1.6695,1.3323,0.0000,1.6943,0.0250,0.0064
11/03/2022 02:00:00,0.9752,1.0055,0.0000,0.7362,0.0152,0.0059
11/03/2022 03:00:00,1.7738,1.7848,0.0000,2.1886,0.0201,0.0086
11/03/2022 04:00:00,1.3108,1.5570,0.0001,1.3620,0.0290,0.0090
11/03/2022 05:00:00,1.2079,1.5165,0.0001,1.0209,0.0139,0.0084
11/03/2022 06:00:00,1.4828,0.9454,0.0000,0.0042,0.0341,0.0041
11/03/2022 07:00:00,1.2521,0.7822,0.0000,0.0040,0.0736,0.0035
11/03/2022 08:00:00,0.8000,0.7024,0.0000,0.0043,0.0150,0.0039
11/03/2022 09:00:00,0.9396,0.7213,0.0000,0.3722,0.0190,0.0038
11/03/2022 10:00:00,1.6079,1.1873,0.0000,1.5458,0.0028,0.0034
11/03/2022 11:00:00,0.6103,0.5005,0.0000,0.1591,0.0007,0.0029
11/03/2022 12:00:00,0.5313,0.5237,0.0000,0.0030,0.0006,0.0030
11/03/2022 13:00:00,0.5038,0.4060,0.0000,0.0030,0.0007,0.0028
11/03/2022 14:00:00,1.0784,0.5968,0.0000,0.3482,0.0008,0.0032
11/03/2022 15:00:00,0.8042,0.5092,0.0000,0.0037,0.0009,0.0031
11/03/2022 16:00:00,1.1105,0.7794,0.0001,0.0053,0.0016,0.0051
11/03/2022 17:00:00,0.7525,0.8903,0.0002,0.0054,0.0014,0.0066
11/03/2022 18:00:00,0.8740,0.7626,0.0001,0.0040,0.0013,0.0056
11/03/2022 19:00:00,1.1338,0.8775,0.0001,0.0041,0.0020,0.0056
11/03/2022 20:00:00,0.5704,0.8704,0.0001,0.0058,0.0010,0.0059
11/03/2022 21:00:00,0.8783,0.9696,0.0000,0.6693,0.0157,0.0056
11/03/2022 22:00:00,1.1905,1.0734,0.0000,1.3937,0.0117,0.0058
11/03/2022 23:00:00,0.7620,0.7365,0.0000,0.5591,0.0009,0.0052
11/04/2022 00:00:00,1.4555,1.4225,0.0000,1.9140,0.0237,0.0084
11/04/2022 01:00:00,0.8076,0.5762,0.0000,0.3501,0.0009,0.0053
11/04/2022 02:00:00,1.4667,1.3929,0.0000,1.8868,0.0245,0.0075
11/04/2022 03:00:00,3.0625,2.9635,3.9329,1.1127,0.0027,0.0102
11/04/2022 04:00:00,1.1970,1.5962,0.0001,1.3797,0.0231,0.0101
11/04/2022 05:00:00,1.3537,1.5614,0.0001,1.4412,0.1976,0.0087
11/04/2022 06:00:00,2.3974,1.8175,0.0000,0.5319,1.2484,0.0053
11/04/2022 07:00:00,1.4964,0.9465,0.0000,0.0038,0.3173,0.0040
11/04/2022 08:00:00,1.2366,1.2479,0.0000,1.2636,0.0016,0.0066
11/04/2022 09:00:00,0.5241,0.3758,0.0000,0.0034,0.0009,0.0033
11/04/2022 10:00:00,0.9242,0.8958,0.0000,0.7688,0.0011,0.0052
11/04/2022 11:00:00,0.5552,0.3298,0.0000,0.0031,0.0007,0.0026
11/04/2022 12:00:00,0.5191,0.4576,0.0000,0.0035,0.0007,0.0032
11/04/2022 13:00:00,0.7397,0.8668,0.0003,0.0045,0.0011,0.0057
11/04/2022 14:00:00,2.1744,0.8661,0.0001,0.0040,0.0055,0.0015
11/04/2022 15:00:00,0.4894,0.5005,0.0000,0.0033,0.0007,0.0036
11/04/2022 16:00:00,0.4291,0.9067,0.0002,0.0053,0.0010,0.0074
11/04/2022 17:00:00,0.7724,1.0714,0.0002,0.0046,0.0012,0.3860
11/04/2022 18:00:00,1.2807,1.0010,0.0001,0.0045,0.0022,0.5788
11/04/2022 19:00:00,1.2693,0.7766,0.0000,0.0025,0.0017,0.1249
11/04/2022 20:00:00,0.8893,0.7631,0.0000,0.0033,0.0014,0.0142
11/04/2022 21:00:00,0.6725,0.3303,0.0000,0.0021,0.0007,0.0026
11/04/2022 22:00:00,0.6107,0.6079,0.0000,0.0034,0.0011,0.0045
11/04/2022 23:00:00,0.6031,0.4368,0.0000,0.0029,0.0010,0.0036
11/05/2022 00:00:00,0.6084,0.4526,0.0000,0.0030,0.0011,0.0036
11/05/2022 01:00:00,0.6083,0.5999,0.0000,0.0038,0.0012,0.0052
11/05/2022 02:00:00,3.6454,3.5042,6.1085,0.0032,0.0028,0.0124
11/05/2022 03:00:00,4.5473,4.5203,8.1247,0.0031,0.0034,0.0152
11/05/2022 04:00:00,4.5287,4.5479,8.1221,0.0029,0.0029,0.0154
11/05/2022 05:00:00,3.8891,4.2614,6.8661,0.0052,0.0035,0.0155
11/05/2022 06:00:00,0.7526,0.9772,0.0002,0.0048,0.0012,0.0066
11/05/2022 07:00:00,1.4950,1.1461,0.0002,0.0046,0.0045,0.0055
11/05/2022 08:00:00,0.9491,0.8074,0.0000,0.0036,0.0018,0.0040
11/05/2022 09:00:00,0.6173,0.5307,0.0000,0.0027,0.0008,0.0026
11/05/2022 10:00:00,0.5762,0.4635,0.0000,0.0027,0.0007,0.0025
11/05/2022 11:00:00,0.4710,0.5384,0.0000,0.0036,0.0008,0.0030
11/05/2022 12:00:00,0.4500,0.4384,0.0000,0.0035,0.0006,0.0029
11/05/2022 13:00:00,0.5794,0.4519,0.0000,0.0033,0.0007,0.0028
11/05/2022 14:00:00,0.8660,0.5442,0.0000,0.0025,0.0009,0.0033
11/05/2022 15:00:00,0.4885,0.5447,0.0000,0.0032,0.0005,0.0032
11/05/2022 16:00:00,1.3128,0.5023,0.0000,0.0018,0.0004,0.0026
11/05/2022 17:00:00,1.3238,1.2442,0.0000,0.0033,0.0012,0.9402
11/05/2022 18:00:00,1.5064,1.2946,0.0003,0.0030,0.0012,0.3034
11/05/2022 19:00:00,1.4424,0.7662,0.0000,0.0022,0.0021,0.1217
11/05/2022 20:00:00,0.7953,0.8151,0.0003,0.0032,0.0013,0.0180
11/05/2022 21:00:00,0.4755,0.4622,0.0000,0.0026,0.0005,0.0028
11/05/2022 22:00:00,0.4066,0.4119,0.0000,0.0027,0.0008,0.0032
11/05/2022 23:00:00,0.3945,0.4816,0.0000,0.0035,0.0008,0.0038
11/06/2022 00:00:00,0.3979,0.5838,0.0000,0.0036,0.0008,0.0046
11/06/2022 01:00:00,0.4004,0.4382,0.0000,0.0033,0.0009,0.0045
11/06/2022 01:00:00,0.5693,0.3844,0.0000,0.0029,0.0008,0.0041
11/06/2022 02:00:00,0.4319,0.4486,0.0000,0.0034,0.0010,0.0047
11/06/2022 03:00:00,0.4408,0.4443,0.0000,0.0035,0.0008,0.0049
11/06/2022 04:00:00,0.4441,0.8241,0.0001,0.0057,0.0012,0.0076
11/06/2022 05:00:00,1.4571,1.2834,0.0001,0.0045,0.0028,0.7090
11/06/2022 06:00:00,1.3591,1.0643,0.0001,0.0044,0.0032,0.2404
11/06/2022 07:00:00,0.7666,0.7212,0.0000,0.0036,0.0014,0.0884
11/06/2022 08:00:00,0.6495,0.5118,0.0000,0.0022,0.0007,0.0031
11/06/2022 09:00:00,0.4359,0.5403,0.0000,0.0029,0.0006,0.0039
11/06/2022 10:00:00,0.5590,0.5077,0.0000,0.0029,0.0007,0.0029
11/06/2022 11:00:00,0.6248,0.5531,0.0000,0.0028,0.0007,0.0032
11/06/2022 12:00:00,0.4850,0.5711,0.0000,0.0031,0.0006,0.0039
11/06/2022 13:00:00,0.8426,0.5374,0.0000,0.0019,0.0010,0.0032
11/06/2022 14:00:00,0.5567,0.4978,0.0000,0.0028,0.0007,0.0029
11/06/2022 15:00:00,0.8699,0.4835,0.0000,0.0022,0.0008,0.0019
11/06/2022 16:00:00,0.8845,0.6560,0.0000,0.0021,0.0006,0.0033
11/06/2022 17:00:00,1.3533,0.8896,0.0000,0.0027,0.0016,0.0038
11/06/2022 18:00:00,1.1388,0.7074,0.0000,0.0019,0.0012,0.0028
11/06/2022 19:00:00,0.8921,0.6723,0.0000,0.0023,0.0010,0.0037
11/06/2022 20:00:00,0.4568,0.4038,0.0000,0.0018,0.0004,0.0024
11/06/2022 21:00:00,0.4495,0.3981,0.0000,0.0022,0.0005,0.0027
11/06/2022 22:00:00,0.4326,0.5354,0.0000,0.0036,0.0007,0.0040
11/06/2022 23:00:00,0.4363,0.5437,0.0000,0.0034,0.0006,0.0042
11/07/2022 00:00:00,0.4370,0.4804,0.0000,0.0036,0.0008,0.0042
11/07/2022 01:00:00,0.4373,0.4756,0.0000,0.0037,0.0007,0.0046
11/07/2022 02:00:00,0.4379,0.4434,0.0000,0.0031,0.0007,0.0047
11/07/2022 03:00:00,2.9494,3.1740,4.8275,0.0043,0.0029,0.0107
11/07/2022 04:00:00,0.4570,0.6833,0.0001,0.0039,0.0007,0.0056
11/07/2022 05:00:00,0.7115,0.6641,0.0000,0.0031,0.0010,0.0043
11/07/2022 06:00:00,1.1482,0.8074,0.0001,0.0031,0.0012,0.0043
11/07/2022 07:00:00,1.0848,0.8958,0.0000,0.0030,0.0012,0.0043
11/07/2022 08:00:00,0.5987,0.6330,0.0001,0.0029,0.0006,0.0039
11/07/2022 09:00:00,0.5110,0.3966,0.0000,0.0030,0.0006,0.0024
11/07/2022 10:00:00,0.5449,0.4750,0.0000,0.0027,0.0006,0.0029
11/07/2022 11:00:00,0.5279,0.5140,0.0000,0.0023,0.0005,0.0032
11/07/2022 12:00:00,0.5345,0.6153,0.0000,0.0026,0.0006,0.0037
11/07/2022 13:00:00,0.8091,0.3864,0.0000,0.0020,0.0009,0.0023
11/07/2022 14:00:00,0.8916,0.4931,0.0000,0.0030,0.0013,0.0014
11/07/2022 15:00:00,0.7571,0.5131,0.0000,0.0024,0.0007,0.0027
11/07/2022 16:00:00,0.8401,0.8327,0.0001,0.0035,0.0012,0.0055
11/07/2022 17:00:00,1.3556,0.9670,0.0000,0.0026,0.0014,0.0049
11/07/2022 18:00:00,0.7796,0.8653,0.0000,0.0028,0.0008,0.0046
11/07/2022 19:00:00,0.5191,0.6397,0.0000,0.0034,0.0007,0.0050
11/07/2022 20:00:00,0.4461,0.5303,0.0001,0.0030,0.0007,0.0046
11/07/2022 21:00:00,0.4320,0.4765,0.0000,0.0026,0.0006,0.0036
11/07/2022 22:00:00,0.4198,0.4977,0.0000,0.0035,0.0007,0.0046
11/07/2022 23:00:00,0.4253,0.4008,0.0000,0.0034,0.0007,0.0044
11/08/2022 00:00:00,0.4523,0.5000,0.0000,0.0341,0.0335,0.0055
11/08/2022 01:00:00,0.2494,0.2796,0.0000,0.0228,0.0007,0.0031
