Time Bucket (America/New_York),30 Bellevue-Mains_A (kWatts),30 Bellevue-Mains_B (kWatts),30 Bellevue-Electric Vehicle/RV-Tesla Charger (kWatts),30 Bellevue-Heat Pump-Heat Pump Attic (kWatts),30 Bellevue-Heat Pump-Heat Pump Basement (kWatts),30 Bellevue-Cooktop/Range/Oven/Stove-Oven (kWatts)
1/22/23 4:00,0.6514,0.7583,0,0.0425,0.0339,0.0057
1/22/23 4:15,0.6976,0.7849,0,0.0423,0.0336,0.006
1/22/23 4:30,0.8379,0.9349,0,0.0423,0.0337,0.0065
1/22/23 4:45,0.8507,0.8867,0,0.0422,0.0337,0.0059
1/22/23 5:00,0.5882,0.6427,0,0.0426,0.0337,0.005
1/22/23 5:15,0.7568,0.93,0,0.0426,0.0338,0.0072
1/22/23 5:30,0.8972,2.2013,0.0004,0.0447,0.0346,0.0136
1/22/23 5:45,0.8864,1.6164,0.0002,0.0434,0.0339,0.012
1/22/23 6:00,0.5996,1.2506,0.0004,0.0432,0.0338,0.0095
1/22/23 6:15,0.8742,1.3149,0.0001,0.0426,0.0334,0.0088
1/22/23 6:30,0.9826,1.5034,0.0003,0.0429,0.0337,0.0104
1/22/23 6:45,1.6189,1.4634,0.0001,0.0425,0.0344,0.0079
1/22/23 7:00,2.9435,1.3154,0,0.0398,0.0335,0.0046
1/22/23 7:15,2.3306,1.3564,0,0.0407,0.0338,0.0062
1/22/23 7:30,1.6383,1.2199,0.0001,0.042,0.0345,0.0057
1/22/23 7:45,1.747,1.3884,0,0.0421,0.0346,0.006
1/22/23 8:00,1.4455,1.2852,0.0002,0.0421,0.0343,0.0064
1/22/23 8:15,1.4685,1.539,0.0002,0.0424,0.0342,0.0078
1/22/23 8:30,2.3532,1.1537,0,0.0405,0.0347,0.0039
1/22/23 8:45,3.0671,2.8218,0,3.2653,0.0344,0.0101
1/22/23 9:00,2.7964,1.8587,0,2.0316,0.0348,0.0061
1/22/23 9:15,1.1892,0.8383,0,0.0035,0.0334,0.0032
1/22/23 9:30,1.346,1.1544,0,0.6438,0.0333,0.0044
1/22/23 9:45,0.9782,0.7218,0,0.0036,0.0332,0.0022
1/22/23 10:00,1.3349,1.1988,0,0.6306,0.0339,0.0038
1/22/23 10:15,2.7014,2.743,0,3.2942,0.0346,0.0092
1/22/23 10:30,1.901,1.6807,0.0039,1.4842,0.0341,0.0048
1/22/23 10:45,1.0192,1.0456,0,0.8523,0.033,0.005
1/22/23 11:00,2.54,2.5317,0,2.7295,0.2953,0.0093
1/22/23 11:15,4.0003,3.4996,0,4.0184,1.5845,0.0095
1/22/23 11:30,1.5992,1.0258,0,0.3678,0.0013,0.6479
1/22/23 11:45,1.0247,0.7527,0,0.0052,0.0012,0.101
1/22/23 12:00,2.7923,2.854,0,3.5245,0.0026,0.0107
1/22/23 12:15,0.8784,1.272,0,0.7093,0.0017,0.0053
1/22/23 12:30,1.0193,0.9952,0,0.5834,0.0013,0.0059
1/22/23 12:45,2.3951,2.6623,0,3.5225,0.0026,0.0112
1/22/23 13:00,0.9703,1.1028,0,0.6424,0.0013,0.0044
1/22/23 13:15,0.7334,0.7945,0,0.0408,0.001,0.0038
1/22/23 13:30,2.7723,3.1515,0,3.6665,0.003,0.0118
1/22/23 13:45,1.6087,0.9769,0,0.3418,0.0006,0.0044
1/22/23 14:00,1.0421,1.2028,0,0.6695,0.001,0.0052
1/22/23 14:15,2.4329,2.8158,0,3.3726,0.0121,0.0113
1/22/23 14:30,2.0253,2.32,0,2.6194,0.0334,0.0092
1/22/23 14:45,1.1025,1.1986,0,1.1749,0.0329,0.0052
1/22/23 15:00,1.4529,1.5311,0,1.4778,0.0331,0.0065
1/22/23 15:15,2.7,2.7471,0,4.0112,0.0335,0.0103
1/22/23 15:30,1.6647,1.5825,0,1.6738,0.0329,0.0056
1/22/23 15:45,1.3366,1.2265,0,1.4554,0.0329,0.0046
1/22/23 16:00,1.1208,0.975,0,0.275,0.3729,0.0034
1/22/23 16:15,2.0467,1.9105,0,0.6015,1.6474,0.004
1/22/23 16:30,2.4386,2.3326,0,0.6429,2.5941,0.0037
1/22/23 16:45,2.7041,2.3907,0,1.376,0.0017,1.5505
1/22/23 17:00,3.0023,2.3123,0,0.1913,0.0013,2.7132
1/22/23 17:15,2.2974,1.3129,0,0.4025,0.0005,0.1961
1/22/23 17:30,3.547,3.0139,0,2.1944,0.0058,0.123
1/22/23 17:45,2.0172,1.3794,0,0.1178,0.0031,0.1222
1/22/23 18:00,1.9558,2.3315,0.0002,0.7282,0.0023,0.1252
1/22/23 18:15,3.6176,4.0793,0.0005,1.7526,0.0069,1.863
1/22/23 18:30,3.2828,3.1487,0.0003,1.6282,0.0061,1.4903
1/22/23 18:45,4.3052,3.9386,0,3.6547,0.007,1.1779
1/22/23 19:00,2.5384,2.3252,0,1.7893,0.0022,0.5421
1/22/23 19:15,1.504,1.5633,0.0001,0.4828,0.0018,0.2056
1/22/23 19:30,1.1731,1.123,0,0.3851,0.0035,0.1227
1/22/23 19:45,1.6634,1.7585,0,1.3963,0.0336,0.1248
1/22/23 20:00,1.5647,1.8069,0,1.3867,0.0335,0.1259
1/22/23 20:15,0.7048,1.1974,0.0001,0.0646,0.0331,0.1262
1/22/23 20:30,2.5723,2.8608,0,3.6368,0.0337,0.1267
1/22/23 20:45,2.2367,2.652,0,2.9359,0.0336,0.0991
1/22/23 21:00,2.2721,2.5528,0,3.2131,0.0334,0.0114
1/22/23 21:15,2.0848,2.2755,0,2.8292,0.0336,0.01
1/22/23 21:30,2.2381,2.2445,0,3.1527,0.0334,0.0088
1/22/23 21:45,2.0703,2.2232,0,2.9043,0.0334,0.0096
1/22/23 22:00,1.279,1.2905,0,1.3218,0.0328,0.0053
1/22/23 22:15,2.6054,2.6616,0,3.8629,0.0336,0.01
1/22/23 22:30,2.3959,2.3955,0,3.4653,0.0339,0.0097
1/22/23 22:45,1.1972,1.2141,0,1.3183,0.0335,0.0057
1/22/23 23:00,0.9484,0.9331,0,0.7915,0.0337,0.0051
1/22/23 23:15,2.5969,2.6187,0,3.8865,0.0343,0.0108
1/22/23 23:30,1.4267,1.1937,0,1.7418,0.0336,0.0057
1/22/23 23:45,1.5399,1.359,0,1.9149,0.0339,0.0068
1/23/23 0:00,2.5737,2.5742,0,3.8363,0.0347,0.0115
1/23/23 0:15,2.522,2.6155,0,3.7261,0.0348,0.0112
1/23/23 0:30,1.9282,1.9536,0,2.6339,0.0345,0.0092
1/23/23 0:45,2.0742,2.1353,0,3.103,0.0345,0.0096
1/23/23 1:00,2,2.5034,0,2.7976,0.0347,0.0112
1/23/23 1:15,1.9488,2.4164,0,2.6394,0.0343,0.0103
1/23/23 1:30,1.6453,1.755,0,2.1951,0.0342,0.0088
1/23/23 1:45,0.5188,0.6151,0,0.0211,0.0339,0.0048
1/23/23 2:00,2.1098,2.3129,0,2.9517,0.0345,0.0105
1/23/23 2:15,1.4083,1.6071,0,1.6211,0.0342,0.0088
1/23/23 2:30,0.5013,0.4833,0,0.0124,0.0338,0.0038
1/23/23 2:45,1.5281,1.5231,0,1.8628,0.0342,0.0071
1/23/23 3:00,1.6858,1.7946,0,2.0922,0.0343,0.0087
1/23/23 3:15,10.4612,10.5559,15.307,4.0654,0.0366,0.0237
1/23/23 3:30,7.6992,7.7681,12.1877,2.0711,0.0355,0.0199
1/23/23 3:45,0.7898,0.7806,0,0.5456,0.0336,0.0048
1/23/23 4:00,2.4258,2.5102,0,3.6028,0.0343,0.0106
1/23/23 4:15,1.7652,1.7828,0,2.3313,0.0338,0.0079
1/23/23 4:30,0.6549,1.5812,0.0004,0.2802,0.0337,0.0123
1/23/23 4:45,1.6887,2.5796,0.0002,2.1527,0.0341,0.0136
1/23/23 5:00,2.8181,3.7595,0.0001,4.3416,0.0345,0.0153
1/23/23 5:15,2.2126,2.7055,0.0001,3.1056,0.034,0.0122
1/23/23 5:30,3.5047,3.9288,0,4.0813,1.5261,0.0129
1/23/23 5:45,2.5111,2.7202,0,1.115,2.6913,0.0072
1/23/23 6:00,1.9287,2.196,0,0.004,2.7047,0.0068
1/23/23 6:15,1.5339,1.6149,0,0.0084,1.857,0.0055
1/23/23 6:30,3.8215,4.274,0,2.3684,2.8454,0.7803
1/23/23 6:45,4.8167,4.5898,2.5785,0.0034,2.4005,2.4555
1/23/23 7:00,4.536,4.0089,2.3769,0.0026,2.2231,1.1462
1/23/23 7:15,2.7653,2.5281,1.1605,0.0043,1.1255,0.5195
1/23/23 7:30,3.0021,3.105,2.1451,0.6375,0.0038,0.1254
1/23/23 7:45,3.1643,3.5103,0.1558,4.4681,0.0035,0.1246
1/23/23 8:00,1.9697,2.6575,0,2.498,0.0027,0.125
1/23/23 8:15,1.1703,1.2176,0.0002,0.477,0.2359,0.1216
1/23/23 8:30,2.6215,2.7926,0,1.2959,2.622,0.1228
1/23/23 8:45,2.9378,3.1879,0,1.7021,2.7693,0.1236
1/23/23 9:00,1.6838,1.8732,0,2.0648,0.0761,0.1248
1/23/23 9:15,0.4351,0.6566,0,0.0055,0.0008,0.0111
1/23/23 9:30,3.0866,3.2506,0,3.3041,1.6455,0.0092
1/23/23 9:45,3.8232,3.934,0,3.3845,2.7658,0.0099
1/23/23 10:00,1.9882,2.009,0,1.0412,1.7168,0.0049
1/23/23 10:15,2.1491,2.143,0,0.7226,2.4563,0.0042
1/23/23 10:30,0.5108,0.4513,0,0.0032,0.1443,0.002
1/23/23 10:45,3.3188,3.3957,0,2.9183,2.4642,0.0085
1/23/23 11:00,1.2997,1.332,0,1.0572,0.5207,0.0047
1/23/23 11:15,0.4314,0.3741,0,0.0039,0.0006,0.0023
1/23/23 11:30,2.903,2.999,0,3.3981,1.1622,0.0098
1/23/23 11:45,2.6405,1.9878,0,0.5683,2.2389,0.0037
1/23/23 12:00,1.0754,0.531,0,0.0027,0.0447,0.0017
1/23/23 12:15,1.7678,1.8243,0,0.0018,2.2273,0.0042
1/23/23 12:30,2.4475,2.0781,0,0.1146,2.6376,0.004
1/23/23 12:45,3.5384,3.3963,0,3.0875,1.7092,0.0097
1/23/23 13:00,3.307,2.2021,0,0.754,2.6247,0.0025
1/23/23 13:15,1.9466,1.7982,0,0.0021,2.5506,0.0034
1/23/23 13:30,2.5954,1.2744,0,0.9178,0.5748,0.0024
1/23/23 13:45,2.2267,2.326,0,3.2515,0.0028,0.0091
1/23/23 14:00,0.4563,0.8358,0,0.0064,0.0029,0.0035
1/23/23 14:15,3.0954,3.1971,0,2.7356,2.1576,0.0089
1/23/23 14:30,0.795,0.5693,0,0.003,0.3163,0.0016
1/23/23 14:45,2.1577,2.2083,0,2.0004,1.2483,0.0066
1/23/23 15:00,2.8554,3.0437,0,2.1509,2.3366,0.0076
1/23/23 15:15,0.8131,0.9742,0,0.0036,0.6902,0.0031
1/23/23 15:30,2.9513,2.6152,0,2.2469,1.5455,0.0053
1/23/23 15:45,9.4597,9.2402,10.9053,3.0746,2.1226,0.0183
1/23/23 16:00,10.8628,10.333,16.4281,2.316,0.0107,0.0219
1/23/23 16:15,9.9731,9.8018,16.1439,0.7168,0.0103,0.0217
1/23/23 16:30,8.2032,8.5891,12.5184,1.1682,0.0093,0.0209
1/23/23 16:45,3.0911,3.0662,0,2.7542,0.0031,0.0119
1/23/23 17:00,1.7715,1.8541,0,1.0745,0.0029,0.0081
1/23/23 17:15,1.2631,1.2154,0.0473,0.163,0.002,0.0059
1/23/23 17:30,2.4615,1.5694,0,0.9106,0.0019,0.0052
1/23/23 17:45,3.8669,3.3459,0,4.1772,0.0047,0.0104
1/23/23 18:00,2.2404,2.1209,0,1.967,0.0022,0.0071
1/23/23 18:15,1.0852,1.1869,0,0.0344,0.001,0.0054
1/23/23 18:30,2.2347,2.6685,0,2.7149,0.0017,0.0104
1/23/23 18:45,1.9217,1.9224,0,1.4162,0.0061,0.0067
1/23/23 19:00,2.7613,3.1754,0,3.6507,0.0333,0.0113
1/23/23 19:15,1.4103,1.7138,0,1.0998,0.0328,0.0073
1/23/23 19:30,1.4076,1.6953,0,1.1546,0.0327,0.007
1/23/23 19:45,1.3599,1.6012,0,1.0727,0.0325,0.0068
1/23/23 20:00,2.0923,3.0121,0,2.4895,0.0335,0.0117
1/23/23 20:15,1.397,2.0397,0.0002,1.3412,0.0329,0.0094
1/23/23 20:30,1.3306,1.787,0,1.0845,0.0328,0.0089
1/23/23 20:45,2.729,2.9655,0,3.7929,0.0334,0.0108
1/23/23 21:00,2.6337,2.8252,0,3.6923,0.0333,0.0103
1/23/23 21:15,2.7512,2.63,0,3.7004,0.034,0.0074
1/23/23 21:30,0.8265,0.6204,0,0.1129,0.0333,0.0015
1/23/23 21:45,1.7802,1.6141,0,1.9066,0.0338,0.0044
1/23/23 22:00,2.9504,2.8354,0,4.0686,0.0343,0.0083
1/23/23 22:15,2.9718,2.9799,0,4.618,0.0335,0.0102
1/23/23 22:30,2.4849,2.4717,0,3.5031,0.0336,0.0081
1/23/23 22:45,1.4488,1.4111,0,1.3082,0.0339,0.0045
1/23/23 23:00,1.9866,2.1147,0,2.7979,0.0337,0.0085
1/23/23 23:15,1.3461,1.2776,0,1.6343,0.0334,0.0053
1/23/23 23:30,2.8058,2.9133,0,4.3965,0.0343,0.0113
1/23/23 23:45,1.2009,1.2973,0,1.2791,0.0335,0.0063
1/24/23 0:00,0.4847,0.5268,0,0.0043,0.0332,0.0037
1/24/23 0:15,0.4728,0.471,0,0.0035,0.0331,0.0042
1/24/23 0:30,0.5057,0.6034,0,0.0043,0.0333,0.0055
1/24/23 0:45,0.4984,0.5412,0,0.0044,0.0331,0.0047
1/24/23 1:00,0.4749,0.7006,0,0.005,0.0334,0.0056
1/24/23 1:15,0.4741,0.6135,0,0.0051,0.0334,0.0042
1/24/23 1:30,0.5101,0.6538,0,0.0055,0.0335,0.005
1/24/23 1:45,0.512,0.5702,0,0.0051,0.0334,0.0037
1/24/23 2:00,0.4789,0.6368,0,0.0052,0.0335,0.0046
1/24/23 2:15,0.4861,0.6065,0,0.0053,0.0335,0.0043
1/24/23 2:30,0.5186,0.6283,0,0.0059,0.0336,0.0046
1/24/23 2:45,0.5098,0.699,0,0.0326,0.0336,0.0052
1/24/23 3:00,0.5051,1.0252,0,0.0432,0.0337,0.0061
1/24/23 3:15,5.6322,5.6927,10.083,0.0418,0.0347,0.0154
1/24/23 3:30,6.3776,6.5229,11.6986,0.0416,0.0348,0.0178
1/24/23 3:45,0.5049,0.8083,0,0.0426,0.0333,0.0049
1/24/23 4:00,0.5021,0.8717,0,0.0424,0.0331,0.0055
1/24/23 4:15,0.5056,0.885,0.0001,0.0425,0.0334,0.0058
1/24/23 4:30,0.5347,1.582,0.0007,0.0438,0.0336,0.0124
1/24/23 4:45,0.4992,1.5231,0.0008,0.0434,0.0334,0.0119
1/24/23 5:00,0.492,1.4425,0.0006,0.0434,0.0334,0.0114
1/24/23 5:15,0.5152,1.0605,0.0002,0.043,0.0334,0.0078
1/24/23 5:30,0.5796,0.8957,0.0003,0.0425,0.0333,0.0064
1/24/23 5:45,0.5521,0.8469,0.0001,0.0422,0.0332,0.0058
1/24/23 6:00,0.5709,0.9451,0.0001,0.0422,0.0332,0.0065
1/24/23 6:15,0.5941,0.9955,0.0001,0.0422,0.0329,0.0065
1/24/23 6:30,0.6125,1.0673,0.0006,0.0427,0.0334,0.1606
1/24/23 6:45,3.5449,3.9439,2.5925,0.0423,0.0342,2.6681
1/24/23 7:00,3.7985,3.4226,2.7899,0.041,0.2202,1.8303
1/24/23 7:15,3.7986,3.1634,1.1885,0.04,2.3186,0.644
1/24/23 7:30,2.6811,2.4889,2.5313,0.0412,0.3972,0.1249
1/24/23 7:45,0.975,1.0077,0.0001,0.042,0.001,0.1248
1/24/23 8:00,0.947,1.4698,0.0002,0.5902,0.0017,0.1275
1/24/23 8:15,2.9987,2.2391,0.0001,2.1475,0.0048,0.1254
1/24/23 8:30,3.2948,3.0214,0,2.7386,1.4834,0.1265
1/24/23 8:45,2.3967,1.6241,0,0.0012,1.9744,0.1236
1/24/23 9:00,1.0366,0.8239,0,0.0039,0.0238,0.1248
1/24/23 9:15,0.968,0.6864,0,0.5073,0.0008,0.0176
1/24/23 9:30,2.7596,2.7879,0.0047,3.938,0.002,0.0107
1/24/23 9:45,1.5097,1.4725,0,0.7931,1.2314,0.0041
1/24/23 10:00,3.0392,3.1773,0,2.8873,1.8707,0.0092
1/24/23 10:15,0.5068,0.3675,0,0.0043,0.0006,0.0024
1/24/23 10:30,0.9725,0.9659,0,0.7614,0.0009,0.0048
1/24/23 10:45,2.1257,2.1022,0,2.9114,0.0018,0.0084
1/24/23 11:00,0.5045,0.4916,0,0.0043,0.0007,0.0031
1/24/23 11:15,0.8668,0.9306,0,0.6894,0.0009,0.0048
1/24/23 11:30,2.0851,2.3008,0,2.8267,0.0022,0.0102
1/24/23 11:45,2.7601,2.2708,0.0001,2.9995,0.0017,0.0091
1/24/23 12:00,0.538,0.5194,0,0.0043,0.0005,0.0035
1/24/23 12:15,0.446,0.483,0,0.0048,0.0007,0.0032
1/24/23 12:30,2.2311,2.6729,0,3.2106,0.0027,0.0118
1/24/23 12:45,0.9328,0.9812,0,0.804,0.0011,0.005
1/24/23 13:00,0.5412,0.4959,0,0.0045,0.0103,0.0032
1/24/23 13:15,0.9937,1.0138,0,0.9124,0.0334,0.0049
1/24/23 13:30,1.9135,2.0323,0,2.5727,0.0338,0.009
1/24/23 13:45,1.0802,0.876,0,1.0519,0.0331,0.0038
1/24/23 14:00,0.9897,1.0124,0,0.9133,0.0332,0.0055
1/24/23 14:15,2.3335,2.0132,0,2.6217,0.0335,0.0063
1/24/23 14:30,0.6292,0.6347,0,0.0042,0.0328,0.0026
1/24/23 14:45,2.1269,2.4465,0,1.6406,1.527,0.0069
1/24/23 15:00,2.2095,2.5428,0,1.6961,1.5581,0.0077
1/24/23 15:15,0.6267,0.7948,0,0.3766,0.001,0.0046
1/24/23 15:30,1.4729,1.7034,0,1.769,0.0013,0.0072
1/24/23 15:45,3.0943,3.5488,0,3.0677,1.4398,0.0104
1/24/23 16:00,0.8716,0.6812,0,0.0025,0.3493,0.0024
1/24/23 16:15,1.6937,1.4808,0,1.6023,0.001,0.0055
1/24/23 16:30,0.5482,1.3706,0.0002,0.0176,0.0015,0.0106
1/24/23 16:45,0.9297,1.2485,0.0001,0.006,0.0014,0.0083
1/24/23 17:00,2.8755,2.9274,0,2.9317,0.0039,0.0121
1/24/23 17:15,3.0084,3.0397,0,2.6565,0.0071,0.0105
1/24/23 17:30,3.574,2.8616,0,3.3124,0.0056,0.009
1/24/23 17:45,2.9511,2.2521,0,2.4198,0.0046,0.0068
1/24/23 18:00,1.9657,1.3044,0,0.8316,0.0039,0.0046
1/24/23 18:15,1.7284,0.8351,0,0.1115,0.0033,0.0026
1/24/23 18:30,3.3272,2.8921,0,3.3276,0.0059,0.0098
1/24/23 18:45,3.479,2.5746,0.0042,2.9183,0.0048,0.0075
1/24/23 19:00,1.612,1.1032,0,0.1099,0.0301,0.0044
1/24/23 19:15,2.8711,2.6054,0,2.909,0.0334,0.0095
1/24/23 19:30,2.5422,2.0041,0,1.392,0.0341,0.0078
1/24/23 19:45,3.7908,3.1891,0,3.9565,0.0346,0.01
1/24/23 20:00,1.3893,0.9331,0,0.0171,0.0339,0.0047
1/24/23 20:15,1.6806,1.4191,0.0001,0.7859,0.0343,0.0074
1/24/23 20:30,1.9504,2.2822,0,2.4778,0.0338,0.0105
1/24/23 20:45,1.2189,1.3187,0,1.0852,0.0334,0.0069
1/24/23 21:00,0.9653,0.8736,0,0.6025,0.0333,0.005
1/24/23 21:15,1.1822,1.2005,0,0.9782,0.0333,0.0047
1/24/23 21:30,1.4502,1.6391,0,1.4006,0.0333,0.0063
1/24/23 21:45,2.317,2.4632,0,3.1874,0.0336,0.0092
1/24/23 22:00,1.1635,1.2861,0,1.1263,0.0326,0.0048
1/24/23 22:15,0.6102,0.6644,0,0.2146,0.0325,0.0031
1/24/23 22:30,0.7331,0.852,0,0.4365,0.0327,0.0041
1/24/23 22:45,1.43,1.991,0,1.7101,0.0336,0.0083
1/24/23 23:00,1.8701,1.9628,0,2.5328,0.0336,0.0089
1/24/23 23:15,1.2424,1.3324,0,1.4691,0.0333,0.0063
1/24/23 23:30,1.5296,1.7176,0,2.0235,0.0335,0.0077
1/24/23 23:45,1.587,1.7973,0,2.0675,0.0337,0.0078
1/25/23 0:00,1.5296,1.6549,0,1.8906,0.0339,0.0076
1/25/23 0:15,0.7923,1.0917,0,0.588,0.0338,0.0072
1/25/23 0:30,1.363,1.4632,0,1.6964,0.0341,0.0072
1/25/23 0:45,1.5987,1.7278,0,2.0354,0.0341,0.0083
1/25/23 1:00,1.8948,2.0068,0,2.5672,0.0341,0.0089
1/25/23 1:15,1.1571,1.1072,0,1.3259,0.0337,0.0051
1/25/23 1:30,1.5804,1.6752,0,2.017,0.034,0.0079
1/25/23 1:45,2.1241,2.2469,0,2.9472,0.0342,0.0099
1/25/23 2:00,1.4975,1.7303,0,1.8645,0.034,0.0083
1/25/23 2:15,0.5624,0.6776,0,0.1572,0.0337,0.0051
1/25/23 2:30,2.5016,2.7683,0,3.7857,0.0344,0.012
1/25/23 2:45,9.6691,9.5743,16.3188,1.3433,0.0362,0.0224
1/25/23 3:00,9.5496,9.4862,16.6641,0.5477,0.0357,0.0226
1/25/23 3:15,10.8271,10.7386,16.3819,3.0247,0.0364,0.0238
1/25/23 3:30,7.1518,7.204,9.27,3.6291,0.0356,0.0182
1/25/23 3:45,0.8085,0.9846,0,0.6285,0.0334,0.0046
1/25/23 4:00,0.466,0.7924,0,0.0045,0.0331,0.0048
1/25/23 4:15,0.4977,0.8012,0,0.0051,0.0334,0.005
1/25/23 4:30,0.4909,1.6276,0.0006,0.0093,0.0336,0.012
1/25/23 4:45,0.464,1.3284,0.0001,0.0083,0.0333,0.0104
1/25/23 5:00,0.4683,1.3797,0.0006,0.0081,0.0332,0.0108
1/25/23 5:15,0.5112,1.0881,0.0003,0.0073,0.0333,0.0082
1/25/23 5:30,0.5366,1.1838,0.0002,0.0073,0.0334,0.0065
1/25/23 5:45,0.5245,0.8876,0.0001,0.0059,0.0333,0.0061
1/25/23 6:00,0.5609,1.0332,0.0004,0.0055,0.0327,0.0072
1/25/23 6:15,0.5571,1.3493,0.0006,0.0078,0.0327,0.0097
1/25/23 6:30,1.8494,1.4432,0.0001,0.0042,0.0322,0.0072
1/25/23 6:45,2.4366,1.0707,0,0.0331,0.0323,0.0031
1/25/23 7:00,2.6789,2.284,2.6203,0.0407,0.0338,0.008
1/25/23 7:15,3.2628,2.1643,2.4746,0.0396,0.0332,0.0069
1/25/23 7:30,2.2428,2.2732,2.319,0.0409,0.0331,0.0095
1/25/23 7:45,0.8501,1.1408,0,0.0417,0.0331,0.0044
1/25/23 8:00,0.9073,1.1942,0,0.043,0.0342,0.0051
1/25/23 8:15,0.9582,1.0123,0,0.0426,0.034,0.004
1/25/23 8:30,1.3774,1.448,0,0.0427,0.0343,0.0055
1/25/23 8:45,1.1425,0.9235,0,0.0423,0.0343,0.0019
1/25/23 9:00,1.1817,1.0446,0,0.0425,0.034,0.0039
1/25/23 9:15,0.9638,0.8278,0,0.0419,0.0336,0.0038
1/25/23 9:30,0.7124,0.7636,0,0.0421,0.0334,0.0047
1/25/23 9:45,1.0893,0.8632,0,0.0416,0.0334,0.0038
1/25/23 10:00,0.9992,0.7548,0,0.042,0.0337,0.0026
1/25/23 10:15,2.2693,1.9839,0,2.3246,0.0345,0.0055
1/25/23 10:30,2.7287,2.4884,0,3.0238,0.0349,0.0082
1/25/23 10:45,1.0484,0.4544,0,0.0054,0.0342,0.0011
1/25/23 11:00,2.0097,1.3994,0,1.6784,0.0344,0.0034
1/25/23 11:15,2.8499,2.3822,0,3.499,0.035,0.0072
1/25/23 11:30,0.6654,0.4455,0,0.0043,0.0336,0.0026
1/25/23 11:45,1.3417,1.181,0,0.9283,0.0094,0.0049
1/25/23 12:00,2.5158,2.586,0,3.1724,0.003,0.0098
1/25/23 12:15,2.2616,2.4087,0,3.3406,0.0025,0.0098
1/25/23 12:30,1.3752,1.8394,0,1.0238,0.0334,0.0084
1/25/23 12:45,2.5359,2.3096,0,2.9397,0.0339,0.009
1/25/23 13:00,0.6651,0.5328,0,0.0039,0.0331,0.0032
1/25/23 13:15,0.7381,0.7428,0,0.0034,0.0331,0.0045
1/25/23 13:30,1.8148,1.9304,0,1.9638,0.0338,0.0082
1/25/23 13:45,2.1864,2.1634,0,2.4887,0.034,0.0091
1/25/23 14:00,0.4962,0.4955,0,0.005,0.0335,0.0039
1/25/23 14:15,0.8014,0.6822,0,0.1016,0.0337,0.0038
1/25/23 14:30,3.0896,2.6458,0,3.655,0.0341,0.0104
1/25/23 14:45,2.6235,2.1446,0,2.6855,0.0337,0.0094
1/25/23 15:00,1.3183,1.0676,0,0.6286,0.0154,0.005
1/25/23 15:15,2.4125,2.3408,0,3.0549,0.002,0.0099
1/25/23 15:30,1.8104,1.8032,0,2.258,0.0017,0.008
1/25/23 15:45,0.8731,0.7427,0,0.0039,0.0309,0.0037
1/25/23 16:00,0.8276,0.5314,0,0.0035,0.0331,0.0024
1/25/23 16:15,0.8231,1.175,0,0.0065,0.0333,0.0045
1/25/23 16:30,0.854,1.6824,0.0001,0.0081,0.0333,0.0113
1/25/23 16:45,2.5072,2.4458,0.0737,0.006,0.0342,1.755
1/25/23 17:00,1.9872,1.5841,0.0002,0.0062,0.0341,0.1261
1/25/23 17:15,2.6539,2.1932,0,1.6147,0.0343,0.1246
1/25/23 17:30,1.7183,1.5305,0,0.1752,0.034,0.1235
1/25/23 17:45,2.1083,2.033,0.0001,1.0491,0.0344,0.077
1/25/23 18:00,2.789,2.0327,0.0001,0.8593,0.0338,0.0086
1/25/23 18:15,3.1005,2.9753,0,2.6858,0.0346,0.0105
1/25/23 18:30,1.9539,1.1646,0.0001,0.0025,0.0341,0.0045
1/25/23 18:45,3.0882,2.5771,0,2.4219,0.0346,0.009
1/25/23 19:00,1.8294,1.7696,0.0002,1.3433,0.0339,0.009
1/25/23 19:15,2.9104,2.8016,0,2.5174,0.0352,0.011
1/25/23 19:30,2.2241,2.3427,0.0001,2.7686,0.0335,0.0107
1/25/23 19:45,0.9848,1.3799,0.0001,0.6251,0.0332,0.0078
1/25/23 20:00,1.1801,1.9753,0.0005,1.1661,0.0335,0.0109
1/25/23 20:15,1.4655,2.278,0.0002,1.7339,0.0335,0.0114
1/25/23 20:30,0.6519,0.9877,0,0.2099,0.0331,0.0061
1/25/23 20:45,1.5314,1.8069,0,1.6409,0.0334,0.0083
1/25/23 21:00,1.7684,2.0306,0,2.2621,0.088,0.0087
1/25/23 21:15,0.6886,0.9867,0,0.0047,0.3821,0.0052
1/25/23 21:30,0.7045,0.8655,0,0.3454,0.0007,0.0045
1/25/23 21:45,2.2387,2.3607,0,3.2388,0.0032,0.0102
1/25/23 22:00,1.2022,1.2084,0,1.1588,0.0338,0.006
1/25/23 22:15,0.5109,0.4514,0,0.0031,0.033,0.003
1/25/23 22:30,0.5051,0.5391,0,0.0041,0.0332,0.0032
1/25/23 22:45,1.0678,1.0888,0,0.9595,0.0335,0.0057
1/25/23 23:00,2.4089,2.4592,0,3.4836,0.0344,0.0104
1/25/23 23:15,2.0715,2.212,0,2.9858,0.0342,0.0103
1/25/23 23:30,0.7316,0.7775,0,0.3443,0.0338,0.0055
1/25/23 23:45,1.3832,1.6183,0,1.6589,0.0342,0.0089
1/26/23 0:00,1.5443,1.6488,0,1.8756,0.0343,0.0082
1/26/23 0:15,2.2397,2.2562,0,3.1947,0.0344,0.0108
1/26/23 0:30,1.9548,1.8263,0,2.5918,0.0345,0.0093
