Time Bucket (America/New_York),30 Bellevue-Mains_A (kWatts),30 Bellevue-Mains_B (kWatts),30 Bellevue-Electric Vehicle/RV-Tesla Charger (kWatts),30 Bellevue-Heat Pump-Heat Pump Attic (kWatts),30 Bellevue-Heat Pump-Heat Pump Basement (kWatts),30 Bellevue-Cooktop/Range/Oven/Stove-Oven (kWatts)
1/1/23 0:00,0.4915,0.4807,0,0.0051,0.001,0.0041
1/1/23 0:15,0.4919,0.4539,0,0.0044,0.0011,0.0037
1/1/23 0:30,0.491,0.4214,0,0.0042,0.0012,0.0036
1/1/23 0:45,0.4927,0.3813,0,0.0045,0.0011,0.0036
1/1/23 1:00,0.4934,0.2946,0,0.004,0.0011,0.003
1/1/23 1:15,0.4952,0.2185,0,0.0042,0.0013,0.0032
1/1/23 1:30,0.4958,0.2275,0,0.0042,0.0014,0.0029
1/1/23 1:45,0.495,0.1368,0,0.0038,0.0012,0.0024
1/1/23 2:00,0.4952,0.1338,0,0.0039,0.0011,0.0027
1/1/23 2:15,0.4952,0.629,0,0.0065,0.0017,0.0036
1/1/23 2:30,0.4972,0.3224,0,0.0052,0.0015,0.0038
1/1/23 2:45,0.4963,0.4171,0,0.0047,0.0013,0.0037
1/1/23 3:00,0.4952,0.5819,0,0.0056,0.0015,0.0044
1/1/23 3:15,0.4938,0.5527,0,0.0046,0.0009,0.0046
1/1/23 3:30,0.497,0.5942,0,0.0053,0.0012,0.0046
1/1/23 3:45,0.5127,0.5107,0,0.0319,0.0201,0.0043
1/1/23 4:00,0.5234,0.3451,0,0.0427,0.0343,0.003
1/1/23 4:15,0.523,0.3257,0,0.0427,0.0342,0.0027
1/1/23 4:30,0.5173,0.3223,0,0.0426,0.0142,0.0028
1/1/23 4:45,0.5114,0.4722,0,0.0428,0.0014,0.0043
1/1/23 5:00,0.4944,0.5106,0.0001,0.0083,0.0016,0.0047
1/1/23 5:15,0.4963,0.3682,0,0.0045,0.0018,0.0035
1/1/23 5:30,0.5552,1.2243,0.0003,0.0083,0.0021,0.0109
1/1/23 5:45,0.556,1.0724,0.0003,0.0076,0.0019,0.0106
1/1/23 6:00,0.5551,0.976,0.0004,0.0075,0.002,0.0097
1/1/23 6:15,0.5614,1.1899,0.0006,0.0083,0.002,0.0116
1/1/23 6:30,0.5149,0.9216,0.0002,0.0074,0.0265,0.0093
1/1/23 6:45,0.9451,1.5683,0.0003,0.7243,0.0345,0.0121
1/1/23 7:00,2.2054,2.8563,0.0001,3.0672,0.0351,0.0135
1/1/23 7:15,0.4914,1.1186,0.0002,0.0084,0.0249,0.0099
1/1/23 7:30,0.4823,0.8285,0.0001,0.0076,0.002,0.0076
1/1/23 7:45,0.4796,1.0189,0.0002,0.0078,0.0017,0.009
1/1/23 8:00,0.4822,0.9564,0.0002,0.0071,0.0014,0.0084
1/1/23 8:15,0.5717,0.953,0.0002,0.0071,0.0013,0.0078
1/1/23 8:30,0.5096,0.3606,0,0.005,0.0011,0.0027
1/1/23 8:45,0.4992,0.1287,0,0.0036,0.0012,0.0021
1/1/23 9:00,0.5006,0.1876,0,0.0034,0.0009,0.0026
1/1/23 9:15,0.495,0.2401,0,0.0041,0.001,0.0027
1/1/23 9:30,0.4992,0.3378,0,0.0048,0.0011,0.0034
1/1/23 9:45,0.5008,0.2979,0,0.0044,0.0274,0.003
1/1/23 10:00,0.4923,0.3166,0,0.0046,0.0338,0.0026
1/1/23 10:15,0.4952,0.353,0,0.005,0.0338,0.003
1/1/23 10:30,0.4808,0.3395,0,0.0052,0.0017,0.0029
1/1/23 10:45,0.4792,0.7776,0,0.0075,0.0023,0.0041
1/1/23 11:00,0.4799,0.3313,0,0.0049,0.0013,0.0034
1/1/23 11:15,0.5223,0.4889,0,0.0055,0.0013,0.0039
1/1/23 11:30,0.5048,0.3049,0,0.0048,0.0011,0.0025
1/1/23 11:45,0.494,0.3172,0,0.0046,0.0011,0.0022
1/1/23 12:00,0.497,0.5599,0,0.0051,0.0011,0.0038
1/1/23 12:15,0.4969,0.7016,0.0001,0.0054,0.0013,0.0049
1/1/23 12:30,0.4983,0.5708,0,0.0048,0.0012,0.0036
1/1/23 12:45,0.4966,0.3776,0,0.004,0.0011,0.0024
1/1/23 13:00,0.4916,0.5309,0.0001,0.0046,0.0011,0.004
1/1/23 13:15,0.5058,0.3935,0,0.0284,0.001,0.0021
1/1/23 13:30,0.5251,0.3261,0,0.0414,0.0304,0.0022
1/1/23 13:45,0.527,0.4172,0,0.0416,0.0332,0.0033
1/1/23 14:00,0.522,0.1882,0,0.0413,0.0333,0.002
1/1/23 14:15,0.5182,0.407,0.0001,0.042,0.0085,0.0044
1/1/23 14:30,0.5123,0.2189,0,0.0362,0.0014,0.0025
1/1/23 14:45,0.5016,0.1501,0,0.0035,0.0009,0.0021
1/1/23 15:00,0.4948,0.5046,0.0001,0.005,0.0013,0.0039
1/1/23 15:15,0.4973,0.5653,0.0001,0.0045,0.0008,0.004
1/1/23 15:30,0.5574,0.7023,0,0.0046,0.0061,0.0046
1/1/23 15:45,0.5613,0.6824,0,0.0056,0.0332,0.0047
1/1/23 16:00,0.5693,0.3946,0,0.0177,0.0328,0.002
1/1/23 16:15,0.5939,0.5676,0.0001,0.0412,0.0328,0.0031
1/1/23 16:30,0.5901,0.5335,0,0.0414,0.0324,0.0036
1/1/23 16:45,0.5972,0.3545,0,0.0409,0.001,0.0028
1/1/23 17:00,0.5894,0.1579,0,0.0406,0.0007,0.0014
1/1/23 17:15,0.5896,0.4305,0,0.0407,0.0007,0.0033
1/1/23 17:30,0.5895,0.4075,0.0001,0.0409,0.0009,0.0031
1/1/23 17:45,0.5974,0.5268,0,0.0407,0.0238,0.0034
1/1/23 18:00,0.5979,1.3147,0.0003,0.042,0.0329,0.0091
1/1/23 18:15,0.5959,1.2554,0.0001,0.0284,0.0329,0.0092
1/1/23 18:30,0.5878,1.1537,0.0002,0.0066,0.0332,0.0087
1/1/23 18:45,0.575,1.2332,0.0002,0.0062,0.0244,0.0094
1/1/23 19:00,0.5405,1.2841,0.0001,0.0082,0.0018,0.0085
1/1/23 19:15,0.5497,1.0391,0.0001,0.0072,0.0016,0.0083
1/1/23 19:30,0.5578,0.8974,0.0001,0.0273,0.0015,0.007
1/1/23 19:45,0.5643,0.9356,0.0002,0.0427,0.0208,0.007
1/1/23 20:00,0.5216,0.8706,0.0001,0.043,0.0339,0.0073
1/1/23 20:15,0.5267,0.9455,0.0001,0.0431,0.0339,0.0078
1/1/23 20:30,0.5495,0.4531,0,0.0455,0.0335,0.0027
1/1/23 20:45,2.5155,2.6388,0,3.6534,0.0343,0.0109
1/1/23 21:00,1.011,0.9729,0,0.872,0.0339,0.0052
1/1/23 21:15,0.5128,0.3915,0,0.004,0.0166,0.0033
1/1/23 21:30,0.5051,0.3084,0,0.0033,0.0009,0.0028
1/1/23 21:45,0.5053,0.1744,0,0.0037,0.0012,0.0029
1/1/23 22:00,0.488,0.2934,0,0.0043,0.0012,0.0034
1/1/23 22:15,0.5009,0.1429,0,0.0038,0.0244,0.0022
1/1/23 22:30,0.5102,0.1458,0,0.004,0.0339,0.0024
1/1/23 22:45,1.0419,0.8002,0,0.9441,0.0342,0.0046
1/1/23 23:00,0.5211,0.4388,0,0.0053,0.0343,0.0036
1/1/23 23:15,0.513,0.3948,0,0.0056,0.034,0.0036
1/1/23 23:30,1.0086,1.0679,0,0.8533,0.0035,0.0061
1/1/23 23:45,2.5938,2.7746,0,3.8471,0.0033,0.0114
1/2/23 0:00,0.504,0.5385,0,0.0092,0.0015,0.0043
1/2/23 0:15,0.8856,0.9055,0,0.6957,0.0155,0.0058
1/2/23 0:30,0.5114,0.3404,0,0.0048,0.0343,0.0034
1/2/23 0:45,0.5133,0.271,0,0.005,0.0346,0.0033
1/2/23 1:00,0.9825,0.6829,0,0.8067,0.0349,0.0048
1/2/23 1:15,1.1567,0.8815,0,1.1835,0.0348,0.006
1/2/23 1:30,0.5912,0.3603,0,0.0984,0.0345,0.0038
1/2/23 1:45,1.076,0.7562,0,1.0157,0.0347,0.0052
1/2/23 2:00,2.1713,2.0217,0,2.9699,0.0353,0.0093
1/2/23 2:15,1.3935,1.2557,0,1.5526,0.035,0.0063
1/2/23 2:30,0.8278,0.7626,0,0.5381,0.0347,0.0054
1/2/23 2:45,0.7678,0.7886,0,0.4475,0.0347,0.0061
1/2/23 3:00,0.5323,0.4165,0,0.0056,0.0344,0.0036
1/2/23 3:15,1.0102,0.8763,0,0.8719,0.0347,0.0053
1/2/23 3:30,0.5868,0.7894,0,0.099,0.0326,0.0042
1/2/23 3:45,0.9378,0.9149,0.0001,0.7785,0.0022,0.0072
1/2/23 4:00,0.523,0.581,0,0.0061,0.0017,0.0051
1/2/23 4:15,0.5279,0.5697,0,0.0059,0.0266,0.0047
1/2/23 4:30,0.5268,1.2332,0.0003,0.0096,0.0346,0.0112
1/2/23 4:45,0.5267,1.3061,0.0005,0.0099,0.0346,0.0114
1/2/23 5:00,0.5366,1.3309,0.0007,0.0096,0.0344,0.0112
1/2/23 5:15,0.5334,1.3482,0.0005,0.0202,0.0345,0.0115
1/2/23 5:30,0.5977,1.2684,0.0006,0.0434,0.034,0.0103
1/2/23 5:45,0.5977,1.3894,0.0006,0.044,0.0344,0.0115
1/2/23 6:00,0.6204,1.1434,0.0005,0.0435,0.0342,0.0103
1/2/23 6:15,0.6079,1.2246,0.0005,0.0435,0.0341,0.0106
1/2/23 6:30,0.5483,0.8767,0.0001,0.0429,0.034,0.0079
1/2/23 6:45,0.557,0.9727,0.0004,0.0431,0.0339,0.0088
1/2/23 7:00,0.5576,0.9566,0.0003,0.0432,0.034,0.0084
1/2/23 7:15,0.5289,1.0778,0.0003,0.0435,0.0342,0.0088
1/2/23 7:30,0.5267,1.1387,0.0003,0.0434,0.0341,0.0092
1/2/23 7:45,0.5301,1.0696,0.0002,0.0431,0.0339,0.0088
1/2/23 8:00,0.5451,0.9519,0.0002,0.0431,0.034,0.0079
1/2/23 8:15,1.3248,1.5621,0,1.3304,0.034,0.0077
1/2/23 8:30,0.527,0.4702,0,0.0056,0.0042,0.0036
1/2/23 8:45,0.8764,0.7074,0,0.6519,0.0019,0.0048
1/2/23 9:00,0.5632,0.4226,0,0.0348,0.0011,0.0034
1/2/23 9:15,0.5259,0.3445,0,0.0037,0.0223,0.0031
1/2/23 9:30,0.8113,0.5146,0,0.4898,0.0335,0.0035
1/2/23 9:45,0.5193,0.2899,0,0.0044,0.0333,0.0024
1/2/23 10:00,0.5098,0.3325,0,0.0049,0.0335,0.0024
1/2/23 10:15,1.766,1.6583,0,2.3498,0.0223,0.0066
1/2/23 10:30,1.921,1.8383,0,2.6273,0.0028,0.0072
1/2/23 10:45,0.4758,0.373,0,0.0053,0.0014,0.0027
1/2/23 11:00,0.4768,0.4283,0,0.0053,0.0011,0.0028
1/2/23 11:15,0.5203,0.3991,0,0.0047,0.001,0.0024
1/2/23 11:30,0.8869,0.652,0,0.6962,0.0011,0.0037
1/2/23 11:45,0.5051,0.2626,0,0.0055,0.0168,0.0027
1/2/23 12:00,0.5097,0.2257,0,0.005,0.0336,0.0026
1/2/23 12:15,0.5085,0.1698,0,0.0055,0.0336,0.0023
1/2/23 12:30,0.4948,0.257,0,0.0056,0.0054,0.0024
1/2/23 12:45,0.4976,0.3094,0,0.0047,0.0014,0.0018
1/2/23 13:00,0.4966,0.8674,0,0.0083,0.0021,0.0033
1/2/23 13:15,0.4984,0.3775,0,0.0054,0.0013,0.0025
1/2/23 13:30,0.5025,0.4641,0,0.0056,0.0013,0.002
1/2/23 13:45,0.4966,0.4768,0,0.006,0.0014,0.0025
1/2/23 14:00,0.4999,0.6085,0,0.0067,0.0016,0.0039
1/2/23 14:15,0.4957,0.5188,0,0.0057,0.0012,0.0037
1/2/23 14:30,0.5029,0.4559,0,0.0058,0.0105,0.0034
1/2/23 14:45,0.8805,0.7063,0,0.6643,0.0336,0.0035
1/2/23 15:00,0.5112,0.3001,0,0.0046,0.0335,0.0021
1/2/23 15:15,0.5093,0.294,0,0.0047,0.0238,0.0019
1/2/23 15:30,0.5546,0.369,0,0.0042,0.0012,0.0022
1/2/23 15:45,0.5509,0.4051,0,0.0045,0.0011,0.0023
1/2/23 16:00,0.5508,0.2298,0,0.0051,0.0011,0.0015
1/2/23 16:15,0.8735,0.4915,0,0.5412,0.0011,0.0021
1/2/23 16:30,1.31,1.8558,0.0002,1.2929,0.0327,0.0111
1/2/23 16:45,2.2583,2.8633,0.0001,3.05,0.0339,0.0131
1/2/23 17:00,0.5787,0.9621,0.0003,0.0079,0.0328,0.008
1/2/23 17:15,0.9078,1.58,0.0002,0.5805,0.0335,0.0108
1/2/23 17:30,0.5861,1.0627,0.0001,0.0081,0.0332,0.0075
1/2/23 17:45,0.5839,1.1678,0.0001,0.0085,0.0332,0.0087
1/2/23 18:00,0.8926,1.3686,0.0001,0.55,0.0334,0.0083
1/2/23 18:15,0.5855,1.1468,0.0001,0.0092,0.0334,0.0089
1/2/23 18:30,0.5766,0.9022,0.0001,0.0077,0.0194,0.0064
1/2/23 18:45,0.8728,1.2017,0.0002,0.5479,0.0017,0.0075
1/2/23 19:00,1.3781,1.7001,0.0002,1.4982,0.0024,0.0099
1/2/23 19:15,2.5541,2.973,0.0002,3.6571,0.028,0.013
1/2/23 19:30,0.5641,0.7279,0,0.0065,0.0333,0.0061
1/2/23 19:45,0.5656,0.8102,0.0002,0.0069,0.0333,0.0071
1/2/23 20:00,0.8384,1.2693,0.0002,0.5613,0.0334,0.0085
1/2/23 20:15,0.5224,1.043,0.0003,0.0073,0.0332,0.0078
1/2/23 20:30,0.5356,0.4965,0,0.0038,0.0329,0.003
1/2/23 20:45,1.1977,1.0092,0,1.2398,0.0332,0.0038
1/2/23 21:00,0.5299,0.3431,0,0.0041,0.033,0.0019
1/2/23 21:15,0.541,0.5717,0,0.0049,0.0332,0.0032
1/2/23 21:30,0.8732,1.0739,0,0.6278,0.0334,0.0046
1/2/23 21:45,0.8643,0.6783,0,0.6333,0.0334,0.0032
1/2/23 22:00,0.5176,0.424,0,0.0052,0.0336,0.0029
1/2/23 22:15,1.0493,0.9813,0,0.9618,0.0328,0.0041
1/2/23 22:30,0.5202,0.3822,0,0.0044,0.0014,0.0028
1/2/23 22:45,0.5241,0.6331,0,0.0053,0.0012,0.0051
1/2/23 23:00,0.5262,0.596,0,0.005,0.0193,0.0046
1/2/23 23:15,0.5468,0.5709,0,0.006,0.034,0.0042
1/2/23 23:30,1.4345,1.3761,0,1.7167,0.0344,0.0064
1/2/23 23:45,0.5252,0.4265,0,0.0051,0.0341,0.0034
1/3/23 0:00,0.5253,0.4123,0,0.0051,0.034,0.0043
1/3/23 0:15,0.5286,0.2714,0,0.0041,0.034,0.0036
1/3/23 0:30,0.5428,0.3109,0,0.0047,0.0344,0.0037
1/3/23 0:45,0.5357,0.2402,0,0.0048,0.0343,0.0031
1/3/23 1:00,0.5323,0.6573,0,0.0071,0.0346,0.0067
1/3/23 1:15,0.5288,0.6482,0,0.0073,0.0345,0.0056
1/3/23 1:30,0.5386,0.6863,0,0.0068,0.0345,0.0062
1/3/23 1:45,0.5296,0.6049,0,0.0059,0.0344,0.0053
1/3/23 2:00,0.5303,0.6075,0,0.0059,0.0343,0.0055
1/3/23 2:15,0.5338,0.8683,0,0.0073,0.0346,0.0081
1/3/23 2:30,0.5548,0.4764,0,0.0216,0.0344,0.0045
1/3/23 2:45,0.5347,0.2637,0,0.0428,0.0052,0.0033
1/3/23 3:00,0.5327,0.3633,0,0.0428,0.0016,0.0043
1/3/23 3:15,0.5609,0.4165,0,0.043,0.026,0.0047
1/3/23 3:30,0.5506,0.4189,0,0.0429,0.0342,0.0045
1/3/23 3:45,0.5447,0.3576,0,0.0428,0.0342,0.004
1/3/23 4:00,0.5433,0.4975,0,0.0427,0.0341,0.0041
1/3/23 4:15,0.5567,0.5934,0,0.0428,0.034,0.0048
1/3/23 4:30,0.5459,1.5712,0.0007,0.0443,0.0343,0.0124
1/3/23 4:45,0.5428,1.6889,0.0015,0.0446,0.0343,0.0129
1/3/23 5:00,0.5425,1.4226,0.0007,0.0442,0.0343,0.0112
1/3/23 5:15,0.5463,1.3578,0.0004,0.0439,0.0342,0.0114
1/3/23 5:30,0.7937,1.3628,0.0002,0.351,0.0342,0.0099
1/3/23 5:45,0.9613,2.0042,0.0002,0.7127,0.0294,0.0123
1/3/23 6:00,0.6748,1.0414,0.0001,0.186,0.0015,0.0081
1/3/23 6:15,0.7731,1.175,0.0001,0.3686,0.0021,0.008
1/3/23 6:30,0.7972,1.2762,0.0001,0.4858,0.0102,0.0088
1/3/23 6:45,0.5315,1.1483,0.0003,0.0082,0.0337,0.0089
1/3/23 7:00,2.8674,3.4645,4.6461,0.008,0.0343,0.0127
1/3/23 7:15,6.8882,7.454,12.7061,0.007,0.0351,0.0205
1/3/23 7:30,0.9295,1.4846,0.0003,0.7443,0.034,0.0095
1/3/23 7:45,0.5125,1.0319,0.0004,0.0073,0.0339,0.0086
1/3/23 8:00,0.5693,1.1848,0.0004,0.0941,0.034,0.0094
1/3/23 8:15,1.4917,1.7489,0.0001,1.5302,0.0341,0.0099
1/3/23 8:30,2.2577,1.9725,0,3.1964,0.0034,0.008
1/3/23 8:45,0.5193,0.1462,0,0.0034,0.0013,0.0019
1/3/23 9:00,0.6318,0.2647,0,0.1931,0.0012,0.0026
1/3/23 9:15,0.7742,0.5748,0,0.4436,0.0265,0.0035
1/3/23 9:30,0.5274,0.4171,0,0.0038,0.0334,0.0029
1/3/23 9:45,1.0497,0.9614,0,0.9691,0.0336,0.0043
1/3/23 10:00,0.5109,0.4097,0,0.0044,0.0336,0.0033
1/3/23 10:15,0.5103,0.4499,0,0.0043,0.0335,0.0034
1/3/23 10:30,1.1473,1.1691,0,1.0861,0.0336,0.0055
1/3/23 10:45,2.5091,2.4998,0,3.6982,0.0126,0.0097
1/3/23 11:00,0.4968,0.1614,0,0.0045,0.0016,0.002
1/3/23 11:15,0.5436,0.1465,0,0.0037,0.001,0.0017
1/3/23 11:30,1.0084,0.7728,0,0.9053,0.0044,0.0046
1/3/23 11:45,0.5361,0.2742,0,0.0155,0.0337,0.0028
1/3/23 12:00,0.5081,0.235,0,0.005,0.0336,0.0023
1/3/23 12:15,0.9669,0.7944,0,0.8325,0.0337,0.0035
1/3/23 12:30,0.5105,0.3081,0,0.0043,0.0336,0.0023
1/3/23 12:45,0.8038,0.7597,0,0.4746,0.0338,0.0045
1/3/23 13:00,2.3298,2.54,0,3.3383,0.02,0.0103
1/3/23 13:15,0.5006,0.4996,0,0.0041,0.001,0.0024
1/3/23 13:30,1.0467,1.0098,0,1.0144,0.0015,0.0044
1/3/23 13:45,0.5038,0.3037,0,0.0035,0.0008,0.0021
1/3/23 14:00,0.5045,0.7565,0,0.0059,0.0108,0.0039
1/3/23 14:15,0.5137,0.308,0,0.0037,0.0335,0.0027
1/3/23 14:30,1.0517,0.9343,0,0.9924,0.0338,0.0043
1/3/23 14:45,0.5098,0.3911,0,0.0044,0.0337,0.0026
1/3/23 15:00,0.5125,0.3549,0,0.0045,0.0335,0.0025
1/3/23 15:15,0.694,0.5691,0,0.3216,0.0202,0.003
1/3/23 15:30,1.9812,1.8211,0,2.5785,0.0023,0.0071
1/3/23 15:45,1.7394,1.6413,0,2.1562,0.0042,0.0064
1/3/23 16:00,0.5586,0.3856,0,0.0036,0.0331,0.0019
1/3/23 16:15,0.5836,0.5118,0,0.0042,0.0332,0.0029
1/3/23 16:30,1.1597,1.7226,0.0001,1.0825,0.0336,0.0109
1/3/23 16:45,0.6084,1.0542,0.0001,0.0074,0.0332,0.0086
1/3/23 17:00,0.7004,0.9847,0.0001,0.1613,0.0332,0.008
1/3/23 17:15,1.3001,1.7185,0,1.3234,0.0336,0.0099
1/3/23 17:30,1.7679,2.1937,0.0001,2.1092,0.0338,0.0106
1/3/23 17:45,1.6811,2.4031,0.0002,1.9705,0.034,0.0123
1/3/23 18:00,0.6065,1.0117,0.0001,0.0074,0.026,0.0077
1/3/23 18:15,0.5922,1.1623,0.0001,0.0085,0.0019,0.0091
1/3/23 18:30,0.5978,0.9884,0.0002,0.0077,0.0018,0.0081
1/3/23 18:45,1.079,1.6035,0.0002,0.8977,0.0095,0.0102
1/3/23 19:00,0.5741,1.0262,0.0002,0.0083,0.0338,0.0083
1/3/23 19:15,0.5787,0.9403,0.0001,0.0075,0.0339,0.0081
1/3/23 19:30,0.8137,1.1055,0.0002,0.4014,0.034,0.0088
1/3/23 19:45,2.844,3.2356,0,4.2294,0.0346,0.0134
1/3/23 20:00,0.5593,0.8708,0.0002,0.0426,0.0337,0.0077
1/3/23 20:15,0.6882,0.8958,0.0001,0.293,0.0335,0.0069
1/3/23 20:30,2.5273,2.3302,0,3.8404,0.0341,0.0081
1/3/23 20:45,2.1986,2.0299,0,3.1772,0.0342,0.0076
1/3/23 21:00,2.0443,2.03,0,2.8666,0.0342,0.0082
1/3/23 21:15,2.156,2.2365,0,2.7468,0.004,0.0104
1/3/23 21:30,2.644,2.7712,0,3.4351,0.0036,0.0118
1/3/23 21:45,2.6671,2.8128,0,3.7209,0.0036,0.0114
1/3/23 22:00,3.2498,3.3435,0,3.0719,1.7087,0.0114
1/3/23 22:15,4.3382,4.3351,0,4.4825,2.5014,0.0127
1/3/23 22:30,2.8741,2.7539,0,4.0406,0.3288,0.0112
1/3/23 22:45,2.657,2.4878,0,3.9847,0.0031,0.0107
1/3/23 23:00,2.8363,2.648,0,4.2565,0.003,0.0108
1/3/23 23:15,2.422,2.4414,0,3.3536,0.0032,0.0104
1/3/23 23:30,2.953,3.5696,0,4.2946,0.0049,0.0133
1/3/23 23:45,2.7481,2.757,0,4.1007,0.0034,0.0117
1/4/23 0:00,2.7185,2.8812,0,4.029,0.0034,0.0119
1/4/23 0:15,2.7375,3.0091,0,4.0449,0.0034,0.0127
1/4/23 0:30,2.7017,3.0166,0,4.0107,0.0035,0.0125
1/4/23 0:45,2.7221,2.9298,0,3.782,0.0034,0.0123
1/4/23 1:00,2.7585,2.7485,0,4.0883,0.0034,0.0118
1/4/23 1:15,1.8376,1.6802,0,2.4167,0.0026,0.008
1/4/23 1:30,1.3909,1.2233,0,1.3954,0.0304,0.0055
1/4/23 1:45,2.4946,2.4087,0,3.2268,0.0346,0.0097
1/4/23 2:00,3.8081,2.9957,0,4.0171,0.035,0.0108
1/4/23 2:15,2.0574,1.5978,0,1.4951,0.034,0.0073
1/4/23 2:30,0.4582,0.927,0,0.0075,0.0341,0.006
1/4/23 2:45,0.5361,0.8816,0,0.0069,0.034,0.0054
1/4/23 3:00,1.1835,1.454,0,0.9009,0.034,0.0084
1/4/23 3:15,2.7774,2.9768,0,4.2717,0.0345,0.0121
1/4/23 3:30,1.4206,1.6092,0,1.65,0.034,0.0082
1/4/23 3:45,1.9355,2.0306,0,2.5806,0.0342,0.0091
1/4/23 4:00,2.5494,2.7428,0,3.7918,0.0311,0.0116
1/4/23 4:15,0.8346,0.724,0,0.5346,0.0012,0.0048
1/4/23 4:30,1.2917,1.9879,0.0001,1.4085,0.0023,0.0126
1/4/23 4:45,2.5466,3.318,0.0001,3.9074,0.0037,0.0148
1/4/23 5:00,1.1582,1.7149,0.0001,1.1425,0.0319,0.0107
1/4/23 5:15,0.8356,1.4971,0.0003,0.3436,0.2418,0.0098
1/4/23 5:30,3.4039,3.9756,0,2.837,2.3642,0.0124
1/4/23 5:45,2.5161,2.7167,0,1.4867,2.2575,0.0071
1/4/23 6:00,1.8152,2.162,0,0.0051,2.3091,0.007
1/4/23 6:15,2.0515,2.5315,0,0.0053,2.5514,0.0082
1/4/23 6:30,2.208,3.2834,0.0001,0.0076,2.8606,0.0103
1/4/23 6:45,3.1325,3.247,0,0.0049,2.6199,1.1676
1/4/23 7:00,3.9245,3.5955,0.0001,1.5942,0.5316,2.3051
1/4/23 7:15,4.0292,3.4132,0,1.8042,2.0812,0.2115
1/4/23 7:30,1.4412,1.3173,0.0001,0.0066,0.0344,0.1414
1/4/23 7:45,1.2112,1.2038,0,0.0068,0.0024,0.1261
1/4/23 8:00,1.2092,1.1292,0,0.0061,0.0017,0.1257
1/4/23 8:15,1.0546,0.8597,0,0.005,0.0016,0.1249
1/4/23 8:30,2.8123,2.4338,0,3.2189,0.0028,0.1253
1/4/23 8:45,1.2942,0.7285,0,0.3718,0.0016,0.1245
1/4/23 9:00,0.8167,0.7972,0,0.0111,0.0014,0.0544
1/4/23 9:15,1.562,1.7003,0,1.5342,0.0018,0.0082
1/4/23 9:30,1.9282,2.5184,0.0011,2.482,0.0023,0.0118
1/4/23 9:45,0.7723,0.724,0.0002,0.0051,0.0014,0.0043
1/4/23 10:00,1.6047,0.5814,0,0.0044,0.0015,0.002
1/4/23 10:15,2.4621,2.366,0,3.317,0.0036,0.0091
1/4/23 10:30,0.6297,0.8901,0.0009,0.0161,0.0338,0.0058
1/4/23 10:45,0.8601,0.6932,0,0.0041,0.0332,0.0034
1/4/23 11:00,0.6297,0.5187,0,0.0044,0.0335,0.0026
1/4/23 11:15,2.238,2.0737,0,2.8722,0.034,0.0074
1/4/23 11:30,1.3082,1.3213,0,1.3643,0.0337,0.0069
1/4/23 11:45,1.0174,0.7769,0,0.6228,0.0212,0.0037
1/4/23 12:00,1.3137,0.8564,0,0.1269,0.0007,0.004
1/4/23 12:15,3.399,2.73,0,3.2879,0.0017,0.0102
1/4/23 12:30,1.2725,0.7776,0,0.0308,0.0014,0.0021
1/4/23 12:45,1.5227,0.8039,0,0.0038,0.0012,0.0017
1/4/23 13:00,0.7813,0.79,0,0.0071,0.0021,0.0026
1/4/23 13:15,0.8165,0.7201,0,0.0067,0.0022,0.0019
1/4/23 13:30,0.8148,1.2579,0,0.2379,0.0278,0.0047
1/4/23 13:45,2.5537,2.4082,0,3.4413,0.0347,0.0084
1/4/23 14:00,1.2961,1.2219,0,0.9965,0.0333,0.0051
1/4/23 14:15,0.91,0.6564,0,0.0027,0.033,0.0023
1/4/23 14:30,0.8148,0.4974,0,0.0026,0.0009,0.0018
1/4/23 14:45,1.037,0.9422,0,0.6765,0.0008,0.0038
1/4/23 15:00,1.5653,1.8237,0,1.6737,0.0053,0.0083
1/4/23 15:15,2.0191,1.9617,0,0.5148,2.1402,0.0038
1/4/23 15:30,1.9702,1.913,0,0.0027,2.3596,0.0038
1/4/23 15:45,1.7897,1.8475,0,0.003,2.3381,0.0035
1/4/23 16:00,2.3102,2.0128,0,0.0031,2.4604,0.0021
1/4/23 16:15,2.6164,2.203,0,0.0023,2.5548,0.0029
1/4/23 16:30,2.0479,2.7134,0.0005,0.0079,1.4841,0.0119
1/4/23 16:45,1.2514,1.7899,0.0005,0.0092,0.0032,0.0108
1/4/23 17:00,1.3366,1.4118,0,0.0065,0.0025,0.0065
1/4/23 17:15,1.5864,1.5922,0,0.7891,0.0042,0.0066
1/4/23 17:30,1.9986,2.0294,0,1.4343,0.0046,0.0079
1/4/23 17:45,2.2864,2.6042,0.0001,1.9438,0.0044,0.0108
1/4/23 18:00,1.3939,1.2387,0.0005,0.0041,0.0013,0.0081
1/4/23 18:15,2.5342,1.8875,0.0001,1.2341,0.0049,0.0086
1/4/23 18:30,0.9842,1.6342,0.0006,0.6279,0.0015,0.0096
1/4/23 18:45,1.6828,1.0653,0.0001,0.0024,0.0036,0.0063
1/4/23 19:00,1.5243,2.0384,0.0002,1.5262,0.0028,0.0108
1/4/23 19:15,2.4328,2.817,0.0001,3.5671,0.0021,0.0112
1/4/23 19:30,1.5212,2.215,0,1.7539,0.0025,0.0093
1/4/23 19:45,0.5885,0.8043,0.0001,0.1718,0.0292,0.0055
1/4/23 20:00,0.8534,1.1551,0.0001,0.6079,0.1729,0.006
