,Date,Valid,Installed_Charge_Capacity,Installed_Discharge_Capacity,Total_Charge,Total_Discharge,Hourly_Charging,Hourly_Discharging
272,09/02/2024,True,9441,8569,7430.067,3821.7740000000003,"[151.056, 311.553, 273.789, 273.789, 349.31700000000006, 424.84499999999997, 377.64, 292.671, 509.8140000000001, 387.08099999999996, 292.671, 198.26100000000002, 368.199, 594.783, 745.839, 717.516, 169.93800000000002, 302.112, 141.61499999999998, 37.764, 66.08699999999999, 75.528, 141.61499999999998, 226.584]","[257.07, 154.24200000000002, 59.983, 59.983, 77.12100000000001, 68.552, 51.414, 137.104, 128.535, 128.535, 128.535, 68.552, 145.673, 162.811, 145.673, 85.69, 239.932, 137.104, 205.656, 462.72600000000006, 676.951, 179.949, 25.707, 34.276]"
273,09/03/2024,True,9441,8569,4729.941,4687.243,"[330.43500000000006, 443.727, 283.22999999999996, 254.90700000000004, 198.26100000000002, 66.08699999999999, 84.96900000000001, 66.08699999999999, 160.497, 396.52200000000005, 141.61499999999998, 217.143, 245.466, 320.994, 113.292, 179.379, 236.025, 179.379, 226.584, 56.646, 47.205, 75.528, 160.497, 245.466]","[42.845, 25.707, 25.707, 17.138, 68.552, 128.535, 94.25900000000001, 85.69, 145.673, 171.38, 214.22500000000002, 94.25900000000001, 77.12100000000001, 137.104, 188.51800000000003, 188.51800000000003, 154.24200000000002, 162.811, 128.535, 702.6579999999999, 976.866, 402.743, 274.208, 179.949]"
274,09/04/2024,True,9441,8569,7788.825,6298.215,"[188.82, 292.671, 377.64, 292.671, 320.994, 311.553, 169.93800000000002, 179.379, 236.025, 481.491, 1151.802, 944.1, 698.6340000000001, 254.90700000000004, 226.584, 311.553, 151.056, 368.199, 207.70200000000003, 37.764, 56.646, 103.85100000000001, 188.82, 236.025]","[111.397, 162.811, 145.673, 145.673, 145.673, 154.24200000000002, 214.22500000000002, 154.24200000000002, 68.552, 68.552, 137.104, 154.24200000000002, 162.811, 128.535, 231.36300000000003, 171.38, 445.588, 154.24200000000002, 205.656, 1225.3670000000002, 1353.902, 368.467, 94.25900000000001, 94.25900000000001]"
275,09/05/2024,True,9476,8589,8604.208,8047.893,"[426.41999999999996, 331.66, 350.612, 350.612, 312.708, 227.424, 369.564, 189.52, 416.944, 672.7959999999999, 900.22, 1080.2640000000001, 729.652, 246.37600000000003, 379.04, 312.708, 236.9, 180.04399999999998, 350.612, 37.904, 132.664, 198.996, 85.284, 85.284]","[103.068, 60.12299999999999, 42.945, 68.712, 154.60200000000003, 369.327, 463.80600000000004, 326.382, 240.49199999999996, 60.12299999999999, 85.89, 94.47900000000001, 103.068, 180.369, 163.191, 188.95800000000003, 300.615, 377.91600000000005, 283.437, 1374.24, 1348.473, 867.4889999999999, 558.285, 231.90300000000002]"
276,09/06/2024,True,9971,8589,8196.162,6587.763,"[139.594, 169.507, 259.24600000000004, 329.043, 339.014, 179.478, 229.333, 319.072, 608.231, 1266.317, 937.274, 847.5350000000001, 598.26, 169.507, 348.985, 319.072, 179.478, 319.072, 99.71000000000001, 69.797, 49.855000000000004, 139.594, 99.71000000000001, 179.478]","[111.65700000000001, 128.835, 51.534, 42.945, 34.356, 77.30100000000002, 94.47900000000001, 146.013, 146.013, 85.89, 60.12299999999999, 77.30100000000002, 85.89, 111.65700000000001, 171.78, 231.90300000000002, 206.136, 274.848, 566.874, 1674.855, 1047.858, 601.23, 386.505, 171.78]"
277,09/07/2024,True,9971,8689,8904.103,6872.999,"[179.478, 159.536, 199.42000000000002, 289.159, 408.8109999999999, 408.8109999999999, 169.507, 179.478, 1206.491, 1784.809, 997.1, 348.985, 239.304, 119.652, 179.478, 129.62300000000002, 179.478, 189.44899999999998, 79.768, 59.826, 119.652, 309.101, 548.405, 418.78200000000004]","[165.091, 147.71300000000002, 95.57900000000001, 104.268, 34.756, 69.512, 121.64599999999999, 139.024, 69.512, 69.512, 95.57900000000001, 69.512, 95.57900000000001, 86.89, 95.57900000000001, 165.091, 191.15800000000002, 130.335, 877.5889999999999, 2128.805, 1025.3020000000001, 443.13899999999995, 364.93800000000005, 86.89]"
278,09/08/2024,True,9971,8689,7797.322,6733.975,"[259.24600000000004, 249.275, 179.478, 289.159, 129.62300000000002, 109.68100000000001, 99.71000000000001, 199.42000000000002, 1106.781, 2203.591, 1146.665, 199.42000000000002, 159.536, 89.739, 89.739, 119.652, 169.507, 179.478, 29.913, 29.913, 79.768, 149.565, 319.072, 209.39100000000002]","[104.268, 147.71300000000002, 52.134, 78.20100000000001, 69.512, 78.20100000000001, 165.091, 269.359, 156.40200000000002, 43.445, 43.445, 34.756, 78.20100000000001, 78.20100000000001, 78.20100000000001, 139.024, 86.89, 86.89, 842.8329999999999, 2319.963, 1199.082, 286.737, 217.22500000000002, 78.20100000000001]"
279,09/09/2024,True,9971,8689,9332.856,7854.856000000001,"[478.608, 269.21700000000004, 179.478, 309.101, 199.42000000000002, 149.565, 209.39100000000002, 169.507, 887.4190000000001, 2063.997, 1306.201, 648.115, 408.8109999999999, 319.072, 209.39100000000002, 189.44899999999998, 179.478, 149.565, 49.855000000000004, 49.855000000000004, 109.68100000000001, 169.507, 179.478, 448.695]","[69.512, 43.445, 26.067, 34.756, 78.20100000000001, 208.536, 521.34, 217.22500000000002, 86.89, 52.134, 60.82299999999999, 112.95700000000001, 173.78, 295.42600000000004, 165.091, 182.46900000000002, 86.89, 104.268, 981.8570000000001, 2528.4990000000003, 1285.9720000000002, 373.62699999999995, 112.95700000000001, 52.134]"
280,09/10/2024,True,9971,8689,9542.247,7203.181,"[817.6219999999998, 707.9409999999999, 618.202, 348.985, 398.84000000000003, 299.13, 249.275, 149.565, 737.8540000000002, 1415.8819999999998, 518.4920000000001, 368.9270000000001, 348.985, 249.275, 169.507, 269.21700000000004, 309.101, 388.86899999999997, 109.68100000000001, 29.913, 89.739, 358.956, 199.42000000000002, 388.86899999999997]","[43.445, 26.067, 95.57900000000001, 8.689, 60.82299999999999, 112.95700000000001, 269.359, 286.737, 121.64599999999999, 112.95700000000001, 60.82299999999999, 60.82299999999999, 78.20100000000001, 95.57900000000001, 139.024, 330.182, 330.182, 78.20100000000001, 790.699, 2563.2549999999997, 1155.6370000000002, 260.67, 104.268, 17.378]"
281,09/11/2024,True,9971,8689,9322.885,6768.731000000001,"[697.97, 508.52099999999996, 618.202, 777.7379999999999, 368.9270000000001, 209.39100000000002, 79.768, 69.797, 249.275, 678.028, 967.1869999999999, 717.912, 678.028, 538.4340000000001, 289.159, 299.13, 199.42000000000002, 448.695, 149.565, 39.884, 119.652, 89.739, 149.565, 378.89799999999997]","[69.512, 86.89, 69.512, 43.445, 34.756, 60.82299999999999, 417.072, 260.67, 112.95700000000001, 34.756, 17.378, 52.134, 69.512, 112.95700000000001, 78.20100000000001, 147.71300000000002, 182.46900000000002, 208.536, 495.273, 2024.537, 1433.6850000000002, 521.34, 165.091, 69.512]"
282,09/12/2024,True,9971,8689,9203.233,6768.731,"[737.8540000000002, 787.7090000000001, 648.115, 777.7379999999999, 239.304, 169.507, 99.71000000000001, 119.652, 358.956, 1136.694, 777.7379999999999, 348.985, 229.333, 209.39100000000002, 229.333, 149.565, 309.101, 398.84000000000003, 339.014, 79.768, 259.24600000000004, 219.36200000000002, 249.275, 329.043]","[34.756, 69.512, 26.067, 52.134, 173.78, 130.335, 330.182, 165.091, 78.20100000000001, 78.20100000000001, 52.134, 104.268, 112.95700000000001, 217.22500000000002, 95.57900000000001, 243.29199999999997, 173.78, 156.40200000000002, 634.2969999999999, 1424.9959999999999, 1338.106, 764.6320000000001, 217.22500000000002, 95.57900000000001]"
283,09/13/2024,True,9971,8689,8445.437,6369.037,"[418.78200000000004, 598.26, 438.72400000000005, 388.86899999999997, 159.536, 79.768, 159.536, 69.797, 797.6800000000001, 1435.824, 687.999, 279.188, 169.507, 229.333, 329.043, 378.89799999999997, 299.13, 438.72400000000005, 89.739, 49.855000000000004, 368.9270000000001, 219.36200000000002, 179.478, 179.478]","[34.756, 69.512, 130.335, 52.134, 34.756, 52.134, 104.268, 173.78, 104.268, 52.134, 95.57900000000001, 130.335, 95.57900000000001, 286.737, 304.115, 399.694, 295.42600000000004, 191.15800000000002, 1094.814, 1807.3120000000001, 590.8520000000001, 147.71300000000002, 86.89, 34.756]"
284,09/14/2024,True,9971,8689,6650.657,6516.75,"[229.333, 528.463, 508.52099999999996, 598.26, 339.014, 129.62300000000002, 169.507, 119.652, 528.463, 628.173, 478.608, 229.333, 329.043, 169.507, 249.275, 269.21700000000004, 179.478, 149.565, 139.594, 39.884, 129.62300000000002, 129.62300000000002, 159.536, 219.36200000000002]","[86.89, 26.067, 26.067, 26.067, 17.378, 17.378, 78.20100000000001, 330.182, 173.78, 43.445, 60.82299999999999, 165.091, 69.512, 173.78, 139.024, 95.57900000000001, 312.80400000000003, 191.15800000000002, 1016.6129999999999, 2180.939, 834.144, 278.048, 104.268, 69.512]"
285,09/15/2024,True,9971,8689,8375.64,7029.401,"[139.594, 159.536, 249.275, 259.24600000000004, 139.594, 139.594, 99.71000000000001, 59.826, 767.7669999999999, 1575.4180000000001, 867.477, 887.4190000000001, 478.608, 249.275, 199.42000000000002, 239.304, 309.101, 119.652, 99.71000000000001, 39.884, 109.68100000000001, 179.478, 319.072, 687.999]","[165.091, 43.445, 17.378, 17.378, 52.134, 43.445, 130.335, 86.89, 26.067, 0.0, 17.378, 17.378, 78.20100000000001, 104.268, 173.78, 199.847, 86.89, 251.981, 1181.7040000000002, 2789.169, 1190.3929999999998, 260.67, 43.445, 52.134]"
286,09/16/2024,True,9971,8689,10569.26,7681.076,"[339.014, 358.956, 179.478, 269.21700000000004, 179.478, 159.536, 339.014, 159.536, 887.4190000000001, 2153.7360000000003, 1296.23, 638.144, 638.144, 189.44899999999998, 478.608, 309.101, 299.13, 229.333, 209.39100000000002, 59.826, 239.304, 239.304, 269.21700000000004, 448.695]","[104.268, 52.134, 43.445, 43.445, 52.134, 139.024, 251.981, 408.383, 173.78, 43.445, 191.15800000000002, 139.024, 78.20100000000001, 295.42600000000004, 95.57900000000001, 121.64599999999999, 147.71300000000002, 173.78, 1077.436, 2641.456, 973.1679999999999, 147.71300000000002, 208.536, 78.20100000000001]"
287,09/17/2024,True,9971,8689,9073.61,6803.487,"[648.115, 508.52099999999996, 438.72400000000005, 319.072, 269.21700000000004, 249.275, 209.39100000000002, 189.44899999999998, 518.4920000000001, 1046.955, 608.231, 299.13, 538.4340000000001, 618.202, 458.666, 199.42000000000002, 219.36200000000002, 319.072, 329.043, 239.304, 149.565, 249.275, 219.36200000000002, 229.333]","[78.20100000000001, 26.067, 34.756, 43.445, 43.445, 95.57900000000001, 86.89, 225.91400000000002, 199.847, 156.40200000000002, 78.20100000000001, 104.268, 156.40200000000002, 86.89, 104.268, 243.29199999999997, 330.182, 225.91400000000002, 729.8760000000001, 1703.044, 955.79, 651.675, 278.048, 165.091]"
288,09/18/2024,True,9973,8689,8407.239,7307.4490000000005,"[299.19, 528.569, 568.461, 518.596, 219.40600000000003, 119.676, 209.43300000000002, 69.81099999999999, 339.08200000000005, 1286.517, 807.813, 418.86600000000004, 199.46, 259.298, 388.947, 388.947, 189.487, 269.271, 159.568, 39.892, 269.271, 169.54100000000003, 279.24399999999997, 408.893]","[112.95700000000001, 17.378, 8.689, 8.689, 52.134, 104.268, 217.22500000000002, 434.45000000000005, 69.512, 43.445, 78.20100000000001, 95.57900000000001, 243.29199999999997, 208.536, 86.89, 104.268, 182.46900000000002, 295.42600000000004, 981.8570000000001, 2293.896, 1007.924, 373.62699999999995, 130.335, 156.40200000000002]"
289,09/19/2024,True,9973,8689,10342.001,7429.095,"[488.677, 528.569, 398.92, 468.731, 269.271, 149.595, 219.40600000000003, 89.757, 478.704, 1545.815, 1156.868, 658.2180000000001, 259.298, 498.65000000000003, 269.271, 378.974, 339.08200000000005, 468.731, 259.298, 129.649, 239.352, 199.46, 608.353, 239.352]","[112.95700000000001, 34.756, 60.82299999999999, 43.445, 34.756, 121.64599999999999, 225.91400000000002, 217.22500000000002, 86.89, 60.82299999999999, 121.64599999999999, 312.80400000000003, 399.694, 208.536, 217.22500000000002, 104.268, 208.536, 165.091, 764.6320000000001, 1946.3359999999998, 1086.125, 321.49300000000005, 217.22500000000002, 356.24899999999997]"
290,09/20/2024,True,9973,8689,8756.294,8315.373,"[498.65000000000003, 269.271, 388.947, 378.974, 119.676, 189.487, 149.595, 149.595, 408.893, 987.327, 947.4350000000001, 458.758, 538.542, 428.83899999999994, 598.38, 448.78499999999997, 259.298, 99.73, 109.70300000000002, 69.81099999999999, 189.487, 588.407, 239.352, 239.352]","[156.40200000000002, 130.335, 95.57900000000001, 130.335, 156.40200000000002, 165.091, 312.80400000000003, 78.20100000000001, 139.024, 112.95700000000001, 208.536, 191.15800000000002, 121.64599999999999, 34.756, 86.89, 139.024, 112.95700000000001, 278.048, 1616.1540000000002, 2754.413, 747.2539999999999, 243.29199999999997, 173.78, 130.335]"
291,09/21/2024,True,9973,8689,9165.187,4579.103,"[329.10900000000004, 159.568, 149.595, 329.10900000000004, 239.352, 129.649, 119.676, 249.32500000000002, 618.326, 1276.544, 1505.923, 1087.057, 548.515, 229.379, 319.136, 289.217, 319.136, 289.217, 179.514, 59.838, 139.62199999999999, 249.32500000000002, 149.595, 199.46]","[147.71300000000002, 69.512, 52.134, 26.067, 34.756, 60.82299999999999, 121.64599999999999, 295.42600000000004, 191.15800000000002, 69.512, 121.64599999999999, 112.95700000000001, 139.024, 173.78, 60.82299999999999, 225.91400000000002, 217.22500000000002, 173.78, 451.82800000000003, 886.2779999999999, 625.6080000000001, 147.71300000000002, 69.512, 104.268]"
292,09/22/2024,True,9973,8893,6681.91,4997.866,"[99.73, 438.81200000000007, 189.487, 199.46, 99.73, 89.757, 49.865, 59.838, 209.43300000000002, 588.407, 398.92, 767.9209999999999, 448.78499999999997, 319.136, 289.217, 388.947, 329.10900000000004, 498.65000000000003, 89.757, 189.487, 219.40600000000003, 259.298, 189.487, 269.271]","[240.11100000000002, 71.144, 44.465, 35.572, 35.572, 53.358000000000004, 186.75300000000001, 302.362, 115.60900000000001, 115.60900000000001, 142.288, 97.82300000000001, 177.86, 115.60900000000001, 80.037, 195.64600000000002, 97.82300000000001, 71.144, 720.333, 1253.9129999999998, 435.757, 249.00399999999996, 88.93, 71.144]"
293,09/23/2024,True,9973,8893,7300.236,9186.469,"[269.271, 169.54100000000003, 179.514, 219.40600000000003, 319.136, 119.676, 89.757, 119.676, 388.947, 518.596, 478.704, 708.083, 468.731, 638.272, 259.298, 299.19, 139.62199999999999, 259.298, 339.08200000000005, 89.757, 159.568, 239.352, 418.86600000000004, 408.893]","[8.893, 35.572, 44.465, 53.358000000000004, 124.50199999999998, 133.39499999999998, 177.86, 293.469, 355.72, 124.50199999999998, 106.71600000000001, 53.358000000000004, 97.82300000000001, 71.144, 293.469, 151.181, 151.181, 249.00399999999996, 1378.415, 2916.9039999999995, 1698.563, 471.329, 142.288, 53.358000000000004]"
294,09/24/2024,True,9973,8893,11648.464,8875.214,"[448.78499999999997, 498.65000000000003, 588.407, 279.24399999999997, 219.40600000000003, 129.649, 149.595, 139.62199999999999, 867.651, 1695.41, 1575.734, 1166.841, 827.759, 349.055, 349.055, 408.893, 159.568, 349.055, 109.70300000000002, 199.46, 99.73, 199.46, 359.028, 478.704]","[62.25099999999999, 35.572, 35.572, 44.465, 53.358000000000004, 71.144, 177.86, 382.39899999999994, 177.86, 106.71600000000001, 106.71600000000001, 62.25099999999999, 80.037, 275.683, 337.93399999999997, 168.96699999999998, 302.362, 186.75300000000001, 1662.991, 2774.616, 1396.201, 275.683, 62.25099999999999, 35.572]"
295,09/25/2024,True,9973,8893,11668.41,8670.675,"[369.00100000000003, 309.163, 289.217, 408.893, 378.974, 239.352, 289.217, 219.40600000000003, 1226.679, 1934.7619999999997, 1565.761, 867.651, 478.704, 309.163, 369.00100000000003, 428.83899999999994, 478.704, 668.191, 159.568, 39.892, 29.919, 109.70300000000002, 209.43300000000002, 289.217]","[106.71600000000001, 26.679000000000002, 26.679000000000002, 26.679000000000002, 35.572, 124.50199999999998, 222.32500000000002, 400.185, 133.39499999999998, 44.465, 44.465, 195.64600000000002, 160.074, 373.50600000000003, 426.86400000000003, 240.11100000000002, 204.539, 124.50199999999998, 515.794, 2312.1800000000003, 1814.1719999999998, 764.7979999999999, 204.539, 142.288]"
296,09/26/2024,True,9973,8893,11608.572,8848.535,"[398.92, 398.92, 169.54100000000003, 109.70300000000002, 359.028, 339.08200000000005, 279.24399999999997, 189.487, 907.543, 2064.411, 1665.4909999999998, 718.056, 508.623, 269.271, 309.163, 179.514, 398.92, 349.055, 259.298, 309.163, 279.24399999999997, 339.08200000000005, 359.028, 448.78499999999997]","[62.25099999999999, 53.358000000000004, 151.181, 71.144, 88.93, 177.86, 391.29200000000003, 382.39899999999994, 124.50199999999998, 53.358000000000004, 115.60900000000001, 115.60900000000001, 115.60900000000001, 133.39499999999998, 133.39499999999998, 53.358000000000004, 53.358000000000004, 124.50199999999998, 1396.201, 2765.723, 1529.5959999999998, 480.22200000000004, 168.96699999999998, 106.71600000000001]"
297,09/27/2024,True,9973,8893,11359.247,7630.194,"[418.86600000000004, 548.515, 618.326, 538.542, 349.055, 259.298, 199.46, 249.32500000000002, 1595.68, 2393.52, 1266.571, 508.623, 309.163, 199.46, 189.487, 319.136, 319.136, 239.352, 259.298, 89.757, 49.865, 59.838, 99.73, 279.24399999999997]","[71.144, 26.679000000000002, 17.786, 17.786, 17.786, 133.39499999999998, 355.72, 284.576, 26.679000000000002, 80.037, 62.25099999999999, 35.572, 106.71600000000001, 106.71600000000001, 97.82300000000001, 249.00399999999996, 88.93, 124.50199999999998, 1173.876, 2498.9330000000004, 1236.1270000000002, 622.5100000000001, 115.60900000000001, 80.037]"
298,09/28/2024,True,9973,8893,9354.674,8261.597,"[289.217, 269.271, 219.40600000000003, 229.379, 518.596, 249.32500000000002, 129.649, 219.40600000000003, 927.4890000000001, 2034.492, 1416.166, 817.786, 269.271, 239.352, 99.73, 159.568, 209.43300000000002, 149.595, 199.46, 79.784, 59.838, 139.62199999999999, 169.54100000000003, 259.298]","[80.037, 88.93, 115.60900000000001, 124.50199999999998, 88.93, 133.39499999999998, 195.64600000000002, 373.50600000000003, 142.288, 17.786, 17.786, 0.0, 35.572, 44.465, 62.25099999999999, 53.358000000000004, 26.679000000000002, 168.96699999999998, 1751.9209999999998, 2747.937, 1253.9129999999998, 409.078, 195.64600000000002, 133.39499999999998]"
299,09/29/2024,True,9973,8893,10471.65,8208.239,"[189.487, 289.217, 299.19, 259.298, 339.08200000000005, 209.43300000000002, 219.40600000000003, 199.46, 1126.949, 2373.574, 1695.41, 638.272, 488.677, 229.379, 129.649, 199.46, 159.568, 129.649, 189.487, 249.32500000000002, 89.757, 139.62199999999999, 319.136, 309.163]","[115.60900000000001, 80.037, 97.82300000000001, 62.25099999999999, 80.037, 115.60900000000001, 222.32500000000002, 204.539, 17.786, 44.465, 151.181, 44.465, 44.465, 53.358000000000004, 88.93, 53.358000000000004, 71.144, 151.181, 1929.781, 2827.974, 1245.0200000000002, 391.29200000000003, 88.93, 26.679000000000002]"
300,09/30/2024,True,9973,8893,11179.733,9079.753,"[329.10900000000004, 369.00100000000003, 408.893, 369.00100000000003, 199.46, 159.568, 189.487, 259.298, 1535.8419999999999, 1735.302, 797.84, 558.4879999999999, 388.947, 299.19, 319.136, 279.24399999999997, 718.056, 428.83899999999994, 139.62199999999999, 199.46, 259.298, 388.947, 398.92, 448.78499999999997]","[26.679000000000002, 8.893, 26.679000000000002, 35.572, 53.358000000000004, 97.82300000000001, 257.897, 284.576, 106.71600000000001, 53.358000000000004, 106.71600000000001, 133.39499999999998, 97.82300000000001, 160.074, 346.827, 391.29200000000003, 435.757, 435.757, 2018.7109999999998, 2401.11, 1004.909, 355.72, 151.181, 88.93]"
301,10/01/2024,True,9973,9223,11129.868,8107.017,"[209.43300000000002, 219.40600000000003, 259.298, 289.217, 488.677, 129.649, 169.54100000000003, 319.136, 1236.652, 2114.276, 1346.355, 588.407, 718.056, 718.056, 508.623, 309.163, 339.08200000000005, 169.54100000000003, 69.81099999999999, 109.70300000000002, 179.514, 189.487, 179.514, 269.271]","[64.56099999999999, 55.338, 55.338, 46.115, 73.784, 138.345, 332.028, 221.352, 55.338, 36.892, 55.338, 110.676, 110.676, 119.89900000000002, 110.676, 110.676, 46.115, 184.46, 2001.391, 2997.475, 737.84, 193.68300000000002, 175.237, 73.784]"
302,10/02/2024,True,9973,9223,10401.839,8411.376,"[239.352, 259.298, 558.4879999999999, 398.92, 239.352, 149.595, 189.487, 169.54100000000003, 1366.301, 2533.142, 1196.76, 418.86600000000004, 259.298, 159.568, 189.487, 179.514, 229.379, 199.46, 49.865, 109.70300000000002, 229.379, 319.136, 359.028, 398.92]","[64.56099999999999, 18.446, 46.115, 64.56099999999999, 92.23, 193.68300000000002, 405.81200000000007, 461.15000000000003, 101.45300000000002, 55.338, 110.676, 64.56099999999999, 83.007, 83.007, 138.345, 101.45300000000002, 119.89900000000002, 239.79800000000003, 2305.75, 2508.6560000000004, 728.617, 285.913, 110.676, 27.669]"
303,10/03/2024,True,10223,9223,10601.251,8180.8009999999995,"[132.899, 265.798, 470.258, 868.955, 470.258, 296.467, 143.12199999999999, 143.12199999999999, 1339.213, 1656.126, 1073.415, 388.474, 296.467, 184.014, 552.042, 347.58200000000005, 224.90600000000003, 276.021, 92.007, 143.12199999999999, 235.129, 347.58200000000005, 214.68300000000002, 439.58899999999994]","[46.115, 18.446, 36.892, 18.446, 27.669, 64.56099999999999, 129.12199999999999, 276.69, 92.23, 46.115, 110.676, 350.474, 166.014, 138.345, 359.697, 129.12199999999999, 101.45300000000002, 267.467, 2278.081, 2554.7709999999997, 700.948, 101.45300000000002, 101.45300000000002, 64.56099999999999]"
304,10/04/2024,True,10223,9223,11388.422,8973.979,"[327.136, 316.913, 347.58200000000005, 286.24399999999997, 511.15000000000003, 122.676, 286.24399999999997, 204.46, 1165.422, 2279.729, 1216.537, 746.279, 500.927, 306.69, 337.35900000000004, 265.798, 388.474, 194.237, 204.46, 61.338, 153.345, 368.028, 398.697, 398.697]","[92.23, 110.676, 64.56099999999999, 27.669, 36.892, 110.676, 488.81899999999996, 1079.091, 212.129, 27.669, 83.007, 110.676, 101.45300000000002, 147.568, 73.784, 147.568, 166.014, 202.90600000000003, 2093.6209999999996, 2324.196, 857.7390000000001, 304.35900000000004, 55.338, 55.338]"
305,10/05/2024,True,10223,9223,9793.634,9130.77,"[592.934, 347.58200000000005, 347.58200000000005, 327.136, 163.568, 71.56099999999999, 132.899, 71.56099999999999, 1165.422, 1942.3700000000001, 1134.753, 439.58899999999994, 214.68300000000002, 265.798, 163.568, 163.568, 429.36600000000004, 214.68300000000002, 71.56099999999999, 102.23, 286.24399999999997, 408.92, 388.474, 347.58200000000005]","[73.784, 73.784, 18.446, 9.223, 46.115, 110.676, 313.58200000000005, 461.15000000000003, 83.007, 36.892, 64.56099999999999, 110.676, 101.45300000000002, 73.784, 249.02100000000002, 138.345, 156.79100000000003, 258.24399999999997, 2453.318, 3080.4819999999995, 968.415, 184.46, 46.115, 18.446]"
306,10/06/2024,True,10223,9223,10948.833,9112.323999999999,"[490.704, 531.596, 449.81200000000007, 398.697, 173.79100000000003, 255.57500000000002, 92.007, 143.12199999999999, 1410.7740000000001, 2330.844, 1328.99, 572.4879999999999, 388.474, 224.90600000000003, 235.129, 184.014, 286.24399999999997, 368.028, 40.892, 81.784, 143.12199999999999, 265.798, 184.014, 368.028]","[55.338, 92.23, 83.007, 55.338, 27.669, 119.89900000000002, 433.481, 341.25100000000003, 110.676, 9.223, 64.56099999999999, 129.12199999999999, 175.237, 129.12199999999999, 64.56099999999999, 166.014, 202.90600000000003, 249.02100000000002, 2416.426, 2979.0289999999995, 913.077, 202.90600000000003, 64.56099999999999, 27.669]"
307,10/07/2024,True,10223,9223,11235.077,9887.056,"[419.143, 531.596, 562.265, 531.596, 429.36600000000004, 296.467, 143.12199999999999, 163.568, 1277.875, 2525.081, 787.1709999999999, 347.58200000000005, 224.90600000000003, 245.352, 194.237, 378.25100000000003, 470.258, 460.03499999999997, 92.007, 61.338, 306.69, 235.129, 184.014, 368.028]","[46.115, 18.446, 9.223, 9.223, 9.223, 46.115, 332.028, 341.25100000000003, 73.784, 18.446, 73.784, 129.12199999999999, 175.237, 92.23, 184.46, 156.79100000000003, 156.79100000000003, 387.36600000000004, 2702.339, 3301.834, 1208.213, 295.136, 92.23, 27.669]"
308,10/08/2024,True,10223,9223,11102.178,9112.324,"[603.157, 500.927, 633.826, 429.36600000000004, 357.805, 439.58899999999994, 327.136, 92.007, 828.063, 2606.8650000000002, 971.1850000000001, 398.697, 419.143, 255.57500000000002, 184.014, 153.345, 224.90600000000003, 521.3729999999999, 71.56099999999999, 51.115, 276.021, 214.68300000000002, 173.79100000000003, 368.028]","[83.007, 55.338, 36.892, 18.446, 9.223, 36.892, 276.69, 350.474, 36.892, 27.669, 92.23, 138.345, 129.12199999999999, 92.23, 129.12199999999999, 202.90600000000003, 212.129, 396.58899999999994, 2637.7780000000002, 3089.7050000000004, 747.063, 175.237, 101.45300000000002, 36.892]"
309,10/09/2024,True,10223,9223,11531.544,8964.756,"[623.603, 439.58899999999994, 378.25100000000003, 552.042, 368.028, 337.35900000000004, 184.014, 173.79100000000003, 1226.76, 2514.858, 1144.9759999999999, 562.265, 327.136, 398.697, 398.697, 194.237, 296.467, 132.899, 92.007, 71.56099999999999, 235.129, 337.35900000000004, 163.568, 378.25100000000003]","[119.89900000000002, 166.014, 73.784, 36.892, 27.669, 55.338, 249.02100000000002, 175.237, 147.568, 138.345, 110.676, 212.129, 212.129, 285.913, 267.467, 129.12199999999999, 83.007, 617.941, 2665.4469999999997, 2019.8369999999998, 728.617, 119.89900000000002, 147.568, 175.237]"
310,10/10/2024,True,10223,9223,10591.028,8162.355,"[531.596, 439.58899999999994, 756.5020000000001, 858.7320000000001, 654.272, 357.805, 194.237, 122.676, 746.279, 1768.5790000000002, 1308.544, 306.69, 235.129, 153.345, 132.899, 194.237, 265.798, 184.014, 10.223, 61.338, 368.028, 276.021, 245.352, 419.143]","[73.784, 27.669, 184.46, 101.45300000000002, 36.892, 46.115, 221.352, 368.92, 138.345, 83.007, 110.676, 83.007, 73.784, 73.784, 101.45300000000002, 73.784, 193.68300000000002, 470.373, 2803.792, 1780.039, 710.1709999999999, 147.568, 166.014, 92.23]"
311,10/11/2024,True,10223,9223,10274.115,8678.843,"[357.805, 296.467, 766.725, 736.056, 408.92, 327.136, 245.352, 71.56099999999999, 531.596, 1288.098, 1196.091, 807.617, 490.704, 337.35900000000004, 429.36600000000004, 327.136, 224.90600000000003, 143.12199999999999, 81.784, 255.57500000000002, 449.81200000000007, 194.237, 102.23, 204.46]","[46.115, 27.669, 18.446, 36.892, 55.338, 119.89900000000002, 405.81200000000007, 608.7180000000001, 83.007, 55.338, 55.338, 249.02100000000002, 110.676, 184.46, 378.143, 249.02100000000002, 129.12199999999999, 562.603, 2047.506, 1955.2759999999998, 664.056, 387.36600000000004, 239.79800000000003, 9.223]"
