,period,subba-name,value,value-units
32914,2022-09-23T13,Dominion Virginia Power zone,10965,megawatthours
32913,2022-09-23T14,Dominion Virginia Power zone,10923,megawatthours
32912,2022-09-23T15,Dominion Virginia Power zone,10989,megawatthours
32911,2022-09-23T16,Dominion Virginia Power zone,11010,megawatthours
32910,2022-09-23T17,Dominion Virginia Power zone,11058,megawatthours
32909,2022-09-23T18,Dominion Virginia Power zone,11140,megawatthours
32908,2022-09-23T19,Dominion Virginia Power zone,11240,megawatthours
32907,2022-09-23T20,Dominion Virginia Power zone,11406,megawatthours
32906,2022-09-23T21,Dominion Virginia Power zone,11643,megawatthours
32905,2022-09-23T22,Dominion Virginia Power zone,11857,megawatthours
32904,2022-09-23T23,Dominion Virginia Power zone,11868,megawatthours
32903,2022-09-24T00,Dominion Virginia Power zone,11846,megawatthours
32902,2022-09-24T01,Dominion Virginia Power zone,11590,megawatthours
32901,2022-09-24T02,Dominion Virginia Power zone,11125,megawatthours
32900,2022-09-24T03,Dominion Virginia Power zone,10629,megawatthours
32899,2022-09-24T04,Dominion Virginia Power zone,10090,megawatthours
32898,2022-09-24T05,Dominion Virginia Power zone,9602,megawatthours
32897,2022-09-24T06,Dominion Virginia Power zone,9310,megawatthours
32896,2022-09-24T07,Dominion Virginia Power zone,9149,megawatthours
32895,2022-09-24T08,Dominion Virginia Power zone,9125,megawatthours
32894,2022-09-24T09,Dominion Virginia Power zone,9132,megawatthours
32893,2022-09-24T10,Dominion Virginia Power zone,9262,megawatthours
32892,2022-09-24T11,Dominion Virginia Power zone,9588,megawatthours
32891,2022-09-24T12,Dominion Virginia Power zone,9921,megawatthours
32890,2022-09-24T13,Dominion Virginia Power zone,10317,megawatthours
32889,2022-09-24T14,Dominion Virginia Power zone,10525,megawatthours
32888,2022-09-24T15,Dominion Virginia Power zone,10505,megawatthours
32887,2022-09-24T16,Dominion Virginia Power zone,10490,megawatthours
32886,2022-09-24T17,Dominion Virginia Power zone,10452,megawatthours
32885,2022-09-24T18,Dominion Virginia Power zone,10563,megawatthours
32884,2022-09-24T19,Dominion Virginia Power zone,10690,megawatthours
32883,2022-09-24T20,Dominion Virginia Power zone,10902,megawatthours
32882,2022-09-24T21,Dominion Virginia Power zone,11182,megawatthours
32881,2022-09-24T22,Dominion Virginia Power zone,11438,megawatthours
32880,2022-09-24T23,Dominion Virginia Power zone,11559,megawatthours
32879,2022-09-25T00,Dominion Virginia Power zone,11708,megawatthours
32878,2022-09-25T01,Dominion Virginia Power zone,11541,megawatthours
32877,2022-09-25T02,Dominion Virginia Power zone,11129,megawatthours
32876,2022-09-25T03,Dominion Virginia Power zone,10618,megawatthours
32875,2022-09-25T04,Dominion Virginia Power zone,10114,megawatthours
32874,2022-09-25T05,Dominion Virginia Power zone,9997,megawatthours
32873,2022-09-25T06,Dominion Virginia Power zone,9446,megawatthours
32872,2022-09-25T07,Dominion Virginia Power zone,9230,megawatthours
32871,2022-09-25T08,Dominion Virginia Power zone,9153,megawatthours
32870,2022-09-25T09,Dominion Virginia Power zone,9124,megawatthours
32869,2022-09-25T10,Dominion Virginia Power zone,9213,megawatthours
32868,2022-09-25T11,Dominion Virginia Power zone,9470,megawatthours
32867,2022-09-25T12,Dominion Virginia Power zone,9695,megawatthours
32866,2022-09-25T13,Dominion Virginia Power zone,10036,megawatthours
32865,2022-09-25T14,Dominion Virginia Power zone,10239,megawatthours
32864,2022-09-25T15,Dominion Virginia Power zone,10517,megawatthours
32863,2022-09-25T16,Dominion Virginia Power zone,11023,megawatthours
32862,2022-09-25T17,Dominion Virginia Power zone,11423,megawatthours
32861,2022-09-25T18,Dominion Virginia Power zone,11997,megawatthours
32860,2022-09-25T19,Dominion Virginia Power zone,12558,megawatthours
32859,2022-09-25T20,Dominion Virginia Power zone,12938,megawatthours
32858,2022-09-25T21,Dominion Virginia Power zone,13162,megawatthours
32857,2022-09-25T22,Dominion Virginia Power zone,13191,megawatthours
32856,2022-09-25T23,Dominion Virginia Power zone,13066,megawatthours
32855,2022-09-26T00,Dominion Virginia Power zone,13071,megawatthours
32854,2022-09-26T01,Dominion Virginia Power zone,12770,megawatthours
32853,2022-09-26T02,Dominion Virginia Power zone,12162,megawatthours
32852,2022-09-26T03,Dominion Virginia Power zone,11427,megawatthours
32851,2022-09-26T04,Dominion Virginia Power zone,10716,megawatthours
32850,2022-09-26T05,Dominion Virginia Power zone,10186,megawatthours
32849,2022-09-26T06,Dominion Virginia Power zone,9823,megawatthours
32848,2022-09-26T07,Dominion Virginia Power zone,9605,megawatthours
32847,2022-09-26T08,Dominion Virginia Power zone,9515,megawatthours
32846,2022-09-26T09,Dominion Virginia Power zone,9632,megawatthours
32845,2022-09-26T10,Dominion Virginia Power zone,10058,megawatthours
32844,2022-09-26T11,Dominion Virginia Power zone,10818,megawatthours
32843,2022-09-26T12,Dominion Virginia Power zone,11219,megawatthours
32842,2022-09-26T13,Dominion Virginia Power zone,11395,megawatthours
32841,2022-09-26T14,Dominion Virginia Power zone,11638,megawatthours
32840,2022-09-26T15,Dominion Virginia Power zone,11997,megawatthours
32839,2022-09-26T16,Dominion Virginia Power zone,12356,megawatthours
32838,2022-09-26T17,Dominion Virginia Power zone,12689,megawatthours
32837,2022-09-26T18,Dominion Virginia Power zone,13037,megawatthours
32836,2022-09-26T19,Dominion Virginia Power zone,13343,megawatthours
32835,2022-09-26T20,Dominion Virginia Power zone,13565,megawatthours
32834,2022-09-26T21,Dominion Virginia Power zone,13775,megawatthours
32833,2022-09-26T22,Dominion Virginia Power zone,13891,megawatthours
32832,2022-09-26T23,Dominion Virginia Power zone,13743,megawatthours
32831,2022-09-27T00,Dominion Virginia Power zone,13590,megawatthours
32830,2022-09-27T01,Dominion Virginia Power zone,13041,megawatthours
32829,2022-09-27T02,Dominion Virginia Power zone,12298,megawatthours
32828,2022-09-27T03,Dominion Virginia Power zone,11415,megawatthours
32827,2022-09-27T04,Dominion Virginia Power zone,10640,megawatthours
32826,2022-09-27T05,Dominion Virginia Power zone,10095,megawatthours
32825,2022-09-27T06,Dominion Virginia Power zone,9677,megawatthours
32824,2022-09-27T07,Dominion Virginia Power zone,9498,megawatthours
32823,2022-09-27T08,Dominion Virginia Power zone,9430,megawatthours
32822,2022-09-27T09,Dominion Virginia Power zone,9568,megawatthours
32821,2022-09-27T10,Dominion Virginia Power zone,9999,megawatthours
32820,2022-09-27T11,Dominion Virginia Power zone,10782,megawatthours
32819,2022-09-27T12,Dominion Virginia Power zone,11187,megawatthours
32818,2022-09-27T13,Dominion Virginia Power zone,11176,megawatthours
32817,2022-09-27T14,Dominion Virginia Power zone,11307,megawatthours
32816,2022-09-27T15,Dominion Virginia Power zone,11506,megawatthours
32815,2022-09-27T16,Dominion Virginia Power zone,11715,megawatthours
32814,2022-09-27T17,Dominion Virginia Power zone,11906,megawatthours
32813,2022-09-27T18,Dominion Virginia Power zone,12097,megawatthours
32812,2022-09-27T19,Dominion Virginia Power zone,12326,megawatthours
32811,2022-09-27T20,Dominion Virginia Power zone,12536,megawatthours
32810,2022-09-27T21,Dominion Virginia Power zone,12743,megawatthours
32809,2022-09-27T22,Dominion Virginia Power zone,12880,megawatthours
32808,2022-09-27T23,Dominion Virginia Power zone,12796,megawatthours
32807,2022-09-28T00,Dominion Virginia Power zone,12812,megawatthours
32806,2022-09-28T01,Dominion Virginia Power zone,12408,megawatthours
32805,2022-09-28T02,Dominion Virginia Power zone,11757,megawatthours
32804,2022-09-28T03,Dominion Virginia Power zone,10980,megawatthours
32803,2022-09-28T04,Dominion Virginia Power zone,10278,megawatthours
32802,2022-09-28T05,Dominion Virginia Power zone,9780,megawatthours
32801,2022-09-28T06,Dominion Virginia Power zone,9480,megawatthours
32800,2022-09-28T07,Dominion Virginia Power zone,9278,megawatthours
32799,2022-09-28T08,Dominion Virginia Power zone,9222,megawatthours
32798,2022-09-28T09,Dominion Virginia Power zone,9423,megawatthours
32797,2022-09-28T10,Dominion Virginia Power zone,9923,megawatthours
32796,2022-09-28T11,Dominion Virginia Power zone,10789,megawatthours
32795,2022-09-28T12,Dominion Virginia Power zone,11245,megawatthours
32794,2022-09-28T13,Dominion Virginia Power zone,11232,megawatthours
32793,2022-09-28T14,Dominion Virginia Power zone,11173,megawatthours
32792,2022-09-28T15,Dominion Virginia Power zone,11195,megawatthours
32791,2022-09-28T16,Dominion Virginia Power zone,11231,megawatthours
32790,2022-09-28T17,Dominion Virginia Power zone,11240,megawatthours
32789,2022-09-28T18,Dominion Virginia Power zone,11347,megawatthours
32788,2022-09-28T19,Dominion Virginia Power zone,11520,megawatthours
32787,2022-09-28T20,Dominion Virginia Power zone,11661,megawatthours
32786,2022-09-28T21,Dominion Virginia Power zone,11868,megawatthours
32785,2022-09-28T22,Dominion Virginia Power zone,12086,megawatthours
32784,2022-09-28T23,Dominion Virginia Power zone,12101,megawatthours
32783,2022-09-29T00,Dominion Virginia Power zone,12342,megawatthours
32782,2022-09-29T01,Dominion Virginia Power zone,12094,megawatthours
32781,2022-09-29T02,Dominion Virginia Power zone,11520,megawatthours
32780,2022-09-29T03,Dominion Virginia Power zone,10859,megawatthours
32779,2022-09-29T04,Dominion Virginia Power zone,10234,megawatthours
32778,2022-09-29T05,Dominion Virginia Power zone,9784,megawatthours
32777,2022-09-29T06,Dominion Virginia Power zone,9518,megawatthours
32776,2022-09-29T07,Dominion Virginia Power zone,9366,megawatthours
32775,2022-09-29T08,Dominion Virginia Power zone,9341,megawatthours
32774,2022-09-29T09,Dominion Virginia Power zone,9482,megawatthours
32773,2022-09-29T10,Dominion Virginia Power zone,9972,megawatthours
32772,2022-09-29T11,Dominion Virginia Power zone,10814,megawatthours
32771,2022-09-29T12,Dominion Virginia Power zone,11318,megawatthours
32770,2022-09-29T13,Dominion Virginia Power zone,11433,megawatthours
32769,2022-09-29T14,Dominion Virginia Power zone,11409,megawatthours
32768,2022-09-29T15,Dominion Virginia Power zone,11430,megawatthours
32767,2022-09-29T16,Dominion Virginia Power zone,11439,megawatthours
32766,2022-09-29T17,Dominion Virginia Power zone,11478,megawatthours
32765,2022-09-29T18,Dominion Virginia Power zone,11553,megawatthours
32764,2022-09-29T19,Dominion Virginia Power zone,11578,megawatthours
32763,2022-09-29T20,Dominion Virginia Power zone,11674,megawatthours
32762,2022-09-29T21,Dominion Virginia Power zone,11766,megawatthours
32761,2022-09-29T22,Dominion Virginia Power zone,11861,megawatthours
32760,2022-09-29T23,Dominion Virginia Power zone,11911,megawatthours
32759,2022-09-30T00,Dominion Virginia Power zone,12158,megawatthours
32758,2022-09-30T01,Dominion Virginia Power zone,11982,megawatthours
32757,2022-09-30T02,Dominion Virginia Power zone,11441,megawatthours
32756,2022-09-30T03,Dominion Virginia Power zone,10805,megawatthours
32755,2022-09-30T04,Dominion Virginia Power zone,10253,megawatthours
32754,2022-09-30T05,Dominion Virginia Power zone,9816,megawatthours
32753,2022-09-30T06,Dominion Virginia Power zone,9538,megawatthours
32752,2022-09-30T07,Dominion Virginia Power zone,9377,megawatthours
32751,2022-09-30T08,Dominion Virginia Power zone,9366,megawatthours
32750,2022-09-30T09,Dominion Virginia Power zone,9501,megawatthours
32749,2022-09-30T10,Dominion Virginia Power zone,9964,megawatthours
32748,2022-09-30T11,Dominion Virginia Power zone,10751,megawatthours
32747,2022-09-30T12,Dominion Virginia Power zone,11329,megawatthours
32746,2022-09-30T13,Dominion Virginia Power zone,11600,megawatthours
32745,2022-09-30T14,Dominion Virginia Power zone,11795,megawatthours
32744,2022-09-30T15,Dominion Virginia Power zone,11913,megawatthours
32743,2022-09-30T16,Dominion Virginia Power zone,11961,megawatthours
32742,2022-09-30T17,Dominion Virginia Power zone,11983,megawatthours
32741,2022-09-30T18,Dominion Virginia Power zone,11944,megawatthours
32740,2022-09-30T19,Dominion Virginia Power zone,11883,megawatthours
32739,2022-09-30T20,Dominion Virginia Power zone,11853,megawatthours
32738,2022-09-30T21,Dominion Virginia Power zone,11931,megawatthours
32737,2022-09-30T22,Dominion Virginia Power zone,12055,megawatthours
32736,2022-09-30T23,Dominion Virginia Power zone,12035,megawatthours
32735,2022-10-01T00,Dominion Virginia Power zone,11974,megawatthours
32734,2022-10-01T01,Dominion Virginia Power zone,11627,megawatthours
32733,2022-10-01T02,Dominion Virginia Power zone,11280,megawatthours
32732,2022-10-01T03,Dominion Virginia Power zone,10816,megawatthours
32731,2022-10-01T04,Dominion Virginia Power zone,10341,megawatthours
32730,2022-10-01T05,Dominion Virginia Power zone,9975,megawatthours
32729,2022-10-01T06,Dominion Virginia Power zone,9717,megawatthours
32728,2022-10-01T07,Dominion Virginia Power zone,9531,megawatthours
32727,2022-10-01T08,Dominion Virginia Power zone,9433,megawatthours
32726,2022-10-01T09,Dominion Virginia Power zone,9445,megawatthours
32725,2022-10-01T10,Dominion Virginia Power zone,9566,megawatthours
32724,2022-10-01T11,Dominion Virginia Power zone,9820,megawatthours
32723,2022-10-01T12,Dominion Virginia Power zone,10173,megawatthours
32722,2022-10-01T13,Dominion Virginia Power zone,10705,megawatthours
32721,2022-10-01T14,Dominion Virginia Power zone,11190,megawatthours
32720,2022-10-01T15,Dominion Virginia Power zone,11508,megawatthours
32719,2022-10-01T16,Dominion Virginia Power zone,11654,megawatthours
32718,2022-10-01T17,Dominion Virginia Power zone,11629,megawatthours
32717,2022-10-01T18,Dominion Virginia Power zone,11613,megawatthours
32716,2022-10-01T19,Dominion Virginia Power zone,11557,megawatthours
32715,2022-10-01T20,Dominion Virginia Power zone,11643,megawatthours
32714,2022-10-01T21,Dominion Virginia Power zone,11738,megawatthours
32713,2022-10-01T22,Dominion Virginia Power zone,11866,megawatthours
32712,2022-10-01T23,Dominion Virginia Power zone,11891,megawatthours
32711,2022-10-02T00,Dominion Virginia Power zone,11907,megawatthours
32710,2022-10-02T01,Dominion Virginia Power zone,11608,megawatthours
32709,2022-10-02T02,Dominion Virginia Power zone,11187,megawatthours
32708,2022-10-02T03,Dominion Virginia Power zone,10700,megawatthours
32707,2022-10-02T04,Dominion Virginia Power zone,10195,megawatthours
32706,2022-10-02T05,Dominion Virginia Power zone,9773,megawatthours
32705,2022-10-02T06,Dominion Virginia Power zone,9454,megawatthours
32704,2022-10-02T07,Dominion Virginia Power zone,9252,megawatthours
32703,2022-10-02T08,Dominion Virginia Power zone,9157,megawatthours
32702,2022-10-02T09,Dominion Virginia Power zone,9136,megawatthours
32701,2022-10-02T10,Dominion Virginia Power zone,9218,megawatthours
32700,2022-10-02T11,Dominion Virginia Power zone,9453,megawatthours
32699,2022-10-02T12,Dominion Virginia Power zone,9776,megawatthours
32698,2022-10-02T13,Dominion Virginia Power zone,10262,megawatthours
32697,2022-10-02T14,Dominion Virginia Power zone,10664,megawatthours
32696,2022-10-02T15,Dominion Virginia Power zone,10884,megawatthours
32695,2022-10-02T16,Dominion Virginia Power zone,11038,megawatthours
32694,2022-10-02T17,Dominion Virginia Power zone,11142,megawatthours
32693,2022-10-02T18,Dominion Virginia Power zone,11196,megawatthours
32692,2022-10-02T19,Dominion Virginia Power zone,11226,megawatthours
32691,2022-10-02T20,Dominion Virginia Power zone,11245,megawatthours
32690,2022-10-02T21,Dominion Virginia Power zone,11444,megawatthours
32689,2022-10-02T22,Dominion Virginia Power zone,11678,megawatthours
32688,2022-10-02T23,Dominion Virginia Power zone,11872,megawatthours
32687,2022-10-03T00,Dominion Virginia Power zone,11910,megawatthours
32686,2022-10-03T01,Dominion Virginia Power zone,11652,megawatthours
32685,2022-10-03T02,Dominion Virginia Power zone,11152,megawatthours
32684,2022-10-03T03,Dominion Virginia Power zone,10595,megawatthours
32683,2022-10-03T04,Dominion Virginia Power zone,10053,megawatthours
32682,2022-10-03T05,Dominion Virginia Power zone,9676,megawatthours
32681,2022-10-03T06,Dominion Virginia Power zone,9418,megawatthours
32680,2022-10-03T07,Dominion Virginia Power zone,9307,megawatthours
32679,2022-10-03T08,Dominion Virginia Power zone,9320,megawatthours
32678,2022-10-03T09,Dominion Virginia Power zone,9534,megawatthours
32677,2022-10-03T10,Dominion Virginia Power zone,10037,megawatthours
32676,2022-10-03T11,Dominion Virginia Power zone,10927,megawatthours
32675,2022-10-03T12,Dominion Virginia Power zone,11535,megawatthours
32674,2022-10-03T13,Dominion Virginia Power zone,11746,megawatthours
32673,2022-10-03T14,Dominion Virginia Power zone,11834,megawatthours
32672,2022-10-03T15,Dominion Virginia Power zone,11838,megawatthours
