,period,subba-name,value,value-units
24516,2021-09-10T10,Dominion Virginia Power zone,9768,megawatthours
24515,2021-09-10T11,Dominion Virginia Power zone,10508,megawatthours
24514,2021-09-10T12,Dominion Virginia Power zone,10837,megawatthours
24513,2021-09-10T13,Dominion Virginia Power zone,11057,megawatthours
24512,2021-09-10T14,Dominion Virginia Power zone,11275,megawatthours
24511,2021-09-10T15,Dominion Virginia Power zone,11567,megawatthours
24510,2021-09-10T16,Dominion Virginia Power zone,11834,megawatthours
24509,2021-09-10T17,Dominion Virginia Power zone,12213,megawatthours
24508,2021-09-10T18,Dominion Virginia Power zone,12571,megawatthours
24507,2021-09-10T19,Dominion Virginia Power zone,12926,megawatthours
24506,2021-09-10T20,Dominion Virginia Power zone,13247,megawatthours
24505,2021-09-10T21,Dominion Virginia Power zone,13473,megawatthours
24504,2021-09-10T22,Dominion Virginia Power zone,13521,megawatthours
24503,2021-09-10T23,Dominion Virginia Power zone,13324,megawatthours
24502,2021-09-11T00,Dominion Virginia Power zone,12953,megawatthours
24501,2021-09-11T01,Dominion Virginia Power zone,12550,megawatthours
24500,2021-09-11T02,Dominion Virginia Power zone,11856,megawatthours
24499,2021-09-11T03,Dominion Virginia Power zone,11179,megawatthours
24498,2021-09-11T04,Dominion Virginia Power zone,10483,megawatthours
24497,2021-09-11T05,Dominion Virginia Power zone,9841,megawatthours
24496,2021-09-11T06,Dominion Virginia Power zone,9425,megawatthours
24495,2021-09-11T07,Dominion Virginia Power zone,9134,megawatthours
24494,2021-09-11T08,Dominion Virginia Power zone,9020,megawatthours
24493,2021-09-11T09,Dominion Virginia Power zone,8978,megawatthours
24492,2021-09-11T10,Dominion Virginia Power zone,9028,megawatthours
24491,2021-09-11T11,Dominion Virginia Power zone,9301,megawatthours
24490,2021-09-11T12,Dominion Virginia Power zone,9544,megawatthours
24489,2021-09-11T13,Dominion Virginia Power zone,9911,megawatthours
24488,2021-09-11T14,Dominion Virginia Power zone,10290,megawatthours
24487,2021-09-11T15,Dominion Virginia Power zone,10683,megawatthours
24486,2021-09-11T16,Dominion Virginia Power zone,11184,megawatthours
24485,2021-09-11T17,Dominion Virginia Power zone,11652,megawatthours
24484,2021-09-11T18,Dominion Virginia Power zone,12136,megawatthours
24483,2021-09-11T19,Dominion Virginia Power zone,12473,megawatthours
24482,2021-09-11T20,Dominion Virginia Power zone,12920,megawatthours
24481,2021-09-11T21,Dominion Virginia Power zone,13181,megawatthours
24480,2021-09-11T22,Dominion Virginia Power zone,13426,megawatthours
24479,2021-09-11T23,Dominion Virginia Power zone,13331,megawatthours
24478,2021-09-12T00,Dominion Virginia Power zone,12999,megawatthours
24477,2021-09-12T01,Dominion Virginia Power zone,12715,megawatthours
24476,2021-09-12T02,Dominion Virginia Power zone,12116,megawatthours
24475,2021-09-12T03,Dominion Virginia Power zone,11466,megawatthours
24474,2021-09-12T04,Dominion Virginia Power zone,10809,megawatthours
24473,2021-09-12T05,Dominion Virginia Power zone,10215,megawatthours
24472,2021-09-12T06,Dominion Virginia Power zone,9800,megawatthours
24471,2021-09-12T07,Dominion Virginia Power zone,9445,megawatthours
24470,2021-09-12T08,Dominion Virginia Power zone,9286,megawatthours
24469,2021-09-12T09,Dominion Virginia Power zone,9156,megawatthours
24468,2021-09-12T10,Dominion Virginia Power zone,9260,megawatthours
24467,2021-09-12T11,Dominion Virginia Power zone,9393,megawatthours
24466,2021-09-12T12,Dominion Virginia Power zone,9526,megawatthours
24465,2021-09-12T13,Dominion Virginia Power zone,9934,megawatthours
24464,2021-09-12T14,Dominion Virginia Power zone,10531,megawatthours
24463,2021-09-12T15,Dominion Virginia Power zone,11209,megawatthours
24462,2021-09-12T16,Dominion Virginia Power zone,12020,megawatthours
24461,2021-09-12T17,Dominion Virginia Power zone,12968,megawatthours
24460,2021-09-12T18,Dominion Virginia Power zone,13753,megawatthours
24459,2021-09-12T19,Dominion Virginia Power zone,14459,megawatthours
24458,2021-09-12T20,Dominion Virginia Power zone,15066,megawatthours
24457,2021-09-12T21,Dominion Virginia Power zone,15541,megawatthours
24456,2021-09-12T22,Dominion Virginia Power zone,15721,megawatthours
24455,2021-09-12T23,Dominion Virginia Power zone,15528,megawatthours
24454,2021-09-13T00,Dominion Virginia Power zone,15178,megawatthours
24453,2021-09-13T01,Dominion Virginia Power zone,14774,megawatthours
24452,2021-09-13T02,Dominion Virginia Power zone,13836,megawatthours
24451,2021-09-13T03,Dominion Virginia Power zone,12871,megawatthours
24450,2021-09-13T04,Dominion Virginia Power zone,11932,megawatthours
24449,2021-09-13T05,Dominion Virginia Power zone,11211,megawatthours
24448,2021-09-13T06,Dominion Virginia Power zone,10692,megawatthours
24447,2021-09-13T07,Dominion Virginia Power zone,10400,megawatthours
24446,2021-09-13T08,Dominion Virginia Power zone,10202,megawatthours
24445,2021-09-13T09,Dominion Virginia Power zone,10270,megawatthours
24444,2021-09-13T10,Dominion Virginia Power zone,10701,megawatthours
24443,2021-09-13T11,Dominion Virginia Power zone,11412,megawatthours
24442,2021-09-13T12,Dominion Virginia Power zone,11830,megawatthours
24441,2021-09-13T13,Dominion Virginia Power zone,12186,megawatthours
24440,2021-09-13T14,Dominion Virginia Power zone,12755,megawatthours
24439,2021-09-13T15,Dominion Virginia Power zone,13670,megawatthours
24438,2021-09-13T16,Dominion Virginia Power zone,14643,megawatthours
24437,2021-09-13T17,Dominion Virginia Power zone,15554,megawatthours
24436,2021-09-13T18,Dominion Virginia Power zone,16479,megawatthours
24435,2021-09-13T19,Dominion Virginia Power zone,17094,megawatthours
24434,2021-09-13T20,Dominion Virginia Power zone,17560,megawatthours
24433,2021-09-13T21,Dominion Virginia Power zone,17858,megawatthours
24432,2021-09-13T22,Dominion Virginia Power zone,17903,megawatthours
24431,2021-09-13T23,Dominion Virginia Power zone,17542,megawatthours
24430,2021-09-14T00,Dominion Virginia Power zone,16982,megawatthours
24429,2021-09-14T01,Dominion Virginia Power zone,16241,megawatthours
24428,2021-09-14T02,Dominion Virginia Power zone,14991,megawatthours
24427,2021-09-14T03,Dominion Virginia Power zone,13851,megawatthours
24426,2021-09-14T04,Dominion Virginia Power zone,12716,megawatthours
24425,2021-09-14T05,Dominion Virginia Power zone,11861,megawatthours
24424,2021-09-14T06,Dominion Virginia Power zone,11306,megawatthours
24423,2021-09-14T07,Dominion Virginia Power zone,10823,megawatthours
24422,2021-09-14T08,Dominion Virginia Power zone,10668,megawatthours
24421,2021-09-14T09,Dominion Virginia Power zone,10746,megawatthours
24420,2021-09-14T10,Dominion Virginia Power zone,11110,megawatthours
24419,2021-09-14T11,Dominion Virginia Power zone,11838,megawatthours
24418,2021-09-14T12,Dominion Virginia Power zone,12321,megawatthours
24417,2021-09-14T13,Dominion Virginia Power zone,12724,megawatthours
24416,2021-09-14T14,Dominion Virginia Power zone,13391,megawatthours
24415,2021-09-14T15,Dominion Virginia Power zone,14298,megawatthours
24414,2021-09-14T16,Dominion Virginia Power zone,15295,megawatthours
24413,2021-09-14T17,Dominion Virginia Power zone,16297,megawatthours
24412,2021-09-14T18,Dominion Virginia Power zone,17273,megawatthours
24411,2021-09-14T19,Dominion Virginia Power zone,17799,megawatthours
24410,2021-09-14T20,Dominion Virginia Power zone,18107,megawatthours
24409,2021-09-14T21,Dominion Virginia Power zone,18281,megawatthours
24408,2021-09-14T22,Dominion Virginia Power zone,18157,megawatthours
24407,2021-09-14T23,Dominion Virginia Power zone,17800,megawatthours
24406,2021-09-15T00,Dominion Virginia Power zone,17249,megawatthours
24405,2021-09-15T01,Dominion Virginia Power zone,16676,megawatthours
24404,2021-09-15T02,Dominion Virginia Power zone,15547,megawatthours
24403,2021-09-15T03,Dominion Virginia Power zone,14327,megawatthours
24402,2021-09-15T04,Dominion Virginia Power zone,13209,megawatthours
24401,2021-09-15T05,Dominion Virginia Power zone,12322,megawatthours
24400,2021-09-15T06,Dominion Virginia Power zone,11659,megawatthours
24399,2021-09-15T07,Dominion Virginia Power zone,11217,megawatthours
24398,2021-09-15T08,Dominion Virginia Power zone,10944,megawatthours
24397,2021-09-15T09,Dominion Virginia Power zone,10908,megawatthours
24396,2021-09-15T10,Dominion Virginia Power zone,11305,megawatthours
24395,2021-09-15T11,Dominion Virginia Power zone,12048,megawatthours
24394,2021-09-15T12,Dominion Virginia Power zone,12490,megawatthours
24393,2021-09-15T13,Dominion Virginia Power zone,12889,megawatthours
24392,2021-09-15T14,Dominion Virginia Power zone,13571,megawatthours
24391,2021-09-15T15,Dominion Virginia Power zone,14494,megawatthours
24390,2021-09-15T16,Dominion Virginia Power zone,15584,megawatthours
24389,2021-09-15T17,Dominion Virginia Power zone,16482,megawatthours
24388,2021-09-15T18,Dominion Virginia Power zone,17219,megawatthours
24387,2021-09-15T19,Dominion Virginia Power zone,17778,megawatthours
24386,2021-09-15T20,Dominion Virginia Power zone,17933,megawatthours
24385,2021-09-15T21,Dominion Virginia Power zone,17905,megawatthours
24384,2021-09-15T22,Dominion Virginia Power zone,17969,megawatthours
24383,2021-09-15T23,Dominion Virginia Power zone,17567,megawatthours
24382,2021-09-16T00,Dominion Virginia Power zone,17006,megawatthours
24381,2021-09-16T01,Dominion Virginia Power zone,16350,megawatthours
24380,2021-09-16T02,Dominion Virginia Power zone,15351,megawatthours
24379,2021-09-16T03,Dominion Virginia Power zone,14196,megawatthours
24378,2021-09-16T04,Dominion Virginia Power zone,13145,megawatthours
24377,2021-09-16T05,Dominion Virginia Power zone,12323,megawatthours
24376,2021-09-16T06,Dominion Virginia Power zone,11717,megawatthours
24375,2021-09-16T07,Dominion Virginia Power zone,11360,megawatthours
24374,2021-09-16T08,Dominion Virginia Power zone,11042,megawatthours
24373,2021-09-16T09,Dominion Virginia Power zone,11122,megawatthours
24372,2021-09-16T10,Dominion Virginia Power zone,11379,megawatthours
24371,2021-09-16T11,Dominion Virginia Power zone,12051,megawatthours
24370,2021-09-16T12,Dominion Virginia Power zone,12489,megawatthours
24369,2021-09-16T13,Dominion Virginia Power zone,12858,megawatthours
24368,2021-09-16T14,Dominion Virginia Power zone,13341,megawatthours
24367,2021-09-16T15,Dominion Virginia Power zone,13964,megawatthours
24366,2021-09-16T16,Dominion Virginia Power zone,14762,megawatthours
24365,2021-09-16T17,Dominion Virginia Power zone,15630,megawatthours
24364,2021-09-16T18,Dominion Virginia Power zone,16198,megawatthours
24363,2021-09-16T19,Dominion Virginia Power zone,16544,megawatthours
24362,2021-09-16T20,Dominion Virginia Power zone,16544,megawatthours
24361,2021-09-16T21,Dominion Virginia Power zone,16215,megawatthours
24360,2021-09-16T22,Dominion Virginia Power zone,15774,megawatthours
24359,2021-09-16T23,Dominion Virginia Power zone,15449,megawatthours
24358,2021-09-17T00,Dominion Virginia Power zone,15202,megawatthours
24357,2021-09-17T01,Dominion Virginia Power zone,14754,megawatthours
24356,2021-09-17T02,Dominion Virginia Power zone,14004,megawatthours
24355,2021-09-17T03,Dominion Virginia Power zone,13058,megawatthours
24354,2021-09-17T04,Dominion Virginia Power zone,12218,megawatthours
24353,2021-09-17T05,Dominion Virginia Power zone,11544,megawatthours
24352,2021-09-17T06,Dominion Virginia Power zone,11172,megawatthours
24351,2021-09-17T07,Dominion Virginia Power zone,10931,megawatthours
24350,2021-09-17T08,Dominion Virginia Power zone,10829,megawatthours
24349,2021-09-17T09,Dominion Virginia Power zone,10949,megawatthours
24348,2021-09-17T10,Dominion Virginia Power zone,11428,megawatthours
24347,2021-09-17T11,Dominion Virginia Power zone,12311,megawatthours
24346,2021-09-17T12,Dominion Virginia Power zone,12851,megawatthours
24345,2021-09-17T13,Dominion Virginia Power zone,13255,megawatthours
24344,2021-09-17T14,Dominion Virginia Power zone,13564,megawatthours
24343,2021-09-17T15,Dominion Virginia Power zone,13888,megawatthours
24342,2021-09-17T16,Dominion Virginia Power zone,14179,megawatthours
24341,2021-09-17T17,Dominion Virginia Power zone,14474,megawatthours
24340,2021-09-17T18,Dominion Virginia Power zone,14874,megawatthours
24339,2021-09-17T19,Dominion Virginia Power zone,15226,megawatthours
24338,2021-09-17T20,Dominion Virginia Power zone,15490,megawatthours
24337,2021-09-17T21,Dominion Virginia Power zone,15665,megawatthours
24336,2021-09-17T22,Dominion Virginia Power zone,15585,megawatthours
24335,2021-09-17T23,Dominion Virginia Power zone,15137,megawatthours
24334,2021-09-18T00,Dominion Virginia Power zone,14790,megawatthours
24333,2021-09-18T01,Dominion Virginia Power zone,14368,megawatthours
24332,2021-09-18T02,Dominion Virginia Power zone,13693,megawatthours
24331,2021-09-18T03,Dominion Virginia Power zone,12976,megawatthours
24330,2021-09-18T04,Dominion Virginia Power zone,12137,megawatthours
24329,2021-09-18T05,Dominion Virginia Power zone,11516,megawatthours
24328,2021-09-18T06,Dominion Virginia Power zone,10932,megawatthours
24327,2021-09-18T07,Dominion Virginia Power zone,10490,megawatthours
24326,2021-09-18T08,Dominion Virginia Power zone,10356,megawatthours
24325,2021-09-18T09,Dominion Virginia Power zone,10240,megawatthours
24324,2021-09-18T10,Dominion Virginia Power zone,10345,megawatthours
24323,2021-09-18T11,Dominion Virginia Power zone,10617,megawatthours
24322,2021-09-18T12,Dominion Virginia Power zone,10889,megawatthours
24321,2021-09-18T13,Dominion Virginia Power zone,11555,megawatthours
24320,2021-09-18T14,Dominion Virginia Power zone,12275,megawatthours
24319,2021-09-18T15,Dominion Virginia Power zone,12912,megawatthours
24318,2021-09-18T16,Dominion Virginia Power zone,13647,megawatthours
24317,2021-09-18T17,Dominion Virginia Power zone,14435,megawatthours
24316,2021-09-18T18,Dominion Virginia Power zone,15060,megawatthours
24315,2021-09-18T19,Dominion Virginia Power zone,15582,megawatthours
24314,2021-09-18T20,Dominion Virginia Power zone,16004,megawatthours
24313,2021-09-18T21,Dominion Virginia Power zone,16252,megawatthours
24312,2021-09-18T22,Dominion Virginia Power zone,16316,megawatthours
24311,2021-09-18T23,Dominion Virginia Power zone,15980,megawatthours
24310,2021-09-19T00,Dominion Virginia Power zone,15469,megawatthours
24309,2021-09-19T01,Dominion Virginia Power zone,14826,megawatthours
24308,2021-09-19T02,Dominion Virginia Power zone,14029,megawatthours
24307,2021-09-19T03,Dominion Virginia Power zone,13146,megawatthours
24306,2021-09-19T04,Dominion Virginia Power zone,12310,megawatthours
24305,2021-09-19T05,Dominion Virginia Power zone,11561,megawatthours
24304,2021-09-19T06,Dominion Virginia Power zone,10976,megawatthours
24303,2021-09-19T07,Dominion Virginia Power zone,10549,megawatthours
24302,2021-09-19T08,Dominion Virginia Power zone,10298,megawatthours
24301,2021-09-19T09,Dominion Virginia Power zone,10208,megawatthours
24300,2021-09-19T10,Dominion Virginia Power zone,10148,megawatthours
24299,2021-09-19T11,Dominion Virginia Power zone,10242,megawatthours
24298,2021-09-19T12,Dominion Virginia Power zone,10435,megawatthours
24297,2021-09-19T13,Dominion Virginia Power zone,11034,megawatthours
24296,2021-09-19T14,Dominion Virginia Power zone,11851,megawatthours
24295,2021-09-19T15,Dominion Virginia Power zone,12836,megawatthours
24294,2021-09-19T16,Dominion Virginia Power zone,13438,megawatthours
24293,2021-09-19T17,Dominion Virginia Power zone,14429,megawatthours
24292,2021-09-19T18,Dominion Virginia Power zone,15060,megawatthours
24291,2021-09-19T19,Dominion Virginia Power zone,15452,megawatthours
24290,2021-09-19T20,Dominion Virginia Power zone,15680,megawatthours
24289,2021-09-19T21,Dominion Virginia Power zone,15966,megawatthours
24288,2021-09-19T22,Dominion Virginia Power zone,16076,megawatthours
24287,2021-09-19T23,Dominion Virginia Power zone,15695,megawatthours
24286,2021-09-20T00,Dominion Virginia Power zone,15246,megawatthours
24285,2021-09-20T01,Dominion Virginia Power zone,14608,megawatthours
24284,2021-09-20T02,Dominion Virginia Power zone,13658,megawatthours
24283,2021-09-20T03,Dominion Virginia Power zone,12632,megawatthours
24282,2021-09-20T04,Dominion Virginia Power zone,11698,megawatthours
24281,2021-09-20T05,Dominion Virginia Power zone,10873,megawatthours
24280,2021-09-20T06,Dominion Virginia Power zone,10410,megawatthours
24279,2021-09-20T07,Dominion Virginia Power zone,10082,megawatthours
24278,2021-09-20T08,Dominion Virginia Power zone,9957,megawatthours
24277,2021-09-20T09,Dominion Virginia Power zone,10042,megawatthours
24276,2021-09-20T10,Dominion Virginia Power zone,10485,megawatthours
24275,2021-09-20T11,Dominion Virginia Power zone,11280,megawatthours
24274,2021-09-20T12,Dominion Virginia Power zone,11736,megawatthours
24273,2021-09-20T13,Dominion Virginia Power zone,11952,megawatthours
24272,2021-09-20T14,Dominion Virginia Power zone,12231,megawatthours
24271,2021-09-20T15,Dominion Virginia Power zone,12678,megawatthours
24270,2021-09-20T16,Dominion Virginia Power zone,13237,megawatthours
24269,2021-09-20T17,Dominion Virginia Power zone,13864,megawatthours
24268,2021-09-20T18,Dominion Virginia Power zone,14346,megawatthours
24267,2021-09-20T19,Dominion Virginia Power zone,14639,megawatthours
24266,2021-09-20T20,Dominion Virginia Power zone,14746,megawatthours
24265,2021-09-20T21,Dominion Virginia Power zone,14848,megawatthours
24264,2021-09-20T22,Dominion Virginia Power zone,14876,megawatthours
24263,2021-09-20T23,Dominion Virginia Power zone,14494,megawatthours
24262,2021-09-21T00,Dominion Virginia Power zone,14314,megawatthours
24261,2021-09-21T01,Dominion Virginia Power zone,13845,megawatthours
24260,2021-09-21T02,Dominion Virginia Power zone,12907,megawatthours
24259,2021-09-21T03,Dominion Virginia Power zone,11982,megawatthours
24258,2021-09-21T04,Dominion Virginia Power zone,11108,megawatthours
24257,2021-09-21T05,Dominion Virginia Power zone,10381,megawatthours
24256,2021-09-21T06,Dominion Virginia Power zone,9943,megawatthours
24255,2021-09-21T07,Dominion Virginia Power zone,9719,megawatthours
24254,2021-09-21T08,Dominion Virginia Power zone,9602,megawatthours
24253,2021-09-21T09,Dominion Virginia Power zone,9708,megawatthours
24252,2021-09-21T10,Dominion Virginia Power zone,10194,megawatthours
24251,2021-09-21T11,Dominion Virginia Power zone,11008,megawatthours
24250,2021-09-21T12,Dominion Virginia Power zone,11492,megawatthours
24249,2021-09-21T13,Dominion Virginia Power zone,11715,megawatthours
24248,2021-09-21T14,Dominion Virginia Power zone,12198,megawatthours
24247,2021-09-21T15,Dominion Virginia Power zone,12741,megawatthours
24246,2021-09-21T16,Dominion Virginia Power zone,13368,megawatthours
24245,2021-09-21T17,Dominion Virginia Power zone,14107,megawatthours
24244,2021-09-21T18,Dominion Virginia Power zone,14673,megawatthours
24243,2021-09-21T19,Dominion Virginia Power zone,14775,megawatthours
24242,2021-09-21T20,Dominion Virginia Power zone,14938,megawatthours
24241,2021-09-21T21,Dominion Virginia Power zone,14997,megawatthours
24240,2021-09-21T22,Dominion Virginia Power zone,14921,megawatthours
24239,2021-09-21T23,Dominion Virginia Power zone,14774,megawatthours
24238,2021-09-22T00,Dominion Virginia Power zone,14758,megawatthours
24237,2021-09-22T01,Dominion Virginia Power zone,14336,megawatthours
24236,2021-09-22T02,Dominion Virginia Power zone,13564,megawatthours
24235,2021-09-22T03,Dominion Virginia Power zone,12686,megawatthours
24234,2021-09-22T04,Dominion Virginia Power zone,11709,megawatthours
24233,2021-09-22T05,Dominion Virginia Power zone,11061,megawatthours
24232,2021-09-22T06,Dominion Virginia Power zone,10652,megawatthours
24231,2021-09-22T07,Dominion Virginia Power zone,10481,megawatthours
24230,2021-09-22T08,Dominion Virginia Power zone,10401,megawatthours
24229,2021-09-22T09,Dominion Virginia Power zone,10568,megawatthours
24228,2021-09-22T10,Dominion Virginia Power zone,11177,megawatthours
24227,2021-09-22T11,Dominion Virginia Power zone,12144,megawatthours
24226,2021-09-22T12,Dominion Virginia Power zone,12755,megawatthours
24225,2021-09-22T13,Dominion Virginia Power zone,13190,megawatthours
24224,2021-09-22T14,Dominion Virginia Power zone,13622,megawatthours
24223,2021-09-22T15,Dominion Virginia Power zone,14028,megawatthours
24222,2021-09-22T16,Dominion Virginia Power zone,14315,megawatthours
24221,2021-09-22T17,Dominion Virginia Power zone,14585,megawatthours
24220,2021-09-22T18,Dominion Virginia Power zone,15060,megawatthours
24219,2021-09-22T19,Dominion Virginia Power zone,15509,megawatthours
24218,2021-09-22T20,Dominion Virginia Power zone,15351,megawatthours
24217,2021-09-22T21,Dominion Virginia Power zone,15060,megawatthours
24216,2021-09-22T22,Dominion Virginia Power zone,14911,megawatthours
24215,2021-09-22T23,Dominion Virginia Power zone,14751,megawatthours
24214,2021-09-23T00,Dominion Virginia Power zone,14741,megawatthours
24213,2021-09-23T01,Dominion Virginia Power zone,14374,megawatthours
24212,2021-09-23T02,Dominion Virginia Power zone,13709,megawatthours
24211,2021-09-23T03,Dominion Virginia Power zone,12925,megawatthours
24210,2021-09-23T04,Dominion Virginia Power zone,12166,megawatthours
24209,2021-09-23T05,Dominion Virginia Power zone,11561,megawatthours
24208,2021-09-23T06,Dominion Virginia Power zone,11169,megawatthours
24207,2021-09-23T07,Dominion Virginia Power zone,10898,megawatthours
24206,2021-09-23T08,Dominion Virginia Power zone,10703,megawatthours
24205,2021-09-23T09,Dominion Virginia Power zone,10659,megawatthours
24204,2021-09-23T10,Dominion Virginia Power zone,10990,megawatthours
24203,2021-09-23T11,Dominion Virginia Power zone,11617,megawatthours
24202,2021-09-23T12,Dominion Virginia Power zone,12094,megawatthours
24201,2021-09-23T13,Dominion Virginia Power zone,12214,megawatthours
24200,2021-09-23T14,Dominion Virginia Power zone,12334,megawatthours
24199,2021-09-23T15,Dominion Virginia Power zone,12597,megawatthours
24198,2021-09-23T16,Dominion Virginia Power zone,12742,megawatthours
24197,2021-09-23T17,Dominion Virginia Power zone,12773,megawatthours
24196,2021-09-23T18,Dominion Virginia Power zone,12983,megawatthours
24195,2021-09-23T19,Dominion Virginia Power zone,12988,megawatthours
24194,2021-09-23T20,Dominion Virginia Power zone,13028,megawatthours
24193,2021-09-23T21,Dominion Virginia Power zone,13156,megawatthours
24192,2021-09-23T22,Dominion Virginia Power zone,13227,megawatthours
24191,2021-09-23T23,Dominion Virginia Power zone,13006,megawatthours
24190,2021-09-24T00,Dominion Virginia Power zone,12920,megawatthours
24189,2021-09-24T01,Dominion Virginia Power zone,12552,megawatthours
24188,2021-09-24T02,Dominion Virginia Power zone,11852,megawatthours
24187,2021-09-24T03,Dominion Virginia Power zone,10978,megawatthours
24186,2021-09-24T04,Dominion Virginia Power zone,10292,megawatthours
24185,2021-09-24T05,Dominion Virginia Power zone,9716,megawatthours
24184,2021-09-24T06,Dominion Virginia Power zone,9343,megawatthours
24183,2021-09-24T07,Dominion Virginia Power zone,9069,megawatthours
24182,2021-09-24T08,Dominion Virginia Power zone,9030,megawatthours
24181,2021-09-24T09,Dominion Virginia Power zone,9060,megawatthours
24180,2021-09-24T10,Dominion Virginia Power zone,9590,megawatthours
24179,2021-09-24T11,Dominion Virginia Power zone,10306,megawatthours
24178,2021-09-24T12,Dominion Virginia Power zone,10623,megawatthours
24177,2021-09-24T13,Dominion Virginia Power zone,10821,megawatthours
24176,2021-09-24T14,Dominion Virginia Power zone,10873,megawatthours
24175,2021-09-24T15,Dominion Virginia Power zone,10990,megawatthours
24174,2021-09-24T16,Dominion Virginia Power zone,11200,megawatthours
24173,2021-09-24T17,Dominion Virginia Power zone,11418,megawatthours
24172,2021-09-24T18,Dominion Virginia Power zone,11675,megawatthours
24171,2021-09-24T19,Dominion Virginia Power zone,11890,megawatthours
24170,2021-09-24T20,Dominion Virginia Power zone,12169,megawatthours
24169,2021-09-24T21,Dominion Virginia Power zone,12436,megawatthours
24168,2021-09-24T22,Dominion Virginia Power zone,12657,megawatthours
24167,2021-09-24T23,Dominion Virginia Power zone,12475,megawatthours
24166,2021-09-25T00,Dominion Virginia Power zone,12208,megawatthours
24165,2021-09-25T01,Dominion Virginia Power zone,11757,megawatthours
24164,2021-09-25T02,Dominion Virginia Power zone,11230,megawatthours
24163,2021-09-25T03,Dominion Virginia Power zone,10609,megawatthours
24162,2021-09-25T04,Dominion Virginia Power zone,10007,megawatthours
24161,2021-09-25T05,Dominion Virginia Power zone,9493,megawatthours
24160,2021-09-25T06,Dominion Virginia Power zone,9142,megawatthours
24159,2021-09-25T07,Dominion Virginia Power zone,8895,megawatthours
24158,2021-09-25T08,Dominion Virginia Power zone,8799,megawatthours
24157,2021-09-25T09,Dominion Virginia Power zone,8765,megawatthours
24156,2021-09-25T10,Dominion Virginia Power zone,8917,megawatthours
24155,2021-09-25T11,Dominion Virginia Power zone,9212,megawatthours
24154,2021-09-25T12,Dominion Virginia Power zone,9445,megawatthours
24153,2021-09-25T13,Dominion Virginia Power zone,9719,megawatthours
24152,2021-09-25T14,Dominion Virginia Power zone,9956,megawatthours
24151,2021-09-25T15,Dominion Virginia Power zone,10216,megawatthours
24150,2021-09-25T16,Dominion Virginia Power zone,10514,megawatthours
24149,2021-09-25T17,Dominion Virginia Power zone,10796,megawatthours
24148,2021-09-25T18,Dominion Virginia Power zone,10973,megawatthours
24147,2021-09-25T19,Dominion Virginia Power zone,11199,megawatthours
24146,2021-09-25T20,Dominion Virginia Power zone,11432,megawatthours
24145,2021-09-25T21,Dominion Virginia Power zone,11646,megawatthours
24144,2021-09-25T22,Dominion Virginia Power zone,11925,megawatthours
24143,2021-09-25T23,Dominion Virginia Power zone,11882,megawatthours
24142,2021-09-26T00,Dominion Virginia Power zone,11854,megawatthours
24141,2021-09-26T01,Dominion Virginia Power zone,11534,megawatthours
24140,2021-09-26T02,Dominion Virginia Power zone,11038,megawatthours
24139,2021-09-26T03,Dominion Virginia Power zone,10466,megawatthours
24138,2021-09-26T04,Dominion Virginia Power zone,9948,megawatthours
24137,2021-09-26T05,Dominion Virginia Power zone,9451,megawatthours
24136,2021-09-26T06,Dominion Virginia Power zone,9133,megawatthours
24135,2021-09-26T07,Dominion Virginia Power zone,8867,megawatthours
24134,2021-09-26T08,Dominion Virginia Power zone,8729,megawatthours
24133,2021-09-26T09,Dominion Virginia Power zone,8711,megawatthours
24132,2021-09-26T10,Dominion Virginia Power zone,8751,megawatthours
24131,2021-09-26T11,Dominion Virginia Power zone,8972,megawatthours
24130,2021-09-26T12,Dominion Virginia Power zone,9125,megawatthours
24129,2021-09-26T13,Dominion Virginia Power zone,9475,megawatthours
24128,2021-09-26T14,Dominion Virginia Power zone,9768,megawatthours
24127,2021-09-26T15,Dominion Virginia Power zone,10099,megawatthours
24126,2021-09-26T16,Dominion Virginia Power zone,10371,megawatthours
24125,2021-09-26T17,Dominion Virginia Power zone,10657,megawatthours
24124,2021-09-26T18,Dominion Virginia Power zone,10901,megawatthours
24123,2021-09-26T19,Dominion Virginia Power zone,11190,megawatthours
24122,2021-09-26T20,Dominion Virginia Power zone,11517,megawatthours
24121,2021-09-26T21,Dominion Virginia Power zone,11832,megawatthours
24120,2021-09-26T22,Dominion Virginia Power zone,12219,megawatthours
24119,2021-09-26T23,Dominion Virginia Power zone,12269,megawatthours
24118,2021-09-27T00,Dominion Virginia Power zone,12223,megawatthours
24117,2021-09-27T01,Dominion Virginia Power zone,11903,megawatthours
24116,2021-09-27T02,Dominion Virginia Power zone,11255,megawatthours
24115,2021-09-27T03,Dominion Virginia Power zone,10405,megawatthours
24114,2021-09-27T04,Dominion Virginia Power zone,9788,megawatthours
24113,2021-09-27T05,Dominion Virginia Power zone,9269,megawatthours
24112,2021-09-27T06,Dominion Virginia Power zone,8945,megawatthours
24111,2021-09-27T07,Dominion Virginia Power zone,8777,megawatthours
24110,2021-09-27T08,Dominion Virginia Power zone,8666,megawatthours
24109,2021-09-27T09,Dominion Virginia Power zone,8853,megawatthours
24108,2021-09-27T10,Dominion Virginia Power zone,9351,megawatthours
24107,2021-09-27T11,Dominion Virginia Power zone,10092,megawatthours
24106,2021-09-27T12,Dominion Virginia Power zone,10480,megawatthours
