,period,value,value-units,Date,Hour Starting
8682,2023-08-04T04-05,57091,megawatthours,2023-08-04,3
8681,2023-08-04T05-05,56338,megawatthours,2023-08-04,4
8680,2023-08-04T06-05,56626,megawatthours,2023-08-04,5
8679,2023-08-04T07-05,57097,megawatthours,2023-08-04,6
8678,2023-08-04T08-05,57565,megawatthours,2023-08-04,7
8677,2023-08-04T09-05,60597,megawatthours,2023-08-04,8
8676,2023-08-04T10-05,64657,megawatthours,2023-08-04,9
8675,2023-08-04T11-05,68888,megawatthours,2023-08-04,10
8674,2023-08-04T12-05,73286,megawatthours,2023-08-04,11
8673,2023-08-04T13-05,77493,megawatthours,2023-08-04,12
8672,2023-08-04T14-05,80418,megawatthours,2023-08-04,13
8671,2023-08-04T15-05,82158,megawatthours,2023-08-04,14
8670,2023-08-04T16-05,82979,megawatthours,2023-08-04,15
8669,2023-08-04T17-05,83364,megawatthours,2023-08-04,16
8668,2023-08-04T18-05,83057,megawatthours,2023-08-04,17
8667,2023-08-04T19-05,81563,megawatthours,2023-08-04,18
8666,2023-08-04T20-05,78955,megawatthours,2023-08-04,19
8665,2023-08-04T21-05,76432,megawatthours,2023-08-04,20
8664,2023-08-04T22-05,74832,megawatthours,2023-08-04,21
8663,2023-08-04T23-05,71689,megawatthours,2023-08-04,22
8662,2023-08-05T00-05,68087,megawatthours,2023-08-04,23
8661,2023-08-05T01-05,64375,megawatthours,2023-08-05,0
8660,2023-08-05T02-05,61280,megawatthours,2023-08-05,1
8659,2023-08-05T03-05,58901,megawatthours,2023-08-05,2
8658,2023-08-05T04-05,56921,megawatthours,2023-08-05,3
8657,2023-08-05T05-05,55628,megawatthours,2023-08-05,4
8656,2023-08-05T06-05,54997,megawatthours,2023-08-05,5
8655,2023-08-05T07-05,54257,megawatthours,2023-08-05,6
8654,2023-08-05T08-05,54434,megawatthours,2023-08-05,7
8653,2023-08-05T09-05,57619,megawatthours,2023-08-05,8
8652,2023-08-05T10-05,62304,megawatthours,2023-08-05,9
8651,2023-08-05T11-05,66738,megawatthours,2023-08-05,10
8650,2023-08-05T12-05,71101,megawatthours,2023-08-05,11
8649,2023-08-05T13-05,75060,megawatthours,2023-08-05,12
8648,2023-08-05T14-05,78387,megawatthours,2023-08-05,13
8647,2023-08-05T15-05,81310,megawatthours,2023-08-05,14
8646,2023-08-05T16-05,82884,megawatthours,2023-08-05,15
8645,2023-08-05T17-05,83460,megawatthours,2023-08-05,16
8644,2023-08-05T18-05,83409,megawatthours,2023-08-05,17
8643,2023-08-05T19-05,82764,megawatthours,2023-08-05,18
8642,2023-08-05T20-05,80375,megawatthours,2023-08-05,19
8641,2023-08-05T21-05,77280,megawatthours,2023-08-05,20
8640,2023-08-05T22-05,74668,megawatthours,2023-08-05,21
8639,2023-08-05T23-05,71224,megawatthours,2023-08-05,22
8638,2023-08-06T00-05,67573,megawatthours,2023-08-05,23
8637,2023-08-06T01-05,63778,megawatthours,2023-08-06,0
8636,2023-08-06T02-05,60641,megawatthours,2023-08-06,1
8635,2023-08-06T03-05,58022,megawatthours,2023-08-06,2
8634,2023-08-06T04-05,56173,megawatthours,2023-08-06,3
8633,2023-08-06T05-05,54834,megawatthours,2023-08-06,4
8632,2023-08-06T06-05,53806,megawatthours,2023-08-06,5
8631,2023-08-06T07-05,52988,megawatthours,2023-08-06,6
8630,2023-08-06T08-05,52888,megawatthours,2023-08-06,7
8629,2023-08-06T09-05,55698,megawatthours,2023-08-06,8
8628,2023-08-06T10-05,59856,megawatthours,2023-08-06,9
8627,2023-08-06T11-05,63922,megawatthours,2023-08-06,10
8626,2023-08-06T12-05,68388,megawatthours,2023-08-06,11
8625,2023-08-06T13-05,72618,megawatthours,2023-08-06,12
8624,2023-08-06T14-05,76232,megawatthours,2023-08-06,13
8623,2023-08-06T15-05,79279,megawatthours,2023-08-06,14
8622,2023-08-06T16-05,81010,megawatthours,2023-08-06,15
8621,2023-08-06T17-05,82405,megawatthours,2023-08-06,16
8620,2023-08-06T18-05,82690,megawatthours,2023-08-06,17
8619,2023-08-06T19-05,81676,megawatthours,2023-08-06,18
8618,2023-08-06T20-05,78599,megawatthours,2023-08-06,19
8617,2023-08-06T21-05,75929,megawatthours,2023-08-06,20
8616,2023-08-06T22-05,74209,megawatthours,2023-08-06,21
8615,2023-08-06T23-05,70521,megawatthours,2023-08-06,22
8614,2023-08-07T00-05,66619,megawatthours,2023-08-06,23
8613,2023-08-07T01-05,62938,megawatthours,2023-08-07,0
8612,2023-08-07T02-05,59987,megawatthours,2023-08-07,1
8611,2023-08-07T03-05,57990,megawatthours,2023-08-07,2
8610,2023-08-07T04-05,56617,megawatthours,2023-08-07,3
8609,2023-08-07T05-05,56115,megawatthours,2023-08-07,4
8608,2023-08-07T06-05,56684,megawatthours,2023-08-07,5
8607,2023-08-07T07-05,57753,megawatthours,2023-08-07,6
8606,2023-08-07T08-05,58363,megawatthours,2023-08-07,7
8605,2023-08-07T09-05,60882,megawatthours,2023-08-07,8
8604,2023-08-07T10-05,64442,megawatthours,2023-08-07,9
8603,2023-08-07T11-05,68743,megawatthours,2023-08-07,10
8602,2023-08-07T12-05,73175,megawatthours,2023-08-07,11
8601,2023-08-07T13-05,77077,megawatthours,2023-08-07,12
8600,2023-08-07T14-05,80487,megawatthours,2023-08-07,13
8599,2023-08-07T15-05,82035,megawatthours,2023-08-07,14
8598,2023-08-07T16-05,82941,megawatthours,2023-08-07,15
8597,2023-08-07T17-05,83570,megawatthours,2023-08-07,16
8596,2023-08-07T18-05,83849,megawatthours,2023-08-07,17
8595,2023-08-07T19-05,83189,megawatthours,2023-08-07,18
8594,2023-08-07T20-05,80807,megawatthours,2023-08-07,19
8593,2023-08-07T21-05,78621,megawatthours,2023-08-07,20
8592,2023-08-07T22-05,76597,megawatthours,2023-08-07,21
8591,2023-08-07T23-05,72434,megawatthours,2023-08-07,22
8590,2023-08-08T00-05,67928,megawatthours,2023-08-07,23
8589,2023-08-08T01-05,64014,megawatthours,2023-08-08,0
8588,2023-08-08T02-05,60933,megawatthours,2023-08-08,1
8587,2023-08-08T03-05,58632,megawatthours,2023-08-08,2
8586,2023-08-08T04-05,57081,megawatthours,2023-08-08,3
8585,2023-08-08T05-05,56755,megawatthours,2023-08-08,4
8584,2023-08-08T06-05,56942,megawatthours,2023-08-08,5
8583,2023-08-08T07-05,57842,megawatthours,2023-08-08,6
8582,2023-08-08T08-05,58349,megawatthours,2023-08-08,7
8581,2023-08-08T09-05,60152,megawatthours,2023-08-08,8
8580,2023-08-08T10-05,63571,megawatthours,2023-08-08,9
8579,2023-08-08T11-05,67422,megawatthours,2023-08-08,10
8578,2023-08-08T12-05,71409,megawatthours,2023-08-08,11
8577,2023-08-08T13-05,75407,megawatthours,2023-08-08,12
8576,2023-08-08T14-05,78341,megawatthours,2023-08-08,13
8575,2023-08-08T15-05,80838,megawatthours,2023-08-08,14
8574,2023-08-08T16-05,81865,megawatthours,2023-08-08,15
8573,2023-08-08T17-05,82831,megawatthours,2023-08-08,16
8572,2023-08-08T18-05,83079,megawatthours,2023-08-08,17
8571,2023-08-08T19-05,82147,megawatthours,2023-08-08,18
8570,2023-08-08T20-05,79609,megawatthours,2023-08-08,19
8569,2023-08-08T21-05,76978,megawatthours,2023-08-08,20
8568,2023-08-08T22-05,75451,megawatthours,2023-08-08,21
8567,2023-08-08T23-05,71473,megawatthours,2023-08-08,22
8566,2023-08-09T00-05,67343,megawatthours,2023-08-08,23
8565,2023-08-09T01-05,63786,megawatthours,2023-08-09,0
8564,2023-08-09T02-05,60890,megawatthours,2023-08-09,1
8563,2023-08-09T03-05,58787,megawatthours,2023-08-09,2
8562,2023-08-09T04-05,57353,megawatthours,2023-08-09,3
8561,2023-08-09T05-05,56725,megawatthours,2023-08-09,4
8560,2023-08-09T06-05,57299,megawatthours,2023-08-09,5
8559,2023-08-09T07-05,58250,megawatthours,2023-08-09,6
8558,2023-08-09T08-05,58405,megawatthours,2023-08-09,7
8557,2023-08-09T09-05,60765,megawatthours,2023-08-09,8
8556,2023-08-09T10-05,64758,megawatthours,2023-08-09,9
8555,2023-08-09T11-05,68824,megawatthours,2023-08-09,10
8554,2023-08-09T12-05,73203,megawatthours,2023-08-09,11
8553,2023-08-09T13-05,77270,megawatthours,2023-08-09,12
8552,2023-08-09T14-05,80662,megawatthours,2023-08-09,13
8551,2023-08-09T15-05,83005,megawatthours,2023-08-09,14
8550,2023-08-09T16-05,83395,megawatthours,2023-08-09,15
8549,2023-08-09T17-05,83809,megawatthours,2023-08-09,16
8548,2023-08-09T18-05,83961,megawatthours,2023-08-09,17
8547,2023-08-09T19-05,83076,megawatthours,2023-08-09,18
8546,2023-08-09T20-05,80541,megawatthours,2023-08-09,19
8545,2023-08-09T21-05,78049,megawatthours,2023-08-09,20
8544,2023-08-09T22-05,75739,megawatthours,2023-08-09,21
8543,2023-08-09T23-05,71385,megawatthours,2023-08-09,22
8542,2023-08-10T00-05,67331,megawatthours,2023-08-09,23
8541,2023-08-10T01-05,63828,megawatthours,2023-08-10,0
8540,2023-08-10T02-05,61178,megawatthours,2023-08-10,1
8539,2023-08-10T03-05,59147,megawatthours,2023-08-10,2
8538,2023-08-10T04-05,57652,megawatthours,2023-08-10,3
8537,2023-08-10T05-05,56954,megawatthours,2023-08-10,4
8536,2023-08-10T06-05,57147,megawatthours,2023-08-10,5
8535,2023-08-10T07-05,58113,megawatthours,2023-08-10,6
8534,2023-08-10T08-05,58230,megawatthours,2023-08-10,7
8533,2023-08-10T09-05,60734,megawatthours,2023-08-10,8
8532,2023-08-10T10-05,64432,megawatthours,2023-08-10,9
8531,2023-08-10T11-05,68914,megawatthours,2023-08-10,10
8530,2023-08-10T12-05,73664,megawatthours,2023-08-10,11
8529,2023-08-10T13-05,77969,megawatthours,2023-08-10,12
8528,2023-08-10T14-05,81425,megawatthours,2023-08-10,13
8527,2023-08-10T15-05,83304,megawatthours,2023-08-10,14
8526,2023-08-10T16-05,84539,megawatthours,2023-08-10,15
8525,2023-08-10T17-05,85155,megawatthours,2023-08-10,16
8524,2023-08-10T18-05,85432,megawatthours,2023-08-10,17
8523,2023-08-10T19-05,84543,megawatthours,2023-08-10,18
8522,2023-08-10T20-05,81985,megawatthours,2023-08-10,19
8521,2023-08-10T21-05,79573,megawatthours,2023-08-10,20
8520,2023-08-10T22-05,77663,megawatthours,2023-08-10,21
8519,2023-08-10T23-05,73687,megawatthours,2023-08-10,22
8518,2023-08-11T00-05,69544,megawatthours,2023-08-10,23
8517,2023-08-11T01-05,65703,megawatthours,2023-08-11,0
8516,2023-08-11T02-05,62730,megawatthours,2023-08-11,1
8515,2023-08-11T03-05,60394,megawatthours,2023-08-11,2
8514,2023-08-11T04-05,58945,megawatthours,2023-08-11,3
8513,2023-08-11T05-05,58338,megawatthours,2023-08-11,4
8512,2023-08-11T06-05,58733,megawatthours,2023-08-11,5
8511,2023-08-11T07-05,59633,megawatthours,2023-08-11,6
8510,2023-08-11T08-05,59624,megawatthours,2023-08-11,7
8509,2023-08-11T09-05,62084,megawatthours,2023-08-11,8
8508,2023-08-11T10-05,66055,megawatthours,2023-08-11,9
8507,2023-08-11T11-05,70382,megawatthours,2023-08-11,10
8506,2023-08-11T12-05,74369,megawatthours,2023-08-11,11
8505,2023-08-11T13-05,78198,megawatthours,2023-08-11,12
8504,2023-08-11T14-05,81719,megawatthours,2023-08-11,13
8503,2023-08-11T15-05,83839,megawatthours,2023-08-11,14
8502,2023-08-11T16-05,84757,megawatthours,2023-08-11,15
8501,2023-08-11T17-05,84922,megawatthours,2023-08-11,16
8500,2023-08-11T18-05,84434,megawatthours,2023-08-11,17
8499,2023-08-11T19-05,83212,megawatthours,2023-08-11,18
8498,2023-08-11T20-05,80385,megawatthours,2023-08-11,19
8497,2023-08-11T21-05,77882,megawatthours,2023-08-11,20
8496,2023-08-11T22-05,75957,megawatthours,2023-08-11,21
8495,2023-08-11T23-05,72279,megawatthours,2023-08-11,22
8494,2023-08-12T00-05,68351,megawatthours,2023-08-11,23
8493,2023-08-12T01-05,64767,megawatthours,2023-08-12,0
8492,2023-08-12T02-05,61899,megawatthours,2023-08-12,1
8491,2023-08-12T03-05,59672,megawatthours,2023-08-12,2
8490,2023-08-12T04-05,58119,megawatthours,2023-08-12,3
8489,2023-08-12T05-05,56994,megawatthours,2023-08-12,4
8488,2023-08-12T06-05,56318,megawatthours,2023-08-12,5
8487,2023-08-12T07-05,56293,megawatthours,2023-08-12,6
8486,2023-08-12T08-05,56460,megawatthours,2023-08-12,7
8485,2023-08-12T09-05,59440,megawatthours,2023-08-12,8
8484,2023-08-12T10-05,63925,megawatthours,2023-08-12,9
8483,2023-08-12T11-05,68243,megawatthours,2023-08-12,10
8482,2023-08-12T12-05,72642,megawatthours,2023-08-12,11
8481,2023-08-12T13-05,76480,megawatthours,2023-08-12,12
8480,2023-08-12T14-05,79686,megawatthours,2023-08-12,13
8479,2023-08-12T15-05,82217,megawatthours,2023-08-12,14
8478,2023-08-12T16-05,83699,megawatthours,2023-08-12,15
8477,2023-08-12T17-05,84219,megawatthours,2023-08-12,16
8476,2023-08-12T18-05,84607,megawatthours,2023-08-12,17
8475,2023-08-12T19-05,83120,megawatthours,2023-08-12,18
8474,2023-08-12T20-05,79740,megawatthours,2023-08-12,19
8473,2023-08-12T21-05,76814,megawatthours,2023-08-12,20
8472,2023-08-12T22-05,74838,megawatthours,2023-08-12,21
8471,2023-08-12T23-05,71717,megawatthours,2023-08-12,22
8470,2023-08-13T00-05,68017,megawatthours,2023-08-12,23
8469,2023-08-13T01-05,64345,megawatthours,2023-08-13,0
8468,2023-08-13T02-05,61393,megawatthours,2023-08-13,1
8467,2023-08-13T03-05,59062,megawatthours,2023-08-13,2
8466,2023-08-13T04-05,57299,megawatthours,2023-08-13,3
8465,2023-08-13T05-05,55902,megawatthours,2023-08-13,4
8464,2023-08-13T06-05,54845,megawatthours,2023-08-13,5
8463,2023-08-13T07-05,54126,megawatthours,2023-08-13,6
8462,2023-08-13T08-05,53835,megawatthours,2023-08-13,7
8461,2023-08-13T09-05,57180,megawatthours,2023-08-13,8
8460,2023-08-13T10-05,61370,megawatthours,2023-08-13,9
8459,2023-08-13T11-05,65952,megawatthours,2023-08-13,10
8458,2023-08-13T12-05,70320,megawatthours,2023-08-13,11
8457,2023-08-13T13-05,74568,megawatthours,2023-08-13,12
8456,2023-08-13T14-05,78261,megawatthours,2023-08-13,13
8455,2023-08-13T15-05,81120,megawatthours,2023-08-13,14
8454,2023-08-13T16-05,83388,megawatthours,2023-08-13,15
8453,2023-08-13T17-05,84596,megawatthours,2023-08-13,16
8452,2023-08-13T18-05,84548,megawatthours,2023-08-13,17
8451,2023-08-13T19-05,83636,megawatthours,2023-08-13,18
8450,2023-08-13T20-05,80961,megawatthours,2023-08-13,19
8449,2023-08-13T21-05,77945,megawatthours,2023-08-13,20
8448,2023-08-13T22-05,75754,megawatthours,2023-08-13,21
8447,2023-08-13T23-05,71787,megawatthours,2023-08-13,22
8446,2023-08-14T00-05,67281,megawatthours,2023-08-13,23
8445,2023-08-14T01-05,63562,megawatthours,2023-08-14,0
8444,2023-08-14T02-05,61003,megawatthours,2023-08-14,1
8443,2023-08-14T03-05,58576,megawatthours,2023-08-14,2
8442,2023-08-14T04-05,56809,megawatthours,2023-08-14,3
8441,2023-08-14T05-05,55990,megawatthours,2023-08-14,4
8440,2023-08-14T06-05,56359,megawatthours,2023-08-14,5
8439,2023-08-14T07-05,57045,megawatthours,2023-08-14,6
8438,2023-08-14T08-05,57367,megawatthours,2023-08-14,7
8437,2023-08-14T09-05,60391,megawatthours,2023-08-14,8
8436,2023-08-14T10-05,64238,megawatthours,2023-08-14,9
8435,2023-08-14T11-05,68755,megawatthours,2023-08-14,10
8434,2023-08-14T12-05,73327,megawatthours,2023-08-14,11
8433,2023-08-14T13-05,77407,megawatthours,2023-08-14,12
8432,2023-08-14T14-05,80977,megawatthours,2023-08-14,13
8431,2023-08-14T15-05,83403,megawatthours,2023-08-14,14
8430,2023-08-14T16-05,84608,megawatthours,2023-08-14,15
8429,2023-08-14T17-05,84757,megawatthours,2023-08-14,16
8428,2023-08-14T18-05,84209,megawatthours,2023-08-14,17
8427,2023-08-14T19-05,82817,megawatthours,2023-08-14,18
8426,2023-08-14T20-05,79862,megawatthours,2023-08-14,19
8425,2023-08-14T21-05,76749,megawatthours,2023-08-14,20
8424,2023-08-14T22-05,73225,megawatthours,2023-08-14,21
8423,2023-08-14T23-05,68337,megawatthours,2023-08-14,22
8422,2023-08-15T00-05,63701,megawatthours,2023-08-14,23
8421,2023-08-15T01-05,59907,megawatthours,2023-08-15,0
8420,2023-08-15T02-05,56977,megawatthours,2023-08-15,1
8419,2023-08-15T03-05,54785,megawatthours,2023-08-15,2
8418,2023-08-15T04-05,53130,megawatthours,2023-08-15,3
8417,2023-08-15T05-05,52525,megawatthours,2023-08-15,4
8416,2023-08-15T06-05,53022,megawatthours,2023-08-15,5
8415,2023-08-15T07-05,54379,megawatthours,2023-08-15,6
8414,2023-08-15T08-05,54480,megawatthours,2023-08-15,7
8413,2023-08-15T09-05,56522,megawatthours,2023-08-15,8
8412,2023-08-15T10-05,59853,megawatthours,2023-08-15,9
8411,2023-08-15T11-05,63633,megawatthours,2023-08-15,10
8410,2023-08-15T12-05,67286,megawatthours,2023-08-15,11
8409,2023-08-15T13-05,71142,megawatthours,2023-08-15,12
8408,2023-08-15T14-05,74703,megawatthours,2023-08-15,13
8407,2023-08-15T15-05,77263,megawatthours,2023-08-15,14
8406,2023-08-15T16-05,78419,megawatthours,2023-08-15,15
8405,2023-08-15T17-05,79392,megawatthours,2023-08-15,16
8404,2023-08-15T18-05,79975,megawatthours,2023-08-15,17
8403,2023-08-15T19-05,78988,megawatthours,2023-08-15,18
8402,2023-08-15T20-05,75426,megawatthours,2023-08-15,19
8401,2023-08-15T21-05,72609,megawatthours,2023-08-15,20
8400,2023-08-15T22-05,69783,megawatthours,2023-08-15,21
8399,2023-08-15T23-05,64864,megawatthours,2023-08-15,22
8398,2023-08-16T00-05,61038,megawatthours,2023-08-15,23
8397,2023-08-16T01-05,56942,megawatthours,2023-08-16,0
8396,2023-08-16T02-05,54088,megawatthours,2023-08-16,1
8395,2023-08-16T03-05,51517,megawatthours,2023-08-16,2
8394,2023-08-16T04-05,49875,megawatthours,2023-08-16,3
8393,2023-08-16T05-05,49150,megawatthours,2023-08-16,4
8392,2023-08-16T06-05,49595,megawatthours,2023-08-16,5
8391,2023-08-16T07-05,50746,megawatthours,2023-08-16,6
8390,2023-08-16T08-05,50730,megawatthours,2023-08-16,7
8389,2023-08-16T09-05,52980,megawatthours,2023-08-16,8
8388,2023-08-16T10-05,56515,megawatthours,2023-08-16,9
8387,2023-08-16T11-05,60488,megawatthours,2023-08-16,10
8386,2023-08-16T12-05,64543,megawatthours,2023-08-16,11
8385,2023-08-16T13-05,68640,megawatthours,2023-08-16,12
8384,2023-08-16T14-05,72683,megawatthours,2023-08-16,13
8383,2023-08-16T15-05,75850,megawatthours,2023-08-16,14
8382,2023-08-16T16-05,78435,megawatthours,2023-08-16,15
8381,2023-08-16T17-05,80055,megawatthours,2023-08-16,16
8380,2023-08-16T18-05,80311,megawatthours,2023-08-16,17
8379,2023-08-16T19-05,78944,megawatthours,2023-08-16,18
8378,2023-08-16T20-05,75551,megawatthours,2023-08-16,19
8377,2023-08-16T21-05,72313,megawatthours,2023-08-16,20
8376,2023-08-16T22-05,69242,megawatthours,2023-08-16,21
8375,2023-08-16T23-05,64454,megawatthours,2023-08-16,22
8374,2023-08-17T00-05,59835,megawatthours,2023-08-16,23
8373,2023-08-17T01-05,55994,megawatthours,2023-08-17,0
8372,2023-08-17T02-05,53265,megawatthours,2023-08-17,1
8371,2023-08-17T03-05,51189,megawatthours,2023-08-17,2
8370,2023-08-17T04-05,49845,megawatthours,2023-08-17,3
8369,2023-08-17T05-05,49242,megawatthours,2023-08-17,4
8368,2023-08-17T06-05,50195,megawatthours,2023-08-17,5
8367,2023-08-17T07-05,51491,megawatthours,2023-08-17,6
8366,2023-08-17T08-05,51958,megawatthours,2023-08-17,7
8365,2023-08-17T09-05,54674,megawatthours,2023-08-17,8
8364,2023-08-17T10-05,58743,megawatthours,2023-08-17,9
8363,2023-08-17T11-05,63930,megawatthours,2023-08-17,10
8362,2023-08-17T12-05,69607,megawatthours,2023-08-17,11
8361,2023-08-17T13-05,74916,megawatthours,2023-08-17,12
8360,2023-08-17T14-05,78761,megawatthours,2023-08-17,13
8359,2023-08-17T15-05,81083,megawatthours,2023-08-17,14
8358,2023-08-17T16-05,83232,megawatthours,2023-08-17,15
8357,2023-08-17T17-05,84627,megawatthours,2023-08-17,16
8356,2023-08-17T18-05,84755,megawatthours,2023-08-17,17
8355,2023-08-17T19-05,83551,megawatthours,2023-08-17,18
8354,2023-08-17T20-05,80405,megawatthours,2023-08-17,19
8353,2023-08-17T21-05,77479,megawatthours,2023-08-17,20
8352,2023-08-17T22-05,75374,megawatthours,2023-08-17,21
8351,2023-08-17T23-05,71897,megawatthours,2023-08-17,22
8350,2023-08-18T00-05,67526,megawatthours,2023-08-17,23
8349,2023-08-18T01-05,63082,megawatthours,2023-08-18,0
8348,2023-08-18T02-05,59810,megawatthours,2023-08-18,1
8347,2023-08-18T03-05,57104,megawatthours,2023-08-18,2
8346,2023-08-18T04-05,55179,megawatthours,2023-08-18,3
8345,2023-08-18T05-05,54356,megawatthours,2023-08-18,4
8344,2023-08-18T06-05,54582,megawatthours,2023-08-18,5
8343,2023-08-18T07-05,55587,megawatthours,2023-08-18,6
8342,2023-08-18T08-05,55622,megawatthours,2023-08-18,7
8341,2023-08-18T09-05,58017,megawatthours,2023-08-18,8
8340,2023-08-18T10-05,61916,megawatthours,2023-08-18,9
8339,2023-08-18T11-05,66888,megawatthours,2023-08-18,10
8338,2023-08-18T12-05,72276,megawatthours,2023-08-18,11
8337,2023-08-18T13-05,76980,megawatthours,2023-08-18,12
8336,2023-08-18T14-05,81025,megawatthours,2023-08-18,13
8335,2023-08-18T15-05,83932,megawatthours,2023-08-18,14
8334,2023-08-18T16-05,84930,megawatthours,2023-08-18,15
8333,2023-08-18T17-05,84973,megawatthours,2023-08-18,16
8332,2023-08-18T18-05,84802,megawatthours,2023-08-18,17
8331,2023-08-18T19-05,83711,megawatthours,2023-08-18,18
8330,2023-08-18T20-05,80450,megawatthours,2023-08-18,19
8329,2023-08-18T21-05,77383,megawatthours,2023-08-18,20
8328,2023-08-18T22-05,74690,megawatthours,2023-08-18,21
8327,2023-08-18T23-05,70783,megawatthours,2023-08-18,22
8326,2023-08-19T00-05,66809,megawatthours,2023-08-18,23
8325,2023-08-19T01-05,62953,megawatthours,2023-08-19,0
8324,2023-08-19T02-05,59870,megawatthours,2023-08-19,1
8323,2023-08-19T03-05,57282,megawatthours,2023-08-19,2
8322,2023-08-19T04-05,55299,megawatthours,2023-08-19,3
8321,2023-08-19T05-05,53854,megawatthours,2023-08-19,4
8320,2023-08-19T06-05,52923,megawatthours,2023-08-19,5
8319,2023-08-19T07-05,52594,megawatthours,2023-08-19,6
8318,2023-08-19T08-05,52362,megawatthours,2023-08-19,7
8317,2023-08-19T09-05,55355,megawatthours,2023-08-19,8
8316,2023-08-19T10-05,60078,megawatthours,2023-08-19,9
8315,2023-08-19T11-05,65221,megawatthours,2023-08-19,10
8314,2023-08-19T12-05,70372,megawatthours,2023-08-19,11
8313,2023-08-19T13-05,74695,megawatthours,2023-08-19,12
8312,2023-08-19T14-05,78434,megawatthours,2023-08-19,13
