,period,value,value-units,Date,Hour Starting
372,2023-07-16T11-05,58012,megawatthours,2023-07-16,10
371,2023-07-16T12-05,61192,megawatthours,2023-07-16,11
370,2023-07-16T13-05,64574,megawatthours,2023-07-16,12
369,2023-07-16T14-05,67202,megawatthours,2023-07-16,13
368,2023-07-16T15-05,69137,megawatthours,2023-07-16,14
367,2023-07-16T16-05,70947,megawatthours,2023-07-16,15
366,2023-07-16T17-05,72859,megawatthours,2023-07-16,16
365,2023-07-16T18-05,74164,megawatthours,2023-07-16,17
364,2023-07-16T19-05,74061,megawatthours,2023-07-16,18
363,2023-07-16T20-05,72295,megawatthours,2023-07-16,19
362,2023-07-16T21-05,69380,megawatthours,2023-07-16,20
361,2023-07-16T22-05,67346,megawatthours,2023-07-16,21
360,2023-07-16T23-05,64246,megawatthours,2023-07-16,22
359,2023-07-17T00-05,60340,megawatthours,2023-07-16,23
358,2023-07-17T01-05,56603,megawatthours,2023-07-17,0
357,2023-07-17T02-05,53687,megawatthours,2023-07-17,1
356,2023-07-17T03-05,51675,megawatthours,2023-07-17,2
355,2023-07-17T04-05,50300,megawatthours,2023-07-17,3
354,2023-07-17T05-05,50020,megawatthours,2023-07-17,4
353,2023-07-17T06-05,50573,megawatthours,2023-07-17,5
352,2023-07-17T07-05,51487,megawatthours,2023-07-17,6
351,2023-07-17T08-05,52509,megawatthours,2023-07-17,7
350,2023-07-17T09-05,55519,megawatthours,2023-07-17,8
349,2023-07-17T10-05,59484,megawatthours,2023-07-17,9
348,2023-07-17T11-05,63958,megawatthours,2023-07-17,10
347,2023-07-17T12-05,68592,megawatthours,2023-07-17,11
346,2023-07-17T13-05,72821,megawatthours,2023-07-17,12
345,2023-07-17T14-05,76930,megawatthours,2023-07-17,13
344,2023-07-17T15-05,80048,megawatthours,2023-07-17,14
343,2023-07-17T16-05,81143,megawatthours,2023-07-17,15
342,2023-07-17T17-05,81569,megawatthours,2023-07-17,16
341,2023-07-17T18-05,81907,megawatthours,2023-07-17,17
340,2023-07-17T19-05,81513,megawatthours,2023-07-17,18
339,2023-07-17T20-05,79936,megawatthours,2023-07-17,19
338,2023-07-17T21-05,76401,megawatthours,2023-07-17,20
337,2023-07-17T22-05,73845,megawatthours,2023-07-17,21
336,2023-07-17T23-05,69909,megawatthours,2023-07-17,22
335,2023-07-18T00-05,65600,megawatthours,2023-07-17,23
334,2023-07-18T01-05,61707,megawatthours,2023-07-18,0
333,2023-07-18T02-05,58620,megawatthours,2023-07-18,1
332,2023-07-18T03-05,56064,megawatthours,2023-07-18,2
331,2023-07-18T04-05,54223,megawatthours,2023-07-18,3
330,2023-07-18T05-05,53453,megawatthours,2023-07-18,4
329,2023-07-18T06-05,53702,megawatthours,2023-07-18,5
328,2023-07-18T07-05,54375,megawatthours,2023-07-18,6
327,2023-07-18T08-05,55277,megawatthours,2023-07-18,7
326,2023-07-18T09-05,58066,megawatthours,2023-07-18,8
325,2023-07-18T10-05,62015,megawatthours,2023-07-18,9
324,2023-07-18T11-05,66480,megawatthours,2023-07-18,10
323,2023-07-18T12-05,71052,megawatthours,2023-07-18,11
322,2023-07-18T13-05,75313,megawatthours,2023-07-18,12
321,2023-07-18T14-05,79073,megawatthours,2023-07-18,13
320,2023-07-18T15-05,81483,megawatthours,2023-07-18,14
319,2023-07-18T16-05,82053,megawatthours,2023-07-18,15
318,2023-07-18T17-05,82549,megawatthours,2023-07-18,16
317,2023-07-18T18-05,82579,megawatthours,2023-07-18,17
316,2023-07-18T19-05,82046,megawatthours,2023-07-18,18
315,2023-07-18T20-05,80822,megawatthours,2023-07-18,19
314,2023-07-18T21-05,77621,megawatthours,2023-07-18,20
313,2023-07-18T22-05,74922,megawatthours,2023-07-18,21
312,2023-07-18T23-05,70751,megawatthours,2023-07-18,22
311,2023-07-19T00-05,66376,megawatthours,2023-07-18,23
310,2023-07-19T01-05,62358,megawatthours,2023-07-19,0
309,2023-07-19T02-05,59081,megawatthours,2023-07-19,1
308,2023-07-19T03-05,56712,megawatthours,2023-07-19,2
307,2023-07-19T04-05,55037,megawatthours,2023-07-19,3
306,2023-07-19T05-05,54339,megawatthours,2023-07-19,4
305,2023-07-19T06-05,54698,megawatthours,2023-07-19,5
304,2023-07-19T07-05,55324,megawatthours,2023-07-19,6
303,2023-07-19T08-05,55987,megawatthours,2023-07-19,7
302,2023-07-19T09-05,58706,megawatthours,2023-07-19,8
301,2023-07-19T10-05,62554,megawatthours,2023-07-19,9
300,2023-07-19T11-05,66754,megawatthours,2023-07-19,10
299,2023-07-19T12-05,70982,megawatthours,2023-07-19,11
298,2023-07-19T13-05,74963,megawatthours,2023-07-19,12
297,2023-07-19T14-05,78692,megawatthours,2023-07-19,13
296,2023-07-19T15-05,81377,megawatthours,2023-07-19,14
295,2023-07-19T16-05,82104,megawatthours,2023-07-19,15
294,2023-07-19T17-05,82466,megawatthours,2023-07-19,16
293,2023-07-19T18-05,82384,megawatthours,2023-07-19,17
292,2023-07-19T19-05,81866,megawatthours,2023-07-19,18
291,2023-07-19T20-05,80348,megawatthours,2023-07-19,19
290,2023-07-19T21-05,77065,megawatthours,2023-07-19,20
289,2023-07-19T22-05,74133,megawatthours,2023-07-19,21
288,2023-07-19T23-05,70020,megawatthours,2023-07-19,22
287,2023-07-20T00-05,65490,megawatthours,2023-07-19,23
286,2023-07-20T01-05,61559,megawatthours,2023-07-20,0
285,2023-07-20T02-05,58409,megawatthours,2023-07-20,1
284,2023-07-20T03-05,55973,megawatthours,2023-07-20,2
283,2023-07-20T04-05,54385,megawatthours,2023-07-20,3
282,2023-07-20T05-05,53676,megawatthours,2023-07-20,4
281,2023-07-20T06-05,54232,megawatthours,2023-07-20,5
280,2023-07-20T07-05,55278,megawatthours,2023-07-20,6
279,2023-07-20T08-05,55624,megawatthours,2023-07-20,7
278,2023-07-20T09-05,57822,megawatthours,2023-07-20,8
277,2023-07-20T10-05,61384,megawatthours,2023-07-20,9
276,2023-07-20T11-05,65606,megawatthours,2023-07-20,10
275,2023-07-20T12-05,69634,megawatthours,2023-07-20,11
274,2023-07-20T13-05,73646,megawatthours,2023-07-20,12
273,2023-07-20T14-05,77504,megawatthours,2023-07-20,13
272,2023-07-20T15-05,80401,megawatthours,2023-07-20,14
271,2023-07-20T16-05,81836,megawatthours,2023-07-20,15
270,2023-07-20T17-05,82099,megawatthours,2023-07-20,16
269,2023-07-20T18-05,82056,megawatthours,2023-07-20,17
268,2023-07-20T19-05,81261,megawatthours,2023-07-20,18
267,2023-07-20T20-05,78784,megawatthours,2023-07-20,19
266,2023-07-20T21-05,75456,megawatthours,2023-07-20,20
265,2023-07-20T22-05,72934,megawatthours,2023-07-20,21
264,2023-07-20T23-05,68882,megawatthours,2023-07-20,22
263,2023-07-21T00-05,64382,megawatthours,2023-07-20,23
262,2023-07-21T01-05,60494,megawatthours,2023-07-21,0
261,2023-07-21T02-05,56930,megawatthours,2023-07-21,1
260,2023-07-21T03-05,54575,megawatthours,2023-07-21,2
259,2023-07-21T04-05,52983,megawatthours,2023-07-21,3
258,2023-07-21T05-05,52145,megawatthours,2023-07-21,4
257,2023-07-21T06-05,52250,megawatthours,2023-07-21,5
256,2023-07-21T07-05,52736,megawatthours,2023-07-21,6
255,2023-07-21T08-05,53307,megawatthours,2023-07-21,7
254,2023-07-21T09-05,56024,megawatthours,2023-07-21,8
253,2023-07-21T10-05,59968,megawatthours,2023-07-21,9
252,2023-07-21T11-05,64147,megawatthours,2023-07-21,10
251,2023-07-21T12-05,68144,megawatthours,2023-07-21,11
250,2023-07-21T13-05,72035,megawatthours,2023-07-21,12
249,2023-07-21T14-05,75855,megawatthours,2023-07-21,13
248,2023-07-21T15-05,78681,megawatthours,2023-07-21,14
247,2023-07-21T16-05,80610,megawatthours,2023-07-21,15
246,2023-07-21T17-05,81301,megawatthours,2023-07-21,16
245,2023-07-21T18-05,80968,megawatthours,2023-07-21,17
244,2023-07-21T19-05,79425,megawatthours,2023-07-21,18
243,2023-07-21T20-05,77098,megawatthours,2023-07-21,19
242,2023-07-21T21-05,74046,megawatthours,2023-07-21,20
241,2023-07-21T22-05,71277,megawatthours,2023-07-21,21
240,2023-07-21T23-05,67416,megawatthours,2023-07-21,22
239,2023-07-22T00-05,63486,megawatthours,2023-07-21,23
238,2023-07-22T01-05,59577,megawatthours,2023-07-22,0
237,2023-07-22T02-05,56392,megawatthours,2023-07-22,1
236,2023-07-22T03-05,53782,megawatthours,2023-07-22,2
235,2023-07-22T04-05,51892,megawatthours,2023-07-22,3
234,2023-07-22T05-05,50570,megawatthours,2023-07-22,4
233,2023-07-22T06-05,50035,megawatthours,2023-07-22,5
232,2023-07-22T07-05,49649,megawatthours,2023-07-22,6
231,2023-07-22T08-05,49810,megawatthours,2023-07-22,7
230,2023-07-22T09-05,52599,megawatthours,2023-07-22,8
229,2023-07-22T10-05,56295,megawatthours,2023-07-22,9
228,2023-07-22T11-05,60521,megawatthours,2023-07-22,10
227,2023-07-22T12-05,64687,megawatthours,2023-07-22,11
226,2023-07-22T13-05,68434,megawatthours,2023-07-22,12
225,2023-07-22T14-05,71730,megawatthours,2023-07-22,13
224,2023-07-22T15-05,74361,megawatthours,2023-07-22,14
223,2023-07-22T16-05,76294,megawatthours,2023-07-22,15
222,2023-07-22T17-05,77479,megawatthours,2023-07-22,16
221,2023-07-22T18-05,77861,megawatthours,2023-07-22,17
220,2023-07-22T19-05,76841,megawatthours,2023-07-22,18
219,2023-07-22T20-05,74434,megawatthours,2023-07-22,19
218,2023-07-22T21-05,70936,megawatthours,2023-07-22,20
217,2023-07-22T22-05,67966,megawatthours,2023-07-22,21
216,2023-07-22T23-05,64383,megawatthours,2023-07-22,22
215,2023-07-23T00-05,60493,megawatthours,2023-07-22,23
214,2023-07-23T01-05,56745,megawatthours,2023-07-23,0
213,2023-07-23T02-05,53609,megawatthours,2023-07-23,1
212,2023-07-23T03-05,51177,megawatthours,2023-07-23,2
211,2023-07-23T04-05,49148,megawatthours,2023-07-23,3
210,2023-07-23T05-05,47969,megawatthours,2023-07-23,4
209,2023-07-23T06-05,46853,megawatthours,2023-07-23,5
208,2023-07-23T07-05,46316,megawatthours,2023-07-23,6
207,2023-07-23T08-05,46757,megawatthours,2023-07-23,7
206,2023-07-23T09-05,49573,megawatthours,2023-07-23,8
205,2023-07-23T10-05,54060,megawatthours,2023-07-23,9
204,2023-07-23T11-05,59011,megawatthours,2023-07-23,10
203,2023-07-23T12-05,63795,megawatthours,2023-07-23,11
202,2023-07-23T13-05,68098,megawatthours,2023-07-23,12
201,2023-07-23T14-05,71588,megawatthours,2023-07-23,13
200,2023-07-23T15-05,74046,megawatthours,2023-07-23,14
199,2023-07-23T16-05,75340,megawatthours,2023-07-23,15
198,2023-07-23T17-05,75613,megawatthours,2023-07-23,16
197,2023-07-23T18-05,74898,megawatthours,2023-07-23,17
196,2023-07-23T19-05,73246,megawatthours,2023-07-23,18
195,2023-07-23T20-05,71053,megawatthours,2023-07-23,19
194,2023-07-23T21-05,68392,megawatthours,2023-07-23,20
193,2023-07-23T22-05,66062,megawatthours,2023-07-23,21
192,2023-07-23T23-05,62335,megawatthours,2023-07-23,22
191,2023-07-24T00-05,58432,megawatthours,2023-07-23,23
190,2023-07-24T01-05,54929,megawatthours,2023-07-24,0
189,2023-07-24T02-05,52156,megawatthours,2023-07-24,1
188,2023-07-24T03-05,49959,megawatthours,2023-07-24,2
187,2023-07-24T04-05,48455,megawatthours,2023-07-24,3
186,2023-07-24T05-05,48063,megawatthours,2023-07-24,4
185,2023-07-24T06-05,48712,megawatthours,2023-07-24,5
184,2023-07-24T07-05,49773,megawatthours,2023-07-24,6
183,2023-07-24T08-05,50860,megawatthours,2023-07-24,7
182,2023-07-24T09-05,54191,megawatthours,2023-07-24,8
181,2023-07-24T10-05,58698,megawatthours,2023-07-24,9
180,2023-07-24T11-05,63679,megawatthours,2023-07-24,10
179,2023-07-24T12-05,68476,megawatthours,2023-07-24,11
178,2023-07-24T13-05,72915,megawatthours,2023-07-24,12
177,2023-07-24T14-05,76394,megawatthours,2023-07-24,13
176,2023-07-24T15-05,78870,megawatthours,2023-07-24,14
175,2023-07-24T16-05,80384,megawatthours,2023-07-24,15
174,2023-07-24T17-05,81360,megawatthours,2023-07-24,16
173,2023-07-24T18-05,81169,megawatthours,2023-07-24,17
172,2023-07-24T19-05,79604,megawatthours,2023-07-24,18
171,2023-07-24T20-05,77163,megawatthours,2023-07-24,19
170,2023-07-24T21-05,73920,megawatthours,2023-07-24,20
169,2023-07-24T22-05,71210,megawatthours,2023-07-24,21
168,2023-07-24T23-05,67288,megawatthours,2023-07-24,22
167,2023-07-25T00-05,63073,megawatthours,2023-07-24,23
166,2023-07-25T01-05,59090,megawatthours,2023-07-25,0
165,2023-07-25T02-05,55984,megawatthours,2023-07-25,1
164,2023-07-25T03-05,53430,megawatthours,2023-07-25,2
163,2023-07-25T04-05,51502,megawatthours,2023-07-25,3
162,2023-07-25T05-05,50745,megawatthours,2023-07-25,4
161,2023-07-25T06-05,51014,megawatthours,2023-07-25,5
160,2023-07-25T07-05,51840,megawatthours,2023-07-25,6
159,2023-07-25T08-05,53002,megawatthours,2023-07-25,7
158,2023-07-25T09-05,56130,megawatthours,2023-07-25,8
157,2023-07-25T10-05,60428,megawatthours,2023-07-25,9
156,2023-07-25T11-05,65098,megawatthours,2023-07-25,10
155,2023-07-25T12-05,69654,megawatthours,2023-07-25,11
154,2023-07-25T13-05,73464,megawatthours,2023-07-25,12
153,2023-07-25T14-05,77038,megawatthours,2023-07-25,13
152,2023-07-25T15-05,79651,megawatthours,2023-07-25,14
151,2023-07-25T16-05,80873,megawatthours,2023-07-25,15
150,2023-07-25T17-05,81739,megawatthours,2023-07-25,16
149,2023-07-25T18-05,81732,megawatthours,2023-07-25,17
148,2023-07-25T19-05,80391,megawatthours,2023-07-25,18
147,2023-07-25T20-05,77825,megawatthours,2023-07-25,19
146,2023-07-25T21-05,74464,megawatthours,2023-07-25,20
145,2023-07-25T22-05,71583,megawatthours,2023-07-25,21
144,2023-07-25T23-05,67547,megawatthours,2023-07-25,22
143,2023-07-26T00-05,63191,megawatthours,2023-07-25,23
142,2023-07-26T01-05,59220,megawatthours,2023-07-26,0
141,2023-07-26T02-05,56108,megawatthours,2023-07-26,1
140,2023-07-26T03-05,53641,megawatthours,2023-07-26,2
139,2023-07-26T04-05,52078,megawatthours,2023-07-26,3
138,2023-07-26T05-05,51497,megawatthours,2023-07-26,4
137,2023-07-26T06-05,52007,megawatthours,2023-07-26,5
136,2023-07-26T07-05,53125,megawatthours,2023-07-26,6
135,2023-07-26T08-05,53994,megawatthours,2023-07-26,7
134,2023-07-26T09-05,56773,megawatthours,2023-07-26,8
133,2023-07-26T10-05,60876,megawatthours,2023-07-26,9
132,2023-07-26T11-05,65263,megawatthours,2023-07-26,10
131,2023-07-26T12-05,69329,megawatthours,2023-07-26,11
130,2023-07-26T13-05,73054,megawatthours,2023-07-26,12
129,2023-07-26T14-05,76251,megawatthours,2023-07-26,13
128,2023-07-26T15-05,78841,megawatthours,2023-07-26,14
127,2023-07-26T16-05,80648,megawatthours,2023-07-26,15
126,2023-07-26T17-05,81610,megawatthours,2023-07-26,16
125,2023-07-26T18-05,81364,megawatthours,2023-07-26,17
124,2023-07-26T19-05,79791,megawatthours,2023-07-26,18
123,2023-07-26T20-05,76740,megawatthours,2023-07-26,19
122,2023-07-26T21-05,73318,megawatthours,2023-07-26,20
121,2023-07-26T22-05,71027,megawatthours,2023-07-26,21
120,2023-07-26T23-05,67249,megawatthours,2023-07-26,22
119,2023-07-27T00-05,62902,megawatthours,2023-07-26,23
118,2023-07-27T01-05,59000,megawatthours,2023-07-27,0
117,2023-07-27T02-05,55878,megawatthours,2023-07-27,1
116,2023-07-27T03-05,53299,megawatthours,2023-07-27,2
115,2023-07-27T04-05,51669,megawatthours,2023-07-27,3
114,2023-07-27T05-05,51192,megawatthours,2023-07-27,4
113,2023-07-27T06-05,51781,megawatthours,2023-07-27,5
112,2023-07-27T07-05,52930,megawatthours,2023-07-27,6
111,2023-07-27T08-05,53864,megawatthours,2023-07-27,7
110,2023-07-27T09-05,56531,megawatthours,2023-07-27,8
109,2023-07-27T10-05,60421,megawatthours,2023-07-27,9
108,2023-07-27T11-05,64652,megawatthours,2023-07-27,10
107,2023-07-27T12-05,68954,megawatthours,2023-07-27,11
106,2023-07-27T13-05,72760,megawatthours,2023-07-27,12
105,2023-07-27T14-05,75896,megawatthours,2023-07-27,13
104,2023-07-27T15-05,78424,megawatthours,2023-07-27,14
103,2023-07-27T16-05,79928,megawatthours,2023-07-27,15
102,2023-07-27T17-05,80793,megawatthours,2023-07-27,16
101,2023-07-27T18-05,80516,megawatthours,2023-07-27,17
100,2023-07-27T19-05,78863,megawatthours,2023-07-27,18
99,2023-07-27T20-05,76170,megawatthours,2023-07-27,19
98,2023-07-27T21-05,73161,megawatthours,2023-07-27,20
97,2023-07-27T22-05,70489,megawatthours,2023-07-27,21
96,2023-07-27T23-05,66493,megawatthours,2023-07-27,22
95,2023-07-28T00-05,62322,megawatthours,2023-07-27,23
94,2023-07-28T01-05,58428,megawatthours,2023-07-28,0
93,2023-07-28T02-05,55354,megawatthours,2023-07-28,1
92,2023-07-28T03-05,52951,megawatthours,2023-07-28,2
91,2023-07-28T04-05,51343,megawatthours,2023-07-28,3
90,2023-07-28T05-05,50705,megawatthours,2023-07-28,4
89,2023-07-28T06-05,50996,megawatthours,2023-07-28,5
88,2023-07-28T07-05,51924,megawatthours,2023-07-28,6
87,2023-07-28T08-05,52731,megawatthours,2023-07-28,7
86,2023-07-28T09-05,55522,megawatthours,2023-07-28,8
85,2023-07-28T10-05,59720,megawatthours,2023-07-28,9
84,2023-07-28T11-05,64453,megawatthours,2023-07-28,10
83,2023-07-28T12-05,68454,megawatthours,2023-07-28,11
82,2023-07-28T13-05,72028,megawatthours,2023-07-28,12
81,2023-07-28T14-05,75360,megawatthours,2023-07-28,13
80,2023-07-28T15-05,77959,megawatthours,2023-07-28,14
79,2023-07-28T16-05,79436,megawatthours,2023-07-28,15
78,2023-07-28T17-05,80048,megawatthours,2023-07-28,16
77,2023-07-28T18-05,79365,megawatthours,2023-07-28,17
76,2023-07-28T19-05,77536,megawatthours,2023-07-28,18
75,2023-07-28T20-05,74707,megawatthours,2023-07-28,19
74,2023-07-28T21-05,71976,megawatthours,2023-07-28,20
73,2023-07-28T22-05,69488,megawatthours,2023-07-28,21
72,2023-07-28T23-05,65906,megawatthours,2023-07-28,22
71,2023-07-29T00-05,62205,megawatthours,2023-07-28,23
70,2023-07-29T01-05,58471,megawatthours,2023-07-29,0
69,2023-07-29T02-05,55405,megawatthours,2023-07-29,1
68,2023-07-29T03-05,52911,megawatthours,2023-07-29,2
67,2023-07-29T04-05,50932,megawatthours,2023-07-29,3
66,2023-07-29T05-05,49647,megawatthours,2023-07-29,4
65,2023-07-29T06-05,49041,megawatthours,2023-07-29,5
64,2023-07-29T07-05,48581,megawatthours,2023-07-29,6
63,2023-07-29T08-05,49008,megawatthours,2023-07-29,7
62,2023-07-29T09-05,52349,megawatthours,2023-07-29,8
61,2023-07-29T10-05,56791,megawatthours,2023-07-29,9
60,2023-07-29T11-05,61297,megawatthours,2023-07-29,10
59,2023-07-29T12-05,65909,megawatthours,2023-07-29,11
58,2023-07-29T13-05,69952,megawatthours,2023-07-29,12
57,2023-07-29T14-05,72983,megawatthours,2023-07-29,13
56,2023-07-29T15-05,75631,megawatthours,2023-07-29,14
55,2023-07-29T16-05,77656,megawatthours,2023-07-29,15
54,2023-07-29T17-05,78707,megawatthours,2023-07-29,16
53,2023-07-29T18-05,78685,megawatthours,2023-07-29,17
52,2023-07-29T19-05,77580,megawatthours,2023-07-29,18
51,2023-07-29T20-05,75289,megawatthours,2023-07-29,19
50,2023-07-29T21-05,72289,megawatthours,2023-07-29,20
49,2023-07-29T22-05,69437,megawatthours,2023-07-29,21
48,2023-07-29T23-05,65703,megawatthours,2023-07-29,22
47,2023-07-30T00-05,61804,megawatthours,2023-07-29,23
46,2023-07-30T01-05,58375,megawatthours,2023-07-30,0
45,2023-07-30T02-05,55261,megawatthours,2023-07-30,1
44,2023-07-30T03-05,52720,megawatthours,2023-07-30,2
43,2023-07-30T04-05,50852,megawatthours,2023-07-30,3
42,2023-07-30T05-05,49432,megawatthours,2023-07-30,4
41,2023-07-30T06-05,48655,megawatthours,2023-07-30,5
40,2023-07-30T07-05,47873,megawatthours,2023-07-30,6
39,2023-07-30T08-05,47985,megawatthours,2023-07-30,7
38,2023-07-30T09-05,51474,megawatthours,2023-07-30,8
37,2023-07-30T10-05,56085,megawatthours,2023-07-30,9
36,2023-07-30T11-05,61072,megawatthours,2023-07-30,10
35,2023-07-30T12-05,66208,megawatthours,2023-07-30,11
34,2023-07-30T13-05,70705,megawatthours,2023-07-30,12
33,2023-07-30T14-05,74153,megawatthours,2023-07-30,13
32,2023-07-30T15-05,76843,megawatthours,2023-07-30,14
31,2023-07-30T16-05,79054,megawatthours,2023-07-30,15
30,2023-07-30T17-05,80289,megawatthours,2023-07-30,16
29,2023-07-30T18-05,80916,megawatthours,2023-07-30,17
28,2023-07-30T19-05,80146,megawatthours,2023-07-30,18
27,2023-07-30T20-05,77384,megawatthours,2023-07-30,19
26,2023-07-30T21-05,74425,megawatthours,2023-07-30,20
25,2023-07-30T22-05,71939,megawatthours,2023-07-30,21
24,2023-07-30T23-05,68193,megawatthours,2023-07-30,22
23,2023-07-31T00-05,63984,megawatthours,2023-07-30,23
22,2023-07-31T01-05,60312,megawatthours,2023-07-31,0
21,2023-07-31T02-05,57001,megawatthours,2023-07-31,1
20,2023-07-31T03-05,54441,megawatthours,2023-07-31,2
19,2023-07-31T04-05,52916,megawatthours,2023-07-31,3
18,2023-07-31T05-05,52274,megawatthours,2023-07-31,4
17,2023-07-31T06-05,52524,megawatthours,2023-07-31,5
16,2023-07-31T07-05,53333,megawatthours,2023-07-31,6
15,2023-07-31T08-05,54069,megawatthours,2023-07-31,7
14,2023-07-31T09-05,57287,megawatthours,2023-07-31,8
13,2023-07-31T10-05,61775,megawatthours,2023-07-31,9
12,2023-07-31T11-05,67059,megawatthours,2023-07-31,10
11,2023-07-31T12-05,72333,megawatthours,2023-07-31,11
10,2023-07-31T13-05,77139,megawatthours,2023-07-31,12
9,2023-07-31T14-05,80761,megawatthours,2023-07-31,13
8,2023-07-31T15-05,82611,megawatthours,2023-07-31,14
7,2023-07-31T16-05,82898,megawatthours,2023-07-31,15
6,2023-07-31T17-05,83046,megawatthours,2023-07-31,16
5,2023-07-31T18-05,82948,megawatthours,2023-07-31,17
4,2023-07-31T19-05,82075,megawatthours,2023-07-31,18
3,2023-07-31T20-05,79817,megawatthours,2023-07-31,19
2,2023-07-31T21-05,77055,megawatthours,2023-07-31,20
1,2023-07-31T22-05,75230,megawatthours,2023-07-31,21
0,2023-07-31T23-05,71485,megawatthours,2023-07-31,22
8757,2023-08-01T01-05,63255,megawatthours,2023-08-01,0
8756,2023-08-01T02-05,59887,megawatthours,2023-08-01,1
8755,2023-08-01T03-05,57413,megawatthours,2023-08-01,2
8754,2023-08-01T04-05,55639,megawatthours,2023-08-01,3
8753,2023-08-01T05-05,54738,megawatthours,2023-08-01,4
8752,2023-08-01T06-05,54835,megawatthours,2023-08-01,5
8751,2023-08-01T07-05,55388,megawatthours,2023-08-01,6
8750,2023-08-01T08-05,55851,megawatthours,2023-08-01,7
8749,2023-08-01T09-05,58322,megawatthours,2023-08-01,8
8748,2023-08-01T10-05,62089,megawatthours,2023-08-01,9
8747,2023-08-01T11-05,67122,megawatthours,2023-08-01,10
8746,2023-08-01T12-05,72230,megawatthours,2023-08-01,11
8745,2023-08-01T13-05,76735,megawatthours,2023-08-01,12
8744,2023-08-01T14-05,80599,megawatthours,2023-08-01,13
8743,2023-08-01T15-05,82665,megawatthours,2023-08-01,14
8742,2023-08-01T16-05,83426,megawatthours,2023-08-01,15
8741,2023-08-01T17-05,83598,megawatthours,2023-08-01,16
8740,2023-08-01T18-05,83402,megawatthours,2023-08-01,17
8739,2023-08-01T19-05,82790,megawatthours,2023-08-01,18
8738,2023-08-01T20-05,81325,megawatthours,2023-08-01,19
8737,2023-08-01T21-05,78835,megawatthours,2023-08-01,20
8736,2023-08-01T22-05,75931,megawatthours,2023-08-01,21
8735,2023-08-01T23-05,71272,megawatthours,2023-08-01,22
8734,2023-08-02T00-05,67184,megawatthours,2023-08-01,23
8733,2023-08-02T01-05,63053,megawatthours,2023-08-02,0
8732,2023-08-02T02-05,59796,megawatthours,2023-08-02,1
8731,2023-08-02T03-05,57243,megawatthours,2023-08-02,2
8730,2023-08-02T04-05,55465,megawatthours,2023-08-02,3
8729,2023-08-02T05-05,54542,megawatthours,2023-08-02,4
8728,2023-08-02T06-05,54555,megawatthours,2023-08-02,5
8727,2023-08-02T07-05,55192,megawatthours,2023-08-02,6
8726,2023-08-02T08-05,55766,megawatthours,2023-08-02,7
8725,2023-08-02T09-05,58938,megawatthours,2023-08-02,8
8724,2023-08-02T10-05,63177,megawatthours,2023-08-02,9
8723,2023-08-02T11-05,68043,megawatthours,2023-08-02,10
8722,2023-08-02T12-05,72897,megawatthours,2023-08-02,11
8721,2023-08-02T13-05,77157,megawatthours,2023-08-02,12
8720,2023-08-02T14-05,80661,megawatthours,2023-08-02,13
8719,2023-08-02T15-05,82655,megawatthours,2023-08-02,14
8718,2023-08-02T16-05,83193,megawatthours,2023-08-02,15
8717,2023-08-02T17-05,83402,megawatthours,2023-08-02,16
8716,2023-08-02T18-05,83384,megawatthours,2023-08-02,17
8715,2023-08-02T19-05,82722,megawatthours,2023-08-02,18
8714,2023-08-02T20-05,80365,megawatthours,2023-08-02,19
8713,2023-08-02T21-05,77108,megawatthours,2023-08-02,20
8712,2023-08-02T22-05,75015,megawatthours,2023-08-02,21
8711,2023-08-02T23-05,71068,megawatthours,2023-08-02,22
8710,2023-08-03T00-05,66744,megawatthours,2023-08-02,23
8709,2023-08-03T01-05,62984,megawatthours,2023-08-03,0
8708,2023-08-03T02-05,59782,megawatthours,2023-08-03,1
8707,2023-08-03T03-05,57455,megawatthours,2023-08-03,2
8706,2023-08-03T04-05,55920,megawatthours,2023-08-03,3
8705,2023-08-03T05-05,55226,megawatthours,2023-08-03,4
8704,2023-08-03T06-05,55507,megawatthours,2023-08-03,5
8703,2023-08-03T07-05,56246,megawatthours,2023-08-03,6
8702,2023-08-03T08-05,56577,megawatthours,2023-08-03,7
8701,2023-08-03T09-05,59562,megawatthours,2023-08-03,8
8700,2023-08-03T10-05,63803,megawatthours,2023-08-03,9
8699,2023-08-03T11-05,68204,megawatthours,2023-08-03,10
8698,2023-08-03T12-05,72636,megawatthours,2023-08-03,11
8697,2023-08-03T13-05,76476,megawatthours,2023-08-03,12
8696,2023-08-03T14-05,80155,megawatthours,2023-08-03,13
8695,2023-08-03T15-05,82207,megawatthours,2023-08-03,14
8694,2023-08-03T16-05,83332,megawatthours,2023-08-03,15
8693,2023-08-03T17-05,83514,megawatthours,2023-08-03,16
8692,2023-08-03T18-05,83288,megawatthours,2023-08-03,17
8691,2023-08-03T19-05,82528,megawatthours,2023-08-03,18
8690,2023-08-03T20-05,80344,megawatthours,2023-08-03,19
8689,2023-08-03T21-05,77553,megawatthours,2023-08-03,20
8688,2023-08-03T22-05,75680,megawatthours,2023-08-03,21
8687,2023-08-03T23-05,71663,megawatthours,2023-08-03,22
8686,2023-08-04T00-05,67716,megawatthours,2023-08-03,23
8685,2023-08-04T01-05,63895,megawatthours,2023-08-04,0
8684,2023-08-04T02-05,60932,megawatthours,2023-08-04,1
8683,2023-08-04T03-05,58771,megawatthours,2023-08-04,2
