,period,respondent-name,value,value-units
22841,2021-11-22T06,Tennessee,14883,megawatthours
22840,2021-11-22T07,Tennessee,14346,megawatthours
22839,2021-11-22T08,Tennessee,14322,megawatthours
22838,2021-11-22T09,Tennessee,14313,megawatthours
22837,2021-11-22T10,Tennessee,14711,megawatthours
22836,2021-11-22T11,Tennessee,15456,megawatthours
22835,2021-11-22T12,Tennessee,16846,megawatthours
22834,2021-11-22T13,Tennessee,18240,megawatthours
22833,2021-11-22T14,Tennessee,18809,megawatthours
22832,2021-11-22T15,Tennessee,18859,megawatthours
22831,2021-11-22T16,Tennessee,18764,megawatthours
22830,2021-11-22T17,Tennessee,18609,megawatthours
22829,2021-11-22T18,Tennessee,18288,megawatthours
22828,2021-11-22T19,Tennessee,18070,megawatthours
22827,2021-11-22T20,Tennessee,17731,megawatthours
22826,2021-11-22T21,Tennessee,17802,megawatthours
22825,2021-11-22T22,Tennessee,18298,megawatthours
22824,2021-11-22T23,Tennessee,19465,megawatthours
22823,2021-11-23T00,Tennessee,20841,megawatthours
22822,2021-11-23T01,Tennessee,21247,megawatthours
22821,2021-11-23T02,Tennessee,21338,megawatthours
22820,2021-11-23T03,Tennessee,21242,megawatthours
22819,2021-11-23T04,Tennessee,20889,megawatthours
22818,2021-11-23T05,Tennessee,20302,megawatthours
22817,2021-11-23T06,Tennessee,19882,megawatthours
22816,2021-11-23T07,Tennessee,19890,megawatthours
22815,2021-11-23T08,Tennessee,20025,megawatthours
22814,2021-11-23T09,Tennessee,20423,megawatthours
22813,2021-11-23T10,Tennessee,20896,megawatthours
22812,2021-11-23T11,Tennessee,21851,megawatthours
22811,2021-11-23T12,Tennessee,23238,megawatthours
22810,2021-11-23T13,Tennessee,24526,megawatthours
22809,2021-11-23T14,Tennessee,24468,megawatthours
22808,2021-11-23T15,Tennessee,23356,megawatthours
22807,2021-11-23T16,Tennessee,22033,megawatthours
22806,2021-11-23T17,Tennessee,20873,megawatthours
22805,2021-11-23T18,Tennessee,19869,megawatthours
22804,2021-11-23T19,Tennessee,19405,megawatthours
22803,2021-11-23T20,Tennessee,18848,megawatthours
22802,2021-11-23T21,Tennessee,18543,megawatthours
22801,2021-11-23T22,Tennessee,18662,megawatthours
22800,2021-11-23T23,Tennessee,19638,megawatthours
22799,2021-11-24T00,Tennessee,20943,megawatthours
22798,2021-11-24T01,Tennessee,21460,megawatthours
22797,2021-11-24T02,Tennessee,21652,megawatthours
22796,2021-11-24T03,Tennessee,21477,megawatthours
22795,2021-11-24T04,Tennessee,21041,megawatthours
22794,2021-11-24T05,Tennessee,20628,megawatthours
22793,2021-11-24T06,Tennessee,20151,megawatthours
22792,2021-11-24T07,Tennessee,20083,megawatthours
22791,2021-11-24T08,Tennessee,20124,megawatthours
22790,2021-11-24T09,Tennessee,20201,megawatthours
22789,2021-11-24T10,Tennessee,20523,megawatthours
22788,2021-11-24T11,Tennessee,21093,megawatthours
22787,2021-11-24T12,Tennessee,22127,megawatthours
22786,2021-11-24T13,Tennessee,23138,megawatthours
22785,2021-11-24T14,Tennessee,23186,megawatthours
22784,2021-11-24T15,Tennessee,22067,megawatthours
22783,2021-11-24T16,Tennessee,20753,megawatthours
22782,2021-11-24T17,Tennessee,19825,megawatthours
22781,2021-11-24T18,Tennessee,19091,megawatthours
22780,2021-11-24T19,Tennessee,18325,megawatthours
22779,2021-11-24T20,Tennessee,17867,megawatthours
22778,2021-11-24T21,Tennessee,17567,megawatthours
22777,2021-11-24T22,Tennessee,17544,megawatthours
22776,2021-11-24T23,Tennessee,18303,megawatthours
22775,2021-11-25T00,Tennessee,19123,megawatthours
22774,2021-11-25T01,Tennessee,19237,megawatthours
22773,2021-11-25T02,Tennessee,19147,megawatthours
22772,2021-11-25T03,Tennessee,18889,megawatthours
22771,2021-11-25T04,Tennessee,18426,megawatthours
22770,2021-11-25T05,Tennessee,17587,megawatthours
22769,2021-11-25T06,Tennessee,16927,megawatthours
22768,2021-11-25T07,Tennessee,16363,megawatthours
22767,2021-11-25T08,Tennessee,16089,megawatthours
22766,2021-11-25T09,Tennessee,16033,megawatthours
22765,2021-11-25T10,Tennessee,16035,megawatthours
22764,2021-11-25T11,Tennessee,16331,megawatthours
22763,2021-11-25T12,Tennessee,16801,megawatthours
22762,2021-11-25T13,Tennessee,17330,megawatthours
22761,2021-11-25T14,Tennessee,17935,megawatthours
22760,2021-11-25T15,Tennessee,18237,megawatthours
22759,2021-11-25T16,Tennessee,18256,megawatthours
22758,2021-11-25T17,Tennessee,18259,megawatthours
22757,2021-11-25T18,Tennessee,17798,megawatthours
22756,2021-11-25T19,Tennessee,16920,megawatthours
22755,2021-11-25T20,Tennessee,16236,megawatthours
22754,2021-11-25T21,Tennessee,15925,megawatthours
22753,2021-11-25T22,Tennessee,15697,megawatthours
22752,2021-11-25T23,Tennessee,15931,megawatthours
22751,2021-11-26T00,Tennessee,16149,megawatthours
22750,2021-11-26T01,Tennessee,16156,megawatthours
22749,2021-11-26T02,Tennessee,16168,megawatthours
22748,2021-11-26T03,Tennessee,16257,megawatthours
22747,2021-11-26T04,Tennessee,16086,megawatthours
22746,2021-11-26T05,Tennessee,15817,megawatthours
22745,2021-11-26T06,Tennessee,15552,megawatthours
22744,2021-11-26T07,Tennessee,15531,megawatthours
22743,2021-11-26T08,Tennessee,15644,megawatthours
22742,2021-11-26T09,Tennessee,15954,megawatthours
22741,2021-11-26T10,Tennessee,16565,megawatthours
22740,2021-11-26T11,Tennessee,17320,megawatthours
22739,2021-11-26T12,Tennessee,18406,megawatthours
22738,2021-11-26T13,Tennessee,19335,megawatthours
22737,2021-11-26T14,Tennessee,19995,megawatthours
22736,2021-11-26T15,Tennessee,19983,megawatthours
22735,2021-11-26T16,Tennessee,19461,megawatthours
22734,2021-11-26T17,Tennessee,18945,megawatthours
22733,2021-11-26T18,Tennessee,18259,megawatthours
22732,2021-11-26T19,Tennessee,17585,megawatthours
22731,2021-11-26T20,Tennessee,17179,megawatthours
22730,2021-11-26T21,Tennessee,16858,megawatthours
22729,2021-11-26T22,Tennessee,17116,megawatthours
22728,2021-11-26T23,Tennessee,18316,megawatthours
22727,2021-11-27T00,Tennessee,19650,megawatthours
22726,2021-11-27T01,Tennessee,20096,megawatthours
22725,2021-11-27T02,Tennessee,20445,megawatthours
22724,2021-11-27T03,Tennessee,20557,megawatthours
22723,2021-11-27T04,Tennessee,20587,megawatthours
22722,2021-11-27T05,Tennessee,20240,megawatthours
22721,2021-11-27T06,Tennessee,19972,megawatthours
22720,2021-11-27T07,Tennessee,19833,megawatthours
22719,2021-11-27T08,Tennessee,19880,megawatthours
22718,2021-11-27T09,Tennessee,20028,megawatthours
22717,2021-11-27T10,Tennessee,20264,megawatthours
22716,2021-11-27T11,Tennessee,20641,megawatthours
22715,2021-11-27T12,Tennessee,21247,megawatthours
22714,2021-11-27T13,Tennessee,21790,megawatthours
22713,2021-11-27T14,Tennessee,21915,megawatthours
22712,2021-11-27T15,Tennessee,20877,megawatthours
22711,2021-11-27T16,Tennessee,19483,megawatthours
22710,2021-11-27T17,Tennessee,18505,megawatthours
22709,2021-11-27T18,Tennessee,17584,megawatthours
22708,2021-11-27T19,Tennessee,16936,megawatthours
22707,2021-11-27T20,Tennessee,16387,megawatthours
22706,2021-11-27T21,Tennessee,16147,megawatthours
22705,2021-11-27T22,Tennessee,16352,megawatthours
22704,2021-11-27T23,Tennessee,17228,megawatthours
22703,2021-11-28T00,Tennessee,18124,megawatthours
22702,2021-11-28T01,Tennessee,18084,megawatthours
22701,2021-11-28T02,Tennessee,18297,megawatthours
22700,2021-11-28T03,Tennessee,18096,megawatthours
22699,2021-11-28T04,Tennessee,17834,megawatthours
22698,2021-11-28T05,Tennessee,17270,megawatthours
22697,2021-11-28T06,Tennessee,16801,megawatthours
22696,2021-11-28T07,Tennessee,16711,megawatthours
22695,2021-11-28T08,Tennessee,16712,megawatthours
22694,2021-11-28T09,Tennessee,16802,megawatthours
22693,2021-11-28T10,Tennessee,17100,megawatthours
22692,2021-11-28T11,Tennessee,17538,megawatthours
22691,2021-11-28T12,Tennessee,18188,megawatthours
22690,2021-11-28T13,Tennessee,18925,megawatthours
22689,2021-11-28T14,Tennessee,19408,megawatthours
22688,2021-11-28T15,Tennessee,19084,megawatthours
22687,2021-11-28T16,Tennessee,18208,megawatthours
22686,2021-11-28T17,Tennessee,17427,megawatthours
22685,2021-11-28T18,Tennessee,16817,megawatthours
22684,2021-11-28T19,Tennessee,16416,megawatthours
22683,2021-11-28T20,Tennessee,16140,megawatthours
22682,2021-11-28T21,Tennessee,15938,megawatthours
22681,2021-11-28T22,Tennessee,16254,megawatthours
22680,2021-11-28T23,Tennessee,17322,megawatthours
22679,2021-11-29T00,Tennessee,17046,megawatthours
22678,2021-11-29T01,Tennessee,22824,megawatthours
22677,2021-11-29T02,Tennessee,16918,megawatthours
22676,2021-11-29T03,Tennessee,21284,megawatthours
22675,2021-11-29T04,Tennessee,18715,megawatthours
22674,2021-11-29T05,Tennessee,18049,megawatthours
22673,2021-11-29T06,Tennessee,19088,megawatthours
22672,2021-11-29T07,Tennessee,17676,megawatthours
22671,2021-11-29T08,Tennessee,17860,megawatthours
22670,2021-11-29T09,Tennessee,18211,megawatthours
22669,2021-11-29T10,Tennessee,18822,megawatthours
22668,2021-11-29T11,Tennessee,19806,megawatthours
22667,2021-11-29T12,Tennessee,21543,megawatthours
22666,2021-11-29T13,Tennessee,23245,megawatthours
22665,2021-11-29T14,Tennessee,23325,megawatthours
22664,2021-11-29T15,Tennessee,22306,megawatthours
22663,2021-11-29T16,Tennessee,21201,megawatthours
22662,2021-11-29T17,Tennessee,20417,megawatthours
22661,2021-11-29T18,Tennessee,19615,megawatthours
22660,2021-11-29T19,Tennessee,19026,megawatthours
22659,2021-11-29T20,Tennessee,18646,megawatthours
22658,2021-11-29T21,Tennessee,18383,megawatthours
22657,2021-11-29T22,Tennessee,18463,megawatthours
22656,2021-11-29T23,Tennessee,19648,megawatthours
22655,2021-11-30T00,Tennessee,21196,megawatthours
22654,2021-11-30T01,Tennessee,21607,megawatthours
22653,2021-11-30T02,Tennessee,21684,megawatthours
22652,2021-11-30T03,Tennessee,21452,megawatthours
22651,2021-11-30T04,Tennessee,20823,megawatthours
22650,2021-11-30T05,Tennessee,19950,megawatthours
22649,2021-11-30T06,Tennessee,19331,megawatthours
22648,2021-11-30T07,Tennessee,19013,megawatthours
22647,2021-11-30T08,Tennessee,18945,megawatthours
22646,2021-11-30T09,Tennessee,19000,megawatthours
22645,2021-11-30T10,Tennessee,19224,megawatthours
22644,2021-11-30T11,Tennessee,19723,megawatthours
22643,2021-11-30T12,Tennessee,21051,megawatthours
22642,2021-11-30T13,Tennessee,22303,megawatthours
22641,2021-11-30T14,Tennessee,22057,megawatthours
22640,2021-11-30T15,Tennessee,20805,megawatthours
22639,2021-11-30T16,Tennessee,19557,megawatthours
22638,2021-11-30T17,Tennessee,18796,megawatthours
22637,2021-11-30T18,Tennessee,18033,megawatthours
22636,2021-11-30T19,Tennessee,17637,megawatthours
22635,2021-11-30T20,Tennessee,17277,megawatthours
22634,2021-11-30T21,Tennessee,16859,megawatthours
22633,2021-11-30T22,Tennessee,16946,megawatthours
22632,2021-11-30T23,Tennessee,17753,megawatthours
22631,2021-12-01T00,Tennessee,18979,megawatthours
22630,2021-12-01T01,Tennessee,19145,megawatthours
22629,2021-12-01T02,Tennessee,19169,megawatthours
22628,2021-12-01T03,Tennessee,19048,megawatthours
22627,2021-12-01T04,Tennessee,18501,megawatthours
22626,2021-12-01T05,Tennessee,17725,megawatthours
22625,2021-12-01T06,Tennessee,17243,megawatthours
22624,2021-12-01T07,Tennessee,16945,megawatthours
22623,2021-12-01T08,Tennessee,16909,megawatthours
22622,2021-12-01T09,Tennessee,16960,megawatthours
22621,2021-12-01T10,Tennessee,17185,megawatthours
22620,2021-12-01T11,Tennessee,17686,megawatthours
22619,2021-12-01T12,Tennessee,19119,megawatthours
22618,2021-12-01T13,Tennessee,20258,megawatthours
22617,2021-12-01T14,Tennessee,20130,megawatthours
22616,2021-12-01T15,Tennessee,19249,megawatthours
22615,2021-12-01T16,Tennessee,18468,megawatthours
22614,2021-12-01T17,Tennessee,18074,megawatthours
22613,2021-12-01T18,Tennessee,17624,megawatthours
22612,2021-12-01T19,Tennessee,17385,megawatthours
22611,2021-12-01T20,Tennessee,17058,megawatthours
22610,2021-12-01T21,Tennessee,16946,megawatthours
22609,2021-12-01T22,Tennessee,17088,megawatthours
22608,2021-12-01T23,Tennessee,17796,megawatthours
22607,2021-12-02T00,Tennessee,18608,megawatthours
22606,2021-12-02T01,Tennessee,18738,megawatthours
22605,2021-12-02T02,Tennessee,18517,megawatthours
22604,2021-12-02T03,Tennessee,18198,megawatthours
22603,2021-12-02T04,Tennessee,17416,megawatthours
22602,2021-12-02T05,Tennessee,16478,megawatthours
22601,2021-12-02T06,Tennessee,15737,megawatthours
22600,2021-12-02T07,Tennessee,15292,megawatthours
22599,2021-12-02T08,Tennessee,15120,megawatthours
22598,2021-12-02T09,Tennessee,15156,megawatthours
22597,2021-12-02T10,Tennessee,15271,megawatthours
22596,2021-12-02T11,Tennessee,15808,megawatthours
22595,2021-12-02T12,Tennessee,17036,megawatthours
22594,2021-12-02T13,Tennessee,18335,megawatthours
22593,2021-12-02T14,Tennessee,18435,megawatthours
22592,2021-12-02T15,Tennessee,17849,megawatthours
22591,2021-12-02T16,Tennessee,17369,megawatthours
22590,2021-12-02T17,Tennessee,17123,megawatthours
22589,2021-12-02T18,Tennessee,16871,megawatthours
22588,2021-12-02T19,Tennessee,16676,megawatthours
22587,2021-12-02T20,Tennessee,16609,megawatthours
22586,2021-12-02T21,Tennessee,16387,megawatthours
22585,2021-12-02T22,Tennessee,16486,megawatthours
22584,2021-12-02T23,Tennessee,16858,megawatthours
22583,2021-12-03T00,Tennessee,17666,megawatthours
22582,2021-12-03T01,Tennessee,17742,megawatthours
22581,2021-12-03T02,Tennessee,17603,megawatthours
22580,2021-12-03T03,Tennessee,17413,megawatthours
22579,2021-12-03T04,Tennessee,16778,megawatthours
22578,2021-12-03T05,Tennessee,15981,megawatthours
22577,2021-12-03T06,Tennessee,15290,megawatthours
22576,2021-12-03T07,Tennessee,14917,megawatthours
22575,2021-12-03T08,Tennessee,14734,megawatthours
22574,2021-12-03T09,Tennessee,14837,megawatthours
22573,2021-12-03T10,Tennessee,15108,megawatthours
22572,2021-12-03T11,Tennessee,15750,megawatthours
22571,2021-12-03T12,Tennessee,17079,megawatthours
22570,2021-12-03T13,Tennessee,18338,megawatthours
22569,2021-12-03T14,Tennessee,18614,megawatthours
22568,2021-12-03T15,Tennessee,17963,megawatthours
22567,2021-12-03T16,Tennessee,17407,megawatthours
22566,2021-12-03T17,Tennessee,17182,megawatthours
22565,2021-12-03T18,Tennessee,17013,megawatthours
22564,2021-12-03T19,Tennessee,16797,megawatthours
22563,2021-12-03T20,Tennessee,16703,megawatthours
22562,2021-12-03T21,Tennessee,16531,megawatthours
22561,2021-12-03T22,Tennessee,16369,megawatthours
22560,2021-12-03T23,Tennessee,16846,megawatthours
22559,2021-12-04T00,Tennessee,17448,megawatthours
22558,2021-12-04T01,Tennessee,17295,megawatthours
22557,2021-12-04T02,Tennessee,16872,megawatthours
22556,2021-12-04T03,Tennessee,16598,megawatthours
22555,2021-12-04T04,Tennessee,16235,megawatthours
22554,2021-12-04T05,Tennessee,15424,megawatthours
22553,2021-12-04T06,Tennessee,14720,megawatthours
22552,2021-12-04T07,Tennessee,14411,megawatthours
22551,2021-12-04T08,Tennessee,14005,megawatthours
22550,2021-12-04T09,Tennessee,13868,megawatthours
22549,2021-12-04T10,Tennessee,13850,megawatthours
22548,2021-12-04T11,Tennessee,14066,megawatthours
22547,2021-12-04T12,Tennessee,14586,megawatthours
22546,2021-12-04T13,Tennessee,15253,megawatthours
22545,2021-12-04T14,Tennessee,15845,megawatthours
22544,2021-12-04T15,Tennessee,16273,megawatthours
22543,2021-12-04T16,Tennessee,16374,megawatthours
22542,2021-12-04T17,Tennessee,16313,megawatthours
22541,2021-12-04T18,Tennessee,16153,megawatthours
22540,2021-12-04T19,Tennessee,15912,megawatthours
22539,2021-12-04T20,Tennessee,15824,megawatthours
22538,2021-12-04T21,Tennessee,15654,megawatthours
22537,2021-12-04T22,Tennessee,15777,megawatthours
22536,2021-12-04T23,Tennessee,16203,megawatthours
22535,2021-12-05T00,Tennessee,16860,megawatthours
22534,2021-12-05T01,Tennessee,16635,megawatthours
22533,2021-12-05T02,Tennessee,16438,megawatthours
22532,2021-12-05T03,Tennessee,16156,megawatthours
22531,2021-12-05T04,Tennessee,15627,megawatthours
22530,2021-12-05T05,Tennessee,14984,megawatthours
22529,2021-12-05T06,Tennessee,14307,megawatthours
22528,2021-12-05T07,Tennessee,13809,megawatthours
22527,2021-12-05T08,Tennessee,13399,megawatthours
22526,2021-12-05T09,Tennessee,13306,megawatthours
22525,2021-12-05T10,Tennessee,13405,megawatthours
22524,2021-12-05T11,Tennessee,13620,megawatthours
22523,2021-12-05T12,Tennessee,13974,megawatthours
22522,2021-12-05T13,Tennessee,14578,megawatthours
22521,2021-12-05T14,Tennessee,15228,megawatthours
22520,2021-12-05T15,Tennessee,15737,megawatthours
22519,2021-12-05T16,Tennessee,15860,megawatthours
22518,2021-12-05T17,Tennessee,15793,megawatthours
22517,2021-12-05T18,Tennessee,15703,megawatthours
22516,2021-12-05T19,Tennessee,15703,megawatthours
22515,2021-12-05T20,Tennessee,15538,megawatthours
22514,2021-12-05T21,Tennessee,15563,megawatthours
22513,2021-12-05T22,Tennessee,15740,megawatthours
22512,2021-12-05T23,Tennessee,16455,megawatthours
22511,2021-12-06T00,Tennessee,17188,megawatthours
22510,2021-12-06T01,Tennessee,17154,megawatthours
22509,2021-12-06T02,Tennessee,16894,megawatthours
22508,2021-12-06T03,Tennessee,16531,megawatthours
22507,2021-12-06T04,Tennessee,15786,megawatthours
22506,2021-12-06T05,Tennessee,14910,megawatthours
22505,2021-12-06T06,Tennessee,14104,megawatthours
22504,2021-12-06T07,Tennessee,13538,megawatthours
22503,2021-12-06T08,Tennessee,13256,megawatthours
22502,2021-12-06T09,Tennessee,13146,megawatthours
22501,2021-12-06T10,Tennessee,13140,megawatthours
22500,2021-12-06T11,Tennessee,13626,megawatthours
22499,2021-12-06T12,Tennessee,14787,megawatthours
22498,2021-12-06T13,Tennessee,16076,megawatthours
22497,2021-12-06T14,Tennessee,16579,megawatthours
22496,2021-12-06T15,Tennessee,16887,megawatthours
22495,2021-12-06T16,Tennessee,17074,megawatthours
22494,2021-12-06T17,Tennessee,17457,megawatthours
22493,2021-12-06T18,Tennessee,17476,megawatthours
22492,2021-12-06T19,Tennessee,17464,megawatthours
22491,2021-12-06T20,Tennessee,17409,megawatthours
22490,2021-12-06T21,Tennessee,17335,megawatthours
22489,2021-12-06T22,Tennessee,17709,megawatthours
22488,2021-12-06T23,Tennessee,18816,megawatthours
22487,2021-12-07T00,Tennessee,20054,megawatthours
22486,2021-12-07T01,Tennessee,20316,megawatthours
22485,2021-12-07T02,Tennessee,20523,megawatthours
22484,2021-12-07T03,Tennessee,20502,megawatthours
22483,2021-12-07T04,Tennessee,20102,megawatthours
22482,2021-12-07T05,Tennessee,19457,megawatthours
22481,2021-12-07T06,Tennessee,18961,megawatthours
22480,2021-12-07T07,Tennessee,18861,megawatthours
22479,2021-12-07T08,Tennessee,18897,megawatthours
22478,2021-12-07T09,Tennessee,19144,megawatthours
22477,2021-12-07T10,Tennessee,19630,megawatthours
22476,2021-12-07T11,Tennessee,20442,megawatthours
22475,2021-12-07T12,Tennessee,22055,megawatthours
22474,2021-12-07T13,Tennessee,23650,megawatthours
22473,2021-12-07T14,Tennessee,23755,megawatthours
22472,2021-12-07T15,Tennessee,22802,megawatthours
22471,2021-12-07T16,Tennessee,21884,megawatthours
22470,2021-12-07T17,Tennessee,21189,megawatthours
22469,2021-12-07T18,Tennessee,20618,megawatthours
22468,2021-12-07T19,Tennessee,20213,megawatthours
22467,2021-12-07T20,Tennessee,19797,megawatthours
22466,2021-12-07T21,Tennessee,19615,megawatthours
22465,2021-12-07T22,Tennessee,19921,megawatthours
22464,2021-12-07T23,Tennessee,20989,megawatthours
22463,2021-12-08T00,Tennessee,21758,megawatthours
22462,2021-12-08T01,Tennessee,21589,megawatthours
22461,2021-12-08T02,Tennessee,21355,megawatthours
22460,2021-12-08T03,Tennessee,21206,megawatthours
22459,2021-12-08T04,Tennessee,20382,megawatthours
22458,2021-12-08T05,Tennessee,19339,megawatthours
22457,2021-12-08T06,Tennessee,18512,megawatthours
22456,2021-12-08T07,Tennessee,17917,megawatthours
22455,2021-12-08T08,Tennessee,17717,megawatthours
22454,2021-12-08T09,Tennessee,17610,megawatthours
22453,2021-12-08T10,Tennessee,17644,megawatthours
22452,2021-12-08T11,Tennessee,18032,megawatthours
22451,2021-12-08T12,Tennessee,19226,megawatthours
22450,2021-12-08T13,Tennessee,20730,megawatthours
22449,2021-12-08T14,Tennessee,20994,megawatthours
22448,2021-12-08T15,Tennessee,20706,megawatthours
22447,2021-12-08T16,Tennessee,19967,megawatthours
22446,2021-12-08T17,Tennessee,19350,megawatthours
22445,2021-12-08T18,Tennessee,18747,megawatthours
22444,2021-12-08T19,Tennessee,18146,megawatthours
22443,2021-12-08T20,Tennessee,17826,megawatthours
22442,2021-12-08T21,Tennessee,17453,megawatthours
22441,2021-12-08T22,Tennessee,17757,megawatthours
22440,2021-12-08T23,Tennessee,18704,megawatthours
22439,2021-12-09T00,Tennessee,20322,megawatthours
22438,2021-12-09T01,Tennessee,20838,megawatthours
22437,2021-12-09T02,Tennessee,20934,megawatthours
22436,2021-12-09T03,Tennessee,20928,megawatthours
22435,2021-12-09T04,Tennessee,20561,megawatthours
22434,2021-12-09T05,Tennessee,20032,megawatthours
22433,2021-12-09T06,Tennessee,19497,megawatthours
22432,2021-12-09T07,Tennessee,19498,megawatthours
22431,2021-12-09T08,Tennessee,19507,megawatthours
22430,2021-12-09T09,Tennessee,19616,megawatthours
22429,2021-12-09T10,Tennessee,19949,megawatthours
22428,2021-12-09T11,Tennessee,20531,megawatthours
22427,2021-12-09T12,Tennessee,21898,megawatthours
22426,2021-12-09T13,Tennessee,22978,megawatthours
22425,2021-12-09T14,Tennessee,22849,megawatthours
22424,2021-12-09T15,Tennessee,22468,megawatthours
22423,2021-12-09T16,Tennessee,21613,megawatthours
22422,2021-12-09T17,Tennessee,20702,megawatthours
22421,2021-12-09T18,Tennessee,19683,megawatthours
22420,2021-12-09T19,Tennessee,19100,megawatthours
22419,2021-12-09T20,Tennessee,18503,megawatthours
22418,2021-12-09T21,Tennessee,18104,megawatthours
22417,2021-12-09T22,Tennessee,18045,megawatthours
22416,2021-12-09T23,Tennessee,18871,megawatthours
22415,2021-12-10T00,Tennessee,19662,megawatthours
22414,2021-12-10T01,Tennessee,19559,megawatthours
22413,2021-12-10T02,Tennessee,19238,megawatthours
22412,2021-12-10T03,Tennessee,18762,megawatthours
22411,2021-12-10T04,Tennessee,17782,megawatthours
22410,2021-12-10T05,Tennessee,16800,megawatthours
22409,2021-12-10T06,Tennessee,15770,megawatthours
22408,2021-12-10T07,Tennessee,15275,megawatthours
22407,2021-12-10T08,Tennessee,14961,megawatthours
22406,2021-12-10T09,Tennessee,14806,megawatthours
22405,2021-12-10T10,Tennessee,14763,megawatthours
22404,2021-12-10T11,Tennessee,15083,megawatthours
22403,2021-12-10T12,Tennessee,16123,megawatthours
22402,2021-12-10T13,Tennessee,17319,megawatthours
22401,2021-12-10T14,Tennessee,17634,megawatthours
22400,2021-12-10T15,Tennessee,17780,megawatthours
22399,2021-12-10T16,Tennessee,17736,megawatthours
22398,2021-12-10T17,Tennessee,17715,megawatthours
22397,2021-12-10T18,Tennessee,17601,megawatthours
22396,2021-12-10T19,Tennessee,17472,megawatthours
22395,2021-12-10T20,Tennessee,17284,megawatthours
22394,2021-12-10T21,Tennessee,17207,megawatthours
22393,2021-12-10T22,Tennessee,17124,megawatthours
22392,2021-12-10T23,Tennessee,17701,megawatthours
22391,2021-12-11T00,Tennessee,18135,megawatthours
22390,2021-12-11T01,Tennessee,17880,megawatthours
22389,2021-12-11T02,Tennessee,17584,megawatthours
22388,2021-12-11T03,Tennessee,17125,megawatthours
22387,2021-12-11T04,Tennessee,16464,megawatthours
22386,2021-12-11T05,Tennessee,15393,megawatthours
22385,2021-12-11T06,Tennessee,14565,megawatthours
22384,2021-12-11T07,Tennessee,13768,megawatthours
22383,2021-12-11T08,Tennessee,13098,megawatthours
22382,2021-12-11T09,Tennessee,12803,megawatthours
22381,2021-12-11T10,Tennessee,12648,megawatthours
22380,2021-12-11T11,Tennessee,12468,megawatthours
22379,2021-12-11T12,Tennessee,12766,megawatthours
22378,2021-12-11T13,Tennessee,13186,megawatthours
22377,2021-12-11T14,Tennessee,13627,megawatthours
22376,2021-12-11T15,Tennessee,14325,megawatthours
22375,2021-12-11T16,Tennessee,14898,megawatthours
22374,2021-12-11T17,Tennessee,15266,megawatthours
22373,2021-12-11T18,Tennessee,15414,megawatthours
22372,2021-12-11T19,Tennessee,15400,megawatthours
22371,2021-12-11T20,Tennessee,15470,megawatthours
22370,2021-12-11T21,Tennessee,15540,megawatthours
22369,2021-12-11T22,Tennessee,15934,megawatthours
22368,2021-12-11T23,Tennessee,16747,megawatthours
22367,2021-12-12T00,Tennessee,17470,megawatthours
22366,2021-12-12T01,Tennessee,17660,megawatthours
22365,2021-12-12T02,Tennessee,17685,megawatthours
22364,2021-12-12T03,Tennessee,17728,megawatthours
22363,2021-12-12T04,Tennessee,17662,megawatthours
22362,2021-12-12T05,Tennessee,17321,megawatthours
22361,2021-12-12T06,Tennessee,17110,megawatthours
22360,2021-12-12T07,Tennessee,17098,megawatthours
22359,2021-12-12T08,Tennessee,17238,megawatthours
22358,2021-12-12T09,Tennessee,17542,megawatthours
22357,2021-12-12T10,Tennessee,18031,megawatthours
22356,2021-12-12T11,Tennessee,18444,megawatthours
22355,2021-12-12T12,Tennessee,19368,megawatthours
22354,2021-12-12T13,Tennessee,20202,megawatthours
22353,2021-12-12T14,Tennessee,20868,megawatthours
22352,2021-12-12T15,Tennessee,20373,megawatthours
22351,2021-12-12T16,Tennessee,19217,megawatthours
22350,2021-12-12T17,Tennessee,18257,megawatthours
22349,2021-12-12T18,Tennessee,17496,megawatthours
22348,2021-12-12T19,Tennessee,17040,megawatthours
22347,2021-12-12T20,Tennessee,16540,megawatthours
22346,2021-12-12T21,Tennessee,16184,megawatthours
22345,2021-12-12T22,Tennessee,16532,megawatthours
22344,2021-12-12T23,Tennessee,17677,megawatthours
22343,2021-12-13T00,Tennessee,19208,megawatthours
22342,2021-12-13T01,Tennessee,19714,megawatthours
22341,2021-12-13T02,Tennessee,20194,megawatthours
22340,2021-12-13T03,Tennessee,20400,megawatthours
22339,2021-12-13T04,Tennessee,20184,megawatthours
22338,2021-12-13T05,Tennessee,19633,megawatthours
22337,2021-12-13T06,Tennessee,19326,megawatthours
22336,2021-12-13T07,Tennessee,19290,megawatthours
22335,2021-12-13T08,Tennessee,19349,megawatthours
22334,2021-12-13T09,Tennessee,19610,megawatthours
22333,2021-12-13T10,Tennessee,20086,megawatthours
22332,2021-12-13T11,Tennessee,20740,megawatthours
22331,2021-12-13T12,Tennessee,22237,megawatthours
22330,2021-12-13T13,Tennessee,23609,megawatthours
22329,2021-12-13T14,Tennessee,23594,megawatthours
22328,2021-12-13T15,Tennessee,22286,megawatthours
22327,2021-12-13T16,Tennessee,20808,megawatthours
22326,2021-12-13T17,Tennessee,19701,megawatthours
22325,2021-12-13T18,Tennessee,18710,megawatthours
