,period,respondent-name,value,value-units
7390,2019-08-27T01,Tennessee,20785,megawatthours
7389,2019-08-27T02,Tennessee,20416,megawatthours
7388,2019-08-27T03,Tennessee,19368,megawatthours
7387,2019-08-27T04,Tennessee,18052,megawatthours
7386,2019-08-27T05,Tennessee,16765,megawatthours
7385,2019-08-27T06,Tennessee,16114,megawatthours
7384,2019-08-27T07,Tennessee,15568,megawatthours
7383,2019-08-27T08,Tennessee,15284,megawatthours
7382,2019-08-27T09,Tennessee,15187,megawatthours
7381,2019-08-27T10,Tennessee,15455,megawatthours
7380,2019-08-27T11,Tennessee,16566,megawatthours
7379,2019-08-27T12,Tennessee,17730,megawatthours
7378,2019-08-27T13,Tennessee,18287,megawatthours
7377,2019-08-27T14,Tennessee,18822,megawatthours
7376,2019-08-27T15,Tennessee,19616,megawatthours
7375,2019-08-27T16,Tennessee,20471,megawatthours
7374,2019-08-27T17,Tennessee,21308,megawatthours
7373,2019-08-27T18,Tennessee,22378,megawatthours
7372,2019-08-27T19,Tennessee,23055,megawatthours
7371,2019-08-27T20,Tennessee,23878,megawatthours
7370,2019-08-27T21,Tennessee,24543,megawatthours
7369,2019-08-27T22,Tennessee,24596,megawatthours
7368,2019-08-27T23,Tennessee,24143,megawatthours
7367,2019-08-28T00,Tennessee,23341,megawatthours
7366,2019-08-28T01,Tennessee,23014,megawatthours
7365,2019-08-28T02,Tennessee,22422,megawatthours
7364,2019-08-28T03,Tennessee,20892,megawatthours
7363,2019-08-28T04,Tennessee,19214,megawatthours
7362,2019-08-28T05,Tennessee,17719,megawatthours
7361,2019-08-28T06,Tennessee,16614,megawatthours
7360,2019-08-28T07,Tennessee,15869,megawatthours
7359,2019-08-28T08,Tennessee,15335,megawatthours
7358,2019-08-28T09,Tennessee,15117,megawatthours
7357,2019-08-28T10,Tennessee,15122,megawatthours
7356,2019-08-28T11,Tennessee,16082,megawatthours
7355,2019-08-28T12,Tennessee,17046,megawatthours
7354,2019-08-28T13,Tennessee,17714,megawatthours
7353,2019-08-28T14,Tennessee,18651,megawatthours
7352,2019-08-28T15,Tennessee,19755,megawatthours
7351,2019-08-28T16,Tennessee,21042,megawatthours
7350,2019-08-28T17,Tennessee,22010,megawatthours
7349,2019-08-28T18,Tennessee,23170,megawatthours
7348,2019-08-28T19,Tennessee,24066,megawatthours
7347,2019-08-28T20,Tennessee,24686,megawatthours
7346,2019-08-28T21,Tennessee,25101,megawatthours
7345,2019-08-28T22,Tennessee,25221,megawatthours
7344,2019-08-28T23,Tennessee,24786,megawatthours
7343,2019-08-29T00,Tennessee,23690,megawatthours
7342,2019-08-29T01,Tennessee,22367,megawatthours
7341,2019-08-29T02,Tennessee,21228,megawatthours
7340,2019-08-29T03,Tennessee,19544,megawatthours
7339,2019-08-29T04,Tennessee,17742,megawatthours
7338,2019-08-29T05,Tennessee,16007,megawatthours
7337,2019-08-29T06,Tennessee,14927,megawatthours
7336,2019-08-29T07,Tennessee,14184,megawatthours
7335,2019-08-29T08,Tennessee,13679,megawatthours
7334,2019-08-29T09,Tennessee,13535,megawatthours
7333,2019-08-29T10,Tennessee,13930,megawatthours
7332,2019-08-29T11,Tennessee,14779,megawatthours
7331,2019-08-29T12,Tennessee,15565,megawatthours
7330,2019-08-29T13,Tennessee,16241,megawatthours
7329,2019-08-29T14,Tennessee,16873,megawatthours
7328,2019-08-29T15,Tennessee,17880,megawatthours
7327,2019-08-29T16,Tennessee,18847,megawatthours
7326,2019-08-29T17,Tennessee,19946,megawatthours
7325,2019-08-29T18,Tennessee,21224,megawatthours
7324,2019-08-29T19,Tennessee,22017,megawatthours
7323,2019-08-29T20,Tennessee,22862,megawatthours
7322,2019-08-29T21,Tennessee,23674,megawatthours
7321,2019-08-29T22,Tennessee,24033,megawatthours
7320,2019-08-29T23,Tennessee,23707,megawatthours
7319,2019-08-30T00,Tennessee,22762,megawatthours
7318,2019-08-30T01,Tennessee,21742,megawatthours
7317,2019-08-30T02,Tennessee,20845,megawatthours
7316,2019-08-30T03,Tennessee,19291,megawatthours
7315,2019-08-30T04,Tennessee,17417,megawatthours
7314,2019-08-30T05,Tennessee,15863,megawatthours
7313,2019-08-30T06,Tennessee,14826,megawatthours
7312,2019-08-30T07,Tennessee,14119,megawatthours
7311,2019-08-30T08,Tennessee,13685,megawatthours
7310,2019-08-30T09,Tennessee,13529,megawatthours
7309,2019-08-30T10,Tennessee,13800,megawatthours
7308,2019-08-30T11,Tennessee,14659,megawatthours
7307,2019-08-30T12,Tennessee,15497,megawatthours
7306,2019-08-30T13,Tennessee,16035,megawatthours
7305,2019-08-30T14,Tennessee,16837,megawatthours
7304,2019-08-30T15,Tennessee,17863,megawatthours
7303,2019-08-30T16,Tennessee,19290,megawatthours
7302,2019-08-30T17,Tennessee,20553,megawatthours
7301,2019-08-30T18,Tennessee,21925,megawatthours
7300,2019-08-30T19,Tennessee,22991,megawatthours
7299,2019-08-30T20,Tennessee,23818,megawatthours
7298,2019-08-30T21,Tennessee,24478,megawatthours
7297,2019-08-30T22,Tennessee,24816,megawatthours
7296,2019-08-30T23,Tennessee,24454,megawatthours
7295,2019-08-31T00,Tennessee,23030,megawatthours
7294,2019-08-31T01,Tennessee,21809,megawatthours
7293,2019-08-31T02,Tennessee,20677,megawatthours
7292,2019-08-31T03,Tennessee,19134,megawatthours
7291,2019-08-31T04,Tennessee,17468,megawatthours
7290,2019-08-31T05,Tennessee,16159,megawatthours
7289,2019-08-31T06,Tennessee,15064,megawatthours
7288,2019-08-31T07,Tennessee,14283,megawatthours
7287,2019-08-31T08,Tennessee,13769,megawatthours
7286,2019-08-31T09,Tennessee,13415,megawatthours
7285,2019-08-31T10,Tennessee,13292,megawatthours
7284,2019-08-31T11,Tennessee,13411,megawatthours
7283,2019-08-31T12,Tennessee,13520,megawatthours
7282,2019-08-31T13,Tennessee,14362,megawatthours
7281,2019-08-31T14,Tennessee,15686,megawatthours
7280,2019-08-31T15,Tennessee,17334,megawatthours
7279,2019-08-31T16,Tennessee,19061,megawatthours
7278,2019-08-31T17,Tennessee,20676,megawatthours
7277,2019-08-31T18,Tennessee,22125,megawatthours
7276,2019-08-31T19,Tennessee,23335,megawatthours
7275,2019-08-31T20,Tennessee,24094,megawatthours
7274,2019-08-31T21,Tennessee,24524,megawatthours
7273,2019-08-31T22,Tennessee,24747,megawatthours
7272,2019-08-31T23,Tennessee,24425,megawatthours
7271,2019-09-01T00,Tennessee,23324,megawatthours
7270,2019-09-01T01,Tennessee,22144,megawatthours
7269,2019-09-01T02,Tennessee,21099,megawatthours
7268,2019-09-01T03,Tennessee,19537,megawatthours
7267,2019-09-01T04,Tennessee,17969,megawatthours
7266,2019-09-01T05,Tennessee,16429,megawatthours
7265,2019-09-01T06,Tennessee,15163,megawatthours
7264,2019-09-01T07,Tennessee,14399,megawatthours
7263,2019-09-01T08,Tennessee,13828,megawatthours
7262,2019-09-01T09,Tennessee,13331,megawatthours
7261,2019-09-01T10,Tennessee,13208,megawatthours
7260,2019-09-01T11,Tennessee,13246,megawatthours
7259,2019-09-01T12,Tennessee,13251,megawatthours
7258,2019-09-01T13,Tennessee,14035,megawatthours
7257,2019-09-01T14,Tennessee,15680,megawatthours
7256,2019-09-01T15,Tennessee,17536,megawatthours
7255,2019-09-01T16,Tennessee,19266,megawatthours
7254,2019-09-01T17,Tennessee,20841,megawatthours
7253,2019-09-01T18,Tennessee,22229,megawatthours
7252,2019-09-01T19,Tennessee,23405,megawatthours
7251,2019-09-01T20,Tennessee,24101,megawatthours
7250,2019-09-01T21,Tennessee,24398,megawatthours
7249,2019-09-01T22,Tennessee,24494,megawatthours
7248,2019-09-01T23,Tennessee,24314,megawatthours
7247,2019-09-02T00,Tennessee,23349,megawatthours
7246,2019-09-02T01,Tennessee,22196,megawatthours
7245,2019-09-02T02,Tennessee,21097,megawatthours
7244,2019-09-02T03,Tennessee,19675,megawatthours
7243,2019-09-02T04,Tennessee,18168,megawatthours
7242,2019-09-02T05,Tennessee,16738,megawatthours
7241,2019-09-02T06,Tennessee,15488,megawatthours
7240,2019-09-02T07,Tennessee,14702,megawatthours
7239,2019-09-02T08,Tennessee,14049,megawatthours
7238,2019-09-02T09,Tennessee,13790,megawatthours
7237,2019-09-02T10,Tennessee,13688,megawatthours
7236,2019-09-02T11,Tennessee,13700,megawatthours
7235,2019-09-02T12,Tennessee,13840,megawatthours
7234,2019-09-02T13,Tennessee,14562,megawatthours
7233,2019-09-02T14,Tennessee,16195,megawatthours
7232,2019-09-02T15,Tennessee,18338,megawatthours
7231,2019-09-02T16,Tennessee,20398,megawatthours
7230,2019-09-02T17,Tennessee,22184,megawatthours
7229,2019-09-02T18,Tennessee,23501,megawatthours
7228,2019-09-02T19,Tennessee,24373,megawatthours
7227,2019-09-02T20,Tennessee,25004,megawatthours
7226,2019-09-02T21,Tennessee,25639,megawatthours
7225,2019-09-02T22,Tennessee,25929,megawatthours
7224,2019-09-02T23,Tennessee,25682,megawatthours
7223,2019-09-03T00,Tennessee,24676,megawatthours
7222,2019-09-03T01,Tennessee,23821,megawatthours
7221,2019-09-03T02,Tennessee,22632,megawatthours
7220,2019-09-03T03,Tennessee,20854,megawatthours
7219,2019-09-03T04,Tennessee,18827,megawatthours
7218,2019-09-03T05,Tennessee,17320,megawatthours
7217,2019-09-03T06,Tennessee,15940,megawatthours
7216,2019-09-03T07,Tennessee,15248,megawatthours
7215,2019-09-03T08,Tennessee,14741,megawatthours
7214,2019-09-03T09,Tennessee,14451,megawatthours
7213,2019-09-03T10,Tennessee,14672,megawatthours
7212,2019-09-03T11,Tennessee,15663,megawatthours
7211,2019-09-03T12,Tennessee,16678,megawatthours
7210,2019-09-03T13,Tennessee,17394,megawatthours
7209,2019-09-03T14,Tennessee,18646,megawatthours
7208,2019-09-03T15,Tennessee,20294,megawatthours
7207,2019-09-03T16,Tennessee,22276,megawatthours
7206,2019-09-03T17,Tennessee,24093,megawatthours
7205,2019-09-03T18,Tennessee,25642,megawatthours
7204,2019-09-03T19,Tennessee,26640,megawatthours
7203,2019-09-03T20,Tennessee,26748,megawatthours
7202,2019-09-03T21,Tennessee,27178,megawatthours
7201,2019-09-03T22,Tennessee,27250,megawatthours
7200,2019-09-03T23,Tennessee,26880,megawatthours
7199,2019-09-04T00,Tennessee,26077,megawatthours
7198,2019-09-04T01,Tennessee,25177,megawatthours
7197,2019-09-04T02,Tennessee,23947,megawatthours
7196,2019-09-04T03,Tennessee,21933,megawatthours
7195,2019-09-04T04,Tennessee,19988,megawatthours
7194,2019-09-04T05,Tennessee,18187,megawatthours
7193,2019-09-04T06,Tennessee,16963,megawatthours
7192,2019-09-04T07,Tennessee,16037,megawatthours
7191,2019-09-04T08,Tennessee,15380,megawatthours
7190,2019-09-04T09,Tennessee,15072,megawatthours
7189,2019-09-04T10,Tennessee,15143,megawatthours
7188,2019-09-04T11,Tennessee,16055,megawatthours
7187,2019-09-04T12,Tennessee,16907,megawatthours
7186,2019-09-04T13,Tennessee,17530,megawatthours
7185,2019-09-04T14,Tennessee,18710,megawatthours
7184,2019-09-04T15,Tennessee,20401,megawatthours
7183,2019-09-04T16,Tennessee,22486,megawatthours
7182,2019-09-04T17,Tennessee,24261,megawatthours
7181,2019-09-04T18,Tennessee,26091,megawatthours
7180,2019-09-04T19,Tennessee,27300,megawatthours
7179,2019-09-04T20,Tennessee,27928,megawatthours
7178,2019-09-04T21,Tennessee,28501,megawatthours
7177,2019-09-04T22,Tennessee,28802,megawatthours
7176,2019-09-04T23,Tennessee,28478,megawatthours
7175,2019-09-05T00,Tennessee,27462,megawatthours
7174,2019-09-05T01,Tennessee,26580,megawatthours
7173,2019-09-05T02,Tennessee,25473,megawatthours
7172,2019-09-05T03,Tennessee,23559,megawatthours
7171,2019-09-05T04,Tennessee,21487,megawatthours
7170,2019-09-05T05,Tennessee,19709,megawatthours
7169,2019-09-05T06,Tennessee,18373,megawatthours
7168,2019-09-05T07,Tennessee,17389,megawatthours
7167,2019-09-05T08,Tennessee,16662,megawatthours
7166,2019-09-05T09,Tennessee,16205,megawatthours
7165,2019-09-05T10,Tennessee,16278,megawatthours
7164,2019-09-05T11,Tennessee,17083,megawatthours
7163,2019-09-05T12,Tennessee,17904,megawatthours
7162,2019-09-05T13,Tennessee,18281,megawatthours
7161,2019-09-05T14,Tennessee,19318,megawatthours
7160,2019-09-05T15,Tennessee,20593,megawatthours
7159,2019-09-05T16,Tennessee,21967,megawatthours
7158,2019-09-05T17,Tennessee,23212,megawatthours
7157,2019-09-05T18,Tennessee,24282,megawatthours
7156,2019-09-05T19,Tennessee,25138,megawatthours
7155,2019-09-05T20,Tennessee,25823,megawatthours
7154,2019-09-05T21,Tennessee,26099,megawatthours
7153,2019-09-05T22,Tennessee,26084,megawatthours
7152,2019-09-05T23,Tennessee,25367,megawatthours
7151,2019-09-06T00,Tennessee,24229,megawatthours
7150,2019-09-06T01,Tennessee,23258,megawatthours
7149,2019-09-06T02,Tennessee,22136,megawatthours
7148,2019-09-06T03,Tennessee,20446,megawatthours
7147,2019-09-06T04,Tennessee,18513,megawatthours
7146,2019-09-06T05,Tennessee,16892,megawatthours
7145,2019-09-06T06,Tennessee,15687,megawatthours
7144,2019-09-06T07,Tennessee,14802,megawatthours
7143,2019-09-06T08,Tennessee,14280,megawatthours
7142,2019-09-06T09,Tennessee,14033,megawatthours
7141,2019-09-06T10,Tennessee,14161,megawatthours
7140,2019-09-06T11,Tennessee,15076,megawatthours
7139,2019-09-06T12,Tennessee,16020,megawatthours
7138,2019-09-06T13,Tennessee,16558,megawatthours
7137,2019-09-06T14,Tennessee,17494,megawatthours
7136,2019-09-06T15,Tennessee,18625,megawatthours
7135,2019-09-06T16,Tennessee,19917,megawatthours
7134,2019-09-06T17,Tennessee,21357,megawatthours
7133,2019-09-06T18,Tennessee,22755,megawatthours
7132,2019-09-06T19,Tennessee,24174,megawatthours
7131,2019-09-06T20,Tennessee,25341,megawatthours
7130,2019-09-06T21,Tennessee,26191,megawatthours
7129,2019-09-06T22,Tennessee,26513,megawatthours
7128,2019-09-06T23,Tennessee,26157,megawatthours
7127,2019-09-07T00,Tennessee,24959,megawatthours
7126,2019-09-07T01,Tennessee,23977,megawatthours
7125,2019-09-07T02,Tennessee,22778,megawatthours
7124,2019-09-07T03,Tennessee,21342,megawatthours
7123,2019-09-07T04,Tennessee,19874,megawatthours
7122,2019-09-07T05,Tennessee,18386,megawatthours
7121,2019-09-07T06,Tennessee,17327,megawatthours
7120,2019-09-07T07,Tennessee,16382,megawatthours
7119,2019-09-07T08,Tennessee,15758,megawatthours
7118,2019-09-07T09,Tennessee,15306,megawatthours
7117,2019-09-07T10,Tennessee,15111,megawatthours
7116,2019-09-07T11,Tennessee,15239,megawatthours
7115,2019-09-07T12,Tennessee,15331,megawatthours
7114,2019-09-07T13,Tennessee,16100,megawatthours
7113,2019-09-07T14,Tennessee,17425,megawatthours
7112,2019-09-07T15,Tennessee,19071,megawatthours
7111,2019-09-07T16,Tennessee,20636,megawatthours
7110,2019-09-07T17,Tennessee,22059,megawatthours
7109,2019-09-07T18,Tennessee,23225,megawatthours
7108,2019-09-07T19,Tennessee,24202,megawatthours
7107,2019-09-07T20,Tennessee,24933,megawatthours
7106,2019-09-07T21,Tennessee,25378,megawatthours
7105,2019-09-07T22,Tennessee,25430,megawatthours
7104,2019-09-07T23,Tennessee,25110,megawatthours
7103,2019-09-08T00,Tennessee,23630,megawatthours
7102,2019-09-08T01,Tennessee,22402,megawatthours
7101,2019-09-08T02,Tennessee,21114,megawatthours
7100,2019-09-08T03,Tennessee,19482,megawatthours
7099,2019-09-08T04,Tennessee,18026,megawatthours
7098,2019-09-08T05,Tennessee,16454,megawatthours
7097,2019-09-08T06,Tennessee,15193,megawatthours
7096,2019-09-08T07,Tennessee,14330,megawatthours
7095,2019-09-08T08,Tennessee,13713,megawatthours
7094,2019-09-08T09,Tennessee,13430,megawatthours
7093,2019-09-08T10,Tennessee,13278,megawatthours
7092,2019-09-08T11,Tennessee,13326,megawatthours
7091,2019-09-08T12,Tennessee,13405,megawatthours
7090,2019-09-08T13,Tennessee,14147,megawatthours
7089,2019-09-08T14,Tennessee,15620,megawatthours
7088,2019-09-08T15,Tennessee,17003,megawatthours
7087,2019-09-08T16,Tennessee,18536,megawatthours
7086,2019-09-08T17,Tennessee,20176,megawatthours
7085,2019-09-08T18,Tennessee,21924,megawatthours
7084,2019-09-08T19,Tennessee,23297,megawatthours
7083,2019-09-08T20,Tennessee,24270,megawatthours
7082,2019-09-08T21,Tennessee,24909,megawatthours
7081,2019-09-08T22,Tennessee,25271,megawatthours
7080,2019-09-08T23,Tennessee,25071,megawatthours
7079,2019-09-09T00,Tennessee,23942,megawatthours
7078,2019-09-09T01,Tennessee,23004,megawatthours
7077,2019-09-09T02,Tennessee,21814,megawatthours
7076,2019-09-09T03,Tennessee,20093,megawatthours
7075,2019-09-09T04,Tennessee,18306,megawatthours
7074,2019-09-09T05,Tennessee,16822,megawatthours
7073,2019-09-09T06,Tennessee,15670,megawatthours
7072,2019-09-09T07,Tennessee,14914,megawatthours
7071,2019-09-09T08,Tennessee,14521,megawatthours
7070,2019-09-09T09,Tennessee,14202,megawatthours
7069,2019-09-09T10,Tennessee,14389,megawatthours
7068,2019-09-09T11,Tennessee,15380,megawatthours
7067,2019-09-09T12,Tennessee,16427,megawatthours
7066,2019-09-09T13,Tennessee,16981,megawatthours
7065,2019-09-09T14,Tennessee,17924,megawatthours
7064,2019-09-09T15,Tennessee,19426,megawatthours
7063,2019-09-09T16,Tennessee,21264,megawatthours
7062,2019-09-09T17,Tennessee,23121,megawatthours
7061,2019-09-09T18,Tennessee,24907,megawatthours
7060,2019-09-09T19,Tennessee,26395,megawatthours
7059,2019-09-09T20,Tennessee,27419,megawatthours
7058,2019-09-09T21,Tennessee,27933,megawatthours
7057,2019-09-09T22,Tennessee,28042,megawatthours
7056,2019-09-09T23,Tennessee,27578,megawatthours
7055,2019-09-10T00,Tennessee,26461,megawatthours
7054,2019-09-10T01,Tennessee,25578,megawatthours
7053,2019-09-10T02,Tennessee,24116,megawatthours
7052,2019-09-10T03,Tennessee,22138,megawatthours
7051,2019-09-10T04,Tennessee,20079,megawatthours
7050,2019-09-10T05,Tennessee,18312,megawatthours
7049,2019-09-10T06,Tennessee,17124,megawatthours
7048,2019-09-10T07,Tennessee,16244,megawatthours
7047,2019-09-10T08,Tennessee,15691,megawatthours
7046,2019-09-10T09,Tennessee,15320,megawatthours
7045,2019-09-10T10,Tennessee,15563,megawatthours
7044,2019-09-10T11,Tennessee,16454,megawatthours
7043,2019-09-10T12,Tennessee,17420,megawatthours
7042,2019-09-10T13,Tennessee,17956,megawatthours
7041,2019-09-10T14,Tennessee,19140,megawatthours
7040,2019-09-10T15,Tennessee,20605,megawatthours
7039,2019-09-10T16,Tennessee,22669,megawatthours
7038,2019-09-10T17,Tennessee,24486,megawatthours
7037,2019-09-10T18,Tennessee,26206,megawatthours
7036,2019-09-10T19,Tennessee,27246,megawatthours
7035,2019-09-10T20,Tennessee,27959,megawatthours
7034,2019-09-10T21,Tennessee,28158,megawatthours
7033,2019-09-10T22,Tennessee,27776,megawatthours
7032,2019-09-10T23,Tennessee,26561,megawatthours
7031,2019-09-11T00,Tennessee,25446,megawatthours
7030,2019-09-11T01,Tennessee,24769,megawatthours
7029,2019-09-11T02,Tennessee,23635,megawatthours
7028,2019-09-11T03,Tennessee,21910,megawatthours
7027,2019-09-11T04,Tennessee,20086,megawatthours
7026,2019-09-11T05,Tennessee,18464,megawatthours
7025,2019-09-11T06,Tennessee,17263,megawatthours
7024,2019-09-11T07,Tennessee,16430,megawatthours
7023,2019-09-11T08,Tennessee,15917,megawatthours
7022,2019-09-11T09,Tennessee,15658,megawatthours
7021,2019-09-11T10,Tennessee,15783,megawatthours
7020,2019-09-11T11,Tennessee,16723,megawatthours
7019,2019-09-11T12,Tennessee,17776,megawatthours
7018,2019-09-11T13,Tennessee,18287,megawatthours
7017,2019-09-11T14,Tennessee,19423,megawatthours
7016,2019-09-11T15,Tennessee,21097,megawatthours
7015,2019-09-11T16,Tennessee,23111,megawatthours
7014,2019-09-11T17,Tennessee,25056,megawatthours
7013,2019-09-11T18,Tennessee,26684,megawatthours
7012,2019-09-11T19,Tennessee,27685,megawatthours
7011,2019-09-11T20,Tennessee,28281,megawatthours
7010,2019-09-11T21,Tennessee,28371,megawatthours
7009,2019-09-11T22,Tennessee,28047,megawatthours
7008,2019-09-11T23,Tennessee,27316,megawatthours
7007,2019-09-12T00,Tennessee,26055,megawatthours
7006,2019-09-12T01,Tennessee,25259,megawatthours
7005,2019-09-12T02,Tennessee,24147,megawatthours
7004,2019-09-12T03,Tennessee,22270,megawatthours
7003,2019-09-12T04,Tennessee,20406,megawatthours
7002,2019-09-12T05,Tennessee,18695,megawatthours
7001,2019-09-12T06,Tennessee,17443,megawatthours
7000,2019-09-12T07,Tennessee,16471,megawatthours
6999,2019-09-12T08,Tennessee,15852,megawatthours
6998,2019-09-12T09,Tennessee,15535,megawatthours
6997,2019-09-12T10,Tennessee,15779,megawatthours
6996,2019-09-12T11,Tennessee,16705,megawatthours
6995,2019-09-12T12,Tennessee,17693,megawatthours
6994,2019-09-12T13,Tennessee,18243,megawatthours
6993,2019-09-12T14,Tennessee,19479,megawatthours
6992,2019-09-12T15,Tennessee,21217,megawatthours
6991,2019-09-12T16,Tennessee,23307,megawatthours
6990,2019-09-12T17,Tennessee,25219,megawatthours
6989,2019-09-12T18,Tennessee,26626,megawatthours
