YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2021,1,GA,Total Electric Power Industry,Total,"10,325,059"
2021,1,GA,Total Electric Power Industry,Coal,"1,258,500"
2021,1,GA,Total Electric Power Industry,Pumped Storage,"-10,320"
2021,1,GA,Total Electric Power Industry,Hydroelectric Conventional,"355,845"
2021,1,GA,Total Electric Power Industry,Natural Gas,"4,893,544"
2021,1,GA,Total Electric Power Industry,Nuclear,"3,043,864"
2021,1,GA,Total Electric Power Industry,Other,"6,908"
2021,1,GA,Total Electric Power Industry,Petroleum,"22,623"
2021,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"250,010"
2021,1,GA,Total Electric Power Industry,Other Biomass,"29,383"
2021,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"474,702"
2021,1,GA,"Combined Heat and Power, Industrial Power",Total,"446,596"
2021,1,GA,"Combined Heat and Power, Industrial Power",Coal,"16,970"
2021,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,994
2021,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,"70,287"
2021,1,GA,"Combined Heat and Power, Industrial Power",Other,"6,916"
2021,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,"19,425"
2021,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,"3,783"
2021,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"328,221"
2021,1,GA,"Combined Heat and Power, Commercial Power",Total,217
2021,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2021,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,110
2021,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,107
2021,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2021,1,GA,"Combined Heat and Power, Electric Power",Total,"33,296"
2021,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,"2,180"
2021,1,GA,"Combined Heat and Power, Electric Power",Petroleum,0
2021,1,GA,"Combined Heat and Power, Electric Power",Other Biomass,598
2021,1,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"30,518"
2021,1,GA,"Electric Generators, Independent Power Producers",Total,"1,209,439"
2021,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,853
2021,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,"840,991"
2021,1,GA,"Electric Generators, Independent Power Producers",Other,-8
2021,1,GA,"Electric Generators, Independent Power Producers",Petroleum,313
2021,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"226,325"
2021,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,"25,002"
2021,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"115,963"
2021,1,GA,"Electric Generators, Electric Utilities",Total,"8,635,512"
2021,1,GA,"Electric Generators, Electric Utilities",Coal,"1,241,530"
2021,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,"-10,320"
2021,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"353,997"
2021,1,GA,"Electric Generators, Electric Utilities",Natural Gas,"3,980,086"
2021,1,GA,"Electric Generators, Electric Utilities",Nuclear,"3,043,864"
2021,1,GA,"Electric Generators, Electric Utilities",Other,0
2021,1,GA,"Electric Generators, Electric Utilities",Petroleum,"2,776"
2021,1,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"23,579"
2021,1,HI,Total Electric Power Industry,Total,"761,083"
2021,1,HI,Total Electric Power Industry,Coal,"95,642"
2021,1,HI,Total Electric Power Industry,Geothermal,"15,212"
2021,1,HI,Total Electric Power Industry,Hydroelectric Conventional,"10,246"
2021,1,HI,Total Electric Power Industry,Other Gases,0
2021,1,HI,Total Electric Power Industry,Other,"18,816"
2021,1,HI,Total Electric Power Industry,Petroleum,"502,147"
2021,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"35,579"
2021,1,HI,Total Electric Power Industry,Other Biomass,"27,059"
2021,1,HI,Total Electric Power Industry,Wind,"56,383"
2021,1,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,1,HI,"Combined Heat and Power, Industrial Power",Total,"19,857"
2021,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"6,865"
2021,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,0
2021,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,"12,992"
2021,1,HI,"Combined Heat and Power, Commercial Power",Total,"34,985"
2021,1,HI,"Combined Heat and Power, Commercial Power",Other,"19,091"
2021,1,HI,"Combined Heat and Power, Commercial Power",Petroleum,274
2021,1,HI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,0
2021,1,HI,"Combined Heat and Power, Commercial Power",Other Biomass,"15,620"
2021,1,HI,"Combined Heat and Power, Electric Power",Total,"156,692"
2021,1,HI,"Combined Heat and Power, Electric Power",Coal,"95,642"
2021,1,HI,"Combined Heat and Power, Electric Power",Other,0
2021,1,HI,"Combined Heat and Power, Electric Power",Petroleum,"61,051"
2021,1,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,1,HI,"Electric Generators, Independent Power Producers",Total,"129,077"
2021,1,HI,"Electric Generators, Independent Power Producers",Geothermal,"15,212"
2021,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,063"
2021,1,HI,"Electric Generators, Independent Power Producers",Other,-244
2021,1,HI,"Electric Generators, Independent Power Producers",Petroleum,"16,347"
2021,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"29,779"
2021,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,"8,536"
2021,1,HI,"Electric Generators, Independent Power Producers",Wind,"56,383"
2021,1,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2021,1,HI,"Electric Generators, Electric Utilities",Total,"420,473"
2021,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,318
2021,1,HI,"Electric Generators, Electric Utilities",Other,-31
2021,1,HI,"Electric Generators, Electric Utilities",Petroleum,"411,483"
2021,1,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,800"
2021,1,HI,"Electric Generators, Electric Utilities",Other Biomass,"2,903"
2021,1,IA,Total Electric Power Industry,Total,"5,625,537"
2021,1,IA,Total Electric Power Industry,Coal,"1,958,359"
2021,1,IA,Total Electric Power Industry,Hydroelectric Conventional,"95,078"
2021,1,IA,Total Electric Power Industry,Natural Gas,"388,974"
2021,1,IA,Total Electric Power Industry,Other,-6
2021,1,IA,Total Electric Power Industry,Petroleum,"11,157"
2021,1,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"7,986"
2021,1,IA,Total Electric Power Industry,Other Biomass,"15,780"
2021,1,IA,Total Electric Power Industry,Wind,"3,148,210"
2021,1,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,1,IA,"Combined Heat and Power, Industrial Power",Total,"157,670"
2021,1,IA,"Combined Heat and Power, Industrial Power",Coal,"103,197"
2021,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"43,356"
2021,1,IA,"Combined Heat and Power, Industrial Power",Other,0
2021,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,"7,661"
2021,1,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"3,455"
2021,1,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2021,1,IA,"Combined Heat and Power, Commercial Power",Total,"14,034"
2021,1,IA,"Combined Heat and Power, Commercial Power",Coal,"4,010"
2021,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"9,126"
2021,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,639
2021,1,IA,"Combined Heat and Power, Commercial Power",Wind,258
2021,1,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,1,IA,"Combined Heat and Power, Electric Power",Total,334
2021,1,IA,"Combined Heat and Power, Electric Power",Other Biomass,334
2021,1,IA,"Electric Generators, Independent Power Producers",Total,"758,778"
2021,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,567
2021,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,2
2021,1,IA,"Electric Generators, Independent Power Producers",Petroleum,194
2021,1,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"7,637"
2021,1,IA,"Electric Generators, Independent Power Producers",Other Biomass,"9,288"
2021,1,IA,"Electric Generators, Independent Power Producers",Wind,"741,089"
2021,1,IA,"Electric Generators, Electric Utilities",Total,"4,694,722"
2021,1,IA,"Electric Generators, Electric Utilities",Coal,"1,851,151"
2021,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"94,511"
2021,1,IA,"Electric Generators, Electric Utilities",Natural Gas,"336,489"
2021,1,IA,"Electric Generators, Electric Utilities",Other,-6
2021,1,IA,"Electric Generators, Electric Utilities",Petroleum,"3,301"
2021,1,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,349
2021,1,IA,"Electric Generators, Electric Utilities",Other Biomass,"2,064"
2021,1,IA,"Electric Generators, Electric Utilities",Wind,"2,406,862"
2021,1,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2021,1,ID,Total Electric Power Industry,Total,"1,412,218"
2021,1,ID,Total Electric Power Industry,Coal,"2,604"
2021,1,ID,Total Electric Power Industry,Geothermal,"8,384"
2021,1,ID,Total Electric Power Industry,Hydroelectric Conventional,"673,416"
2021,1,ID,Total Electric Power Industry,Natural Gas,"410,310"
2021,1,ID,Total Electric Power Industry,Other,0
2021,1,ID,Total Electric Power Industry,Petroleum,0
2021,1,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,"21,114"
2021,1,ID,Total Electric Power Industry,Other Biomass,"8,538"
2021,1,ID,Total Electric Power Industry,Wind,"254,101"
2021,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"33,750"
2021,1,ID,"Combined Heat and Power, Industrial Power",Total,"48,242"
2021,1,ID,"Combined Heat and Power, Industrial Power",Coal,"2,604"
2021,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"15,734"
2021,1,ID,"Combined Heat and Power, Industrial Power",Other,0
2021,1,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,1,ID,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,97
2021,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"29,806"
2021,1,ID,"Combined Heat and Power, Commercial Power",Total,"6,339"
2021,1,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"3,598"
2021,1,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,1,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"2,741"
2021,1,ID,"Combined Heat and Power, Electric Power",Total,"4,573"
2021,1,ID,"Combined Heat and Power, Electric Power",Other Biomass,629
2021,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"3,944"
2021,1,ID,"Electric Generators, Independent Power Producers",Total,"487,641"
2021,1,ID,"Electric Generators, Independent Power Producers",Geothermal,"8,384"
2021,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"56,415"
2021,1,ID,"Electric Generators, Independent Power Producers",Natural Gas,"160,370"
2021,1,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"21,017"
2021,1,ID,"Electric Generators, Independent Power Producers",Other Biomass,"3,952"
2021,1,ID,"Electric Generators, Independent Power Producers",Wind,"237,503"
2021,1,ID,"Electric Generators, Electric Utilities",Total,"865,423"
2021,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"617,002"
2021,1,ID,"Electric Generators, Electric Utilities",Natural Gas,"230,608"
2021,1,ID,"Electric Generators, Electric Utilities",Petroleum,0
2021,1,ID,"Electric Generators, Electric Utilities",Other Biomass,"1,215"
2021,1,ID,"Electric Generators, Electric Utilities",Wind,"16,598"
2021,1,IL,Total Electric Power Industry,Total,"16,173,696"
2021,1,IL,Total Electric Power Industry,Coal,"4,036,924"
2021,1,IL,Total Electric Power Industry,Hydroelectric Conventional,"12,373"
2021,1,IL,Total Electric Power Industry,Natural Gas,"1,639,871"
2021,1,IL,Total Electric Power Industry,Nuclear,"8,801,339"
2021,1,IL,Total Electric Power Industry,Other Gases,"24,094"
2021,1,IL,Total Electric Power Industry,Other,"22,471"
2021,1,IL,Total Electric Power Industry,Petroleum,"3,953"
2021,1,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"7,174"
2021,1,IL,Total Electric Power Industry,Other Biomass,"35,168"
2021,1,IL,Total Electric Power Industry,Wind,"1,590,330"
2021,1,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,1,IL,"Combined Heat and Power, Industrial Power",Total,"241,871"
2021,1,IL,"Combined Heat and Power, Industrial Power",Coal,"133,584"
2021,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"59,980"
2021,1,IL,"Combined Heat and Power, Industrial Power",Other Gases,"24,094"
2021,1,IL,"Combined Heat and Power, Industrial Power",Other,"24,213"
2021,1,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,1,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2021,1,IL,"Combined Heat and Power, Commercial Power",Total,"48,012"
2021,1,IL,"Combined Heat and Power, Commercial Power",Coal,745
2021,1,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2021,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"46,853"
2021,1,IL,"Combined Heat and Power, Commercial Power",Petroleum,19
2021,1,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,0
2021,1,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2021,1,IL,"Combined Heat and Power, Commercial Power",Wind,395
2021,1,IL,"Combined Heat and Power, Electric Power",Total,"54,516"
2021,1,IL,"Combined Heat and Power, Electric Power",Natural Gas,"53,892"
2021,1,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2021,1,IL,"Combined Heat and Power, Electric Power",Other Biomass,625
2021,1,IL,"Electric Generators, Independent Power Producers",Total,"15,547,977"
2021,1,IL,"Electric Generators, Independent Power Producers",Coal,"3,725,875"
2021,1,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"5,600"
2021,1,IL,"Electric Generators, Independent Power Producers",Natural Gas,"1,398,204"
2021,1,IL,"Electric Generators, Independent Power Producers",Nuclear,"8,801,339"
2021,1,IL,"Electric Generators, Independent Power Producers",Other,"-1,742"
2021,1,IL,"Electric Generators, Independent Power Producers",Petroleum,"3,039"
2021,1,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"7,073"
2021,1,IL,"Electric Generators, Independent Power Producers",Other Biomass,"19,577"
2021,1,IL,"Electric Generators, Independent Power Producers",Wind,"1,589,013"
2021,1,IL,"Electric Generators, Electric Utilities",Total,"281,318"
2021,1,IL,"Electric Generators, Electric Utilities",Coal,"176,720"
2021,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"6,772"
2021,1,IL,"Electric Generators, Electric Utilities",Natural Gas,"80,941"
2021,1,IL,"Electric Generators, Electric Utilities",Other,0
2021,1,IL,"Electric Generators, Electric Utilities",Petroleum,895
2021,1,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,101
2021,1,IL,"Electric Generators, Electric Utilities",Other Biomass,"14,967"
2021,1,IL,"Electric Generators, Electric Utilities",Wind,923
2021,1,IN,Total Electric Power Industry,Total,"8,931,826"
2021,1,IN,Total Electric Power Industry,Coal,"5,153,197"
2021,1,IN,Total Electric Power Industry,Hydroelectric Conventional,"38,121"
2021,1,IN,Total Electric Power Industry,Natural Gas,"2,747,156"
2021,1,IN,Total Electric Power Industry,Other Gases,"206,190"
2021,1,IN,Total Electric Power Industry,Other,"43,195"
2021,1,IN,Total Electric Power Industry,Petroleum,"10,673"
2021,1,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"12,731"
2021,1,IN,Total Electric Power Industry,Other Biomass,"40,626"
2021,1,IN,Total Electric Power Industry,Wind,"679,938"
2021,1,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,1,IN,"Combined Heat and Power, Industrial Power",Total,"392,596"
2021,1,IN,"Combined Heat and Power, Industrial Power",Coal,0
2021,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"139,265"
2021,1,IN,"Combined Heat and Power, Industrial Power",Other Gases,"206,190"
2021,1,IN,"Combined Heat and Power, Industrial Power",Other,"41,106"
2021,1,IN,"Combined Heat and Power, Industrial Power",Petroleum,183
2021,1,IN,"Combined Heat and Power, Industrial Power",Other Biomass,"5,853"
2021,1,IN,"Combined Heat and Power, Commercial Power",Total,"21,456"
2021,1,IN,"Combined Heat and Power, Commercial Power",Coal,"3,180"
2021,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas,"14,347"
