YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2021,4,LA,"Combined Heat and Power, Commercial Power",Total,"16,391"
2021,4,LA,"Combined Heat and Power, Commercial Power",Natural Gas,"16,391"
2021,4,LA,"Combined Heat and Power, Electric Power",Total,"262,647"
2021,4,LA,"Combined Heat and Power, Electric Power",Natural Gas,"262,647"
2021,4,LA,"Electric Generators, Independent Power Producers",Total,"174,882"
2021,4,LA,"Electric Generators, Independent Power Producers",Coal,"60,560"
2021,4,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"84,112"
2021,4,LA,"Electric Generators, Independent Power Producers",Natural Gas,"12,385"
2021,4,LA,"Electric Generators, Independent Power Producers",Petroleum,0
2021,4,LA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"11,633"
2021,4,LA,"Electric Generators, Independent Power Producers",Other Biomass,"6,192"
2021,4,LA,"Electric Generators, Electric Utilities",Total,"4,626,487"
2021,4,LA,"Electric Generators, Electric Utilities",Coal,"496,447"
2021,4,LA,"Electric Generators, Electric Utilities",Natural Gas,"2,687,338"
2021,4,LA,"Electric Generators, Electric Utilities",Nuclear,"1,281,537"
2021,4,LA,"Electric Generators, Electric Utilities",Other,"16,181"
2021,4,LA,"Electric Generators, Electric Utilities",Petroleum,"142,413"
2021,4,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,571"
2021,4,MA,Total Electric Power Industry,Total,"1,095,313"
2021,4,MA,Total Electric Power Industry,Coal,0
2021,4,MA,Total Electric Power Industry,Pumped Storage,"-35,387"
2021,4,MA,Total Electric Power Industry,Hydroelectric Conventional,"136,077"
2021,4,MA,Total Electric Power Industry,Natural Gas,"684,307"
2021,4,MA,Total Electric Power Industry,Other,"69,102"
2021,4,MA,Total Electric Power Industry,Petroleum,950
2021,4,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"151,340"
2021,4,MA,Total Electric Power Industry,Other Biomass,"67,585"
2021,4,MA,Total Electric Power Industry,Wind,"19,038"
2021,4,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,301"
2021,4,MA,"Combined Heat and Power, Industrial Power",Total,"16,188"
2021,4,MA,"Combined Heat and Power, Industrial Power",Coal,0
2021,4,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"15,727"
2021,4,MA,"Combined Heat and Power, Industrial Power",Other,0
2021,4,MA,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,456
2021,4,MA,"Combined Heat and Power, Industrial Power",Wind,5
2021,4,MA,"Combined Heat and Power, Commercial Power",Total,"33,316"
2021,4,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,567
2021,4,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"27,471"
2021,4,MA,"Combined Heat and Power, Commercial Power",Other,17
2021,4,MA,"Combined Heat and Power, Commercial Power",Petroleum,98
2021,4,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,650
2021,4,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,021"
2021,4,MA,"Combined Heat and Power, Commercial Power",Wind,"2,492"
2021,4,MA,"Combined Heat and Power, Electric Power",Total,"113,208"
2021,4,MA,"Combined Heat and Power, Electric Power",Natural Gas,"113,208"
2021,4,MA,"Combined Heat and Power, Electric Power",Petroleum,0
2021,4,MA,"Electric Generators, Independent Power Producers",Total,"883,723"
2021,4,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-35,387"
2021,4,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"101,555"
2021,4,MA,"Electric Generators, Independent Power Producers",Natural Gas,"526,160"
2021,4,MA,"Electric Generators, Independent Power Producers",Other,"69,132"
2021,4,MA,"Electric Generators, Independent Power Producers",Petroleum,-22
2021,4,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"142,005"
2021,4,MA,"Electric Generators, Independent Power Producers",Other Biomass,"65,563"
2021,4,MA,"Electric Generators, Independent Power Producers",Wind,"12,416"
2021,4,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"2,301"
2021,4,MA,"Electric Generators, Electric Utilities",Total,"48,878"
2021,4,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"33,955"
2021,4,MA,"Electric Generators, Electric Utilities",Natural Gas,"1,741"
2021,4,MA,"Electric Generators, Electric Utilities",Other,-47
2021,4,MA,"Electric Generators, Electric Utilities",Petroleum,874
2021,4,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"8,230"
2021,4,MA,"Electric Generators, Electric Utilities",Wind,"4,125"
2021,4,MD,Total Electric Power Industry,Total,"2,970,282"
2021,4,MD,Total Electric Power Industry,Coal,"22,096"
2021,4,MD,Total Electric Power Industry,Hydroelectric Conventional,"193,848"
2021,4,MD,Total Electric Power Industry,Natural Gas,"1,279,745"
2021,4,MD,Total Electric Power Industry,Nuclear,"1,297,994"
2021,4,MD,Total Electric Power Industry,Other,"25,761"
2021,4,MD,Total Electric Power Industry,Petroleum,"5,457"
2021,4,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"61,915"
2021,4,MD,Total Electric Power Industry,Other Biomass,"26,489"
2021,4,MD,Total Electric Power Industry,Wind,"56,554"
2021,4,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,423
2021,4,MD,"Combined Heat and Power, Industrial Power",Total,"2,944"
2021,4,MD,"Combined Heat and Power, Industrial Power",Natural Gas,"2,944"
2021,4,MD,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,MD,"Combined Heat and Power, Commercial Power",Total,"20,107"
2021,4,MD,"Combined Heat and Power, Commercial Power",Coal,0
2021,4,MD,"Combined Heat and Power, Commercial Power",Natural Gas,"17,912"
2021,4,MD,"Combined Heat and Power, Commercial Power",Petroleum,30
2021,4,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,723"
2021,4,MD,"Combined Heat and Power, Commercial Power",Other Biomass,19
2021,4,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,423
2021,4,MD,"Combined Heat and Power, Electric Power",Total,"116,021"
2021,4,MD,"Combined Heat and Power, Electric Power",Coal,"11,441"
2021,4,MD,"Combined Heat and Power, Electric Power",Natural Gas,"86,369"
2021,4,MD,"Combined Heat and Power, Electric Power",Other,"9,824"
2021,4,MD,"Combined Heat and Power, Electric Power",Petroleum,350
2021,4,MD,"Combined Heat and Power, Electric Power",Other Biomass,"8,037"
2021,4,MD,"Electric Generators, Independent Power Producers",Total,"2,595,015"
2021,4,MD,"Electric Generators, Independent Power Producers",Coal,"10,655"
2021,4,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"193,848"
2021,4,MD,"Electric Generators, Independent Power Producers",Natural Gas,"936,940"
2021,4,MD,"Electric Generators, Independent Power Producers",Nuclear,"1,297,994"
2021,4,MD,"Electric Generators, Independent Power Producers",Other,"15,937"
2021,4,MD,"Electric Generators, Independent Power Producers",Petroleum,"5,254"
2021,4,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"59,400"
2021,4,MD,"Electric Generators, Independent Power Producers",Other Biomass,"18,433"
2021,4,MD,"Electric Generators, Independent Power Producers",Wind,"56,554"
2021,4,MD,"Electric Generators, Electric Utilities",Total,"236,195"
2021,4,MD,"Electric Generators, Electric Utilities",Natural Gas,"235,579"
2021,4,MD,"Electric Generators, Electric Utilities",Petroleum,-176
2021,4,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,792
2021,4,ME,Total Electric Power Industry,Total,"855,805"
2021,4,ME,Total Electric Power Industry,Coal,958
2021,4,ME,Total Electric Power Industry,Hydroelectric Conventional,"311,518"
2021,4,ME,Total Electric Power Industry,Natural Gas,"149,319"
2021,4,ME,Total Electric Power Industry,Other,"7,378"
2021,4,ME,Total Electric Power Industry,Petroleum,774
2021,4,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,"10,485"
2021,4,ME,Total Electric Power Industry,Other Biomass,"5,838"
2021,4,ME,Total Electric Power Industry,Wind,"250,134"
2021,4,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"119,400"
2021,4,ME,"Combined Heat and Power, Industrial Power",Total,"112,527"
2021,4,ME,"Combined Heat and Power, Industrial Power",Coal,0
2021,4,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"9,815"
2021,4,ME,"Combined Heat and Power, Industrial Power",Natural Gas,"52,766"
2021,4,ME,"Combined Heat and Power, Industrial Power",Other,"2,146"
2021,4,ME,"Combined Heat and Power, Industrial Power",Petroleum,275
2021,4,ME,"Combined Heat and Power, Industrial Power",Other Biomass,447
2021,4,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"47,077"
2021,4,ME,"Combined Heat and Power, Commercial Power",Total,"4,404"
2021,4,ME,"Combined Heat and Power, Commercial Power",Natural Gas,"2,682"
2021,4,ME,"Combined Heat and Power, Commercial Power",Other,921
2021,4,ME,"Combined Heat and Power, Commercial Power",Petroleum,48
2021,4,ME,"Combined Heat and Power, Commercial Power",Other Biomass,753
2021,4,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,4,ME,"Combined Heat and Power, Electric Power",Total,"12,319"
2021,4,ME,"Combined Heat and Power, Electric Power",Coal,958
2021,4,ME,"Combined Heat and Power, Electric Power",Other,"1,100"
2021,4,ME,"Combined Heat and Power, Electric Power",Petroleum,422
2021,4,ME,"Combined Heat and Power, Electric Power",Other Biomass,115
2021,4,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"9,725"
2021,4,ME,"Electric Generators, Independent Power Producers",Total,"726,371"
2021,4,ME,"Electric Generators, Independent Power Producers",Coal,0
2021,4,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"301,519"
2021,4,ME,"Electric Generators, Independent Power Producers",Natural Gas,"93,871"
2021,4,ME,"Electric Generators, Independent Power Producers",Other,"3,212"
2021,4,ME,"Electric Generators, Independent Power Producers",Petroleum,29
2021,4,ME,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"10,485"
2021,4,ME,"Electric Generators, Independent Power Producers",Other Biomass,"4,523"
2021,4,ME,"Electric Generators, Independent Power Producers",Wind,"250,134"
2021,4,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"62,598"
2021,4,ME,"Electric Generators, Electric Utilities",Total,184
2021,4,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,184
2021,4,MI,Total Electric Power Industry,Total,"7,837,922"
2021,4,MI,Total Electric Power Industry,Coal,"1,827,958"
2021,4,MI,Total Electric Power Industry,Pumped Storage,"-30,860"
2021,4,MI,Total Electric Power Industry,Hydroelectric Conventional,"119,681"
2021,4,MI,Total Electric Power Industry,Natural Gas,"2,249,188"
2021,4,MI,Total Electric Power Industry,Nuclear,"2,626,384"
2021,4,MI,Total Electric Power Industry,Other Gases,"100,947"
2021,4,MI,Total Electric Power Industry,Other,"10,730"
2021,4,MI,Total Electric Power Industry,Petroleum,"54,873"
2021,4,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"40,015"
2021,4,MI,Total Electric Power Industry,Other Biomass,"78,388"
2021,4,MI,Total Electric Power Industry,Wind,"653,129"
2021,4,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"107,488"
2021,4,MI,"Combined Heat and Power, Industrial Power",Total,"108,433"
2021,4,MI,"Combined Heat and Power, Industrial Power",Coal,17
2021,4,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,940
2021,4,MI,"Combined Heat and Power, Industrial Power",Natural Gas,"48,027"
2021,4,MI,"Combined Heat and Power, Industrial Power",Other,"1,318"
2021,4,MI,"Combined Heat and Power, Industrial Power",Petroleum,"10,730"
2021,4,MI,"Combined Heat and Power, Industrial Power",Other Biomass,71
2021,4,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"47,330"
2021,4,MI,"Combined Heat and Power, Commercial Power",Total,"56,659"
2021,4,MI,"Combined Heat and Power, Commercial Power",Coal,0
2021,4,MI,"Combined Heat and Power, Commercial Power",Natural Gas,"48,676"
2021,4,MI,"Combined Heat and Power, Commercial Power",Other,"4,378"
2021,4,MI,"Combined Heat and Power, Commercial Power",Petroleum,10
2021,4,MI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,12
2021,4,MI,"Combined Heat and Power, Commercial Power",Other Biomass,"3,582"
2021,4,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,4,MI,"Combined Heat and Power, Electric Power",Total,"1,104,236"
2021,4,MI,"Combined Heat and Power, Electric Power",Coal,"28,500"
2021,4,MI,"Combined Heat and Power, Electric Power",Natural Gas,"969,650"
2021,4,MI,"Combined Heat and Power, Electric Power",Other Gases,"101,332"
2021,4,MI,"Combined Heat and Power, Electric Power",Other,696
2021,4,MI,"Combined Heat and Power, Electric Power",Petroleum,0
2021,4,MI,"Combined Heat and Power, Electric Power",Other Biomass,836
2021,4,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"3,222"
2021,4,MI,"Electric Generators, Independent Power Producers",Total,"1,604,993"
2021,4,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"6,155"
2021,4,MI,"Electric Generators, Independent Power Producers",Natural Gas,"515,135"
2021,4,MI,"Electric Generators, Independent Power Producers",Nuclear,"585,761"
2021,4,MI,"Electric Generators, Independent Power Producers",Other,"4,343"
2021,4,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2021,4,MI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"31,456"
2021,4,MI,"Electric Generators, Independent Power Producers",Other Biomass,"73,899"
2021,4,MI,"Electric Generators, Independent Power Producers",Wind,"331,309"
2021,4,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"56,936"
2021,4,MI,"Electric Generators, Electric Utilities",Total,"4,963,601"
2021,4,MI,"Electric Generators, Electric Utilities",Coal,"1,799,441"
2021,4,MI,"Electric Generators, Electric Utilities",Pumped Storage,"-30,860"
2021,4,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"112,586"
2021,4,MI,"Electric Generators, Electric Utilities",Natural Gas,"667,700"
2021,4,MI,"Electric Generators, Electric Utilities",Nuclear,"2,040,623"
2021,4,MI,"Electric Generators, Electric Utilities",Other Gases,-385
2021,4,MI,"Electric Generators, Electric Utilities",Other,-6
2021,4,MI,"Electric Generators, Electric Utilities",Petroleum,"44,134"
2021,4,MI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"8,548"
2021,4,MI,"Electric Generators, Electric Utilities",Wind,"321,820"
2021,4,MN,Total Electric Power Industry,Total,"3,839,522"
2021,4,MN,Total Electric Power Industry,Coal,"559,117"
2021,4,MN,Total Electric Power Industry,Hydroelectric Conventional,"51,819"
2021,4,MN,Total Electric Power Industry,Natural Gas,"720,646"
2021,4,MN,Total Electric Power Industry,Nuclear,"991,852"
2021,4,MN,Total Electric Power Industry,Other,"27,538"
2021,4,MN,Total Electric Power Industry,Petroleum,"8,897"
2021,4,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"164,003"
2021,4,MN,Total Electric Power Industry,Other Biomass,"28,001"
2021,4,MN,Total Electric Power Industry,Wind,"1,233,340"
2021,4,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,"54,309"
2021,4,MN,"Combined Heat and Power, Industrial Power",Total,"70,301"
2021,4,MN,"Combined Heat and Power, Industrial Power",Coal,"8,140"
2021,4,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"6,964"
2021,4,MN,"Combined Heat and Power, Industrial Power",Natural Gas,"11,253"
2021,4,MN,"Combined Heat and Power, Industrial Power",Petroleum,108
2021,4,MN,"Combined Heat and Power, Industrial Power",Other Biomass,386
2021,4,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"43,449"
2021,4,MN,"Combined Heat and Power, Commercial Power",Total,"22,520"
2021,4,MN,"Combined Heat and Power, Commercial Power",Coal,64
2021,4,MN,"Combined Heat and Power, Commercial Power",Natural Gas,"8,041"
2021,4,MN,"Combined Heat and Power, Commercial Power",Other,"3,390"
2021,4,MN,"Combined Heat and Power, Commercial Power",Petroleum,86
2021,4,MN,"Combined Heat and Power, Commercial Power",Other Biomass,"1,660"
2021,4,MN,"Combined Heat and Power, Commercial Power",Wind,"2,456"
2021,4,MN,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"6,825"
2021,4,MN,"Combined Heat and Power, Electric Power",Total,"102,430"
2021,4,MN,"Combined Heat and Power, Electric Power",Natural Gas,"93,672"
2021,4,MN,"Combined Heat and Power, Electric Power",Petroleum,363
2021,4,MN,"Combined Heat and Power, Electric Power",Other Biomass,"4,365"
2021,4,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"4,030"
2021,4,MN,"Electric Generators, Independent Power Producers",Total,"1,265,326"
2021,4,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"14,136"
2021,4,MN,"Electric Generators, Independent Power Producers",Natural Gas,"176,877"
2021,4,MN,"Electric Generators, Independent Power Producers",Other,"12,561"
2021,4,MN,"Electric Generators, Independent Power Producers",Petroleum,56
2021,4,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"161,763"
2021,4,MN,"Electric Generators, Independent Power Producers",Other Biomass,"9,521"
2021,4,MN,"Electric Generators, Independent Power Producers",Wind,"890,411"
2021,4,MN,"Electric Generators, Electric Utilities",Total,"2,378,946"
2021,4,MN,"Electric Generators, Electric Utilities",Coal,"550,913"
2021,4,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"30,719"
2021,4,MN,"Electric Generators, Electric Utilities",Natural Gas,"430,802"
2021,4,MN,"Electric Generators, Electric Utilities",Nuclear,"991,852"
2021,4,MN,"Electric Generators, Electric Utilities",Other,"11,588"
2021,4,MN,"Electric Generators, Electric Utilities",Petroleum,"8,284"
2021,4,MN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,239"
2021,4,MN,"Electric Generators, Electric Utilities",Other Biomass,"12,070"
2021,4,MN,"Electric Generators, Electric Utilities",Wind,"340,474"
2021,4,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,5
2021,4,MO,Total Electric Power Industry,Total,"5,007,376"
2021,4,MO,Total Electric Power Industry,Coal,"3,900,578"
2021,4,MO,Total Electric Power Industry,Pumped Storage,"16,907"
2021,4,MO,Total Electric Power Industry,Hydroelectric Conventional,"131,955"
2021,4,MO,Total Electric Power Industry,Natural Gas,"295,695"
2021,4,MO,Total Electric Power Industry,Nuclear,0
2021,4,MO,Total Electric Power Industry,Other,0
2021,4,MO,Total Electric Power Industry,Petroleum,"14,685"
2021,4,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"10,420"
2021,4,MO,Total Electric Power Industry,Other Biomass,"6,937"
2021,4,MO,Total Electric Power Industry,Wind,"629,178"
2021,4,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,021"
2021,4,MO,"Combined Heat and Power, Industrial Power",Total,"3,697"
2021,4,MO,"Combined Heat and Power, Industrial Power",Coal,0
2021,4,MO,"Combined Heat and Power, Industrial Power",Natural Gas,"3,439"
2021,4,MO,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,MO,"Combined Heat and Power, Industrial Power",Other Biomass,258
2021,4,MO,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2021,4,MO,"Combined Heat and Power, Commercial Power",Total,"14,463"
2021,4,MO,"Combined Heat and Power, Commercial Power",Coal,0
2021,4,MO,"Combined Heat and Power, Commercial Power",Natural Gas,"13,364"
2021,4,MO,"Combined Heat and Power, Commercial Power",Petroleum,30
2021,4,MO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,48
2021,4,MO,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,021"
2021,4,MO,"Combined Heat and Power, Electric Power",Total,"2,358"
2021,4,MO,"Combined Heat and Power, Electric Power",Coal,0
2021,4,MO,"Combined Heat and Power, Electric Power",Natural Gas,"2,358"
2021,4,MO,"Combined Heat and Power, Electric Power",Petroleum,0
2021,4,MO,"Electric Generators, Independent Power Producers",Total,"518,070"
2021,4,MO,"Electric Generators, Independent Power Producers",Natural Gas,"98,963"
2021,4,MO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"8,521"
2021,4,MO,"Electric Generators, Independent Power Producers",Other Biomass,"3,139"
2021,4,MO,"Electric Generators, Independent Power Producers",Wind,"407,447"
2021,4,MO,"Electric Generators, Electric Utilities",Total,"4,468,788"
2021,4,MO,"Electric Generators, Electric Utilities",Coal,"3,900,578"
2021,4,MO,"Electric Generators, Electric Utilities",Pumped Storage,"16,907"
2021,4,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"131,955"
2021,4,MO,"Electric Generators, Electric Utilities",Natural Gas,"177,571"
2021,4,MO,"Electric Generators, Electric Utilities",Nuclear,0
2021,4,MO,"Electric Generators, Electric Utilities",Other,0
2021,4,MO,"Electric Generators, Electric Utilities",Petroleum,"14,655"
2021,4,MO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,851"
2021,4,MO,"Electric Generators, Electric Utilities",Other Biomass,"3,541"
2021,4,MO,"Electric Generators, Electric Utilities",Wind,"221,731"
2021,4,MO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2021,4,MS,Total Electric Power Industry,Total,"5,244,507"
2021,4,MS,Total Electric Power Industry,Coal,"594,528"
2021,4,MS,Total Electric Power Industry,Natural Gas,"3,837,297"
2021,4,MS,Total Electric Power Industry,Nuclear,"647,047"
2021,4,MS,Total Electric Power Industry,Other,0
2021,4,MS,Total Electric Power Industry,Petroleum,405
2021,4,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"45,744"
2021,4,MS,Total Electric Power Industry,Other Biomass,891
2021,4,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,"118,594"
2021,4,MS,"Combined Heat and Power, Industrial Power",Total,"166,085"
2021,4,MS,"Combined Heat and Power, Industrial Power",Coal,0
2021,4,MS,"Combined Heat and Power, Industrial Power",Natural Gas,"47,339"
2021,4,MS,"Combined Heat and Power, Industrial Power",Other,0
2021,4,MS,"Combined Heat and Power, Industrial Power",Petroleum,152
2021,4,MS,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,4,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"118,594"
2021,4,MS,"Combined Heat and Power, Commercial Power",Total,0
2021,4,MS,"Combined Heat and Power, Commercial Power",Natural Gas,0
2021,4,MS,"Electric Generators, Independent Power Producers",Total,"335,858"
2021,4,MS,"Electric Generators, Independent Power Producers",Coal,"289,223"
2021,4,MS,"Electric Generators, Independent Power Producers",Natural Gas,0
2021,4,MS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"45,744"
2021,4,MS,"Electric Generators, Independent Power Producers",Other Biomass,891
2021,4,MS,"Electric Generators, Electric Utilities",Total,"4,742,564"
2021,4,MS,"Electric Generators, Electric Utilities",Coal,"305,305"
2021,4,MS,"Electric Generators, Electric Utilities",Natural Gas,"3,789,958"
2021,4,MS,"Electric Generators, Electric Utilities",Nuclear,"647,047"
2021,4,MS,"Electric Generators, Electric Utilities",Petroleum,254
2021,4,MT,Total Electric Power Industry,Total,"1,849,552"
2021,4,MT,Total Electric Power Industry,Coal,"525,492"
2021,4,MT,Total Electric Power Industry,Hydroelectric Conventional,"928,628"
2021,4,MT,Total Electric Power Industry,Natural Gas,"37,479"
2021,4,MT,Total Electric Power Industry,Other Gases,"1,097"
2021,4,MT,Total Electric Power Industry,Other,"21,310"
2021,4,MT,Total Electric Power Industry,Petroleum,"41,000"
2021,4,MT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,431"
2021,4,MT,Total Electric Power Industry,Other Biomass,956
2021,4,MT,Total Electric Power Industry,Wind,"288,387"
2021,4,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,771"
2021,4,MT,"Combined Heat and Power, Industrial Power",Total,"2,198"
2021,4,MT,"Combined Heat and Power, Industrial Power",Coal,284
2021,4,MT,"Combined Heat and Power, Industrial Power",Natural Gas,56
2021,4,MT,"Combined Heat and Power, Industrial Power",Other Gases,86
2021,4,MT,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,MT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,771"
2021,4,MT,"Combined Heat and Power, Electric Power",Total,"40,779"
2021,4,MT,"Combined Heat and Power, Electric Power",Other Gases,"1,011"
2021,4,MT,"Combined Heat and Power, Electric Power",Petroleum,"39,768"
2021,4,MT,"Electric Generators, Independent Power Producers",Total,"775,562"
2021,4,MT,"Electric Generators, Independent Power Producers",Coal,"525,484"
2021,4,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"11,011"
2021,4,MT,"Electric Generators, Independent Power Producers",Natural Gas,"7,378"
2021,4,MT,"Electric Generators, Independent Power Producers",Other,"21,310"
2021,4,MT,"Electric Generators, Independent Power Producers",Petroleum,"1,194"
2021,4,MT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,431"
2021,4,MT,"Electric Generators, Independent Power Producers",Wind,"205,755"
2021,4,MT,"Electric Generators, Electric Utilities",Total,"1,031,013"
2021,4,MT,"Electric Generators, Electric Utilities",Coal,-275
2021,4,MT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"917,617"
2021,4,MT,"Electric Generators, Electric Utilities",Natural Gas,"30,045"
2021,4,MT,"Electric Generators, Electric Utilities",Petroleum,38
2021,4,MT,"Electric Generators, Electric Utilities",Other Biomass,956
2021,4,MT,"Electric Generators, Electric Utilities",Wind,"82,632"
2021,4,NC,Total Electric Power Industry,Total,"9,050,137"
2021,4,NC,Total Electric Power Industry,Coal,"1,370,984"
2021,4,NC,Total Electric Power Industry,Pumped Storage,0
2021,4,NC,Total Electric Power Industry,Hydroelectric Conventional,"543,374"
2021,4,NC,Total Electric Power Industry,Natural Gas,"2,326,634"
2021,4,NC,Total Electric Power Industry,Nuclear,"3,488,331"
2021,4,NC,Total Electric Power Industry,Other,"19,380"
2021,4,NC,Total Electric Power Industry,Petroleum,"5,299"
2021,4,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,084,374"
2021,4,NC,Total Electric Power Industry,Other Biomass,"45,136"
2021,4,NC,Total Electric Power Industry,Wind,"51,791"
2021,4,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,"114,833"
2021,4,NC,"Combined Heat and Power, Industrial Power",Total,"144,939"
2021,4,NC,"Combined Heat and Power, Industrial Power",Coal,"9,937"
2021,4,NC,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,0
2021,4,NC,"Combined Heat and Power, Industrial Power",Natural Gas,"14,842"
2021,4,NC,"Combined Heat and Power, Industrial Power",Other,"19,397"
2021,4,NC,"Combined Heat and Power, Industrial Power",Petroleum,"1,873"
2021,4,NC,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,4,NC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"98,891"
2021,4,NC,"Combined Heat and Power, Commercial Power",Total,"28,639"
2021,4,NC,"Combined Heat and Power, Commercial Power",Coal,"1,910"
2021,4,NC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,742"
2021,4,NC,"Combined Heat and Power, Commercial Power",Natural Gas,"7,510"
2021,4,NC,"Combined Heat and Power, Commercial Power",Petroleum,59
