,period,value,value-units,Date,Hour Starting
2834,2024-02-07T21-06,45766,megawatthours,2024-02-07,20
2833,2024-02-07T22-06,43998,megawatthours,2024-02-07,21
2832,2024-02-07T23-06,41936,megawatthours,2024-02-07,22
2831,2024-02-08T00-06,40011,megawatthours,2024-02-07,23
2830,2024-02-08T01-06,38462,megawatthours,2024-02-08,0
2829,2024-02-08T02-06,37792,megawatthours,2024-02-08,1
2828,2024-02-08T03-06,37522,megawatthours,2024-02-08,2
2827,2024-02-08T04-06,37470,megawatthours,2024-02-08,3
2826,2024-02-08T05-06,37900,megawatthours,2024-02-08,4
2825,2024-02-08T06-06,39733,megawatthours,2024-02-08,5
2824,2024-02-08T07-06,42817,megawatthours,2024-02-08,6
2823,2024-02-08T08-06,44262,megawatthours,2024-02-08,7
2822,2024-02-08T09-06,44377,megawatthours,2024-02-08,8
2821,2024-02-08T10-06,44506,megawatthours,2024-02-08,9
2820,2024-02-08T11-06,44160,megawatthours,2024-02-08,10
2819,2024-02-08T12-06,44332,megawatthours,2024-02-08,11
2818,2024-02-08T13-06,44354,megawatthours,2024-02-08,12
2817,2024-02-08T14-06,44651,megawatthours,2024-02-08,13
2816,2024-02-08T15-06,44718,megawatthours,2024-02-08,14
2815,2024-02-08T16-06,44584,megawatthours,2024-02-08,15
2814,2024-02-08T17-06,44889,megawatthours,2024-02-08,16
2813,2024-02-08T18-06,45190,megawatthours,2024-02-08,17
2812,2024-02-08T19-06,46311,megawatthours,2024-02-08,18
2811,2024-02-08T20-06,46390,megawatthours,2024-02-08,19
2810,2024-02-08T21-06,45995,megawatthours,2024-02-08,20
2809,2024-02-08T22-06,44829,megawatthours,2024-02-08,21
2808,2024-02-08T23-06,42827,megawatthours,2024-02-08,22
2807,2024-02-09T00-06,40623,megawatthours,2024-02-08,23
2806,2024-02-09T01-06,39125,megawatthours,2024-02-09,0
2805,2024-02-09T02-06,38303,megawatthours,2024-02-09,1
2804,2024-02-09T03-06,37742,megawatthours,2024-02-09,2
2803,2024-02-09T04-06,37688,megawatthours,2024-02-09,3
2802,2024-02-09T05-06,38332,megawatthours,2024-02-09,4
2801,2024-02-09T06-06,40120,megawatthours,2024-02-09,5
2800,2024-02-09T07-06,42961,megawatthours,2024-02-09,6
2799,2024-02-09T08-06,44651,megawatthours,2024-02-09,7
2798,2024-02-09T09-06,44782,megawatthours,2024-02-09,8
2797,2024-02-09T10-06,45440,megawatthours,2024-02-09,9
2796,2024-02-09T11-06,45671,megawatthours,2024-02-09,10
2795,2024-02-09T12-06,45829,megawatthours,2024-02-09,11
2794,2024-02-09T13-06,45836,megawatthours,2024-02-09,12
2793,2024-02-09T14-06,45679,megawatthours,2024-02-09,13
2792,2024-02-09T15-06,45748,megawatthours,2024-02-09,14
2791,2024-02-09T16-06,45538,megawatthours,2024-02-09,15
2790,2024-02-09T17-06,45581,megawatthours,2024-02-09,16
2789,2024-02-09T18-06,45647,megawatthours,2024-02-09,17
2788,2024-02-09T19-06,46468,megawatthours,2024-02-09,18
2787,2024-02-09T20-06,45901,megawatthours,2024-02-09,19
2786,2024-02-09T21-06,45115,megawatthours,2024-02-09,20
2785,2024-02-09T22-06,44160,megawatthours,2024-02-09,21
2784,2024-02-09T23-06,42564,megawatthours,2024-02-09,22
2783,2024-02-10T00-06,40767,megawatthours,2024-02-09,23
2782,2024-02-10T01-06,38894,megawatthours,2024-02-10,0
2781,2024-02-10T02-06,37708,megawatthours,2024-02-10,1
2780,2024-02-10T03-06,37025,megawatthours,2024-02-10,2
2779,2024-02-10T04-06,36887,megawatthours,2024-02-10,3
2778,2024-02-10T05-06,37024,megawatthours,2024-02-10,4
2777,2024-02-10T06-06,37545,megawatthours,2024-02-10,5
2776,2024-02-10T07-06,38575,megawatthours,2024-02-10,6
2775,2024-02-10T08-06,39938,megawatthours,2024-02-10,7
2774,2024-02-10T09-06,41761,megawatthours,2024-02-10,8
2773,2024-02-10T10-06,43408,megawatthours,2024-02-10,9
2772,2024-02-10T11-06,44586,megawatthours,2024-02-10,10
2771,2024-02-10T12-06,44992,megawatthours,2024-02-10,11
2770,2024-02-10T13-06,44851,megawatthours,2024-02-10,12
2769,2024-02-10T14-06,44581,megawatthours,2024-02-10,13
2768,2024-02-10T15-06,44458,megawatthours,2024-02-10,14
2767,2024-02-10T16-06,44056,megawatthours,2024-02-10,15
2766,2024-02-10T17-06,43856,megawatthours,2024-02-10,16
2765,2024-02-10T18-06,44255,megawatthours,2024-02-10,17
2764,2024-02-10T19-06,45369,megawatthours,2024-02-10,18
2763,2024-02-10T20-06,45235,megawatthours,2024-02-10,19
2762,2024-02-10T21-06,44606,megawatthours,2024-02-10,20
2761,2024-02-10T22-06,43846,megawatthours,2024-02-10,21
2760,2024-02-10T23-06,42425,megawatthours,2024-02-10,22
2759,2024-02-11T00-06,41211,megawatthours,2024-02-10,23
2758,2024-02-11T01-06,39677,megawatthours,2024-02-11,0
2757,2024-02-11T02-06,38702,megawatthours,2024-02-11,1
2756,2024-02-11T03-06,38005,megawatthours,2024-02-11,2
2755,2024-02-11T04-06,37671,megawatthours,2024-02-11,3
2754,2024-02-11T05-06,37826,megawatthours,2024-02-11,4
2753,2024-02-11T06-06,38109,megawatthours,2024-02-11,5
2752,2024-02-11T07-06,39132,megawatthours,2024-02-11,6
2751,2024-02-11T08-06,40201,megawatthours,2024-02-11,7
2750,2024-02-11T09-06,42107,megawatthours,2024-02-11,8
2749,2024-02-11T10-06,44013,megawatthours,2024-02-11,9
2748,2024-02-11T11-06,44952,megawatthours,2024-02-11,10
2747,2024-02-11T12-06,45660,megawatthours,2024-02-11,11
2746,2024-02-11T13-06,46269,megawatthours,2024-02-11,12
2745,2024-02-11T14-06,46814,megawatthours,2024-02-11,13
2744,2024-02-11T15-06,47149,megawatthours,2024-02-11,14
2743,2024-02-11T16-06,47577,megawatthours,2024-02-11,15
2742,2024-02-11T17-06,47923,megawatthours,2024-02-11,16
2741,2024-02-11T18-06,47780,megawatthours,2024-02-11,17
2740,2024-02-11T19-06,47690,megawatthours,2024-02-11,18
2739,2024-02-11T20-06,47437,megawatthours,2024-02-11,19
2738,2024-02-11T21-06,47105,megawatthours,2024-02-11,20
2737,2024-02-11T22-06,46224,megawatthours,2024-02-11,21
2736,2024-02-11T23-06,46086,megawatthours,2024-02-11,22
2735,2024-02-12T00-06,44246,megawatthours,2024-02-11,23
2734,2024-02-12T01-06,42715,megawatthours,2024-02-12,0
2733,2024-02-12T02-06,42453,megawatthours,2024-02-12,1
2732,2024-02-12T03-06,42329,megawatthours,2024-02-12,2
2731,2024-02-12T04-06,42743,megawatthours,2024-02-12,3
2730,2024-02-12T05-06,44029,megawatthours,2024-02-12,4
2729,2024-02-12T06-06,46796,megawatthours,2024-02-12,5
2728,2024-02-12T07-06,50907,megawatthours,2024-02-12,6
2727,2024-02-12T08-06,53122,megawatthours,2024-02-12,7
2726,2024-02-12T09-06,52768,megawatthours,2024-02-12,8
2725,2024-02-12T10-06,51645,megawatthours,2024-02-12,9
2724,2024-02-12T11-06,49905,megawatthours,2024-02-12,10
2723,2024-02-12T12-06,48487,megawatthours,2024-02-12,11
2722,2024-02-12T13-06,47003,megawatthours,2024-02-12,12
2721,2024-02-12T14-06,45647,megawatthours,2024-02-12,13
2720,2024-02-12T15-06,44667,megawatthours,2024-02-12,14
2719,2024-02-12T16-06,43937,megawatthours,2024-02-12,15
2718,2024-02-12T17-06,44420,megawatthours,2024-02-12,16
2717,2024-02-12T18-06,45566,megawatthours,2024-02-12,17
2716,2024-02-12T19-06,48404,megawatthours,2024-02-12,18
2715,2024-02-12T20-06,49322,megawatthours,2024-02-12,19
2714,2024-02-12T21-06,49425,megawatthours,2024-02-12,20
2713,2024-02-12T22-06,48712,megawatthours,2024-02-12,21
2712,2024-02-12T23-06,46893,megawatthours,2024-02-12,22
2711,2024-02-13T00-06,45388,megawatthours,2024-02-12,23
2710,2024-02-13T01-06,44741,megawatthours,2024-02-13,0
2709,2024-02-13T02-06,44705,megawatthours,2024-02-13,1
2708,2024-02-13T03-06,44934,megawatthours,2024-02-13,2
2707,2024-02-13T04-06,45515,megawatthours,2024-02-13,3
2706,2024-02-13T05-06,46832,megawatthours,2024-02-13,4
2705,2024-02-13T06-06,50036,megawatthours,2024-02-13,5
2704,2024-02-13T07-06,54409,megawatthours,2024-02-13,6
2703,2024-02-13T08-06,56029,megawatthours,2024-02-13,7
2702,2024-02-13T09-06,53705,megawatthours,2024-02-13,8
2701,2024-02-13T10-06,50195,megawatthours,2024-02-13,9
2700,2024-02-13T11-06,47881,megawatthours,2024-02-13,10
2699,2024-02-13T12-06,45919,megawatthours,2024-02-13,11
2698,2024-02-13T13-06,44352,megawatthours,2024-02-13,12
2697,2024-02-13T14-06,43372,megawatthours,2024-02-13,13
2696,2024-02-13T15-06,42802,megawatthours,2024-02-13,14
2695,2024-02-13T16-06,42726,megawatthours,2024-02-13,15
2694,2024-02-13T17-06,43105,megawatthours,2024-02-13,16
2693,2024-02-13T18-06,43518,megawatthours,2024-02-13,17
2692,2024-02-13T19-06,45344,megawatthours,2024-02-13,18
2691,2024-02-13T20-06,46422,megawatthours,2024-02-13,19
2690,2024-02-13T21-06,46357,megawatthours,2024-02-13,20
2689,2024-02-13T22-06,45842,megawatthours,2024-02-13,21
2688,2024-02-13T23-06,44557,megawatthours,2024-02-13,22
2687,2024-02-14T00-06,42819,megawatthours,2024-02-13,23
2686,2024-02-14T01-06,41843,megawatthours,2024-02-14,0
2685,2024-02-14T02-06,41342,megawatthours,2024-02-14,1
2684,2024-02-14T03-06,41316,megawatthours,2024-02-14,2
2683,2024-02-14T04-06,41544,megawatthours,2024-02-14,3
2682,2024-02-14T05-06,42795,megawatthours,2024-02-14,4
2681,2024-02-14T06-06,45461,megawatthours,2024-02-14,5
2680,2024-02-14T07-06,49593,megawatthours,2024-02-14,6
2679,2024-02-14T08-06,51071,megawatthours,2024-02-14,7
2678,2024-02-14T09-06,49661,megawatthours,2024-02-14,8
2677,2024-02-14T10-06,47971,megawatthours,2024-02-14,9
2676,2024-02-14T11-06,46585,megawatthours,2024-02-14,10
2675,2024-02-14T12-06,45238,megawatthours,2024-02-14,11
2674,2024-02-14T13-06,44288,megawatthours,2024-02-14,12
2673,2024-02-14T14-06,43887,megawatthours,2024-02-14,13
2672,2024-02-14T15-06,43822,megawatthours,2024-02-14,14
2671,2024-02-14T16-06,43548,megawatthours,2024-02-14,15
2670,2024-02-14T17-06,43804,megawatthours,2024-02-14,16
2669,2024-02-14T18-06,44240,megawatthours,2024-02-14,17
2668,2024-02-14T19-06,45508,megawatthours,2024-02-14,18
2667,2024-02-14T20-06,45791,megawatthours,2024-02-14,19
2666,2024-02-14T21-06,45316,megawatthours,2024-02-14,20
2665,2024-02-14T22-06,44231,megawatthours,2024-02-14,21
2664,2024-02-14T23-06,42259,megawatthours,2024-02-14,22
2663,2024-02-15T00-06,40302,megawatthours,2024-02-14,23
2662,2024-02-15T01-06,38751,megawatthours,2024-02-15,0
2661,2024-02-15T02-06,38058,megawatthours,2024-02-15,1
2660,2024-02-15T03-06,37581,megawatthours,2024-02-15,2
2659,2024-02-15T04-06,37638,megawatthours,2024-02-15,3
2658,2024-02-15T05-06,38397,megawatthours,2024-02-15,4
2657,2024-02-15T06-06,40490,megawatthours,2024-02-15,5
2656,2024-02-15T07-06,43781,megawatthours,2024-02-15,6
2655,2024-02-15T08-06,44942,megawatthours,2024-02-15,7
2654,2024-02-15T09-06,44797,megawatthours,2024-02-15,8
2653,2024-02-15T10-06,44641,megawatthours,2024-02-15,9
2652,2024-02-15T11-06,44052,megawatthours,2024-02-15,10
2651,2024-02-15T12-06,43869,megawatthours,2024-02-15,11
2650,2024-02-15T13-06,43519,megawatthours,2024-02-15,12
2649,2024-02-15T14-06,43538,megawatthours,2024-02-15,13
2648,2024-02-15T15-06,43352,megawatthours,2024-02-15,14
2647,2024-02-15T16-06,43434,megawatthours,2024-02-15,15
2646,2024-02-15T17-06,43609,megawatthours,2024-02-15,16
2645,2024-02-15T18-06,43988,megawatthours,2024-02-15,17
2644,2024-02-15T19-06,45287,megawatthours,2024-02-15,18
2643,2024-02-15T20-06,45477,megawatthours,2024-02-15,19
2642,2024-02-15T21-06,45099,megawatthours,2024-02-15,20
2641,2024-02-15T22-06,44087,megawatthours,2024-02-15,21
2640,2024-02-15T23-06,42009,megawatthours,2024-02-15,22
2639,2024-02-16T00-06,39932,megawatthours,2024-02-15,23
2638,2024-02-16T01-06,38411,megawatthours,2024-02-16,0
2637,2024-02-16T02-06,37642,megawatthours,2024-02-16,1
2636,2024-02-16T03-06,37026,megawatthours,2024-02-16,2
2635,2024-02-16T04-06,36983,megawatthours,2024-02-16,3
2634,2024-02-16T05-06,37564,megawatthours,2024-02-16,4
2633,2024-02-16T06-06,39235,megawatthours,2024-02-16,5
2632,2024-02-16T07-06,41930,megawatthours,2024-02-16,6
2631,2024-02-16T08-06,43321,megawatthours,2024-02-16,7
2630,2024-02-16T09-06,43929,megawatthours,2024-02-16,8
2629,2024-02-16T10-06,44663,megawatthours,2024-02-16,9
2628,2024-02-16T11-06,44740,megawatthours,2024-02-16,10
2627,2024-02-16T12-06,44480,megawatthours,2024-02-16,11
2626,2024-02-16T13-06,44445,megawatthours,2024-02-16,12
2625,2024-02-16T14-06,44542,megawatthours,2024-02-16,13
2624,2024-02-16T15-06,44346,megawatthours,2024-02-16,14
2623,2024-02-16T16-06,44201,megawatthours,2024-02-16,15
2622,2024-02-16T17-06,44161,megawatthours,2024-02-16,16
2621,2024-02-16T18-06,44401,megawatthours,2024-02-16,17
2620,2024-02-16T19-06,45282,megawatthours,2024-02-16,18
2619,2024-02-16T20-06,45709,megawatthours,2024-02-16,19
2618,2024-02-16T21-06,45454,megawatthours,2024-02-16,20
2617,2024-02-16T22-06,44943,megawatthours,2024-02-16,21
2616,2024-02-16T23-06,44171,megawatthours,2024-02-16,22
2615,2024-02-17T00-06,42949,megawatthours,2024-02-16,23
2614,2024-02-17T01-06,41990,megawatthours,2024-02-17,0
2613,2024-02-17T02-06,41443,megawatthours,2024-02-17,1
2612,2024-02-17T03-06,41454,megawatthours,2024-02-17,2
2611,2024-02-17T04-06,41710,megawatthours,2024-02-17,3
2610,2024-02-17T05-06,42630,megawatthours,2024-02-17,4
2609,2024-02-17T06-06,44333,megawatthours,2024-02-17,5
2608,2024-02-17T07-06,46425,megawatthours,2024-02-17,6
2607,2024-02-17T08-06,48524,megawatthours,2024-02-17,7
2606,2024-02-17T09-06,50893,megawatthours,2024-02-17,8
2605,2024-02-17T10-06,52511,megawatthours,2024-02-17,9
2604,2024-02-17T11-06,52864,megawatthours,2024-02-17,10
2603,2024-02-17T12-06,52362,megawatthours,2024-02-17,11
2602,2024-02-17T13-06,51390,megawatthours,2024-02-17,12
2601,2024-02-17T14-06,50081,megawatthours,2024-02-17,13
2600,2024-02-17T15-06,48952,megawatthours,2024-02-17,14
2599,2024-02-17T16-06,48711,megawatthours,2024-02-17,15
2598,2024-02-17T17-06,49112,megawatthours,2024-02-17,16
2597,2024-02-17T18-06,50128,megawatthours,2024-02-17,17
2596,2024-02-17T19-06,52431,megawatthours,2024-02-17,18
2595,2024-02-17T20-06,53502,megawatthours,2024-02-17,19
2594,2024-02-17T21-06,53925,megawatthours,2024-02-17,20
2593,2024-02-17T22-06,53724,megawatthours,2024-02-17,21
2592,2024-02-17T23-06,52773,megawatthours,2024-02-17,22
2591,2024-02-18T00-06,51823,megawatthours,2024-02-17,23
2590,2024-02-18T01-06,51040,megawatthours,2024-02-18,0
2589,2024-02-18T02-06,50487,megawatthours,2024-02-18,1
2588,2024-02-18T03-06,50298,megawatthours,2024-02-18,2
2587,2024-02-18T04-06,50664,megawatthours,2024-02-18,3
2586,2024-02-18T05-06,51231,megawatthours,2024-02-18,4
2585,2024-02-18T06-06,52130,megawatthours,2024-02-18,5
2584,2024-02-18T07-06,53999,megawatthours,2024-02-18,6
2583,2024-02-18T08-06,54999,megawatthours,2024-02-18,7
2582,2024-02-18T09-06,54772,megawatthours,2024-02-18,8
2581,2024-02-18T10-06,52495,megawatthours,2024-02-18,9
2580,2024-02-18T11-06,49973,megawatthours,2024-02-18,10
2579,2024-02-18T12-06,47608,megawatthours,2024-02-18,11
2578,2024-02-18T13-06,45588,megawatthours,2024-02-18,12
2577,2024-02-18T14-06,43991,megawatthours,2024-02-18,13
2576,2024-02-18T15-06,42803,megawatthours,2024-02-18,14
2575,2024-02-18T16-06,42210,megawatthours,2024-02-18,15
2574,2024-02-18T17-06,42091,megawatthours,2024-02-18,16
2573,2024-02-18T18-06,43058,megawatthours,2024-02-18,17
2572,2024-02-18T19-06,45976,megawatthours,2024-02-18,18
2571,2024-02-18T20-06,48102,megawatthours,2024-02-18,19
2570,2024-02-18T21-06,48715,megawatthours,2024-02-18,20
2569,2024-02-18T22-06,49115,megawatthours,2024-02-18,21
2568,2024-02-18T23-06,48318,megawatthours,2024-02-18,22
2567,2024-02-19T00-06,47425,megawatthours,2024-02-18,23
2566,2024-02-19T01-06,46672,megawatthours,2024-02-19,0
2565,2024-02-19T02-06,46332,megawatthours,2024-02-19,1
2564,2024-02-19T03-06,46614,megawatthours,2024-02-19,2
2563,2024-02-19T04-06,47381,megawatthours,2024-02-19,3
2562,2024-02-19T05-06,48922,megawatthours,2024-02-19,4
2561,2024-02-19T06-06,51614,megawatthours,2024-02-19,5
2560,2024-02-19T07-06,54935,megawatthours,2024-02-19,6
2559,2024-02-19T08-06,56182,megawatthours,2024-02-19,7
2558,2024-02-19T09-06,54514,megawatthours,2024-02-19,8
2557,2024-02-19T10-06,51581,megawatthours,2024-02-19,9
2556,2024-02-19T11-06,49084,megawatthours,2024-02-19,10
2555,2024-02-19T12-06,46990,megawatthours,2024-02-19,11
2554,2024-02-19T13-06,45006,megawatthours,2024-02-19,12
2553,2024-02-19T14-06,43974,megawatthours,2024-02-19,13
2552,2024-02-19T15-06,43462,megawatthours,2024-02-19,14
2551,2024-02-19T16-06,43160,megawatthours,2024-02-19,15
2550,2024-02-19T17-06,43321,megawatthours,2024-02-19,16
2549,2024-02-19T18-06,44002,megawatthours,2024-02-19,17
2548,2024-02-19T19-06,45390,megawatthours,2024-02-19,18
2547,2024-02-19T20-06,46998,megawatthours,2024-02-19,19
2546,2024-02-19T21-06,46753,megawatthours,2024-02-19,20
2545,2024-02-19T22-06,45548,megawatthours,2024-02-19,21
2544,2024-02-19T23-06,43817,megawatthours,2024-02-19,22
2543,2024-02-20T00-06,41904,megawatthours,2024-02-19,23
2542,2024-02-20T01-06,40669,megawatthours,2024-02-20,0
2541,2024-02-20T02-06,40276,megawatthours,2024-02-20,1
2540,2024-02-20T03-06,40381,megawatthours,2024-02-20,2
2539,2024-02-20T04-06,40650,megawatthours,2024-02-20,3
2538,2024-02-20T05-06,42004,megawatthours,2024-02-20,4
2537,2024-02-20T06-06,44753,megawatthours,2024-02-20,5
2536,2024-02-20T07-06,48818,megawatthours,2024-02-20,6
2535,2024-02-20T08-06,50117,megawatthours,2024-02-20,7
2534,2024-02-20T09-06,48120,megawatthours,2024-02-20,8
2533,2024-02-20T10-06,45793,megawatthours,2024-02-20,9
2532,2024-02-20T11-06,44415,megawatthours,2024-02-20,10
2531,2024-02-20T12-06,43452,megawatthours,2024-02-20,11
2530,2024-02-20T13-06,43297,megawatthours,2024-02-20,12
2529,2024-02-20T14-06,43964,megawatthours,2024-02-20,13
2528,2024-02-20T15-06,44323,megawatthours,2024-02-20,14
2527,2024-02-20T16-06,44898,megawatthours,2024-02-20,15
2526,2024-02-20T17-06,45547,megawatthours,2024-02-20,16
2525,2024-02-20T18-06,45976,megawatthours,2024-02-20,17
2524,2024-02-20T19-06,46803,megawatthours,2024-02-20,18
2523,2024-02-20T20-06,47197,megawatthours,2024-02-20,19
2522,2024-02-20T21-06,46442,megawatthours,2024-02-20,20
2521,2024-02-20T22-06,45052,megawatthours,2024-02-20,21
2520,2024-02-20T23-06,42864,megawatthours,2024-02-20,22
2519,2024-02-21T00-06,40537,megawatthours,2024-02-20,23
2518,2024-02-21T01-06,38619,megawatthours,2024-02-21,0
2517,2024-02-21T02-06,37313,megawatthours,2024-02-21,1
2516,2024-02-21T03-06,36647,megawatthours,2024-02-21,2
2515,2024-02-21T04-06,36612,megawatthours,2024-02-21,3
2514,2024-02-21T05-06,37302,megawatthours,2024-02-21,4
2513,2024-02-21T06-06,39110,megawatthours,2024-02-21,5
2512,2024-02-21T07-06,42300,megawatthours,2024-02-21,6
2511,2024-02-21T08-06,43456,megawatthours,2024-02-21,7
2510,2024-02-21T09-06,43610,megawatthours,2024-02-21,8
2509,2024-02-21T10-06,43510,megawatthours,2024-02-21,9
2508,2024-02-21T11-06,43729,megawatthours,2024-02-21,10
2507,2024-02-21T12-06,43975,megawatthours,2024-02-21,11
2506,2024-02-21T13-06,44670,megawatthours,2024-02-21,12
2505,2024-02-21T14-06,45654,megawatthours,2024-02-21,13
2504,2024-02-21T15-06,46229,megawatthours,2024-02-21,14
2503,2024-02-21T16-06,46779,megawatthours,2024-02-21,15
2502,2024-02-21T17-06,47372,megawatthours,2024-02-21,16
2501,2024-02-21T18-06,47623,megawatthours,2024-02-21,17
2500,2024-02-21T19-06,48029,megawatthours,2024-02-21,18
2499,2024-02-21T20-06,48196,megawatthours,2024-02-21,19
2498,2024-02-21T21-06,47196,megawatthours,2024-02-21,20
2497,2024-02-21T22-06,45782,megawatthours,2024-02-21,21
2496,2024-02-21T23-06,43305,megawatthours,2024-02-21,22
2495,2024-02-22T00-06,40886,megawatthours,2024-02-21,23
2494,2024-02-22T01-06,38844,megawatthours,2024-02-22,0
2493,2024-02-22T02-06,37750,megawatthours,2024-02-22,1
2492,2024-02-22T03-06,37063,megawatthours,2024-02-22,2
2491,2024-02-22T04-06,36929,megawatthours,2024-02-22,3
2490,2024-02-22T05-06,37316,megawatthours,2024-02-22,4
2489,2024-02-22T06-06,38994,megawatthours,2024-02-22,5
2488,2024-02-22T07-06,41848,megawatthours,2024-02-22,6
2487,2024-02-22T08-06,43219,megawatthours,2024-02-22,7
2486,2024-02-22T09-06,43767,megawatthours,2024-02-22,8
2485,2024-02-22T10-06,44796,megawatthours,2024-02-22,9
2484,2024-02-22T11-06,45453,megawatthours,2024-02-22,10
2483,2024-02-22T12-06,45622,megawatthours,2024-02-22,11
2482,2024-02-22T13-06,46245,megawatthours,2024-02-22,12
2481,2024-02-22T14-06,46934,megawatthours,2024-02-22,13
2480,2024-02-22T15-06,47772,megawatthours,2024-02-22,14
2479,2024-02-22T16-06,48526,megawatthours,2024-02-22,15
2478,2024-02-22T17-06,49124,megawatthours,2024-02-22,16
2477,2024-02-22T18-06,48839,megawatthours,2024-02-22,17
2476,2024-02-22T19-06,48275,megawatthours,2024-02-22,18
2475,2024-02-22T20-06,48017,megawatthours,2024-02-22,19
2474,2024-02-22T21-06,46810,megawatthours,2024-02-22,20
2473,2024-02-22T22-06,45529,megawatthours,2024-02-22,21
2472,2024-02-22T23-06,43265,megawatthours,2024-02-22,22
2471,2024-02-23T00-06,40641,megawatthours,2024-02-22,23
2470,2024-02-23T01-06,38936,megawatthours,2024-02-23,0
2469,2024-02-23T02-06,37292,megawatthours,2024-02-23,1
2468,2024-02-23T03-06,36480,megawatthours,2024-02-23,2
2467,2024-02-23T04-06,36268,megawatthours,2024-02-23,3
2466,2024-02-23T05-06,36860,megawatthours,2024-02-23,4
2465,2024-02-23T06-06,38556,megawatthours,2024-02-23,5
2464,2024-02-23T07-06,41768,megawatthours,2024-02-23,6
2463,2024-02-23T08-06,43013,megawatthours,2024-02-23,7
2462,2024-02-23T09-06,43305,megawatthours,2024-02-23,8
2461,2024-02-23T10-06,43138,megawatthours,2024-02-23,9
2460,2024-02-23T11-06,43233,megawatthours,2024-02-23,10
2459,2024-02-23T12-06,43277,megawatthours,2024-02-23,11
2458,2024-02-23T13-06,43517,megawatthours,2024-02-23,12
2457,2024-02-23T14-06,43950,megawatthours,2024-02-23,13
2456,2024-02-23T15-06,44370,megawatthours,2024-02-23,14
2455,2024-02-23T16-06,45085,megawatthours,2024-02-23,15
2454,2024-02-23T17-06,45434,megawatthours,2024-02-23,16
2453,2024-02-23T18-06,45223,megawatthours,2024-02-23,17
2452,2024-02-23T19-06,45448,megawatthours,2024-02-23,18
2451,2024-02-23T20-06,45287,megawatthours,2024-02-23,19
2450,2024-02-23T21-06,44302,megawatthours,2024-02-23,20
2449,2024-02-23T22-06,42989,megawatthours,2024-02-23,21
2448,2024-02-23T23-06,41419,megawatthours,2024-02-23,22
2447,2024-02-24T00-06,39866,megawatthours,2024-02-23,23
2446,2024-02-24T01-06,38391,megawatthours,2024-02-24,0
2445,2024-02-24T02-06,37464,megawatthours,2024-02-24,1
2444,2024-02-24T03-06,36757,megawatthours,2024-02-24,2
2443,2024-02-24T04-06,36920,megawatthours,2024-02-24,3
2442,2024-02-24T05-06,37030,megawatthours,2024-02-24,4
2441,2024-02-24T06-06,37909,megawatthours,2024-02-24,5
2440,2024-02-24T07-06,39263,megawatthours,2024-02-24,6
2439,2024-02-24T08-06,40921,megawatthours,2024-02-24,7
2438,2024-02-24T09-06,42034,megawatthours,2024-02-24,8
2437,2024-02-24T10-06,42024,megawatthours,2024-02-24,9
2436,2024-02-24T11-06,41988,megawatthours,2024-02-24,10
2435,2024-02-24T12-06,42120,megawatthours,2024-02-24,11
2434,2024-02-24T13-06,42519,megawatthours,2024-02-24,12
2433,2024-02-24T14-06,42918,megawatthours,2024-02-24,13
2432,2024-02-24T15-06,43557,megawatthours,2024-02-24,14
2431,2024-02-24T16-06,44388,megawatthours,2024-02-24,15
2430,2024-02-24T17-06,45221,megawatthours,2024-02-24,16
2429,2024-02-24T18-06,45288,megawatthours,2024-02-24,17
2428,2024-02-24T19-06,44975,megawatthours,2024-02-24,18
2427,2024-02-24T20-06,44646,megawatthours,2024-02-24,19
2426,2024-02-24T21-06,43805,megawatthours,2024-02-24,20
2425,2024-02-24T22-06,42744,megawatthours,2024-02-24,21
2424,2024-02-24T23-06,41576,megawatthours,2024-02-24,22
2423,2024-02-25T00-06,39826,megawatthours,2024-02-24,23
2422,2024-02-25T01-06,38363,megawatthours,2024-02-25,0
2421,2024-02-25T02-06,37255,megawatthours,2024-02-25,1
2420,2024-02-25T03-06,36643,megawatthours,2024-02-25,2
2419,2024-02-25T04-06,36236,megawatthours,2024-02-25,3
2418,2024-02-25T05-06,36340,megawatthours,2024-02-25,4
2417,2024-02-25T06-06,36771,megawatthours,2024-02-25,5
2416,2024-02-25T07-06,37658,megawatthours,2024-02-25,6
2415,2024-02-25T08-06,38464,megawatthours,2024-02-25,7
2414,2024-02-25T09-06,39751,megawatthours,2024-02-25,8
2413,2024-02-25T10-06,40903,megawatthours,2024-02-25,9
2412,2024-02-25T11-06,41091,megawatthours,2024-02-25,10
2411,2024-02-25T12-06,41698,megawatthours,2024-02-25,11
2410,2024-02-25T13-06,42856,megawatthours,2024-02-25,12
2409,2024-02-25T14-06,43879,megawatthours,2024-02-25,13
2408,2024-02-25T15-06,45597,megawatthours,2024-02-25,14
2407,2024-02-25T16-06,46569,megawatthours,2024-02-25,15
2406,2024-02-25T17-06,47784,megawatthours,2024-02-25,16
2405,2024-02-25T18-06,48105,megawatthours,2024-02-25,17
2404,2024-02-25T19-06,47957,megawatthours,2024-02-25,18
2403,2024-02-25T20-06,48010,megawatthours,2024-02-25,19
2402,2024-02-25T21-06,46407,megawatthours,2024-02-25,20
2401,2024-02-25T22-06,44922,megawatthours,2024-02-25,21
2400,2024-02-25T23-06,42662,megawatthours,2024-02-25,22
2399,2024-02-26T00-06,40572,megawatthours,2024-02-25,23
