,period,value,value-units,Date,Hour Starting
2398,2024-02-26T01-06,38882,megawatthours,2024-02-26,0
2397,2024-02-26T02-06,37328,megawatthours,2024-02-26,1
2396,2024-02-26T03-06,36823,megawatthours,2024-02-26,2
2395,2024-02-26T04-06,36715,megawatthours,2024-02-26,3
2394,2024-02-26T05-06,37218,megawatthours,2024-02-26,4
2393,2024-02-26T06-06,38891,megawatthours,2024-02-26,5
2392,2024-02-26T07-06,41732,megawatthours,2024-02-26,6
2391,2024-02-26T08-06,43053,megawatthours,2024-02-26,7
2390,2024-02-26T09-06,44069,megawatthours,2024-02-26,8
2389,2024-02-26T10-06,44623,megawatthours,2024-02-26,9
2388,2024-02-26T11-06,45588,megawatthours,2024-02-26,10
2387,2024-02-26T12-06,46794,megawatthours,2024-02-26,11
2386,2024-02-26T13-06,48448,megawatthours,2024-02-26,12
2385,2024-02-26T14-06,50224,megawatthours,2024-02-26,13
2384,2024-02-26T15-06,52023,megawatthours,2024-02-26,14
2383,2024-02-26T16-06,53471,megawatthours,2024-02-26,15
2382,2024-02-26T17-06,54001,megawatthours,2024-02-26,16
2381,2024-02-26T18-06,53796,megawatthours,2024-02-26,17
2380,2024-02-26T19-06,53443,megawatthours,2024-02-26,18
2379,2024-02-26T20-06,53099,megawatthours,2024-02-26,19
2378,2024-02-26T21-06,51654,megawatthours,2024-02-26,20
2377,2024-02-26T22-06,49787,megawatthours,2024-02-26,21
2376,2024-02-26T23-06,47036,megawatthours,2024-02-26,22
2375,2024-02-27T00-06,44016,megawatthours,2024-02-26,23
2374,2024-02-27T01-06,41538,megawatthours,2024-02-27,0
2373,2024-02-27T02-06,39865,megawatthours,2024-02-27,1
2372,2024-02-27T03-06,39064,megawatthours,2024-02-27,2
2371,2024-02-27T04-06,38934,megawatthours,2024-02-27,3
2370,2024-02-27T05-06,39150,megawatthours,2024-02-27,4
2369,2024-02-27T06-06,40708,megawatthours,2024-02-27,5
2368,2024-02-27T07-06,43429,megawatthours,2024-02-27,6
2367,2024-02-27T08-06,44740,megawatthours,2024-02-27,7
2366,2024-02-27T09-06,45327,megawatthours,2024-02-27,8
2365,2024-02-27T10-06,46101,megawatthours,2024-02-27,9
2364,2024-02-27T11-06,47572,megawatthours,2024-02-27,10
2363,2024-02-27T12-06,48680,megawatthours,2024-02-27,11
2362,2024-02-27T13-06,50173,megawatthours,2024-02-27,12
2361,2024-02-27T14-06,51066,megawatthours,2024-02-27,13
2360,2024-02-27T15-06,51882,megawatthours,2024-02-27,14
2359,2024-02-27T16-06,52549,megawatthours,2024-02-27,15
2358,2024-02-27T17-06,52582,megawatthours,2024-02-27,16
2357,2024-02-27T18-06,52329,megawatthours,2024-02-27,17
2356,2024-02-27T19-06,52635,megawatthours,2024-02-27,18
2355,2024-02-27T20-06,52515,megawatthours,2024-02-27,19
2354,2024-02-27T21-06,51440,megawatthours,2024-02-27,20
2353,2024-02-27T22-06,49707,megawatthours,2024-02-27,21
2352,2024-02-27T23-06,47388,megawatthours,2024-02-27,22
2351,2024-02-28T00-06,44616,megawatthours,2024-02-27,23
2350,2024-02-28T01-06,42034,megawatthours,2024-02-28,0
2349,2024-02-28T02-06,39983,megawatthours,2024-02-28,1
2348,2024-02-28T03-06,38840,megawatthours,2024-02-28,2
2347,2024-02-28T04-06,38131,megawatthours,2024-02-28,3
2346,2024-02-28T05-06,38637,megawatthours,2024-02-28,4
2345,2024-02-28T06-06,40386,megawatthours,2024-02-28,5
2344,2024-02-28T07-06,43691,megawatthours,2024-02-28,6
2343,2024-02-28T08-06,45144,megawatthours,2024-02-28,7
2342,2024-02-28T09-06,46154,megawatthours,2024-02-28,8
2341,2024-02-28T10-06,46293,megawatthours,2024-02-28,9
2340,2024-02-28T11-06,46542,megawatthours,2024-02-28,10
2339,2024-02-28T12-06,46662,megawatthours,2024-02-28,11
2338,2024-02-28T13-06,46724,megawatthours,2024-02-28,12
2337,2024-02-28T14-06,46629,megawatthours,2024-02-28,13
2336,2024-02-28T15-06,46305,megawatthours,2024-02-28,14
2335,2024-02-28T16-06,46491,megawatthours,2024-02-28,15
2334,2024-02-28T17-06,47270,megawatthours,2024-02-28,16
2333,2024-02-28T18-06,48282,megawatthours,2024-02-28,17
2332,2024-02-28T19-06,49565,megawatthours,2024-02-28,18
2331,2024-02-28T20-06,49929,megawatthours,2024-02-28,19
2330,2024-02-28T21-06,49678,megawatthours,2024-02-28,20
2329,2024-02-28T22-06,48497,megawatthours,2024-02-28,21
2328,2024-02-28T23-06,46380,megawatthours,2024-02-28,22
2327,2024-02-29T00-06,44308,megawatthours,2024-02-28,23
2326,2024-02-29T01-06,42936,megawatthours,2024-02-29,0
2325,2024-02-29T02-06,41955,megawatthours,2024-02-29,1
2324,2024-02-29T03-06,41523,megawatthours,2024-02-29,2
2323,2024-02-29T04-06,41694,megawatthours,2024-02-29,3
2322,2024-02-29T05-06,42519,megawatthours,2024-02-29,4
2321,2024-02-29T06-06,44851,megawatthours,2024-02-29,5
2320,2024-02-29T07-06,48704,megawatthours,2024-02-29,6
2319,2024-02-29T08-06,50206,megawatthours,2024-02-29,7
2318,2024-02-29T09-06,50478,megawatthours,2024-02-29,8
2317,2024-02-29T10-06,50374,megawatthours,2024-02-29,9
2316,2024-02-29T11-06,50032,megawatthours,2024-02-29,10
2315,2024-02-29T12-06,49413,megawatthours,2024-02-29,11
2314,2024-02-29T13-06,48793,megawatthours,2024-02-29,12
2313,2024-02-29T14-06,48642,megawatthours,2024-02-29,13
2312,2024-02-29T15-06,48430,megawatthours,2024-02-29,14
2311,2024-02-29T16-06,48249,megawatthours,2024-02-29,15
2310,2024-02-29T17-06,48762,megawatthours,2024-02-29,16
2309,2024-02-29T18-06,49739,megawatthours,2024-02-29,17
2308,2024-02-29T19-06,51123,megawatthours,2024-02-29,18
2307,2024-02-29T20-06,51628,megawatthours,2024-02-29,19
2306,2024-02-29T21-06,51073,megawatthours,2024-02-29,20
2305,2024-02-29T22-06,49749,megawatthours,2024-02-29,21
2304,2024-02-29T23-06,47413,megawatthours,2024-02-29,22
2303,2024-03-01T00-06,45575,megawatthours,2024-02-29,23
2302,2024-03-01T01-06,44113,megawatthours,2024-03-01,0
2301,2024-03-01T02-06,43410,megawatthours,2024-03-01,1
2300,2024-03-01T03-06,42974,megawatthours,2024-03-01,2
2299,2024-03-01T04-06,43031,megawatthours,2024-03-01,3
2298,2024-03-01T05-06,43877,megawatthours,2024-03-01,4
2297,2024-03-01T06-06,46159,megawatthours,2024-03-01,5
2296,2024-03-01T07-06,49333,megawatthours,2024-03-01,6
2295,2024-03-01T08-06,50274,megawatthours,2024-03-01,7
2294,2024-03-01T09-06,49428,megawatthours,2024-03-01,8
2293,2024-03-01T10-06,48245,megawatthours,2024-03-01,9
2292,2024-03-01T11-06,46503,megawatthours,2024-03-01,10
2291,2024-03-01T12-06,44913,megawatthours,2024-03-01,11
2290,2024-03-01T13-06,43901,megawatthours,2024-03-01,12
2289,2024-03-01T14-06,43461,megawatthours,2024-03-01,13
2288,2024-03-01T15-06,43496,megawatthours,2024-03-01,14
2287,2024-03-01T16-06,43837,megawatthours,2024-03-01,15
2286,2024-03-01T17-06,44628,megawatthours,2024-03-01,16
2285,2024-03-01T18-06,44534,megawatthours,2024-03-01,17
2284,2024-03-01T19-06,44692,megawatthours,2024-03-01,18
2283,2024-03-01T20-06,45111,megawatthours,2024-03-01,19
2282,2024-03-01T21-06,44642,megawatthours,2024-03-01,20
2281,2024-03-01T22-06,43950,megawatthours,2024-03-01,21
2280,2024-03-01T23-06,42667,megawatthours,2024-03-01,22
2279,2024-03-02T00-06,41580,megawatthours,2024-03-01,23
2278,2024-03-02T01-06,40062,megawatthours,2024-03-02,0
2277,2024-03-02T02-06,39214,megawatthours,2024-03-02,1
2276,2024-03-02T03-06,38865,megawatthours,2024-03-02,2
2275,2024-03-02T04-06,38820,megawatthours,2024-03-02,3
2274,2024-03-02T05-06,38801,megawatthours,2024-03-02,4
2273,2024-03-02T06-06,39549,megawatthours,2024-03-02,5
2272,2024-03-02T07-06,40916,megawatthours,2024-03-02,6
2271,2024-03-02T08-06,42365,megawatthours,2024-03-02,7
2270,2024-03-02T09-06,43617,megawatthours,2024-03-02,8
2269,2024-03-02T10-06,42824,megawatthours,2024-03-02,9
2268,2024-03-02T11-06,42408,megawatthours,2024-03-02,10
2267,2024-03-02T12-06,42362,megawatthours,2024-03-02,11
2266,2024-03-02T13-06,42756,megawatthours,2024-03-02,12
2265,2024-03-02T14-06,43546,megawatthours,2024-03-02,13
2264,2024-03-02T15-06,44033,megawatthours,2024-03-02,14
2263,2024-03-02T16-06,44814,megawatthours,2024-03-02,15
2262,2024-03-02T17-06,45423,megawatthours,2024-03-02,16
2261,2024-03-02T18-06,45302,megawatthours,2024-03-02,17
2260,2024-03-02T19-06,45375,megawatthours,2024-03-02,18
2259,2024-03-02T20-06,45560,megawatthours,2024-03-02,19
2258,2024-03-02T21-06,44885,megawatthours,2024-03-02,20
2257,2024-03-02T22-06,43825,megawatthours,2024-03-02,21
2256,2024-03-02T23-06,42340,megawatthours,2024-03-02,22
2255,2024-03-03T00-06,40592,megawatthours,2024-03-02,23
2254,2024-03-03T01-06,39087,megawatthours,2024-03-03,0
2253,2024-03-03T02-06,37742,megawatthours,2024-03-03,1
2252,2024-03-03T03-06,36996,megawatthours,2024-03-03,2
2251,2024-03-03T04-06,36600,megawatthours,2024-03-03,3
2250,2024-03-03T05-06,36561,megawatthours,2024-03-03,4
2249,2024-03-03T06-06,36945,megawatthours,2024-03-03,5
2248,2024-03-03T07-06,37674,megawatthours,2024-03-03,6
2247,2024-03-03T08-06,38442,megawatthours,2024-03-03,7
2246,2024-03-03T09-06,40115,megawatthours,2024-03-03,8
2245,2024-03-03T10-06,41747,megawatthours,2024-03-03,9
2244,2024-03-03T11-06,42720,megawatthours,2024-03-03,10
2243,2024-03-03T12-06,43624,megawatthours,2024-03-03,11
2242,2024-03-03T13-06,44868,megawatthours,2024-03-03,12
2241,2024-03-03T14-06,45736,megawatthours,2024-03-03,13
2240,2024-03-03T15-06,46752,megawatthours,2024-03-03,14
2239,2024-03-03T16-06,47645,megawatthours,2024-03-03,15
2238,2024-03-03T17-06,48201,megawatthours,2024-03-03,16
2237,2024-03-03T18-06,48493,megawatthours,2024-03-03,17
2236,2024-03-03T19-06,48500,megawatthours,2024-03-03,18
2235,2024-03-03T20-06,49239,megawatthours,2024-03-03,19
2234,2024-03-03T21-06,48822,megawatthours,2024-03-03,20
2233,2024-03-03T22-06,47411,megawatthours,2024-03-03,21
2232,2024-03-03T23-06,45096,megawatthours,2024-03-03,22
2231,2024-03-04T00-06,42764,megawatthours,2024-03-03,23
2230,2024-03-04T01-06,40984,megawatthours,2024-03-04,0
2229,2024-03-04T02-06,39412,megawatthours,2024-03-04,1
2228,2024-03-04T03-06,38710,megawatthours,2024-03-04,2
2227,2024-03-04T04-06,38517,megawatthours,2024-03-04,3
2226,2024-03-04T05-06,39061,megawatthours,2024-03-04,4
2225,2024-03-04T06-06,40613,megawatthours,2024-03-04,5
2224,2024-03-04T07-06,43434,megawatthours,2024-03-04,6
2223,2024-03-04T08-06,44641,megawatthours,2024-03-04,7
2222,2024-03-04T09-06,45353,megawatthours,2024-03-04,8
2221,2024-03-04T10-06,46156,megawatthours,2024-03-04,9
2220,2024-03-04T11-06,47147,megawatthours,2024-03-04,10
2219,2024-03-04T12-06,48230,megawatthours,2024-03-04,11
2218,2024-03-04T13-06,49372,megawatthours,2024-03-04,12
2217,2024-03-04T14-06,50934,megawatthours,2024-03-04,13
2216,2024-03-04T15-06,52180,megawatthours,2024-03-04,14
2215,2024-03-04T16-06,52960,megawatthours,2024-03-04,15
2214,2024-03-04T17-06,52987,megawatthours,2024-03-04,16
2213,2024-03-04T18-06,51812,megawatthours,2024-03-04,17
2212,2024-03-04T19-06,50576,megawatthours,2024-03-04,18
2211,2024-03-04T20-06,50495,megawatthours,2024-03-04,19
2210,2024-03-04T21-06,49653,megawatthours,2024-03-04,20
2209,2024-03-04T22-06,48115,megawatthours,2024-03-04,21
2208,2024-03-04T23-06,45792,megawatthours,2024-03-04,22
2207,2024-03-05T00-06,43286,megawatthours,2024-03-04,23
2206,2024-03-05T01-06,40819,megawatthours,2024-03-05,0
2205,2024-03-05T02-06,38909,megawatthours,2024-03-05,1
2204,2024-03-05T03-06,38076,megawatthours,2024-03-05,2
2203,2024-03-05T04-06,37849,megawatthours,2024-03-05,3
2202,2024-03-05T05-06,38337,megawatthours,2024-03-05,4
2201,2024-03-05T06-06,40039,megawatthours,2024-03-05,5
2200,2024-03-05T07-06,42578,megawatthours,2024-03-05,6
2199,2024-03-05T08-06,43677,megawatthours,2024-03-05,7
2198,2024-03-05T09-06,44803,megawatthours,2024-03-05,8
2197,2024-03-05T10-06,45619,megawatthours,2024-03-05,9
2196,2024-03-05T11-06,46830,megawatthours,2024-03-05,10
2195,2024-03-05T12-06,48429,megawatthours,2024-03-05,11
2194,2024-03-05T13-06,50252,megawatthours,2024-03-05,12
2193,2024-03-05T14-06,52401,megawatthours,2024-03-05,13
2192,2024-03-05T15-06,54097,megawatthours,2024-03-05,14
2191,2024-03-05T16-06,54879,megawatthours,2024-03-05,15
2190,2024-03-05T17-06,55317,megawatthours,2024-03-05,16
2189,2024-03-05T18-06,54309,megawatthours,2024-03-05,17
2188,2024-03-05T19-06,52200,megawatthours,2024-03-05,18
2187,2024-03-05T20-06,51519,megawatthours,2024-03-05,19
2186,2024-03-05T21-06,49539,megawatthours,2024-03-05,20
2185,2024-03-05T22-06,47448,megawatthours,2024-03-05,21
2184,2024-03-05T23-06,44434,megawatthours,2024-03-05,22
2183,2024-03-06T00-06,41565,megawatthours,2024-03-05,23
2182,2024-03-06T01-06,39380,megawatthours,2024-03-06,0
2181,2024-03-06T02-06,38253,megawatthours,2024-03-06,1
2180,2024-03-06T03-06,37504,megawatthours,2024-03-06,2
2179,2024-03-06T04-06,37035,megawatthours,2024-03-06,3
2178,2024-03-06T05-06,37432,megawatthours,2024-03-06,4
2177,2024-03-06T06-06,38914,megawatthours,2024-03-06,5
2176,2024-03-06T07-06,41749,megawatthours,2024-03-06,6
2175,2024-03-06T08-06,42763,megawatthours,2024-03-06,7
2174,2024-03-06T09-06,43136,megawatthours,2024-03-06,8
2173,2024-03-06T10-06,43828,megawatthours,2024-03-06,9
2172,2024-03-06T11-06,44825,megawatthours,2024-03-06,10
2171,2024-03-06T12-06,45848,megawatthours,2024-03-06,11
2170,2024-03-06T13-06,47201,megawatthours,2024-03-06,12
2169,2024-03-06T14-06,49004,megawatthours,2024-03-06,13
2168,2024-03-06T15-06,50562,megawatthours,2024-03-06,14
2167,2024-03-06T16-06,51789,megawatthours,2024-03-06,15
2166,2024-03-06T17-06,52417,megawatthours,2024-03-06,16
2165,2024-03-06T18-06,52106,megawatthours,2024-03-06,17
2164,2024-03-06T19-06,51178,megawatthours,2024-03-06,18
2163,2024-03-06T20-06,50587,megawatthours,2024-03-06,19
2162,2024-03-06T21-06,49535,megawatthours,2024-03-06,20
2161,2024-03-06T22-06,47764,megawatthours,2024-03-06,21
2160,2024-03-06T23-06,44968,megawatthours,2024-03-06,22
2159,2024-03-07T00-06,42131,megawatthours,2024-03-06,23
2158,2024-03-07T01-06,39863,megawatthours,2024-03-07,0
2157,2024-03-07T02-06,38488,megawatthours,2024-03-07,1
2156,2024-03-07T03-06,37318,megawatthours,2024-03-07,2
2155,2024-03-07T04-06,37131,megawatthours,2024-03-07,3
2154,2024-03-07T05-06,37581,megawatthours,2024-03-07,4
2153,2024-03-07T06-06,39774,megawatthours,2024-03-07,5
2152,2024-03-07T07-06,42476,megawatthours,2024-03-07,6
2151,2024-03-07T08-06,43800,megawatthours,2024-03-07,7
2150,2024-03-07T09-06,44636,megawatthours,2024-03-07,8
2149,2024-03-07T10-06,45738,megawatthours,2024-03-07,9
2148,2024-03-07T11-06,47001,megawatthours,2024-03-07,10
2147,2024-03-07T12-06,47923,megawatthours,2024-03-07,11
2146,2024-03-07T13-06,48384,megawatthours,2024-03-07,12
2145,2024-03-07T14-06,48893,megawatthours,2024-03-07,13
2144,2024-03-07T15-06,49292,megawatthours,2024-03-07,14
2143,2024-03-07T16-06,49112,megawatthours,2024-03-07,15
2142,2024-03-07T17-06,48679,megawatthours,2024-03-07,16
2141,2024-03-07T18-06,48718,megawatthours,2024-03-07,17
2140,2024-03-07T19-06,48728,megawatthours,2024-03-07,18
2139,2024-03-07T20-06,47909,megawatthours,2024-03-07,19
2138,2024-03-07T21-06,46987,megawatthours,2024-03-07,20
2137,2024-03-07T22-06,45809,megawatthours,2024-03-07,21
2136,2024-03-07T23-06,44313,megawatthours,2024-03-07,22
2135,2024-03-08T00-06,42297,megawatthours,2024-03-07,23
2134,2024-03-08T01-06,40418,megawatthours,2024-03-08,0
2133,2024-03-08T02-06,39584,megawatthours,2024-03-08,1
2132,2024-03-08T03-06,38861,megawatthours,2024-03-08,2
2131,2024-03-08T04-06,38844,megawatthours,2024-03-08,3
2130,2024-03-08T05-06,39433,megawatthours,2024-03-08,4
2129,2024-03-08T06-06,40627,megawatthours,2024-03-08,5
2128,2024-03-08T07-06,43183,megawatthours,2024-03-08,6
2127,2024-03-08T08-06,44420,megawatthours,2024-03-08,7
2126,2024-03-08T09-06,45486,megawatthours,2024-03-08,8
2125,2024-03-08T10-06,46398,megawatthours,2024-03-08,9
2124,2024-03-08T11-06,46867,megawatthours,2024-03-08,10
2123,2024-03-08T12-06,47430,megawatthours,2024-03-08,11
2122,2024-03-08T13-06,48545,megawatthours,2024-03-08,12
2121,2024-03-08T14-06,49814,megawatthours,2024-03-08,13
2120,2024-03-08T15-06,50889,megawatthours,2024-03-08,14
2119,2024-03-08T16-06,51306,megawatthours,2024-03-08,15
2118,2024-03-08T17-06,51128,megawatthours,2024-03-08,16
2117,2024-03-08T18-06,50234,megawatthours,2024-03-08,17
2116,2024-03-08T19-06,49149,megawatthours,2024-03-08,18
2115,2024-03-08T20-06,48374,megawatthours,2024-03-08,19
2114,2024-03-08T21-06,47159,megawatthours,2024-03-08,20
2113,2024-03-08T22-06,46059,megawatthours,2024-03-08,21
2112,2024-03-08T23-06,44370,megawatthours,2024-03-08,22
2111,2024-03-09T00-06,42562,megawatthours,2024-03-08,23
2110,2024-03-09T01-06,41059,megawatthours,2024-03-09,0
2109,2024-03-09T02-06,39943,megawatthours,2024-03-09,1
2108,2024-03-09T03-06,39107,megawatthours,2024-03-09,2
2107,2024-03-09T04-06,38823,megawatthours,2024-03-09,3
2106,2024-03-09T05-06,38931,megawatthours,2024-03-09,4
2105,2024-03-09T06-06,39594,megawatthours,2024-03-09,5
2104,2024-03-09T07-06,40920,megawatthours,2024-03-09,6
2103,2024-03-09T08-06,42505,megawatthours,2024-03-09,7
2102,2024-03-09T09-06,44350,megawatthours,2024-03-09,8
2101,2024-03-09T10-06,45014,megawatthours,2024-03-09,9
2100,2024-03-09T11-06,44761,megawatthours,2024-03-09,10
2099,2024-03-09T12-06,43989,megawatthours,2024-03-09,11
2098,2024-03-09T13-06,42877,megawatthours,2024-03-09,12
2097,2024-03-09T14-06,42141,megawatthours,2024-03-09,13
2096,2024-03-09T15-06,41387,megawatthours,2024-03-09,14
2095,2024-03-09T16-06,41137,megawatthours,2024-03-09,15
2094,2024-03-09T17-06,41331,megawatthours,2024-03-09,16
2093,2024-03-09T18-06,41823,megawatthours,2024-03-09,17
2092,2024-03-09T19-06,42987,megawatthours,2024-03-09,18
2091,2024-03-09T20-06,43786,megawatthours,2024-03-09,19
2090,2024-03-09T21-06,43256,megawatthours,2024-03-09,20
2089,2024-03-09T22-06,42626,megawatthours,2024-03-09,21
2088,2024-03-09T23-06,41697,megawatthours,2024-03-09,22
2087,2024-03-10T00-06,40579,megawatthours,2024-03-09,23
2086,2024-03-10T01-06,39364,megawatthours,2024-03-10,0
2085,2024-03-10T03-05,38711,megawatthours,2024-03-10,2
2084,2024-03-10T04-05,38586,megawatthours,2024-03-10,3
2083,2024-03-10T05-05,38824,megawatthours,2024-03-10,4
2082,2024-03-10T06-05,39457,megawatthours,2024-03-10,5
2081,2024-03-10T07-05,40712,megawatthours,2024-03-10,6
2080,2024-03-10T08-05,42047,megawatthours,2024-03-10,7
2079,2024-03-10T09-05,43193,megawatthours,2024-03-10,8
2078,2024-03-10T10-05,43280,megawatthours,2024-03-10,9
2077,2024-03-10T11-05,42321,megawatthours,2024-03-10,10
2076,2024-03-10T12-05,41546,megawatthours,2024-03-10,11
2075,2024-03-10T13-05,40765,megawatthours,2024-03-10,12
2074,2024-03-10T14-05,40293,megawatthours,2024-03-10,13
2073,2024-03-10T15-05,40006,megawatthours,2024-03-10,14
2072,2024-03-10T16-05,40119,megawatthours,2024-03-10,15
2071,2024-03-10T17-05,40450,megawatthours,2024-03-10,16
2070,2024-03-10T18-05,41208,megawatthours,2024-03-10,17
2069,2024-03-10T19-05,41530,megawatthours,2024-03-10,18
2068,2024-03-10T20-05,42376,megawatthours,2024-03-10,19
2067,2024-03-10T21-05,43157,megawatthours,2024-03-10,20
2066,2024-03-10T22-05,42649,megawatthours,2024-03-10,21
2065,2024-03-10T23-05,41112,megawatthours,2024-03-10,22
2064,2024-03-11T00-05,39489,megawatthours,2024-03-10,23
2063,2024-03-11T01-05,38289,megawatthours,2024-03-11,0
2062,2024-03-11T02-05,37164,megawatthours,2024-03-11,1
2061,2024-03-11T03-05,36680,megawatthours,2024-03-11,2
2060,2024-03-11T04-05,36791,megawatthours,2024-03-11,3
2059,2024-03-11T05-05,37344,megawatthours,2024-03-11,4
2058,2024-03-11T06-05,39080,megawatthours,2024-03-11,5
2057,2024-03-11T07-05,41347,megawatthours,2024-03-11,6
2056,2024-03-11T08-05,43143,megawatthours,2024-03-11,7
2055,2024-03-11T09-05,44000,megawatthours,2024-03-11,8
2054,2024-03-11T10-05,44457,megawatthours,2024-03-11,9
2053,2024-03-11T11-05,44486,megawatthours,2024-03-11,10
2052,2024-03-11T12-05,43961,megawatthours,2024-03-11,11
2051,2024-03-11T13-05,43567,megawatthours,2024-03-11,12
2050,2024-03-11T14-05,43388,megawatthours,2024-03-11,13
2049,2024-03-11T15-05,43596,megawatthours,2024-03-11,14
2048,2024-03-11T16-05,43642,megawatthours,2024-03-11,15
2047,2024-03-11T17-05,44080,megawatthours,2024-03-11,16
2046,2024-03-11T18-05,44698,megawatthours,2024-03-11,17
2045,2024-03-11T19-05,44783,megawatthours,2024-03-11,18
2044,2024-03-11T20-05,45112,megawatthours,2024-03-11,19
2043,2024-03-11T21-05,45636,megawatthours,2024-03-11,20
2042,2024-03-11T22-05,44738,megawatthours,2024-03-11,21
2041,2024-03-11T23-05,42993,megawatthours,2024-03-11,22
2040,2024-03-12T00-05,40960,megawatthours,2024-03-11,23
2039,2024-03-12T01-05,39091,megawatthours,2024-03-12,0
2038,2024-03-12T02-05,37941,megawatthours,2024-03-12,1
2037,2024-03-12T03-05,37491,megawatthours,2024-03-12,2
2036,2024-03-12T04-05,37009,megawatthours,2024-03-12,3
2035,2024-03-12T05-05,37367,megawatthours,2024-03-12,4
2034,2024-03-12T06-05,38917,megawatthours,2024-03-12,5
2033,2024-03-12T07-05,41148,megawatthours,2024-03-12,6
2032,2024-03-12T08-05,42805,megawatthours,2024-03-12,7
2031,2024-03-12T09-05,43410,megawatthours,2024-03-12,8
2030,2024-03-12T10-05,43776,megawatthours,2024-03-12,9
2029,2024-03-12T11-05,44115,megawatthours,2024-03-12,10
2028,2024-03-12T12-05,44211,megawatthours,2024-03-12,11
2027,2024-03-12T13-05,44602,megawatthours,2024-03-12,12
2026,2024-03-12T14-05,45162,megawatthours,2024-03-12,13
2025,2024-03-12T15-05,45667,megawatthours,2024-03-12,14
