Time Bucket (America/New_York),30 Bellevue_1 (kWatts),30 Bellevue_2 (kWatts),Tesla Charger (kWatts),Heat Pump Attic (kWatts),Heat Pump Basement (kWatts),Oven (kWatts)
11/01/2022 02:59:00,0.3684,0.4531,0.0000,0.0044,0.0008,0.0035
11/01/2022 03:00:00,0.4085,0.4903,0.0000,0.0043,0.0009,0.0047
11/01/2022 03:01:00,0.3879,0.5262,0.0000,0.0021,0.0007,0.0029
11/01/2022 03:02:00,0.4927,0.5535,0.0000,0.0038,0.0009,0.0034
11/01/2022 03:03:00,0.4176,0.5752,0.0000,0.0053,0.0004,0.0054
11/01/2022 03:04:00,0.4859,0.6535,0.0000,0.0043,0.0009,0.0048
11/01/2022 03:05:00,0.4234,0.6439,0.0000,0.0053,0.0009,0.0046
11/01/2022 03:06:00,0.4418,0.6319,0.0000,0.0037,0.0016,0.0045
11/01/2022 03:07:00,0.4363,0.6219,0.0000,0.0048,0.0014,0.0053
11/01/2022 03:08:00,0.3893,0.5755,0.0000,0.0041,0.0011,0.0048
11/01/2022 03:09:00,0.4086,0.5752,0.0000,0.0036,0.0009,0.0036
11/01/2022 03:10:00,0.3859,0.5929,0.0000,0.0046,0.0008,0.0041
11/01/2022 03:11:00,0.4048,0.4927,0.0000,0.0041,0.0007,0.0057
11/01/2022 03:12:00,0.3641,0.5310,0.0000,0.0043,0.0018,0.0041
11/01/2022 03:13:00,0.4167,0.5274,0.0000,0.0047,0.0018,0.0041
11/01/2022 03:14:00,0.3498,0.5265,0.0000,0.0053,0.0015,0.0046
11/01/2022 03:15:00,0.4084,0.5257,0.0000,0.0033,0.0007,0.0038
11/01/2022 03:16:00,0.4022,0.6677,0.0000,0.0049,0.0014,0.0041
11/01/2022 03:17:00,0.4898,0.8043,0.0000,0.0067,0.0009,0.0066
11/01/2022 03:18:00,0.7898,0.9511,0.0000,0.0057,0.0011,0.0058
11/01/2022 03:19:00,0.8769,1.0339,0.0000,0.0045,0.0007,0.0054
11/01/2022 03:20:00,0.4853,0.6106,0.0000,0.0037,0.0011,0.0042
11/01/2022 03:21:00,0.4356,0.5410,0.0000,0.0037,0.0018,0.0037
11/01/2022 03:22:00,0.4491,0.5005,0.0000,0.0038,0.0011,0.0027
11/01/2022 03:23:00,0.3948,0.4643,0.0000,0.0035,0.0007,0.0029
11/01/2022 03:24:00,0.3972,0.4593,0.0000,0.0044,0.0007,0.0036
11/01/2022 03:25:00,0.3607,0.4436,0.0000,0.0030,0.0009,0.0046
11/01/2022 03:26:00,0.4620,0.4781,0.0000,0.0122,0.0006,0.0029
11/01/2022 03:27:00,0.7465,0.8467,0.0000,0.5974,0.0009,0.0049
11/01/2022 03:28:00,1.3332,1.3632,0.0000,1.6311,0.0009,0.0065
11/01/2022 03:29:00,1.3845,1.4946,0.0000,1.8923,0.0011,0.0076
11/01/2022 03:30:00,1.8902,1.9272,0.0000,2.7607,0.0013,0.0085
11/01/2022 03:31:00,2.2151,2.3302,0.0000,3.5030,0.0018,0.0088
11/01/2022 03:32:00,0.6708,0.6943,0.0000,0.1874,0.0005,0.0051
11/01/2022 03:33:00,0.4852,0.5468,0.0000,0.0039,0.0005,0.0035
11/01/2022 03:34:00,0.4150,0.5024,0.0000,0.0062,0.0012,0.0026
11/01/2022 03:35:00,0.4942,0.5051,0.0000,0.0036,0.0006,0.0057
11/01/2022 03:36:00,0.4023,0.5163,0.0000,0.0075,0.0016,0.0027
11/01/2022 03:37:00,0.4566,0.5086,0.0000,0.0042,0.0007,0.0042
11/01/2022 03:38:00,0.3718,0.4412,0.0000,0.0050,0.0010,0.0029
11/01/2022 03:39:00,0.3739,0.4402,0.0000,0.0041,0.0009,0.0037
11/01/2022 03:40:00,0.3993,0.4385,0.0000,0.0052,0.0005,0.0037
11/01/2022 03:41:00,0.4105,0.4379,0.0000,0.0049,0.0023,0.0030
11/01/2022 03:42:00,0.3858,0.4724,0.0000,0.0051,0.0009,0.0031
11/01/2022 03:43:00,0.7711,0.8164,0.0000,0.0046,0.0007,0.0044
11/01/2022 03:44:00,0.8238,0.8924,0.0000,0.0038,0.0018,0.0056
11/01/2022 03:45:00,0.4407,0.4625,0.0000,0.0045,0.0011,0.0039
11/01/2022 03:46:00,0.3914,0.4768,0.0000,0.0041,0.0005,0.0030
11/01/2022 03:47:00,0.5958,0.6325,0.0000,0.0861,0.0005,0.0040
11/01/2022 03:48:00,1.2598,1.3377,0.0000,1.4588,0.0008,0.0058
11/01/2022 03:49:00,1.3589,1.4342,0.0000,1.6386,0.0017,0.0069
11/01/2022 03:50:00,1.6170,1.7911,0.0000,2.2235,0.0020,0.0083
11/01/2022 03:51:00,2.2412,2.4112,0.0000,3.3786,0.0019,0.0103
11/01/2022 03:52:00,1.3113,1.5871,0.0000,1.5544,0.0013,0.0091
11/01/2022 03:53:00,0.4782,0.8587,0.0000,0.0863,0.0009,0.0070
11/01/2022 03:54:00,0.4135,0.7354,0.0000,0.0054,0.0009,0.0055
11/01/2022 03:55:00,0.3721,0.7351,0.0000,0.0056,0.0007,0.0064
11/01/2022 03:56:00,0.4107,0.7140,0.0000,0.0059,0.0013,0.0061
11/01/2022 03:57:00,0.3818,0.6553,0.0000,0.0047,0.0007,0.0055
11/01/2022 03:58:00,0.4048,0.5246,0.0000,0.0041,0.0005,0.0032
11/01/2022 03:59:00,0.3689,0.5250,0.0000,0.0041,0.0007,0.0042
11/01/2022 04:00:00,0.4213,0.5245,0.0000,0.0044,0.0006,0.0038
11/01/2022 04:01:00,0.3842,0.5646,0.0000,0.0051,0.0006,0.0043
11/01/2022 04:02:00,0.4741,0.6074,0.0000,0.0045,0.0011,0.0036
11/01/2022 04:03:00,0.4270,0.6002,0.0002,0.0042,0.0014,0.0037
11/01/2022 04:04:00,0.4616,0.5846,0.0000,0.0050,0.0011,0.0056
11/01/2022 04:05:00,0.4245,0.5858,0.0000,0.0052,0.0007,0.0055
11/01/2022 04:06:00,0.4550,0.5762,0.0000,0.0039,0.0009,0.0041
11/01/2022 04:07:00,0.4470,0.6819,0.0000,0.0048,0.0003,0.0059
11/01/2022 04:08:00,0.7295,0.9062,0.0000,0.0054,0.0013,0.0068
11/01/2022 04:09:00,0.8586,1.0027,0.0000,0.0040,0.0006,0.0049
11/01/2022 04:10:00,0.4793,0.6785,0.0000,0.0051,0.0008,0.0050
11/01/2022 04:11:00,0.3926,0.4960,0.0000,0.0039,0.0011,0.0035
11/01/2022 04:12:00,0.4011,0.5350,0.0000,0.0033,0.0006,0.0038
11/01/2022 04:13:00,0.3457,0.5379,0.0000,0.0040,0.0009,0.0034
11/01/2022 04:14:00,0.4107,0.5523,0.0000,0.0035,0.0007,0.0048
11/01/2022 04:15:00,0.3470,0.5455,0.0000,0.0055,0.0005,0.0037
11/01/2022 04:16:00,0.4708,0.5647,0.0000,0.0028,0.0005,0.0038
11/01/2022 04:17:00,0.4104,0.5915,0.0000,0.0051,0.0005,0.0041
11/01/2022 04:18:00,0.4661,0.5909,0.0000,0.0052,0.0009,0.0041
11/01/2022 04:19:00,0.4271,0.6104,0.0000,0.0056,0.0004,0.0051
11/01/2022 04:20:00,0.4549,0.6521,0.0000,0.0043,0.0007,0.0044
11/01/2022 04:21:00,0.4419,0.6381,0.0000,0.0051,0.0005,0.0031
11/01/2022 04:22:00,0.4440,0.6271,0.0000,0.0047,0.0005,0.0049
11/01/2022 04:23:00,0.3482,0.5770,0.0000,0.0029,0.0007,0.0043
11/01/2022 04:24:00,0.4349,0.5760,0.0000,0.0038,0.0003,0.0049
11/01/2022 04:25:00,0.3464,0.5755,0.0000,0.0029,0.0005,0.0041
11/01/2022 04:26:00,0.4036,0.5938,0.0000,0.0054,0.0007,0.0038
11/01/2022 04:27:00,0.3673,0.5941,0.0000,0.0049,0.0008,0.0053
11/01/2022 04:28:00,0.4005,0.5744,0.0000,0.0031,0.0005,0.0032
11/01/2022 04:29:00,0.3824,0.6457,0.0000,0.0045,0.0010,0.0040
11/01/2022 04:30:00,0.3663,1.4552,0.0004,0.0083,0.0020,0.0122
11/01/2022 04:31:00,0.4574,1.4793,0.0002,0.0083,0.0012,0.0117
11/01/2022 04:32:00,0.4206,1.5058,0.0004,0.0085,0.0020,0.0132
11/01/2022 04:33:00,0.7437,1.7668,0.0005,0.0079,0.0022,0.0133
11/01/2022 04:34:00,0.9067,1.9593,0.0004,0.0074,0.0018,0.0131
11/01/2022 04:35:00,0.6142,1.6560,0.0005,0.0087,0.0015,0.0121
11/01/2022 04:36:00,0.4178,1.4889,0.0002,0.0094,0.0011,0.0127
11/01/2022 04:37:00,0.4707,1.4979,0.0011,0.0091,0.0009,0.0132
11/01/2022 04:38:00,0.4206,1.6080,0.0010,0.0284,0.0025,0.0125
11/01/2022 04:39:00,1.0078,2.1520,0.0007,1.0051,0.0019,0.0130
11/01/2022 04:40:00,1.2541,2.4393,0.0004,1.5985,0.0034,0.0130
11/01/2022 04:41:00,1.5078,2.6386,0.0002,2.0369,0.0023,0.0145
11/01/2022 04:42:00,2.0156,3.1545,0.0002,3.0731,0.0023,0.0150
11/01/2022 04:43:00,1.7875,2.9618,0.0005,2.6961,0.0027,0.0137
11/01/2022 04:44:00,0.5369,1.6762,0.0007,0.1376,0.0020,0.0122
11/01/2022 04:45:00,0.4207,1.5301,0.0008,0.0084,0.0005,0.0127
11/01/2022 04:46:00,0.3966,1.5325,0.0011,0.0094,0.0015,0.0118
11/01/2022 04:47:00,0.4722,1.5260,0.0005,0.0101,0.0016,0.0120
11/01/2022 04:48:00,0.4072,1.5237,0.0005,0.0089,0.0005,0.0131
11/01/2022 04:49:00,0.4858,1.5250,0.0002,0.0075,0.0009,0.0114
11/01/2022 04:50:00,0.4140,1.4872,0.0014,0.0089,0.0016,0.0124
11/01/2022 04:51:00,0.4766,1.3973,0.0009,0.0065,0.0005,0.0118
11/01/2022 04:52:00,0.3965,1.3987,0.0002,0.0067,0.0006,0.0112
11/01/2022 04:53:00,0.4340,1.3434,0.0007,0.0078,0.0020,0.0113
11/01/2022 04:54:00,0.3598,1.3306,0.0005,0.0081,0.0013,0.0113
11/01/2022 04:55:00,0.4230,1.2829,0.0004,0.0080,0.0018,0.0111
11/01/2022 04:56:00,0.3407,1.2455,0.0002,0.0080,0.0012,0.0124
11/01/2022 04:57:00,0.4063,1.2453,0.0002,0.0069,0.0002,0.0110
11/01/2022 04:58:00,0.6572,1.5101,0.0002,0.0089,0.0018,0.0124
11/01/2022 04:59:00,0.8315,1.5663,0.0002,0.0066,0.0026,0.0114
11/01/2022 05:00:00,0.5523,0.5716,0.0000,0.0034,0.0009,0.0039
11/01/2022 05:01:00,0.4567,0.4217,0.0000,0.0027,0.0002,0.0023
11/01/2022 05:02:00,0.4100,0.5735,0.0002,0.0050,0.0011,0.0041
11/01/2022 05:03:00,0.4832,1.2436,0.0002,0.0070,0.0018,0.0102
11/01/2022 05:04:00,0.4279,1.2358,0.0003,0.0072,0.0009,0.0114
11/01/2022 05:05:00,0.4626,1.2455,0.0002,0.0062,0.0011,0.0112
11/01/2022 05:06:00,0.4114,1.2299,0.0004,0.0079,0.0016,0.0109
11/01/2022 05:07:00,0.4861,1.2043,0.0007,0.0075,0.0011,0.0108
11/01/2022 05:08:00,0.3520,1.1570,0.0002,0.0083,0.0011,0.0111
11/01/2022 05:09:00,0.4088,1.1563,0.0000,0.0082,0.0013,0.0112
11/01/2022 05:10:00,0.3694,0.7082,0.0007,0.0055,0.0013,0.0067
11/01/2022 05:11:00,0.3919,0.2995,0.0000,0.0036,0.0013,0.0032
11/01/2022 05:12:00,0.4653,0.3671,0.0000,0.0243,0.0012,0.0033
11/01/2022 05:13:00,1.0054,0.9178,0.0000,1.0277,0.0009,0.0049
11/01/2022 05:14:00,1.2698,1.2146,0.0000,1.6199,0.0007,0.0071
11/01/2022 05:15:00,1.4776,1.4220,0.0000,2.0422,0.0024,0.0062
11/01/2022 05:16:00,2.0696,2.5979,0.0000,3.0845,0.0021,0.0125
11/01/2022 05:17:00,1.6814,2.5127,0.0000,2.3774,0.0027,0.0141
11/01/2022 05:18:00,0.6609,1.4035,0.0000,0.1380,0.0014,0.0116
11/01/2022 05:19:00,0.4303,1.2564,0.0003,0.0090,0.0011,0.0114
11/01/2022 05:20:00,0.4676,0.6799,0.0002,0.0075,0.0005,0.0061
11/01/2022 05:21:00,0.4211,0.3542,0.0000,0.0039,0.0011,0.0026
11/01/2022 05:22:00,0.5052,0.3917,0.0000,0.0046,0.0006,0.0043
11/01/2022 05:23:00,0.6151,0.5278,0.0000,0.0042,0.0003,0.0028
11/01/2022 05:24:00,0.8053,0.8298,0.0000,0.0046,0.0012,0.0060
11/01/2022 05:25:00,0.5140,0.4924,0.0000,0.0035,0.0006,0.0044
11/01/2022 05:26:00,0.3607,0.3891,0.0000,0.0041,0.0011,0.0039
11/01/2022 05:27:00,0.4364,0.4475,0.0000,0.0040,0.0006,0.0057
11/01/2022 05:28:00,0.3669,1.2553,0.0002,0.0086,0.0014,0.0124
11/01/2022 05:29:00,0.3913,1.2447,0.0005,0.0088,0.0023,0.0114
11/01/2022 05:30:00,0.4035,1.2417,0.0002,0.0093,0.0014,0.0112
11/01/2022 05:31:00,0.3902,1.2915,0.0005,0.0097,0.0010,0.0121
11/01/2022 05:32:00,0.4829,0.4732,0.0000,0.0026,0.0002,0.0046
11/01/2022 05:33:00,0.4618,0.4674,0.0000,0.0051,0.0009,0.0040
11/01/2022 05:34:00,0.4186,0.6149,0.0000,0.0043,0.0006,0.0059
11/01/2022 05:35:00,0.4487,0.6587,0.0000,0.0053,0.0016,0.0053
11/01/2022 05:36:00,0.4561,0.6520,0.0000,0.0046,0.0013,0.0071
11/01/2022 05:37:00,0.3985,0.6412,0.0000,0.0048,0.0017,0.0046
11/01/2022 05:38:00,0.4265,0.5590,0.0000,0.0044,0.0004,0.0055
11/01/2022 05:39:00,0.3720,0.4486,0.0000,0.0038,0.0005,0.0045
11/01/2022 05:40:00,0.4633,0.3838,0.0000,0.0050,0.0005,0.0034
11/01/2022 05:41:00,0.4423,0.9649,0.0000,0.0057,0.0005,0.0088
11/01/2022 05:42:00,0.4032,1.1611,0.0000,0.0084,0.0011,0.0104
11/01/2022 05:43:00,0.7138,1.4802,0.0000,0.0083,0.0014,0.0109
11/01/2022 05:44:00,0.8460,1.6355,0.0000,0.0082,0.0017,0.0124
11/01/2022 05:45:00,0.4512,0.6926,0.0003,0.0055,0.0012,0.0060
11/01/2022 05:46:00,0.4031,0.3337,0.0000,0.0038,0.0012,0.0024
11/01/2022 05:47:00,0.4983,0.3617,0.0000,0.0039,0.0009,0.0032
11/01/2022 05:48:00,0.4253,0.3606,0.0000,0.0047,0.0005,0.0022
11/01/2022 05:49:00,0.5046,0.3606,0.0000,0.0039,0.0007,0.0026
11/01/2022 05:50:00,0.4250,0.3609,0.0000,0.0043,0.0007,0.0024
11/01/2022 05:51:00,0.4907,0.3542,0.0000,0.0051,0.0007,0.0034
11/01/2022 05:52:00,0.4092,0.3450,0.0000,0.0048,0.0011,0.0028
11/01/2022 05:53:00,0.4373,0.2981,0.0000,0.0036,0.0009,0.0039
11/01/2022 05:54:00,0.3599,0.5644,0.0002,0.0063,0.0015,0.0055
11/01/2022 05:55:00,0.4206,1.1776,0.0000,0.0081,0.0021,0.0109
11/01/2022 05:56:00,0.3765,1.1882,0.0000,0.0092,0.0023,0.0112
11/01/2022 05:57:00,0.4178,1.2144,0.0002,0.0091,0.0008,0.0117
11/01/2022 05:58:00,0.3816,1.0068,0.0002,0.0071,0.0009,0.0092
11/01/2022 05:59:00,0.3763,0.3488,0.0000,0.0039,0.0004,0.0029
11/01/2022 06:00:00,0.4813,0.3476,0.0000,0.0031,0.0010,0.0034
11/01/2022 06:01:00,0.4585,0.3808,0.0000,0.0035,0.0002,0.0017
11/01/2022 06:02:00,0.5661,0.4084,0.0000,0.0033,0.0002,0.0037
11/01/2022 06:03:00,0.4848,0.4070,0.0000,0.0033,0.0006,0.0036
11/01/2022 06:04:00,0.5604,0.4059,0.0000,0.0052,0.0007,0.0031
11/01/2022 06:05:00,0.4953,0.4165,0.0000,0.0040,0.0007,0.0042
11/01/2022 06:06:00,0.9178,0.8077,0.0000,0.0052,0.0008,0.0032
11/01/2022 06:07:00,0.9045,0.8022,0.0000,0.0039,0.0010,0.0033
11/01/2022 06:08:00,0.4974,0.3934,0.0000,0.0038,0.0012,0.0020
11/01/2022 06:09:00,0.4393,1.0169,0.0000,0.0064,0.0008,0.0084
11/01/2022 06:10:00,0.4939,1.1945,0.0002,0.0086,0.0015,0.0098
11/01/2022 06:11:00,0.4328,1.2704,0.0003,0.0090,0.0020,0.0110
11/01/2022 06:12:00,0.4823,1.2836,0.0002,0.0081,0.0011,0.0105
11/01/2022 06:13:00,0.4293,0.6922,0.0000,0.0054,0.0005,0.0069
11/01/2022 06:14:00,0.4799,0.4298,0.0000,0.0037,0.0007,0.0042
11/01/2022 06:15:00,0.4247,0.4285,0.0000,0.0056,0.0007,0.0031
11/01/2022 06:16:00,0.5329,0.4636,0.0000,0.0042,0.0018,0.0051
11/01/2022 06:17:00,0.5452,0.4915,0.0000,0.0049,0.0006,0.0036
11/01/2022 06:18:00,0.4924,0.4914,0.0000,0.0044,0.0007,0.0027
11/01/2022 06:19:00,0.5566,0.4908,0.0000,0.0032,0.0009,0.0029
11/01/2022 06:20:00,0.4875,0.5019,0.0000,0.0050,0.0014,0.0027
11/01/2022 06:21:00,0.5170,0.5036,0.0000,0.0021,0.0004,0.0046
11/01/2022 06:22:00,0.5045,0.4852,0.0000,0.0026,0.0009,0.0037
11/01/2022 06:23:00,0.4761,0.4177,0.0000,0.0035,0.0012,0.0025
11/01/2022 06:24:00,0.6682,1.4205,0.0000,0.0074,0.0024,0.0075
11/01/2022 06:25:00,0.9277,1.6388,0.0000,0.0090,0.0025,0.0109
11/01/2022 06:26:00,1.2630,2.7701,0.0000,0.0120,0.0045,0.0117
11/01/2022 06:27:00,1.2050,1.7334,0.0000,0.0077,0.0017,0.0110
11/01/2022 06:28:00,0.7005,0.8116,0.0002,0.0056,0.0012,0.0063
11/01/2022 06:29:00,0.6226,0.4244,0.0000,0.0039,0.0011,0.0025
11/01/2022 06:30:00,1.0211,0.4259,0.0000,0.0030,0.0534,0.0018
11/01/2022 06:31:00,2.4681,0.7033,0.0000,0.0000,0.6987,0.0019
11/01/2022 06:32:00,2.6436,0.8398,0.0000,0.0000,0.9502,0.0013
11/01/2022 06:33:00,2.7749,0.9557,0.0000,0.0000,1.1311,0.0009
11/01/2022 06:34:00,2.8478,1.1975,0.0000,0.0004,1.6102,0.0021
11/01/2022 06:35:00,3.2299,1.5133,0.0000,0.0005,2.0777,0.0017
11/01/2022 06:36:00,3.5345,1.7709,0.0000,0.0008,2.5848,0.0022
11/01/2022 06:37:00,2.1479,1.7626,0.0000,0.0029,2.3342,0.0036
11/01/2022 06:38:00,1.6881,1.6468,0.0002,0.0034,1.9793,0.0045
11/01/2022 06:39:00,1.6017,2.2989,0.0007,0.0068,1.6994,0.0113
11/01/2022 06:40:00,1.4335,2.0397,0.0000,0.0076,1.5252,0.0105
11/01/2022 06:41:00,0.8694,1.3668,0.0002,0.0078,0.2826,0.0088
11/01/2022 06:42:00,0.6438,0.7125,0.0000,0.0055,0.0128,0.0047
11/01/2022 06:43:00,0.6738,0.4391,0.0000,0.0025,0.0007,0.0024
11/01/2022 06:44:00,0.6030,0.5719,0.0000,0.0051,0.0016,0.0035
11/01/2022 06:45:00,0.6727,0.4464,0.0000,0.0042,0.0004,0.0033
11/01/2022 06:46:00,0.8566,0.3466,0.0000,0.0029,0.0006,0.0022
11/01/2022 06:47:00,1.1189,0.5639,0.0000,0.0039,0.0023,0.0024
11/01/2022 06:48:00,1.1639,0.7728,0.0000,0.0043,0.0029,0.0028
11/01/2022 06:49:00,0.9798,0.6697,0.0000,0.0041,0.0025,0.0022
11/01/2022 06:50:00,1.1452,1.0989,0.0000,0.0066,0.0036,0.0030
11/01/2022 06:51:00,1.4456,0.7787,0.0000,0.0038,0.0022,0.0022
11/01/2022 06:52:00,1.4712,0.8770,0.0000,0.0031,0.0022,0.0036
11/01/2022 06:53:00,1.0504,1.2476,0.0000,0.0078,0.0031,0.0087
11/01/2022 06:54:00,1.1362,1.2260,0.0000,0.0073,0.0045,0.0084
11/01/2022 06:55:00,1.0707,1.2221,0.0000,0.0073,0.0029,0.0079
11/01/2022 06:56:00,1.0937,0.7480,0.0000,0.0053,0.0018,0.0038
11/01/2022 06:57:00,1.0539,0.5152,0.0000,0.0029,0.0027,0.0018
11/01/2022 06:58:00,1.0817,0.5309,0.0000,0.0027,0.0027,0.0013
11/01/2022 06:59:00,1.0856,0.5205,0.0000,0.0030,0.0019,0.0019
11/01/2022 07:00:00,1.0933,0.4853,0.0000,0.0033,0.0016,0.0014
11/01/2022 07:01:00,1.0436,0.5068,0.0000,0.0037,0.0016,0.0007
11/01/2022 07:02:00,1.1437,0.6811,0.0000,0.0032,0.0022,0.0030
11/01/2022 07:03:00,1.0352,0.6372,0.0000,0.0029,0.0008,0.0029
11/01/2022 07:04:00,1.6528,0.7240,0.0000,0.0013,0.0016,0.0030
11/01/2022 07:05:00,1.0741,0.5050,0.0000,0.0031,0.0017,0.0029
11/01/2022 07:06:00,1.0984,1.1437,0.0000,0.0055,0.0018,0.0083
11/01/2022 07:07:00,1.0812,1.2215,0.0000,0.0059,0.0025,0.0095
11/01/2022 07:08:00,1.1231,1.2161,0.0002,0.0066,0.0025,0.0071
11/01/2022 07:09:00,1.0495,1.2314,0.0000,0.0065,0.0020,0.0080
11/01/2022 07:10:00,1.1244,0.6582,0.0000,0.0022,0.0009,0.0040
11/01/2022 07:11:00,1.0521,0.4279,0.0000,0.0022,0.0018,0.0011
11/01/2022 07:12:00,1.4547,0.7596,0.0000,0.0027,0.0018,0.0021
11/01/2022 07:13:00,1.6091,1.1385,0.0000,0.0030,0.0018,0.0033
11/01/2022 07:14:00,1.1720,0.7124,0.0000,0.0036,0.0024,0.0026
11/01/2022 07:15:00,1.1384,0.5886,0.0000,0.0038,0.0023,0.0015
11/01/2022 07:16:00,1.1861,0.7297,0.0000,0.0032,0.0023,0.0030
11/01/2022 07:17:00,1.1017,0.7443,0.0000,0.0037,0.0026,0.0040
11/01/2022 07:18:00,1.1741,0.8632,0.0000,0.0036,0.0030,0.0053
11/01/2022 07:19:00,1.2512,1.0063,0.0000,0.0056,0.0023,0.0055
11/01/2022 07:20:00,1.1564,0.8080,0.0000,0.0029,0.0027,0.0031
11/01/2022 07:21:00,1.2092,1.9420,0.0006,0.0088,0.0034,0.0128
